index,City,State,population,minimum_age_x,minimum_age_y,Hispanic,White,Black,Native,Asian,Pacific,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Employed,Unemployment,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Mean,Median,Stdev
6350,Delta,OH,346192,0.0,80.0,8.2,89.8,0.5,0.1,0.3,0.0,10.8,14.7,28.5,15.4,21.7,11.7,22.8,20872,6.7,87.6,6.5,0.1,1.5,1.4,2.9,23.4,82.5,11.0,6.4,0.1,55120.0,1999.0,26470.0,1066.0,61444.5,52372.5,40272.0
6357,Deltona,FL,3841552,0.0,80.0,12.1,73.9,10.3,0.3,1.7,0.0,17.4,27.0,31.0,21.1,27.6,10.2,10.0,199287,9.1,81.2,8.7,0.9,1.3,2.9,5.0,25.3,81.8,12.1,5.9,0.2,41117.0,718.0,24026.0,429.0,49445.666666666664,42101.666666666664,35307.666666666664
6360,Deming,NM,1001528,0.0,80.0,64.1,33.0,1.0,0.9,0.4,0.1,29.6,39.0,23.8,24.9,22.2,17.7,11.5,8383,13.8,76.9,14.8,1.4,1.4,0.7,4.9,19.2,73.6,19.8,6.5,0.0,27476.0,1672.0,15078.0,964.0,37956.333333333336,207611.33333333334,26146.0
6377,Denmark,SC,254540,0.0,80.0,1.3,35.5,62.3,0.1,0.4,0.0,28.2,42.4,29.1,23.3,16.6,9.5,21.5,5527,10.9,80.7,11.1,1.3,4.0,1.1,1.8,22.0,70.9,23.1,6.0,0.0,31314.0,3035.0,18215.0,1903.0,39282.0,18501.0,46653.0
6400,Denver,CO,42918304,0.0,80.0,30.9,53.1,9.4,0.6,3.5,0.1,17.3,26.1,44.6,17.6,22.3,7.5,8.1,348382,6.3,70.3,8.5,6.8,4.5,3.4,6.5,24.8,83.2,11.2,5.6,0.1,53637.0,803.0,35218.0,421.0,68615.37681159421,80527.49275362318,51004.637681159424
6407,Denver City,TX,285076,0.0,80.0,50.6,46.55,1.25,0.2,0.65,0.15,23.5,25.6,50.1,25.3,34.4,58.0,32.1,11414,12.1,77.95,17.7,0.0,2.4,0.25,1.7,15.8,75.1,14.5,10.25,0.1,56894.0,8142.5,22934.5,2347.0,61124.0,50497.0,40599.0
6429,Derry,NH,1447864,0.0,80.0,2.5,93.5,0.7,0.1,1.8,0.0,5.5,7.3,42.4,13.5,25.1,9.1,9.9,166354,5.6,84.1,6.2,0.9,1.7,1.0,6.2,30.0,80.9,12.3,6.7,0.1,81198.0,1225.0,40469.0,727.0,83690.0,178407.5,47779.5
6454,Detroit,MI,29150132,0.0,80.0,5.5,49.8,39.2,0.3,2.9,0.0,25.0,36.9,31.3,20.5,24.4,6.9,16.8,696900,14.9,81.0,9.7,3.2,1.8,1.5,2.8,25.1,86.1,10.0,3.8,0.1,41210.0,304.0,22897.0,161.0,35734.86363636364,26177.263636363637,33507.972727272725
6486,Dexter,MO,561484,0.0,80.0,1.6,95.8,1.5,0.1,0.0,0.0,15.7,19.1,27.4,15.8,23.0,13.0,20.8,12334,9.1,84.4,9.9,0.5,1.2,1.4,2.6,22.0,77.3,13.9,8.8,0.0,38203.0,2247.0,21797.0,991.0,32498.0,24819.0,37170.0
6513,Dickinson,ND,895180,0.0,80.0,4.4,90.3,1.1,0.9,1.3,0.1,6.7,4.9,27.7,16.1,23.2,17.5,15.5,16062,2.8,82.2,9.6,0.2,2.5,1.0,4.5,17.4,77.5,13.6,8.9,0.1,72099.0,2915.0,35114.0,1775.0,92355.33333333333,150854.66666666666,58218.333333333336
6530,Dilley,TX,208472,0.0,80.0,78.1,17.0,3.9,0.0,0.4,0.0,22.1,29.5,18.5,27.3,20.2,18.7,15.3,6618,5.2,84.1,10.9,0.2,2.7,1.6,0.6,17.9,81.1,15.4,3.4,0.1,36404.0,4068.0,17017.0,2628.0,73436.0,300000.0,61323.0
6551,Dingmans Ferry,PA,338316,0.0,80.0,9.9,81.8,5.5,0.2,1.2,0.0,9.9,14.6,31.9,20.2,24.7,13.1,10.1,24320,11.6,79.7,9.2,2.9,3.4,0.7,4.2,44.0,78.1,13.6,8.0,0.3,60180.0,3164.0,28533.0,1092.0,72562.75,64766.25,50182.0
6554,Dinwiddie,VA,150964,0.0,80.0,2.8,62.6,32.8,0.1,0.4,0.0,14.8,19.1,27.2,20.3,21.5,13.7,17.3,12653,9.7,87.1,7.0,0.3,1.1,1.1,3.5,28.9,74.1,19.5,6.0,0.4,51397.0,2129.0,23395.0,1438.0,55213.0,52586.0,35033.0
6556,Disputanta,VA,301004,0.0,80.0,3.3,38.5,55.8,0.3,0.1,0.1,20.5,28.7,26.1,20.6,25.3,14.0,14.0,2551,6.9,85.6,9.5,0.7,1.0,1.2,2.0,30.3,76.8,19.1,3.7,0.4,39194.0,4305.0,15143.0,1750.0,65555.0,51298.0,35733.0
6620,Donaldsonville,LA,472560,0.0,80.0,5.0,69.8,21.8,0.1,0.9,0.0,11.8,15.6,36.3,14.9,24.7,11.9,12.1,55380,6.4,86.4,8.2,0.1,1.1,0.8,3.3,30.4,81.6,13.4,4.9,0.1,70551.0,1834.0,29269.0,866.0,34825.0,27487.0,32564.0
6641,Dorado,PR,1659944,0.0,80.0,98.7,1.05,0.15000000000000002,0.0,0.0,0.0,74.0,91.5,63.400000000000006,38.1,64.5,16.700000000000003,17.2,42008,38.4,78.2,9.85,2.15,3.45,4.05,2.3499999999999996,34.6,68.80000000000001,22.25,8.9,0.15000000000000002,25125.0,1667.0,13042.5,753.0,21489.666666666668,14173.333333333334,19436.333333333332
6662,Dothan,AL,3479256,0.0,80.0,2.85,68.0,27.299999999999997,0.15,0.4,0.0,33.9,50.5,64.6,35.6,44.6,21.200000000000003,34.1,50989,16.4,87.1,7.8,0.2,0.85,1.9500000000000002,2.1500000000000004,24.15,80.1,14.25,5.45,0.2,41784.0,2041.5,23428.0,944.5,55614.833333333336,41856.666666666664,46840.333333333336
6671,Douglas,GA,1249468,0.0,80.0,10.9,59.3,28.2,0.1,0.6,0.0,25.5,35.6,31.6,16.1,21.4,8.5,22.5,15358,8.3,83.9,9.7,0.6,0.9,2.7,2.3,19.7,78.3,13.8,7.6,0.3,33965.0,2469.0,17540.0,1010.0,35267.5,23942.5,38370.0
6683,Douglasville,GA,4598308,0.0,80.0,8.8,45.9,41.2,0.1,1.7,0.0,16.4,22.0,33.3,14.5,27.7,9.4,15.1,61844,10.5,79.6,12.0,0.9,1.0,1.4,5.1,31.4,80.5,13.7,5.7,0.1,53881.0,2368.0,23158.0,609.0,63184.125,144916.75,41074.375
6687,Dover,DE,2988920,0.0,80.0,6.5,63.7,23.4,0.6,2.1,0.0,13.5,19.7,32.7,19.8,23.4,10.4,13.7,75246,8.4,82.9,9.6,1.2,1.7,1.0,3.6,26.1,73.4,22.4,3.9,0.3,54976.0,1350.0,25404.0,515.0,60621.0,143407.6,45606.8
6707,Dow City,IA,40260,0.0,80.0,27.0,69.1,1.0,0.9,0.3,0.2,19.8,30.9,25.7,16.5,18.3,14.1,25.4,8192,4.8,76.6,11.1,0.3,3.0,4.0,5.1,15.8,77.8,12.8,8.4,1.0,48084.0,4013.0,23344.0,1579.0,45800.0,41171.0,31373.0
6726,Doyle,TN,58124,0.0,80.0,2.0,94.0,1.7,0.0,0.0,0.0,19.6,25.2,23.2,19.5,21.6,12.6,23.1,9769,10.5,85.7,10.6,0.0,0.7,0.9,2.1,23.8,72.7,17.7,9.4,0.1,34901.0,2305.0,17451.0,1010.0,36275.0,32247.0,24114.0
6775,Drummond,WI,17776,0.0,80.0,1.5,85.4,0.6,9.9,0.4,0.0,11.6,19.6,34.6,19.2,19.6,13.6,13.0,6859,7.2,75.6,10.2,1.2,4.7,1.5,6.8,23.4,68.4,20.8,10.4,0.4,46665.0,1207.0,26485.0,652.0,46843.0,173630.5,36988.0
6829,Dudley,GA,61512,0.0,80.0,2.5,59.4,36.0,0.1,1.1,0.0,27.5,38.9,30.7,19.3,24.6,10.2,15.3,16926,6.6,85.5,10.3,0.2,1.5,1.1,1.5,23.2,72.8,20.3,6.6,0.2,32356.0,1971.0,19194.0,915.0,58786.25,46200.5,49153.75
6849,Duluth,MN,5009796,0.0,80.0,1.4,91.7,1.5,1.9,1.0,0.0,16.0,18.6,33.6,21.2,23.7,10.2,11.3,96700,6.9,78.1,9.4,2.5,4.7,1.5,3.9,19.6,80.6,14.7,4.7,0.1,48331.0,1074.0,27190.0,463.0,62789.166666666664,50648.416666666664,51104.25
6890,Dunellen,NJ,616836,0.0,80.0,19.6,46.1,9.2,0.1,23.2,0.0,8.8,11.5,44.2,14.0,24.3,6.2,11.2,402766,7.5,73.1,8.4,9.5,2.9,2.3,3.8,32.9,83.1,13.1,3.8,0.1,79593.0,1012.0,34674.0,328.0,108679.0,300000.0,59344.0
6925,Dupree,SD,45232,0.0,80.0,3.7,23.7,0.3,70.6,0.7,0.0,39.5,47.2,48.7,12.9,17.5,15.8,5.1,948,27.4,65.3,5.7,0.7,6.6,1.7,20.0,19.6,40.9,41.7,16.6,0.8,35119.0,3563.0,12877.0,906.0,57365.0,45668.0,43190.0
6931,Durango,CO,1562484,0.0,80.0,19.3,76.7,0.0,1.5,0.0,0.0,16.5,16.9,28.8,18.1,27.9,18.7,6.5,337,13.8,31.2,13.1,1.8,29.4,19.9,4.7,11.8,80.1,11.3,8.0,0.6,36324.0,2185.0,23143.0,3943.0,77593.0,178609.0,52241.0
6934,Durant,MS,156728,0.0,80.0,0.3,16.3,82.6,0.0,0.4,0.0,43.4,60.9,23.2,20.4,18.1,11.9,26.3,5301,19.2,80.1,14.8,1.2,1.3,1.5,1.1,27.4,72.7,23.8,3.5,0.0,20732.0,1507.0,11972.0,955.0,29240.0,22070.0,25511.0
6942,Durham,NC,11140228,0.0,80.0,13.4,42.1,37.1,0.3,4.6,0.0,18.0,25.7,49.5,17.2,18.5,7.2,7.7,145135,6.8,74.9,11.6,3.9,2.6,2.1,4.8,22.0,78.2,16.8,4.9,0.1,52503.0,1146.0,30268.0,557.0,56300.3,69280.9,41429.25
6954,Dutch John,UT,11704,0.0,80.0,2.3,95.7,0.0,1.0,0.0,0.0,7.2,3.4,21.6,23.4,21.6,19.4,14.0,222,4.3,86.5,3.7,1.4,0.5,2.3,5.6,19.3,47.7,44.1,8.1,0.0,56750.0,9413.0,22149.0,4614.0,65458.0,300000.0,40486.0
7000,Eagle Pass,TX,2310352,0.0,80.0,95.2,3.1,0.1,0.9,0.5,0.0,26.7,34.9,22.0,26.6,22.5,13.0,15.9,20309,13.1,77.2,17.0,0.5,2.3,1.8,1.2,20.8,68.8,25.0,6.1,0.1,33747.0,2484.0,15249.0,746.0,40067.6,30545.2,32960.2
7003,Eagle River,WI,321332,0.0,80.0,1.4,95.4,0.6,1.0,0.6,0.0,10.4,14.2,30.9,18.9,24.9,10.3,15.0,16557,6.3,82.5,8.2,0.4,2.4,1.2,5.3,19.9,79.0,13.1,7.7,0.2,46516.0,2423.0,26432.0,892.0,53859.0,43689.0,43879.5
7015,Earle,AR,137896,0.0,80.0,2.0,59.0,36.75,0.25,0.6,0.1,44.2,62.099999999999994,53.8,36.9,50.2,26.3,33.0,27476,18.5,81.4,11.350000000000001,0.35,2.2,1.9,2.85,22.45,75.35,18.35,5.75,0.55,38053.5,2777.0,19612.5,946.0,47727.666666666664,36484.666666666664,42961.666666666664
7144,East Peoria,IL,1083676,0.0,80.0,2.2,94.3,1.2,0.1,0.9,0.0,8.7,11.6,35.5,16.7,24.2,8.0,15.6,64883,5.5,86.7,8.0,0.6,1.3,0.7,2.7,21.1,84.6,10.7,4.7,0.1,58194.0,1612.0,29718.0,666.0,58379.0,45209.0,45230.0
7220,Eastsound,WA,157168,0.0,80.0,5.8,89.3,0.5,0.7,1.4,0.1,11.6,19.6,37.7,22.0,19.1,13.7,7.5,7633,5.9,63.7,11.6,2.1,9.5,4.0,9.1,14.4,68.9,14.3,16.2,0.5,55960.0,2229.0,39266.0,1714.0,65967.0,47204.5,61830.0
7229,Eatonton,GA,868912,0.0,80.0,6.6,65.3,26.6,0.0,0.4,0.0,16.4,22.7,29.3,22.0,24.6,10.0,14.1,9448,6.3,80.5,12.3,0.3,1.0,2.3,3.6,25.9,77.2,15.8,7.0,0.0,44299.0,3123.0,25864.0,2302.0,42792.5,32858.5,37830.5
7234,Eau Claire,WI,3497516,0.0,80.0,1.4,94.2,1.3,0.3,1.2,0.0,10.1,11.6,29.5,16.7,21.8,10.6,21.4,31085,5.1,80.8,8.7,0.2,2.6,1.5,6.4,22.0,81.2,10.8,7.7,0.3,52109.0,1400.0,25651.0,722.0,58446.42857142857,85535.85714285714,39468.42857142857
7286,Edgartown,MA,176264,0.0,80.0,0.8,92.1,3.1,0.8,0.8,0.0,11.7,19.9,44.2,17.5,17.3,16.8,4.3,8849,5.2,74.3,6.3,4.0,4.2,3.0,8.3,14.4,61.3,16.0,22.6,0.2,64222.0,8996.0,38560.0,4531.0,82883.0,61248.0,57746.0
7318,Edison,OH,69124,0.0,80.0,1.3,96.3,0.4,0.1,0.1,0.0,11.7,17.2,28.0,14.8,21.7,13.3,22.2,16096,7.0,85.9,8.7,0.5,1.0,0.7,3.2,30.1,77.5,15.0,6.9,0.5,51993.0,3131.0,23420.0,898.0,61924.0,53653.0,35835.0
7355,Egegik,AK,4796,0.0,80.0,2.2,21.0,0.5,67.6,3.2,0.7,16.8,23.5,34.1,20.7,13.4,16.3,15.5,657,9.8,21.2,6.8,1.1,36.2,32.4,2.4,6.0,42.2,51.6,6.1,0.2,50781.0,9403.0,23041.0,2272.0,62733.0,50708.0,52096.0
7380,El Cerrito,CA,1012660,0.0,80.0,24.9,46.0,8.6,0.3,15.1,0.5,10.9,14.0,42.9,17.5,23.6,8.2,7.7,509920,8.8,68.9,11.6,10.1,1.7,1.9,5.8,35.3,77.5,13.6,8.7,0.2,80185.0,827.0,39313.0,398.0,91020.75,77202.75,62396.25
7394,El Paso,TX,32194360,0.0,80.0,79.85,16.3,2.1,0.15,0.9,0.05,63.099999999999994,95.5,53.6,51.599999999999994,42.3,27.4,25.1,328885,14.100000000000001,74.65,12.6,0.75,1.9,3.2,6.9,23.049999999999997,65.75,26.5,7.65,0.1,34010.5,1709.0,17435.0,1502.0,53773.484375,75852.015625,39766.859375
7397,El Reno,OK,805904,0.0,80.0,7.8,78.0,2.3,3.9,3.1,0.0,7.3,9.1,36.0,15.1,26.7,10.4,11.8,63025,4.5,86.1,8.8,0.2,0.6,1.3,3.0,23.1,77.7,16.3,5.9,0.1,64505.0,1511.0,28246.0,606.0,32768.0,31384.0,19237.0
7429,Eldorado,OK,27456,0.0,80.0,26.5,60.8,6.6,0.7,1.6,0.0,17.5,24.2,34.9,15.4,23.6,16.1,10.1,1139,8.7,86.5,6.4,0.0,1.4,0.6,5.0,15.6,62.9,23.6,12.9,0.6,31250.0,4376.0,20891.0,2767.0,62287.0,48002.0,54669.0
7441,Electra,TX,150084,0.0,80.0,8.1,88.8,0.6,1.3,0.5,0.0,9.9,12.1,33.7,13.9,21.8,15.7,14.9,4239,3.0,86.4,7.4,0.0,0.8,0.7,4.7,21.5,76.6,13.8,9.5,0.2,60275.0,5182.0,29380.0,2233.0,39100.0,30280.5,32210.0
7451,Elgin,IL,4272092,0.0,80.0,31.2,58.2,5.3,0.1,3.7,0.0,11.4,17.6,33.7,16.5,25.2,7.7,16.8,255530,7.6,79.9,10.1,2.7,1.5,1.0,4.8,29.1,85.9,10.3,3.7,0.2,70696.0,1068.0,31056.0,464.0,75465.6,110239.3,52134.8
7473,Elizabeth City,NC,1758328,0.0,80.0,3.55,67.65,25.299999999999997,0.4,1.8,0.15,27.1,43.5,69.6,35.3,47.8,24.9,22.299999999999997,21502,19.4,83.15,10.8,0.35,1.25,2.2,2.25,30.6,64.1,30.85,5.0,0.05,52079.0,4491.0,24386.0,1687.0,49910.8,191036.6,39440.8
7511,Elkhart,IN,4216256,0.0,80.0,14.8,76.1,5.6,0.1,1.1,0.0,16.1,23.7,24.2,15.2,21.8,7.6,31.2,91085,7.4,78.7,13.5,0.4,1.6,2.9,2.9,19.6,87.5,7.7,4.6,0.2,47913.0,1143.0,21817.0,458.0,45321.444444444445,96677.22222222222,31020.222222222223
7538,Elkton,OR,35640,0.0,80.0,5.2,88.8,0.3,1.3,0.8,0.1,19.3,30.0,28.1,20.4,23.4,11.2,16.9,39563,12.2,77.3,11.2,0.2,2.9,2.2,6.2,20.2,72.0,19.5,8.2,0.3,41312.0,1316.0,22591.0,693.0,50148.0,41479.0,32997.0
7548,Ellenboro,NC,346676,0.0,80.0,3.1,73.6,20.6,0.3,0.9,0.0,20.1,30.5,28.1,19.3,23.4,9.1,20.0,40571,12.6,85.5,9.1,0.5,1.8,0.7,2.3,24.0,80.4,13.7,5.7,0.2,39453.0,1628.0,20825.0,670.0,36660.0,26021.0,37266.0
7549,Ellenboro,WV,42240,0.0,80.0,1.1,96.3,0.3,0.1,0.0,0.0,18.0,30.9,31.2,19.9,15.6,16.8,16.5,2915,8.2,88.4,6.8,0.3,1.6,0.5,2.4,26.8,71.2,22.3,6.5,0.0,44288.0,3666.0,23291.0,2297.0,48572.0,35180.0,39823.0
7589,Ellsinore,MO,127292,0.0,80.0,1.9,94.7,0.1,1.1,0.0,0.0,21.3,27.7,31.0,22.5,18.4,10.1,18.0,2402,9.7,73.7,12.1,0.0,4.2,3.6,6.3,20.5,75.4,14.1,10.5,0.0,33034.0,4853.0,20318.0,2319.0,29002.0,20145.0,31952.0
7600,Ellwood City,PA,732204,0.0,80.0,1.2,92.3,3.7,0.1,0.4,0.0,15.2,24.3,29.9,19.3,23.7,10.1,17.1,39340,7.0,84.3,8.3,1.2,2.4,1.0,2.9,22.8,83.6,10.8,5.5,0.1,44571.0,1352.0,24450.0,610.0,58910.4,92834.2,46551.0
7601,Elm City,NC,353232,0.0,80.0,9.9,48.3,38.2,0.3,0.9,0.1,23.1,38.3,29.9,18.3,23.0,11.2,17.6,34701,10.1,83.4,8.7,0.2,1.7,4.3,1.8,20.4,81.5,14.0,4.3,0.2,39847.0,1255.0,21486.0,743.0,55806.0,45816.0,48450.0
7622,Elmira,NY,2129160,0.0,80.0,2.9,86.6,5.7,0.4,1.5,0.0,15.8,22.2,34.4,20.4,23.1,8.2,13.9,38219,5.4,84.1,7.3,2.0,3.3,0.9,2.3,19.5,78.3,16.7,4.8,0.2,50320.0,1785.0,26262.0,827.0,53389.42857142857,80871.42857142857,41983.142857142855
7671,Ely,NV,329032,0.0,80.0,14.6,74.1,4.0,5.1,0.7,0.3,11.5,18.1,35.1,23.8,13.0,19.5,8.6,3529,10.6,69.9,16.8,0.8,9.8,1.7,0.9,17.1,60.4,33.5,5.6,0.4,57122.0,7119.0,24359.0,2436.0,81646.0,68338.0,57227.0
7710,Emmetsburg,IA,191224,0.0,80.0,2.0,95.5,1.3,0.1,0.4,0.0,10.7,16.8,32.1,17.4,21.1,11.0,18.4,4637,2.9,83.2,8.0,0.0,4.2,1.3,3.3,16.8,73.1,17.7,9.0,0.2,47113.0,2245.0,26154.0,1332.0,78522.0,70318.0,45206.0
7726,Emporia,VA,732380,0.0,80.0,3.0,39.2,55.1,0.2,1.0,0.0,34.9,52.6,30.5,19.3,21.9,13.7,14.6,2074,19.1,76.1,17.2,0.0,2.9,0.9,2.9,20.7,74.1,22.6,3.3,0.0,28601.0,5096.0,20417.0,3008.0,42839.5,34995.0,35187.0
7728,Encampment,WY,37840,0.0,80.0,17.4,78.4,1.4,0.6,0.2,0.1,15.3,19.4,28.6,19.5,16.4,16.5,19.0,7851,4.3,77.7,10.7,0.4,4.2,1.5,5.4,17.4,72.5,21.8,5.3,0.4,56825.0,3998.0,26706.0,1163.0,63938.0,49851.0,50306.0
7750,Englewood,CO,3438248,0.0,80.0,8.1,84.0,1.0,0.2,4.1,0.0,4.0,4.2,53.0,11.9,25.7,4.6,4.8,159911,4.1,79.1,6.8,1.7,0.9,1.3,10.1,27.7,82.9,11.9,5.1,0.1,102964.0,1796.0,45500.0,795.0,71827.16666666667,60064.0,50268.0
7758,Englishtown,NJ,1828772,0.0,80.0,10.3,75.9,6.7,0.0,5.3,0.0,7.5,9.9,43.8,15.6,25.5,7.7,7.4,307183,7.9,75.7,7.5,8.0,2.1,1.8,5.0,33.5,80.6,13.8,5.5,0.2,85242.0,1177.0,43469.0,555.0,130694.5,210608.5,65341.5
7763,Ennice,NC,71896,0.0,80.0,9.3,87.3,2.2,0.1,0.2,0.0,18.4,26.2,29.8,19.5,20.9,14.1,15.7,4365,10.5,82.1,10.2,0.1,2.1,0.9,4.6,26.0,68.8,18.4,12.3,0.4,36968.0,3199.0,20366.0,1496.0,53459.5,46285.5,38523.5
7779,Enterprise,OR,132968,0.0,80.0,2.7,93.6,0.3,0.2,0.2,0.2,15.3,22.8,34.5,19.9,21.8,13.0,10.8,2898,9.5,68.0,10.6,0.2,8.4,3.9,8.9,19.1,65.5,20.8,13.5,0.2,40581.0,3918.0,24386.0,1578.0,46428.0,36114.0,33907.0
7808,Erick,OK,66000,0.0,80.0,13.5,76.7,3.4,1.0,0.8,0.1,13.0,12.3,24.3,17.3,25.2,17.7,15.5,9611,2.9,85.6,10.0,0.1,1.1,0.7,2.4,18.4,78.0,12.4,9.2,0.4,48601.0,3997.0,25156.0,3163.0,52601.0,60728.5,47992.0
7812,Erie,KS,95304,0.0,80.0,4.9,90.7,1.0,0.3,0.2,0.1,18.6,29.7,30.4,17.4,21.6,11.0,19.5,7816,4.7,81.3,11.2,0.2,2.5,1.9,2.8,16.6,70.9,20.5,8.4,0.2,43195.0,2924.0,22354.0,1295.0,52656.5,300000.0,42710.0
7874,Ethan,SD,38720,0.0,80.0,1.0,92.8,3.5,1.9,0.2,0.4,12.0,10.1,37.8,15.5,17.7,15.6,13.3,1673,1.1,72.7,11.0,0.1,5.1,3.1,7.9,17.1,73.4,15.0,11.4,0.2,60741.0,4576.0,23656.0,2428.0,53000.0,47192.0,35872.0
7896,Ettrick,WI,78804,0.0,80.0,6.6,91.6,0.5,0.2,0.5,0.0,10.7,16.0,30.3,14.3,18.3,11.7,25.4,15166,3.6,81.3,8.7,0.2,3.9,1.4,4.6,21.4,78.7,12.0,9.0,0.3,51077.0,1423.0,25502.0,536.0,59897.0,57245.0,41162.5
7901,Eudora,AR,139920,0.0,80.0,5.199999999999999,53.7,39.95,0.35,0.2,0.0,52.4,72.8,55.9,38.0,45.3,24.0,36.900000000000006,11609,23.3,83.8,8.65,0.75,2.05,3.2,1.55,19.45,71.6,21.4,6.699999999999999,0.25,31588.0,2465.0,19472.0,2023.5,38290.666666666664,25079.666666666668,38827.333333333336
7904,Eufaula,OK,418044,0.0,80.0,2.4,68.6,3.5,14.6,0.5,0.0,21.1,29.3,28.6,18.5,21.8,13.5,17.7,6944,10.8,84.8,8.1,0.8,1.7,0.6,4.0,26.1,74.2,19.4,6.4,0.0,36011.0,2435.0,20599.0,1071.0,41470.0,30671.0,38820.0
7911,Eupora,MS,259380,0.0,80.0,1.3,77.8,19.6,0.0,0.2,0.0,22.7,30.0,35.8,13.4,19.3,12.0,19.5,3544,11.2,83.2,10.1,0.5,0.7,3.0,2.5,29.7,68.9,24.9,6.0,0.1,34448.0,2909.0,19938.0,1249.0,42141.0,32329.0,46096.0
7927,Eutaw,AL,217096,0.0,80.0,0.7,17.8,80.6,0.1,0.2,0.0,40.2,67.0,20.1,22.3,26.0,9.5,22.1,2412,20.4,82.1,9.3,0.8,3.4,2.1,2.3,30.5,75.8,17.2,7.0,0.0,20541.0,2413.0,13611.0,1741.0,30928.0,20746.0,31024.0
7947,Evansville,IN,7866452,0.0,80.0,2.4,84.6,9.0,0.2,1.1,0.1,16.6,24.6,30.8,18.5,25.4,8.3,16.9,86077,6.2,84.9,7.7,1.8,1.7,1.2,2.8,19.3,87.0,9.2,3.7,0.1,43046.0,1049.0,24961.0,650.0,49594.09523809524,78885.0,36364.71428571428
7951,Evant,TX,45892,0.0,80.0,17.5,60.1,14.3,0.4,1.8,0.8,13.8,19.8,30.4,24.1,25.1,11.1,9.3,22684,9.5,73.3,13.7,0.3,7.4,2.3,3.0,21.0,60.3,34.2,5.3,0.2,49340.0,1526.0,19760.0,716.0,69858.0,50492.0,62396.0
7970,Everson,WA,394724,0.0,80.0,8.7,80.3,0.8,2.6,3.9,0.3,16.0,16.8,34.0,20.2,23.9,10.3,11.6,98265,8.2,73.6,9.3,2.8,5.0,2.9,6.4,20.4,75.1,18.0,6.6,0.3,53145.0,1739.0,27223.0,704.0,68456.5,57641.0,51566.5
8020,Fairbanks,AK,2795892,0.0,80.0,7.4,71.9,4.1,5.7,2.6,0.6,8.1,9.9,36.6,17.0,23.4,12.9,10.1,46661,7.9,74.0,14.3,1.5,3.6,3.3,3.4,19.2,65.8,29.9,4.1,0.2,71068.0,1964.0,33244.0,1103.0,79965.25,177972.125,55464.125
8041,Fairfax,VA,6603432,0.0,80.0,16.4,59.8,4.7,0.1,15.4,0.1,7.0,3.9,51.8,16.4,22.4,6.1,3.3,12724,5.4,70.2,8.2,10.7,4.5,0.8,5.5,31.0,73.4,21.9,4.5,0.2,105297.0,7530.0,45545.0,1801.0,134946.0,200121.27272727274,65040.36363636364
8049,Fairfield,IL,378224,0.0,80.0,0.6,96.7,0.7,0.1,0.7,0.0,14.5,24.0,26.6,15.1,21.4,13.4,23.5,7523,5.3,82.8,8.6,1.0,1.8,0.9,5.0,22.5,77.2,13.7,9.1,0.0,44993.0,2346.0,23869.0,1224.0,41137.5,37313.5,31810.5
8052,Fairfield,MT,78540,0.0,80.0,1.5,94.4,0.1,1.8,0.3,0.0,12.1,15.7,38.5,17.0,20.1,15.1,9.3,2720,5.1,70.7,11.3,0.3,7.6,2.5,7.7,19.7,63.2,19.2,16.5,1.2,46360.0,2998.0,24443.0,1375.0,68014.0,59256.0,42801.0
8055,Fairfield,NE,25036,0.0,80.0,8.6,89.4,0.5,0.1,0.4,0.0,9.3,12.4,33.0,13.3,19.7,18.8,15.2,3171,2.8,79.5,9.4,0.0,4.7,1.6,4.8,21.6,73.2,14.6,12.0,0.3,51470.0,2745.0,26324.0,1390.0,50249.0,34592.0,42394.0
8076,Fairmont,WV,1774476,0.0,80.0,1.2,93.1,3.6,0.1,0.5,0.0,16.2,24.9,33.1,18.7,23.2,13.4,11.6,25422,4.9,84.6,8.0,0.8,2.8,0.5,3.3,24.0,77.3,17.7,4.8,0.2,43165.0,2573.0,23807.0,765.0,55145.25,42847.0,47721.0
8082,Fairplay,CO,106084,0.0,80.0,5.7,90.4,0.0,1.1,1.0,0.8,7.3,8.1,34.4,18.4,22.3,14.7,10.2,8822,5.6,72.5,13.5,1.3,1.1,0.5,11.1,42.4,70.4,17.5,10.8,1.2,56969.0,5031.0,31734.0,1737.0,54218.5,47049.0,39459.5
8095,Fairview,OK,142912,0.0,80.0,8.9,85.9,0.4,2.4,0.0,0.0,14.1,18.3,29.4,12.6,23.6,17.5,16.9,3518,5.4,84.8,6.9,0.0,2.2,2.9,3.3,21.9,72.6,15.1,11.5,0.9,51571.0,2398.0,27877.0,2300.0,56428.5,172495.5,52245.5
8106,Faith,SD,41404,0.0,80.0,1.6,95.6,0.1,1.9,0.0,0.0,13.6,13.1,40.2,15.3,16.2,17.6,10.7,1490,4.5,66.3,5.9,0.4,6.2,1.6,19.6,13.4,57.2,16.1,24.9,1.7,39773.0,5541.0,27174.0,2582.0,48874.0,43773.0,31524.0
