index,City,State,population,minimum_age_x,minimum_age_y,Hispanic,White,Black,Native,Asian,Pacific,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Employed,Unemployment,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Mean,Median,Stdev
10913,Hebbronville,TX,232012,0.0,80.0,91.9,6.6,1.2,0.0,0.0,0.0,17.5,15.3,24.7,19.7,15.3,19.2,21.1,1786,16.5,71.5,22.6,1.1,3.8,0.0,1.0,32.4,56.8,30.7,11.7,0.8,35521.0,5606.0,17122.0,2069.0,0.0,0.0,0.0
10922,Hebron,KY,612348,0.0,80.0,3.9,88.8,2.9,0.2,2.4,0.0,8.2,11.2,38.8,13.4,27.1,6.8,13.8,62624,5.6,85.2,7.9,1.0,1.0,1.1,3.8,24.1,85.2,11.3,3.5,0.1,66730.0,1965.0,29866.0,835.0,105012.0,300000.0,62379.0
10937,Heflin,AL,373956,0.0,80.0,2.9,75.2,19.6,0.3,0.2,0.2,20.4,28.3,27.6,12.9,20.3,13.1,26.1,8630,10.3,79.8,13.1,0.5,1.4,1.1,4.1,27.2,76.4,13.9,8.9,0.9,36924.0,2722.0,19363.0,1300.0,31459.0,25199.0,32837.0
10974,Hemphill,TX,267520,0.0,80.0,3.9,86.6,8.8,0.0,0.1,0.0,27.4,49.9,23.7,21.7,20.1,19.3,15.2,2882,12.1,85.4,5.1,0.2,1.8,1.8,5.8,29.8,75.1,18.1,6.8,0.0,31307.0,2825.0,19511.0,2113.0,49807.0,31874.0,38525.0
10982,Henderson,KY,1649956,0.0,80.0,2.2,87.0,7.1,0.1,0.4,0.0,19.0,28.4,28.7,17.6,24.3,9.4,20.1,20337,8.0,86.0,8.7,0.5,1.5,0.7,2.5,20.7,80.7,14.1,5.1,0.1,41036.0,2205.0,22628.0,962.0,45524.0,35794.5,37353.0
10994,Hendersonville,NC,2819960,0.0,80.0,9.9,83.6,2.9,0.3,1.0,0.1,13.8,20.0,32.9,16.8,24.0,12.0,14.4,46387,6.0,81.2,10.7,0.2,1.6,0.9,5.3,21.6,79.8,11.8,8.2,0.1,46448.0,1969.0,26059.0,750.0,47343.875,68393.0,36430.875
11031,Heppner,OR,84700,0.0,80.0,34.0,62.0,0.4,0.6,0.4,0.1,16.5,25.7,27.1,15.8,16.9,21.5,18.5,4827,8.6,76.7,11.0,0.5,4.1,1.0,6.7,18.6,77.3,15.5,7.2,0.0,50918.0,2042.0,20497.0,1159.0,51453.5,44300.0,38124.5
11040,Hereford,TX,843260,0.0,80.0,62.1,34.8,0.6,0.1,0.3,0.0,17.1,23.7,23.7,15.0,21.0,21.4,18.8,3316,4.7,80.0,12.2,0.6,2.2,1.2,3.8,15.2,73.5,14.5,10.8,1.2,39459.0,3380.0,21068.0,4374.0,65471.5,50584.0,49095.5
11060,Hernando,FL,620268,0.0,80.0,5.1,88.9,2.8,0.3,1.6,0.0,17.4,30.4,28.8,24.1,25.1,10.6,11.5,43486,13.1,82.4,8.1,0.4,1.0,2.5,5.6,24.9,78.2,14.4,6.9,0.5,38312.0,1593.0,23979.0,784.0,48226.4,36066.4,43059.4
11076,Herron,MI,35684,0.0,80.0,1.2,96.1,0.5,0.6,0.4,0.0,17.2,25.0,29.6,19.2,26.2,10.9,14.1,12233,9.3,82.2,9.7,0.5,1.6,1.9,4.0,17.6,79.9,12.5,7.3,0.3,38829.0,1569.0,22082.0,682.0,46080.0,41175.0,31276.0
11077,Herscher,IL,87692,0.0,80.0,9.6,72.6,14.9,0.2,1.1,0.0,16.1,23.3,30.1,18.3,23.4,10.4,17.8,49815,9.8,82.7,7.8,1.6,2.9,2.1,3.0,24.0,82.0,13.6,4.2,0.1,52110.0,1466.0,24449.0,587.0,70776.0,63278.0,45739.0
11084,Hesperia,MI,259820,0.0,80.0,14.2,82.6,1.2,0.6,0.3,0.0,20.4,31.6,25.5,17.9,18.4,15.0,23.2,10360,8.7,76.3,11.2,0.1,4.2,1.5,6.7,22.5,78.3,13.2,8.2,0.3,41617.0,1409.0,20234.0,735.0,44635.0,36960.0,36218.0
11088,Hesston,KS,175560,0.0,80.0,3.9,92.2,1.0,0.5,0.7,0.0,7.2,9.4,36.3,15.8,18.2,9.6,20.1,15406,3.1,81.9,9.2,0.1,4.1,1.3,3.4,14.1,77.5,12.2,9.9,0.4,56128.0,2402.0,28396.0,1206.0,53824.0,36725.0,45098.0
11116,Hickman,KY,140712,0.0,80.0,1.5,71.5,24.9,0.1,0.1,0.0,27.4,36.0,29.1,22.8,17.8,6.9,23.4,2274,12.0,82.2,7.9,0.5,2.5,2.3,4.6,20.5,75.2,17.2,6.7,0.8,28359.0,4067.0,18082.0,1404.0,52294.0,300000.0,29662.0
11121,Hickory,NC,3416688,0.0,80.0,8.8,77.0,8.4,0.3,3.8,0.0,15.5,23.2,31.4,15.8,23.1,7.0,22.8,69954,8.2,85.6,8.8,0.1,0.9,1.0,3.6,22.3,83.8,10.9,5.2,0.1,44376.0,1522.0,23657.0,648.0,74689.25,61743.75,53291.0
11130,Hicksville,OH,261800,0.0,80.0,9.5,87.0,1.7,0.3,0.3,0.0,13.4,20.4,26.4,15.6,24.1,9.8,24.1,18092,8.4,87.3,6.7,0.3,2.2,1.1,2.3,20.0,83.5,11.1,5.3,0.1,50663.0,1705.0,24143.0,805.0,63324.0,56059.0,50078.0
11146,High Bridge,NJ,162580,0.0,80.0,5.9,86.9,2.4,0.1,3.6,0.2,4.4,5.0,50.8,13.4,23.2,6.6,5.9,65918,5.9,82.3,5.5,2.1,1.8,0.7,7.6,32.9,79.6,13.6,6.6,0.1,105444.0,2651.0,51353.0,1410.0,110221.0,104639.0,65233.0
11151,High Point,NC,5019696,0.0,80.0,6.6,81.3,9.2,0.5,1.3,0.0,15.9,23.6,28.1,16.8,23.3,10.5,21.2,71620,11.0,85.7,9.1,0.2,1.1,0.9,3.0,24.1,81.8,11.9,6.2,0.1,43363.0,1435.0,23060.0,678.0,56975.5,70267.33333333333,40140.25
11155,High Springs,FL,473792,0.0,80.0,5.1,87.4,5.8,0.1,0.5,0.0,22.8,35.2,27.6,20.1,23.0,14.4,14.8,6260,10.4,79.3,14.2,0.6,0.8,1.4,3.5,29.5,73.4,21.1,5.5,0.0,40623.0,2651.0,21436.0,2486.0,44916.0,34472.0,30253.0
11204,Hilliard,OH,2353956,0.0,80.0,5.0,65.8,21.1,0.1,4.3,0.0,17.5,24.8,41.6,17.0,25.3,5.2,10.8,616368,7.0,81.4,8.2,2.6,2.5,1.5,3.9,21.6,80.8,14.8,4.3,0.1,52341.0,432.0,29244.0,260.0,123961.75,204194.25,63024.25
11249,Hilo,HI,1966624,0.0,80.0,12.2,30.8,0.6,0.3,21.4,11.1,19.5,29.6,31.1,23.9,25.3,12.0,7.7,82124,8.1,74.4,12.3,1.3,2.2,2.2,7.7,25.1,69.7,19.4,10.3,0.5,52108.0,1215.0,24548.0,597.0,75110.5,60747.5,57468.75
11278,Hinsdale,NY,77484,0.0,80.0,1.9,91.2,1.5,2.8,0.8,0.0,18.3,27.7,27.7,20.7,24.6,11.4,15.7,34265,8.2,80.7,8.6,0.5,5.6,1.6,3.0,21.8,73.9,19.8,6.1,0.3,42601.0,1264.0,22336.0,436.0,55347.5,43799.0,44297.0
11293,Hiwassee,VA,84128,0.0,80.0,1.5,91.0,5.8,0.0,0.1,0.0,13.5,17.4,29.7,15.9,23.3,8.5,22.6,15480,7.4,85.5,8.8,0.6,1.2,1.5,2.4,22.8,76.3,19.0,4.7,0.0,47495.0,3279.0,25556.0,1122.0,91425.0,81012.0,70530.0
11294,Hixson,TN,1736944,0.0,80.0,4.9,71.6,19.7,0.1,1.9,0.0,16.0,23.6,37.3,17.2,25.3,7.0,13.1,162818,8.0,83.3,8.2,1.0,2.1,1.3,4.2,21.6,79.6,14.3,5.9,0.2,48248.0,1137.0,27518.0,443.0,80588.33333333333,136061.0,55612.0
11303,Hobbs,NM,1883200,0.0,80.0,54.5,39.4,3.2,0.7,0.2,0.0,15.0,21.8,24.2,14.7,22.2,20.8,18.0,29340,5.9,82.7,11.1,0.6,2.0,1.3,2.4,18.5,80.8,13.6,5.5,0.1,57533.0,3185.0,23804.0,889.0,69085.25,58391.75,48537.5
11392,Holly,CO,66220,0.0,80.0,35.9,61.6,0.4,0.3,0.4,0.0,19.0,26.7,30.1,24.4,22.4,12.6,10.6,5488,9.7,73.8,13.1,0.0,3.9,2.5,6.7,13.2,67.5,24.1,8.2,0.1,40179.0,3470.0,20087.0,1037.0,48662.0,40047.0,38483.0
11399,Holly Ridge,NC,247104,0.0,80.0,11.6,67.3,14.8,0.6,1.8,0.2,14.6,19.8,29.6,22.4,26.4,12.0,9.6,61252,11.6,73.7,12.7,0.1,5.6,1.8,6.0,23.7,66.3,27.7,5.9,0.1,46335.0,1705.0,21862.0,605.0,74117.0,62393.0,58391.0
11401,Holly Springs,NC,1286516,0.0,80.0,9.9,61.1,20.4,0.3,6.0,0.0,11.3,15.2,49.3,14.5,23.5,6.1,6.6,499197,6.4,79.7,9.1,1.1,1.4,1.3,7.4,24.1,80.1,15.1,4.8,0.1,67309.0,866.0,34202.0,418.0,76832.0,72307.0,49194.0
11409,Holmen,WI,598004,0.0,80.0,1.7,90.6,1.4,0.4,4.5,0.0,14.8,13.6,35.2,19.7,23.5,6.5,15.2,62292,5.4,80.5,7.8,1.1,4.9,2.7,3.0,17.8,82.1,13.7,4.1,0.1,50539.0,1244.0,27550.0,766.0,69958.0,66761.0,44207.0
11418,Holt,MI,883256,0.0,80.0,7.5,71.3,10.8,0.3,5.6,0.0,22.4,25.8,39.6,19.4,23.9,5.3,11.8,133091,9.0,76.4,8.8,3.2,5.4,2.4,3.9,19.9,75.1,19.9,4.9,0.1,45679.0,852.0,25436.0,390.0,55421.5,44110.0,38207.5
11431,Holyoke,CO,127908,0.0,80.0,18.1,78.5,0.1,0.3,0.8,0.0,15.3,18.7,35.0,13.9,23.5,18.4,9.2,1984,5.3,74.9,11.7,1.2,8.1,1.2,3.0,14.5,70.1,16.2,13.3,0.5,43639.0,4117.0,24967.0,3513.0,59178.0,55759.0,37787.0
11509,Hope,AR,722128,0.0,80.0,12.5,55.7,29.7,0.2,0.0,0.0,27.0,42.1,25.6,13.8,19.4,15.9,25.3,8699,7.9,79.7,14.2,0.5,1.1,0.8,3.6,20.4,73.6,20.3,6.1,0.0,32122.0,2918.0,17049.0,1186.0,27119.5,24509.0,19085.5
11522,Hope Valley,RI,200376,0.0,80.0,2.8,91.6,1.5,0.8,1.8,0.0,9.9,12.0,44.1,19.2,21.8,7.2,7.7,64824,6.4,84.1,6.5,1.2,2.6,0.9,4.7,25.5,75.9,17.3,6.7,0.1,72807.0,2018.0,36851.0,817.0,73111.0,300000.0,67473.0
11530,Hopewell,VA,1381776,0.0,80.0,6.8,51.1,38.1,0.0,1.5,0.0,19.0,29.0,23.0,18.5,25.9,14.6,18.0,9041,12.8,82.8,11.5,0.9,1.0,2.4,1.5,22.1,79.0,18.8,2.2,0.0,39064.0,2675.0,20700.0,1077.0,45049.0,35122.5,35218.0
11548,Hormigueros,PR,740740,0.0,80.0,99.5,0.2,0.1,0.0,0.0,0.0,37.4,49.0,25.4,18.1,34.5,8.9,13.0,4887,22.6,86.7,9.1,0.6,2.1,0.1,1.3,21.6,64.2,27.2,8.6,0.0,20598.0,1806.0,11096.0,940.0,27904.0,21603.333333333332,24374.666666666668
11550,Hornbeak,TN,86592,0.0,80.0,3.6,84.0,10.4,0.2,0.3,0.0,20.6,30.1,27.6,19.2,21.8,10.1,21.3,12572,11.2,88.3,5.9,0.2,1.5,1.6,2.4,19.9,77.0,13.4,9.1,0.4,40281.0,1803.0,21829.0,1103.0,44837.0,34494.0,37271.0
11553,Hornell,NY,558052,0.0,80.0,1.5,93.9,1.5,0.2,1.5,0.0,16.3,24.6,33.5,18.5,20.9,11.5,15.6,43199,8.2,80.0,10.7,0.7,4.0,1.4,3.1,21.6,76.4,16.7,6.7,0.3,47280.0,1199.0,25800.0,695.0,50704.666666666664,40218.333333333336,37427.0
11576,Hosford,FL,82984,0.0,80.0,7.2,73.5,16.3,0.4,0.8,0.0,18.4,16.8,32.3,28.4,14.3,14.0,11.0,2748,10.2,75.2,14.8,3.4,2.8,2.0,1.8,30.8,52.2,38.6,9.2,0.0,39406.0,3719.0,16972.0,1777.0,50123.0,300000.0,42120.0
11600,Houma,LA,3624940,0.0,80.0,4.6,67.9,18.4,5.3,0.9,0.3,19.5,27.2,24.1,16.8,25.3,15.8,18.0,48450,5.5,81.5,11.3,0.4,1.1,3.3,2.4,23.4,82.8,11.9,5.2,0.2,47826.0,2388.0,23626.0,735.0,49868.6,39116.4,38742.4
11610,Houston,MS,363352,0.0,80.0,4.0,51.7,43.4,0.0,0.4,0.0,26.3,38.7,18.6,14.1,22.2,9.2,35.9,6554,12.2,81.9,12.2,0.0,1.5,2.3,2.2,24.8,79.4,14.4,6.2,0.0,30926.0,1640.0,17538.0,1560.0,42764.0,29509.0,45348.5
11613,Houston,TX,126690476,0.0,80.0,41.6,31.7,18.5,0.2,6.5,0.1,18.0,26.8,34.7,17.4,23.5,11.5,12.9,2081889,7.5,79.2,11.1,2.9,1.5,2.0,3.3,28.2,83.4,10.1,6.3,0.1,54457.0,400.0,29047.0,174.0,68297.5,92485.22767857143,47939.20982142857
11620,Howard,KS,43208,0.0,80.0,3.8,91.5,0.8,1.7,0.4,0.0,18.3,24.5,38.4,18.6,15.5,14.5,13.0,1121,5.3,71.7,11.9,0.0,4.9,2.6,8.9,25.3,59.2,26.6,13.6,0.5,36458.0,3723.0,21764.0,1596.0,49849.5,37576.5,35670.0
11689,Hughes Springs,TX,205348,0.0,80.0,8.8,65.8,23.0,0.9,0.0,0.0,18.7,27.7,27.7,19.8,20.7,6.6,25.1,4588,12.7,87.1,6.7,0.2,0.2,0.4,5.4,24.1,75.3,17.5,7.1,0.0,39453.0,3350.0,20900.0,2134.0,43106.0,34614.5,38258.5
11698,Hugoton,KS,213180,0.0,80.0,58.3,33.7,3.5,0.7,2.9,0.0,19.1,28.2,20.5,12.9,17.6,17.4,31.6,11031,9.0,68.3,23.4,0.2,2.1,2.5,3.5,15.4,79.0,15.3,5.7,0.0,47134.0,3527.0,20442.0,1046.0,62759.0,64033.0,44828.0
11726,Hume,MO,31680,0.0,80.0,2.1,94.9,0.5,0.6,0.0,0.1,18.5,25.7,28.0,19.9,20.9,15.5,15.6,7186,6.6,75.3,12.6,0.8,4.1,0.9,6.3,30.6,72.2,15.5,12.0,0.3,41060.0,3025.0,21715.0,978.0,37597.0,300000.0,12292.0
11750,Huntersville,NC,2277484,0.0,80.0,12.5,49.1,30.5,0.2,5.1,0.1,15.2,20.5,42.4,16.3,25.1,6.7,9.4,502455,8.9,77.3,9.9,3.4,1.9,1.3,6.1,25.3,86.0,9.1,4.8,0.1,56854.0,639.0,33169.0,334.0,97866.8,84337.6,63325.8
11772,Huntley,IL,1141492,0.0,80.0,12.1,82.6,1.3,0.0,2.6,0.0,7.9,10.8,37.0,15.1,27.1,8.2,12.6,157226,8.0,82.5,7.3,2.9,1.0,0.9,5.5,34.3,84.8,10.4,4.7,0.1,77222.0,1689.0,33735.0,472.0,97371.0,87295.0,56121.0
11777,Huntsville,AL,8222984,0.0,80.0,4.7,65.6,23.9,0.6,2.5,0.1,13.7,19.4,44.6,15.6,23.2,6.7,9.9,163753,8.5,86.9,7.1,0.3,1.2,1.5,3.0,20.8,75.6,19.5,4.7,0.2,57993.0,1443.0,32131.0,601.0,63580.22222222222,66177.66666666667,43942.11111111111
11783,Huntsville,TX,2764960,0.0,80.0,14.85,66.35,16.9,0.2,0.95,0.0,46.0,54.4,55.5,48.599999999999994,43.3,27.099999999999998,25.5,32588,17.0,80.15,12.0,0.05,3.25,1.1,3.45,32.9,64.3,29.6,5.9,0.2,40347.5,3374.0,19249.0,1517.5,34286.0,23042.666666666668,27023.333333333332
11799,Huron,SD,617408,0.0,80.0,1.9,97.2,0.0,0.4,0.2,0.0,10.4,11.0,31.9,12.6,19.9,17.8,17.8,1289,3.4,71.0,10.8,0.9,1.5,0.3,15.5,22.5,70.2,9.7,19.7,0.4,50541.0,3855.0,29952.0,2761.0,57830.5,173279.5,54021.0
11817,Hutchinson,KS,2182048,0.0,80.0,10.9,84.4,1.7,0.8,0.5,0.1,14.7,18.1,30.7,18.9,19.3,14.0,17.1,4905,5.5,72.8,16.6,0.2,6.7,1.0,2.8,15.6,75.1,17.2,7.4,0.3,48460.0,3795.0,23687.0,2167.0,57819.8,44120.0,44788.4
11828,Hyannis,NE,16676,0.0,80.0,5.3,94.7,0.0,0.0,0.0,0.0,13.3,14.6,40.2,12.4,15.6,20.6,11.2,418,3.5,64.8,10.4,0.0,11.1,2.2,11.6,25.7,67.2,12.2,20.6,0.0,44750.0,6041.0,21782.0,3052.0,49247.0,43868.0,35252.0
11846,Hymera,IN,23716,0.0,80.0,1.7,92.3,4.5,0.3,0.2,0.0,18.7,28.0,25.5,20.2,18.3,14.3,21.7,8203,6.8,88.6,7.0,0.2,0.9,1.4,1.9,22.7,84.0,11.9,4.1,0.0,45023.0,4247.0,19715.0,1057.0,43715.0,34361.0,32134.0
11861,Idaho Falls,ID,4399868,0.0,80.0,12.4,84.1,0.4,0.4,0.8,0.1,13.2,16.9,34.7,17.4,25.1,10.1,12.6,47191,5.6,78.3,11.5,2.5,1.7,2.0,4.0,18.8,78.0,15.2,6.6,0.3,50762.0,1206.0,23926.0,899.0,66216.14285714286,124693.42857142857,50973.71428571428
11886,Ilwaco,WA,65384,0.0,80.0,8.8,83.2,0.3,1.6,1.9,0.2,19.2,30.2,26.7,22.5,18.8,14.6,17.5,7141,8.9,76.7,12.2,0.5,4.1,2.6,3.9,19.1,70.2,22.1,7.7,0.0,37684.0,2868.0,21923.0,1094.0,67195.0,300000.0,45999.0
11896,Imperial,CA,944020,0.0,80.0,81.8,12.6,2.5,0.7,1.4,0.1,24.0,31.0,23.5,24.1,25.1,14.7,12.5,58391,17.4,80.0,10.5,1.1,2.1,2.4,4.0,21.3,66.6,27.8,5.2,0.4,41079.0,1556.0,16143.0,463.0,82874.0,76449.0,40653.0
11918,Indiahoma,OK,70136,0.0,80.0,12.4,57.5,16.3,4.7,2.1,0.5,17.6,24.3,32.3,21.1,23.2,10.7,12.7,49641,8.6,73.4,12.6,0.7,3.5,2.1,7.7,17.1,66.1,27.8,5.9,0.2,46241.0,1276.0,23264.0,544.0,52432.0,37532.0,44048.0
11937,Indianapolis,IN,39436540,0.0,80.0,9.7,58.1,26.8,0.2,2.4,0.0,21.1,31.8,33.7,18.4,25.7,7.6,14.7,436687,10.1,81.9,9.7,2.1,1.9,1.4,3.0,23.1,85.4,10.5,4.0,0.1,42168.0,428.0,24330.0,343.0,54372.03571428572,58630.416666666664,39845.166666666664
11941,Indianola,NE,39424,0.0,80.0,4.8,92.5,1.4,0.4,0.4,0.0,10.6,16.1,26.0,18.4,25.8,11.8,18.0,5714,4.1,78.2,6.7,0.1,3.8,2.8,8.4,11.3,72.7,15.8,11.2,0.3,42931.0,4618.0,23387.0,1446.0,55022.0,46050.0,43206.0
11979,Interlochen,MI,271964,0.0,80.0,2.6,92.8,1.3,1.2,0.7,0.1,11.0,13.5,34.9,19.6,25.9,7.9,11.7,43804,6.6,81.4,9.2,0.7,2.3,2.2,4.1,20.4,83.0,9.5,7.3,0.2,52950.0,1821.0,28050.0,1007.0,48583.333333333336,132718.0,24349.0
11982,Inver Grove Heights,MN,1465376,0.0,80.0,6.4,80.8,5.1,0.2,4.6,0.0,7.7,10.6,42.4,15.1,25.4,6.1,11.0,223989,5.0,81.8,8.0,3.3,1.1,1.0,4.7,24.1,83.8,11.9,4.2,0.1,75567.0,820.0,36171.0,410.0,72643.5,186540.5,48882.0
12004,Iowa,LA,380336,0.0,80.0,2.1,78.2,17.1,0.5,0.3,0.0,21.1,26.3,28.1,19.2,21.9,16.6,14.2,12657,9.2,81.3,12.3,0.0,0.8,3.5,2.0,30.3,73.7,20.3,5.8,0.2,39063.0,3231.0,22260.0,1284.0,58618.0,300000.0,44143.0
12005,Iowa City,IA,3364460,0.0,80.0,5.2,81.1,5.4,0.2,6.0,0.1,17.9,13.6,45.5,18.0,20.9,5.2,10.4,78838,3.5,66.9,9.1,6.5,9.3,4.1,4.1,18.3,67.0,28.0,4.8,0.2,55700.0,2099.0,31271.0,916.0,60804.5,84464.83333333333,46995.166666666664
12043,Irvine,KY,566456,0.0,80.0,0.1,97.9,0.1,0.1,0.0,0.0,29.3,39.3,20.6,16.7,19.5,11.0,32.2,4855,11.8,77.5,17.3,0.0,0.7,1.4,3.1,33.9,76.5,16.9,6.2,0.4,29770.0,4117.0,16446.0,980.0,36361.5,26648.5,29946.0
12116,Ivins,UT,298540,0.0,80.0,9.9,85.2,0.6,1.0,0.6,0.8,15.0,20.9,31.2,20.3,28.4,8.8,11.2,57785,7.7,78.2,11.7,0.5,2.2,2.1,5.2,18.4,80.9,13.7,5.3,0.2,50774.0,1694.0,22459.0,652.0,50924.0,40334.5,39463.0
12131,Jackson,GA,1005708,0.0,80.0,3.0,67.1,28.0,0.1,0.5,0.0,20.8,32.6,25.8,21.1,20.6,16.9,15.7,8700,10.3,80.7,12.8,0.0,1.1,0.9,4.4,29.8,75.9,18.7,4.2,1.1,41667.0,5920.0,19433.0,1397.0,57564.0,45714.5,45727.5
12136,Jackson,MO,1037916,0.0,80.0,2.2,86.9,7.6,0.3,1.3,0.0,18.3,23.8,33.3,19.0,26.6,8.5,12.6,37661,6.3,83.6,9.3,0.4,3.0,1.6,2.1,18.5,81.2,13.9,4.7,0.2,46050.0,1684.0,24479.0,902.0,60898.0,50185.0,38566.0
12137,Jackson,MS,10125104,0.0,80.0,1.6,26.6,70.1,0.1,0.8,0.0,25.9,36.9,32.5,21.9,24.4,7.5,13.7,105504,10.3,84.6,9.6,0.6,1.3,1.3,2.6,22.0,70.9,23.3,5.8,0.1,37324.0,1042.0,20598.0,493.0,46776.22727272727,39673.954545454544,35113.36363636364
12143,Jackson,OH,691592,0.0,80.0,0.9,96.2,0.6,0.0,0.1,0.0,23.5,33.3,32.2,16.3,19.5,11.2,20.8,13191,11.5,83.0,11.9,0.3,2.4,0.9,1.6,25.6,76.4,18.2,5.0,0.3,39460.0,2782.0,20697.0,1302.0,32021.0,28902.5,22279.5
12146,Jackson,TN,3735952,0.0,80.0,3.5,57.0,37.0,0.1,1.2,0.0,19.6,30.2,32.9,19.4,25.2,6.9,15.6,43039,8.4,85.1,6.8,0.8,0.9,2.4,3.9,18.9,80.0,14.2,5.5,0.3,42544.0,1587.0,23467.0,780.0,42781.833333333336,37818.833333333336,31254.166666666668
12159,Jacksonville,FL,36753376,0.0,80.0,8.4,55.2,29.0,0.2,4.3,0.1,17.3,26.0,35.5,18.5,27.8,7.7,10.5,409421,10.0,80.5,9.7,1.8,1.2,2.0,4.8,24.0,83.6,12.0,4.3,0.1,47690.0,759.0,26543.0,339.0,55344.40677966102,70440.15254237287,40884.661016949154
12167,Jacksonville,TX,1135068,0.0,80.0,21.9,61.6,14.4,0.1,0.5,0.0,22.1,34.8,26.9,22.4,20.0,15.7,15.1,19729,6.4,82.4,13.1,0.0,1.9,1.1,1.4,25.8,72.9,20.4,6.5,0.2,39595.0,1845.0,19420.0,917.0,45931.333333333336,35763.333333333336,37047.0
12186,Jameson,MO,16456,0.0,80.0,1.3,96.5,0.9,0.3,0.1,0.0,16.7,22.6,27.6,18.0,22.3,15.2,16.9,3420,5.7,73.5,13.6,0.1,2.6,4.1,6.1,27.0,64.7,19.6,15.4,0.3,41642.0,3009.0,19208.0,853.0,54227.0,46141.0,38994.0
12191,Jamestown,IN,142252,0.0,80.0,2.5,92.4,1.2,0.2,2.2,0.0,5.8,6.2,45.1,13.1,21.6,7.7,12.6,30471,3.7,86.1,7.0,0.2,0.6,1.4,4.7,24.5,84.0,9.9,6.0,0.1,67552.0,2778.0,38038.0,1632.0,71740.5,62145.0,50040.5
12195,Jamestown,MO,51568,0.0,80.0,4.5,89.6,3.9,0.3,0.1,0.0,13.0,18.3,28.1,18.7,23.2,12.8,17.2,6712,6.7,77.5,14.8,0.4,2.1,2.4,2.8,25.2,68.8,23.5,7.6,0.1,47725.0,2316.0,20901.0,1211.0,53439.0,35592.0,50093.0
12215,Janesville,WI,2319680,0.0,80.0,8.1,83.8,3.4,0.2,1.2,0.0,15.0,23.2,30.0,17.5,22.0,9.3,21.2,75824,8.5,82.0,10.1,0.5,2.1,1.2,4.1,22.9,83.6,11.7,4.5,0.1,50324.0,1116.0,25219.0,513.0,61841.11111111111,131844.44444444444,42914.11111111111
12220,Jarratt,VA,94116,0.0,80.0,3.8,37.5,57.3,0.2,0.2,0.0,19.7,27.8,22.8,24.5,26.4,6.1,20.1,3365,6.4,84.9,9.3,1.2,1.0,2.2,1.4,22.6,74.7,21.5,3.9,0.0,38012.0,3342.0,14450.0,4207.0,33192.666666666664,26486.666666666668,25781.0
12226,Jasper,AL,1428284,0.0,80.0,2.8,94.3,0.5,0.3,0.2,0.0,21.9,37.2,24.5,19.0,20.8,11.0,24.8,8894,9.6,84.9,11.0,0.0,0.7,1.8,1.5,26.8,74.3,16.0,9.6,0.1,33194.0,2169.0,18808.0,1006.0,59116.5,45075.0,44594.0
12227,Jasper,AR,110176,0.0,80.0,1.1,94.4,0.0,1.4,0.5,0.0,20.5,27.3,23.5,20.0,18.8,14.1,23.5,3228,4.4,75.2,13.7,0.7,3.3,1.3,5.8,36.2,64.6,21.1,14.3,0.0,34536.0,4215.0,18038.0,1298.0,47441.0,31241.5,49195.0
12229,Jasper,GA,915948,0.0,80.0,3.1,93.5,1.4,0.1,0.7,0.0,11.6,18.8,30.8,15.6,27.6,14.3,11.8,12678,8.3,79.0,11.7,0.0,1.4,0.9,7.0,29.6,79.1,13.8,7.0,0.1,54123.0,4466.0,27720.0,2386.0,60303.0,50930.0,43486.0
12248,Jayuya,PR,728904,0.0,80.0,99.8,0.2,0.0,0.0,0.0,0.0,57.8,66.2,24.2,16.4,15.6,11.4,32.4,3412,31.7,82.0,5.6,0.0,9.1,0.4,3.0,21.7,62.2,31.8,6.0,0.0,16033.0,2058.0,7242.0,670.0,22355.0,17816.0,18250.0
12270,Jefferson,TX,354728,0.0,80.0,3.9,71.0,22.9,0.2,1.6,0.0,22.6,35.7,26.7,22.1,19.5,14.4,17.4,3940,8.0,79.2,9.3,0.3,3.6,1.7,5.9,28.8,78.7,15.2,5.9,0.1,34175.0,3051.0,22755.0,2147.0,54797.0,33671.0,60583.0
12323,Jersey City,NJ,10780924,0.0,80.0,42.8,29.4,11.1,0.1,14.5,0.0,17.5,26.5,39.4,18.4,22.9,6.2,13.1,339606,9.3,38.4,7.9,41.0,8.3,1.5,3.0,34.9,84.7,10.9,4.4,0.1,59741.0,1178.0,33185.0,401.0,77297.13043478261,66250.43478260869,55937.434782608696
12334,Jesup,GA,1053096,0.0,80.0,6.1,71.1,20.4,0.2,0.1,0.0,20.3,23.5,29.7,15.2,21.8,16.2,17.0,10495,11.3,83.9,9.0,0.2,1.3,3.3,2.2,22.6,71.2,21.6,6.5,0.6,38955.0,3192.0,18291.0,957.0,42246.0,32380.0,35197.0
12365,Johnson City,NY,803484,0.0,80.0,3.8,84.9,4.8,0.2,4.1,0.0,17.9,24.3,36.2,19.4,24.9,8.3,11.2,88758,7.8,79.4,8.3,3.3,4.5,1.1,3.5,19.6,75.0,19.5,5.4,0.1,46261.0,1079.0,25105.0,451.0,52708.0,300000.0,35377.0
