City,State,Hispanic,White,Black,Native,Asian,Pacific
Malvern,OH,1.1,96.7,0.8,0.1,0.2,0.0
Mammoth Cave,KY,1.6,95.9,1.5,0.2,0.1,0.0
Manakin Sabot,VA,2.3,77.3,17.7,0.2,1.0,0.0
Manassa,CO,54.4,43.3,0.1,1.6,0.2,0.2
Manassas,VA,34.05,41.55,12.8,0.1,7.35,0.05
Manati,PR,98.7,1.0,0.3,0.0,0.0,0.0
Mancelona,MI,1.7,94.9,0.7,0.7,0.4,0.2
Mancos,CO,12.5,79.6,0.4,5.0,0.7,0.1
Manhattan,KS,7.8,77.6,6.3,0.4,4.5,0.2
Manitou,OK,24.4,62.2,7.6,1.9,0.2,0.1
Mankato,KS,2.3,95.6,0.1,0.3,0.4,0.0
Mannboro,VA,1.0,72.3,24.3,0.4,0.1,0.0
Manokotak,AK,2.9,17.7,0.3,71.7,1.4,0.0
Mansfield,GA,4.9,50.4,41.3,0.1,1.0,0.0
Mansfield,MO,1.7,95.4,0.8,0.2,0.5,0.0
Mansfield,SD,2.3,89.9,1.5,3.3,1.9,0.0
Mansfield Center,CT,4.9,86.3,2.8,0.0,3.9,0.0
Manville,RI,20.3,64.0,7.8,0.4,4.0,0.1
Many,LA,3.7,68.4,16.7,7.6,0.4,0.1
Maple Park,IL,10.6,78.4,6.6,0.1,2.4,0.0
Maplewood,WI,2.6,94.8,0.5,0.8,0.5,0.0
Marathon,TX,43.3,52.9,1.3,1.3,0.0,0.0
Mardela Springs,MD,4.9,65.0,24.0,0.1,3.0,0.0
Marengo,IA,2.2,96.0,0.8,0.0,0.2,0.1
Marengo,IN,1.4,96.5,0.1,1.1,0.0,0.0
Marengo,WI,2.3,83.1,0.5,9.8,0.5,0.0
Margaretville,NY,3.5,92.6,1.8,0.2,0.6,0.0
Maria Stein,OH,1.7,96.2,0.4,0.1,0.3,0.5
Marianna,FL,5.6,77.0,13.3,1.2,0.6,0.0
Maricao,PR,99.9,0.0,0.1,0.0,0.0,0.0
Marienthal,KS,16.5,81.5,0.0,0.6,1.1,0.0
Marienville,PA,6.4,64.1,26.7,0.3,0.7,0.0
Marietta,GA,12.6,54.4,25.7,0.2,4.9,0.0
Marietta,MN,1.7,96.0,0.6,0.4,0.6,0.0
Marietta,MS,1.3,83.3,14.2,0.0,0.2,0.0
Marine On Saint Croix,MN,3.7,84.4,3.8,0.3,5.2,0.0
Marion,IN,2.4,95.1,0.7,0.5,0.44999999999999996,0.0
Marion,VA,1.8,94.5,2.1,0.1,0.3,0.0
Marland,OK,3.1,82.4,1.4,8.0,0.2,0.0
Marmaduke,AR,2.6,94.5,0.9,0.2,0.1,0.0
Marmarth,ND,0.3,97.3,0.6,0.0,0.0,0.0
Marshall,IL,1.25,97.1,0.4,0.05,0.35,0.0
Marshall,NC,6.4,83.8,6.2,0.4,1.1,0.0
Marshall,OK,5.5,77.9,9.1,3.7,0.6,0.0
Marshall,TX,12.1,64.2,21.6,0.3,0.5,0.0
Marshallberg,NC,4.1,86.4,6.0,0.4,1.2,0.0
Martha,KY,0.7,97.8,0.2,0.0,0.6,0.0
Martin,GA,2.9,83.0,12.2,0.3,0.4,0.0
Martin,OH,4.8,92.6,0.9,0.0,0.4,0.0
Martinsville,VA,4.5,47.4,45.9,0.1,0.1,0.0
Marysville,CA,15.2,73.8,1.4,0.7,4.3,0.2
Marysville,IN,5.0,84.5,7.0,0.1,0.9,0.0
Maryville,IL,3.0,86.0,8.0,0.2,0.8,0.0
Mason,IL,1.9,96.5,0.3,0.1,0.5,0.0
Mason,TX,21.4,76.7,0.3,0.0,0.2,0.0
Mass City,MI,1.1,95.8,0.3,0.9,0.5,0.0
Matlock,IA,9.6,88.3,0.4,0.2,0.7,0.0
Matthews,NC,10.8,73.5,11.7,0.3,2.1,0.0
Mattoon,IL,2.3,91.3,3.4,0.2,1.0,0.0
Mauk,GA,7.2,58.6,31.5,0.0,0.1,0.2
Maunabo,PR,99.9,0.1,0.0,0.0,0.0,0.0
Maxton,NC,2.7,44.8,38.3,10.4,0.8,0.0
Maxwell,IN,2.0,93.6,2.0,0.3,0.5,0.0
May,OK,19.9,77.5,0.1,0.1,0.1,0.0
Mayaguez,PR,99.7,0.3,0.0,0.0,0.0,0.0
Mayer,AZ,14.1,81.1,0.6,1.6,0.8,0.0
Mayesville,SC,2.1,32.7,63.0,0.1,0.0,0.0
Mayo,FL,12.0,69.4,17.7,0.0,0.1,0.0
Mayslick,KY,0.6,97.65,0.7,0.1,0.0,0.0
Maywood,NE,0.4,97.9,0.0,0.5,0.0,0.0
McAlpin,FL,8.9,75.4,13.2,0.3,0.3,0.0
McClure,PA,1.3,96.5,0.7,0.0,0.5,0.0
McColl,SC,3.1,39.8,50.7,3.7,0.3,0.1
McCool,MS,0.6,67.6,31.1,0.0,0.2,0.0
McEwen,TN,2.0,93.4,3.2,0.4,0.2,0.0
McLeansboro,IL,0.2,99.1,0.5,0.1,0.0,0.0
McLouth,KS,2.4,94.2,0.5,0.7,0.0,0.0
McMechen,WV,1.0,96.9,0.9,0.4,0.4,0.0
McMinnville,TN,0.5,81.7,0.2,0.4,0.2,0.0
McNeill,MS,3.0,81.8,13.6,0.2,0.1,0.0
Mcarthur,CA,14.6,77.8,0.5,3.5,0.9,0.0
Mcdaniel,MD,6.0,78.2,11.7,0.1,1.5,0.1
Meadows Of Dan,VA,2.7,90.0,6.4,0.2,0.1,0.0
Meally,KY,0.5,97.7,0.4,0.1,0.6,0.0
Means,KY,2.3,96.1,0.4,0.0,0.3,0.0
Medford,WI,1.7,96.8,0.5,0.2,0.1,0.0
Mediapolis,IA,2.9,88.4,5.4,0.1,0.6,0.0
Medical Lake,WA,5.1,85.7,1.7,1.3,2.3,0.4
Medicine Bow,WY,9.1,83.4,1.3,0.7,3.1,0.0
Medicine Lodge,KS,3.4,93.0,0.3,0.3,0.5,0.0
Medora,IL,1.2,96.4,0.4,0.0,0.6,0.1
Medora,ND,4.3,91.3,0.8,0.5,3.0,0.0
Meeker,CO,28.1,68.7,0.4,0.7,0.7,0.0
Meherrin,VA,2.4,62.3,32.8,0.4,1.4,0.0
Melbourne,AR,1.8,95.8,1.2,0.2,0.2,0.3
Melbourne,IA,19.3,74.6,1.6,0.3,2.9,0.0
Melrose,IA,1.25,95.4,0.2,0.0,0.5,0.0
Melvin,IL,2.7,95.0,0.6,0.3,0.3,0.1
Melvin,TX,55.4,42.8,0.5,0.0,0.8,0.0
Memphis,TN,5.9,37.5,52.5,0.1,2.5,0.0
Mena,AR,6.3,88.7,0.2,1.1,0.4,0.0
Menard,TX,36.8,58.8,1.2,0.5,0.0,0.0
Mendenhall,MS,1.8,61.6,35.7,0.0,0.0,0.0
Menno,SD,1.9,95.4,0.2,1.5,0.1,0.0
Menomonie,WI,1.7,93.3,0.6,0.3,2.0,0.0
Mentone,IN,7.8,89.0,0.7,0.3,1.0,0.0
Mentor,MN,3.0,93.1,0.6,1.5,0.2,0.0
Meraux,LA,9.6,64.9,21.2,0.3,2.2,0.0
Meredosia,IL,1.4,97.2,0.0,0.2,0.2,0.0
Meriden,KS,4.3,84.7,0.7,5.7,0.5,0.1
Meridian,CA,29.7,48.4,1.9,0.7,14.6,0.3
Merrill,WI,1.3,96.1,0.5,0.2,0.4,0.0
Merrimack,NH,5.9,86.5,2.1,0.1,3.6,0.0
Merry Point,VA,1.6,69.0,28.0,0.0,0.4,0.0
Meta,MO,0.6,96.2,0.4,1.5,0.6,0.0
Metter,GA,11.2,62.5,24.4,0.4,0.9,0.0
Metz,WV,2.0,89.0,3.6,0.1,3.2,0.0
Meyers Chuck,AK,1.4,68.5,0.2,17.3,2.5,0.0
Miami,FL,65.6,15.1,16.8,0.1,1.5,0.0
Miami,MO,9.2,81.4,4.9,0.2,0.4,1.1
Miami,NM,48.6,47.9,0.3,0.8,1.1,0.0
Miami,OK,3.1,64.7,3.1,18.5,0.6,0.1
Miami,TX,2.8,95.5,0.0,0.1,0.5,0.0
Michigamme,MI,1.4,92.5,1.6,1.3,0.7,0.1
Middleton,MI,5.6,86.9,5.6,0.3,0.4,0.0
Middletown,CT,5.6,84.9,4.7,0.1,2.8,0.0
Midkiff,TX,49.8,44.7,4.6,0.0,0.0,0.0
Midland,IN,1.2,97.0,0.2,0.0,0.4,0.2
Midland,NC,9.8,69.6,16.1,0.2,2.5,0.0
Midland,TX,41.3,49.7,5.8,0.3,1.5,0.1
Midlothian,VA,4.85,73.55000000000001,17.25,0.25,1.95,0.05
Midvale,ID,17.4,78.8,0.0,0.6,0.8,0.0
Midville,GA,3.0,46.9,49.6,0.0,0.2,0.0
Midway,TX,21.7,56.5,18.6,0.2,0.3,0.1
Midway,UT,13.2,84.2,0.1,0.1,1.4,0.1
Mikado,MI,2.0,94.6,0.6,1.1,0.5,0.0
Milford,NE,12.35,84.3,0.55,0.1,1.6,0.0
Milford,UT,10.7,88.9,0.2,0.2,0.0,0.0
Mill Hall,PA,1.3,95.4,1.4,0.1,0.5,0.0
Mill Spring,MO,1.3,95.8,0.6,0.3,0.1,0.0
Millboro,VA,3.5,91.2,3.4,0.0,0.0,0.0
Miller,SD,1.4,97.4,0.0,0.1,0.3,0.0
Millersburg,PA,8.0,68.4,17.3,0.1,3.5,0.0
Milligan,NE,3.6,94.9,0.8,0.1,0.0,0.0
Mills,NE,0.0,98.2,0.1,0.0,0.6,0.0
Millstone,NJ,14.0,59.4,8.8,0.1,16.0,0.0
Millwood,GA,13.9,60.550000000000004,23.35,0.4,0.55,0.0
Milner,GA,2.2,64.6,30.5,0.2,0.6,0.0
Milnor,ND,2.5,92.6,0.5,2.8,0.3,0.0
Milton,FL,5.0,83.1,5.6,0.5,1.9,0.1
Milton,IA,1.2,97.19999999999999,0.25,0.05,0.25,0.0
Milton,KY,6.8,88.9,2.4,0.2,0.1,0.0
Milton,PA,2.4,92.5,1.6,0.0,2.9,0.0
Milton,WV,1.15,93.6,2.7,0.1,0.65,0.0
Miltonvale,KS,3.3,93.6,0.4,0.2,0.8,0.0
Milwaukee,WI,14.0,53.2,26.1,0.5,3.8,0.0
Minden,IA,7.1,89.0,1.3,0.3,0.6,0.0
Minden,LA,1.8,62.6,33.9,0.4,0.3,0.0
Minden,NV,11.9,81.7,0.5,1.9,1.3,0.1
Mineral,VA,2.5,77.0,16.7,0.4,0.5,0.0
Mineral City,OH,2.3,95.2,0.8,0.3,0.4,0.0
Mingo Junction,OH,1.3,90.7,5.6,0.1,0.3,0.0
Minnesota Lake,MN,2.9,89.7,3.0,0.4,2.0,0.0
Minong,WI,1.6,94.8,0.5,1.4,0.5,0.0
Minot,ND,4.7,85.9,3.1,1.3,1.3,0.2
Minter,AL,0.3,28.6,69.2,0.2,0.3,0.0
Minturn,AR,1.2,96.1,0.9,0.3,0.1,0.0
Minturn,CO,30.0,67.0,0.6,0.3,1.0,0.1
Mission,SD,3.7,10.0,0.3,74.4,0.6,0.0
Mitchell,IN,1.5,96.1,0.4,0.1,0.6,0.0
Mitchell,NE,22.4,73.9,0.7,0.9,0.7,0.0
Mitchell,OR,1.4,95.8,0.0,0.7,0.4,0.0
Moab,UT,7.6,64.44999999999999,0.25,25.2,1.0499999999999998,0.4
Moatsville,WV,0.7,96.1,0.8,0.5,0.4,0.0
Mobile,AL,2.6,58.1,35.0,0.6,1.9,0.0
Moca,PR,99.2,0.4,0.0,0.0,0.0,0.0
Modale,IA,1.4,96.8,0.1,0.4,0.3,0.0
Model,CO,41.2,55.1,0.3,0.7,0.9,1.0
Mohall,ND,2.5,95.9,0.2,0.5,0.5,0.0
Molena,GA,1.4,86.2,11.2,0.0,0.4,0.0
Moline,IL,12.3,73.9,9.2,0.2,2.1,0.0
Monarch,MT,3.9,86.3,1.2,4.1,0.8,0.0
Monmouth,OR,12.8,79.7,0.7,1.0,2.1,0.4
Monongahela,PA,1.4,92.9,2.9,0.0,0.8,0.0
Monroe,AR,2.1,55.1,40.7,0.2,0.5,0.0
Monroe,ME,1.1,96.1,0.4,0.2,0.6,0.0
Monroe,SD,2.8,95.4,0.4,1.0,0.0,0.0
Monroe Center,IL,9.4,88.0,1.0,0.0,0.3,0.0
Monterey,IN,3.5,94.6,0.7,0.1,0.3,0.0
Monterey,TN,1.3,97.0,0.2,0.2,0.3,0.0
Monterville,WV,0.7,96.1,1.5,0.0,0.0,0.0
Montezuma,NM,76.9,19.0,1.3,0.9,0.9,0.1
Montgomery,AL,3.4,36.9,55.8,0.2,2.2,0.0
Montgomery,LA,6.2,76.4,14.1,0.9,0.1,0.1
Montgomery,WV,1.0,92.5,5.2,0.3,0.1,0.0
Monticello,AR,2.9,66.9,28.8,0.1,0.3,0.0
Monticello,FL,4.1,57.9,35.8,0.3,0.0,0.0
Monticello,IL,1.1,96.8,0.4,0.0,0.1,0.0
Monticello,KY,3.5,94.2,0.3,0.1,0.1,0.9
Monticello,NY,14.6,73.5,7.8,0.1,1.6,0.0
Monticello,WI,2.9,94.9,0.3,0.1,0.6,0.0
Montross,VA,6.2,61.3,28.7,0.3,2.2,0.0
Moore Haven,FL,50.5,34.1,11.7,1.4,1.0,0.1
Moorefield,KY,0.7,96.4,1.5,0.4,0.0,0.0
Moran,TX,9.1,87.2,1.7,0.1,0.4,0.0
Moran,WY,15.1,81.2,0.2,0.4,1.9,0.0
Morenci,AZ,47.0,47.2,1.4,2.8,0.4,0.0
Moreno Valley,CA,47.0,37.8,5.9,0.4,6.0,0.3
Morgan,UT,2.7,95.2,0.4,0.0,0.7,0.1
Morgantown,KY,3.5,95.6,0.7,0.2,0.0,0.0
Morovis,PR,98.6,1.1,0.0,0.0,0.0,0.0
Morris,MN,4.1,90.4,0.7,1.0,1.9,0.2
Morrison,MO,0.7,97.6,0.8,0.3,0.1,0.0
Morrison,TN,3.9,89.4,1.9,0.1,1.0,0.0
Morrisville,NY,2.0,93.5,1.7,0.6,0.8,0.0
Morrow,LA,1.7,65.8,29.8,1.2,0.6,0.1
Mosby,MT,0.6,97.1,0.0,2.1,0.0,0.0
Moscow,KS,28.5,68.9,0.0,1.3,0.9,0.0
Moscow,PA,5.9,88.0,2.7,0.1,2.1,0.0
Mosheim,TN,2.7,93.4,2.1,0.1,0.5,0.0
Moss,TN,1.8,95.2,1.6,0.7,0.3,0.0
Moss Point,MS,5.4,68.6,21.5,0.3,2.3,0.0
Mossyrock,WA,9.5,84.7,0.7,0.6,1.1,0.0
Moulton,AL,2.1,76.5,11.4,5.4,0.1,0.0
Moultrie,GA,18.1,57.3,23.0,0.3,0.2,0.0
Mound City,SD,0.2,94.9,0.0,3.5,0.8,0.0
Mound Valley,KS,4.3,85.3,3.4,1.0,0.3,0.0
Mounds,OK,3.7,63.6,8.1,12.3,0.3,0.0
Mount Airy,NC,10.0,84.5,3.6,0.3,0.6,0.0
Mount Ayr,IA,1.3,96.5,0.2,0.6,0.5,0.0
Mount Berry,GA,10.1,72.2,14.7,0.1,1.2,0.0
Mount Blanchard,OH,2.5,96.8,0.2,0.0,0.1,0.0
Mount Carmel,IL,1.6,95.5,0.9,0.2,0.9,0.0
Mount Eden,KY,1.8,94.6,1.3,0.3,0.4,0.0
Mount Hermon,LA,2.0,65.9,30.1,0.2,0.2,0.0
Mount Perry,OH,0.9,92.0,3.3,0.2,0.3,0.0
Mount Pleasant,IA,4.4,88.9,2.3,0.3,2.2,0.0
Mount Pleasant,MI,3.7,86.4,2.6,2.7,1.7,0.0
Mount Pleasant,PA,1.0,94.3,2.3,0.1,0.8,0.0
Mount Pleasant,UT,9.5,86.4,0.8,0.7,0.8,0.5
Mount Prospect,IL,24.7,43.1,23.7,0.1,6.7,0.0
Mount Sterling,KY,1.4,95.7,1.6,0.1,0.0,0.0
Mount Sterling,MO,1.3,96.5,0.4,0.4,0.3,0.0
Mount Vernon,KY,1.0,96.80000000000001,0.55,0.75,0.3,0.0
Mount Vernon,SD,2.2,92.4,0.5,3.2,0.1,0.0
Mountain Home A F B,ID,16.1,74.1,2.4,1.2,3.2,0.2
Mountain View,CA,26.6,33.6,2.4,0.2,33.5,0.3
Mountain View,OK,10.4,75.5,3.8,5.0,0.3,0.1
Mountville,SC,4.3,68.4,25.3,0.1,0.3,0.0
Moweaqua,IL,0.9,97.6,0.5,0.2,0.3,0.0
Mt Zion,IL,2.1,77.3,14.6,0.2,1.2,0.0
Muenster,TX,16.9,77.1,2.4,0.8,0.7,0.1
Mullen,NE,4.0,94.6,0.9,0.6,0.0,0.0
Mullica Hill,NJ,5.4,79.6,9.8,0.1,2.9,0.0
Muncie,IN,2.0,87.5,5.8,0.1,1.2,0.0
Muncy Valley,PA,1.8,93.5,2.4,0.3,0.5,0.5
Mundelein,IL,20.7,63.8,6.7,0.1,6.7,0.0
Munford,AL,2.2,63.7,31.9,0.3,0.4,0.0
Murchison,TX,10.0,84.6,2.3,0.4,0.5,0.4
Murdo,SD,0.3,94.2,2.0,3.5,0.0,0.0
Murphysboro,IL,4.2,74.8,14.1,0.3,3.3,0.0
Murrayville,GA,2.9,92.6,2.7,0.0,0.3,0.0
Murrayville,IL,2.3,89.2,5.9,0.1,0.6,0.0
Muscoda,WI,2.2,95.4,0.5,0.3,0.4,0.0
Nahunta,GA,2.1,92.6,3.1,0.0,1.1,0.1
Nancy,KY,2.9,93.9,2.1,0.0,0.0,0.1
Nantucket,MA,10.2,76.6,9.3,0.0,1.1,0.0
Naranjito,PR,99.6,0.1,0.0,0.0,0.0,0.0
Nardin,OK,7.2,76.0,1.9,7.1,0.6,0.0
Narrows,VA,1.3,93.1,5.0,0.0,0.0,0.1
Nashville,TN,9.9,56.8,27.4,0.3,3.2,0.1
Natchez,MS,5.9,37.9,55.3,0.0,0.2,0.0
Natchitoches,LA,2.1,53.4,40.5,1.0,0.6,0.0
Naylor,MO,1.2,95.4,0.2,0.2,0.1,0.0
Nekoma,KS,3.0,95.3,0.0,0.4,0.0,0.0
Nelson,WI,2.0,96.4,0.5,0.2,0.1,0.0
Neopit,WI,5.5,10.5,0.4,80.0,2.4,0.0
Neosho,MO,11.3,79.3,1.5,2.4,1.4,1.2
Neshkoro,WI,6.2,90.0,1.8,0.5,0.4,0.0
Nevada,MO,1.9,94.4,0.9,0.6,0.7,0.0
Nevis,MN,1.8,93.5,0.5,2.0,0.5,0.0
New Athens,IL,1.5,96.6,0.3,0.0,0.6,0.0
New Bern,NC,4.2,62.0,31.6,0.1,0.1,0.0
New Bloomington,OH,2.4,89.1,5.7,0.1,0.5,0.0
New Boston,IL,2.1,96.2,0.5,0.0,0.3,0.0
New Boston,TX,7.1,65.2,23.9,0.8,0.9,0.1
New Brighton,PA,1.4,90.0,6.0,0.0,0.6,0.0
New Columbia,PA,5.6,84.6,6.5,0.3,1.3,0.0
New Cumberland,WV,1.2,94.6,2.2,0.1,0.2,0.0
New Ellenton,SC,5.3,67.2,24.6,0.2,0.7,0.0
New Germany,MN,4.1,90.0,1.1,0.1,2.5,0.0
New Harmony,UT,8.1,86.6,0.6,2.3,0.6,0.5
New Holland,PA,9.6,83.4,3.5,0.1,2.0,0.0
New Iberia,LA,3.7,59.7,31.4,0.1,2.7,0.0
New Leipzig,ND,1.1,92.4,1.1,2.7,1.2,0.0
New London,CT,9.6,76.8,5.2,0.4,4.1,0.0
New London,MO,1.2,95.9,1.4,0.9,0.0,0.0
New Market,IA,7.5,91.1,0.2,0.1,0.6,0.0
New Market,TN,3.4,92.4,2.5,0.2,0.2,0.0
New Orleans,LA,9.55,42.6,42.45,0.30000000000000004,3.55,0.0
New Richland,MN,6.4,88.7,2.55,0.25,0.8500000000000001,0.0
New Rockford,ND,3.3,90.5,0.0,4.2,0.0,0.2
New Salisbury,IN,1.7,96.1,0.8,0.2,0.4,0.0
New Vienna,OH,0.8,95.8,1.2,0.1,0.3,0.0
New York,NY,25.8,47.1,12.7,0.1,11.6,0.0
Newark,DE,9.2,59.8,23.6,0.2,5.0,0.0
Newark,MO,1.1,96.5,0.6,0.0,0.0,0.6
Newark,NJ,21.7,31.9,38.7,0.1,4.9,0.0
Newark,NY,4.0,90.4,3.3,0.2,0.6,0.1
Newaygo,MI,5.7,90.6,1.4,0.6,0.3,0.0
Newberg,OR,15.4,78.2,1.0,0.9,1.2,0.2
Newberry,MI,2.6,79.2,8.3,6.7,0.2,0.1
Newburgh,IN,1.7,93.3,1.5,0.2,2.1,0.0
Newbury,VT,1.2,95.8,0.5,0.6,0.5,0.0
Newcastle,TX,12.7,84.4,0.2,0.0,0.5,0.0
Newell,IA,24.3,63.9,2.7,0.0,7.6,0.9
Newport,MI,3.3,91.9,2.3,0.3,0.6,0.0
Newport,RI,5.2,86.4,3.2,0.2,1.7,0.0
Newport,VA,1.2,95.4,1.6,0.6,0.7,0.1
Newport News,VA,8.2,45.2,39.4,0.2,3.0,0.2
Newton,WI,3.5,91.7,0.4,0.5,2.7,0.1
Newtown,PA,4.7,85.5,3.7,0.1,4.3,0.0
Nezperce,ID,4.1,87.2,0.1,3.8,0.6,0.3
Niagara,ND,1.9,94.6,1.4,1.3,0.0,0.0
Niagara,WI,1.5,95.8,0.3,0.4,0.5,0.0
Niagara University,NY,2.5,86.5,7.3,0.9,1.1,0.0
Nicholasville,KY,2.9,90.4,3.6,0.1,1.1,0.0
Nicollet,MN,4.1,90.6,2.4,0.2,1.5,0.0
Nineveh,IN,1.5,96.1,0.3,0.1,0.3,0.0
Niota,IL,1.3,96.8,0.6,0.1,0.4,0.0
Noatak,AK,1.8,11.8,0.3,81.5,0.8,0.0
Noblesville,IN,3.6500000000000004,85.4,5.6,0.1,2.85,0.05
Nodaway,IA,3.3,94.6,0.0,0.2,0.0,0.0
Nolensville,TN,4.7,85.8,4.4,0.1,3.6,0.0
Noma,FL,2.7,87.3,6.9,0.3,0.3,0.1
Norcatur,KS,5.0,89.8,2.5,0.4,0.4,0.3
Nordland,WA,3.4,88.7,0.8,2.2,1.6,0.1
Norfolk,VA,7.2,44.1,41.1,0.4,3.3,0.2
Normal,IL,4.7,80.4,7.8,0.1,4.7,0.0
Norman,OK,7.65,76.85,2.7,4.4,2.3499999999999996,0.25
Normandy,TN,11.6,78.1,6.6,0.1,0.7,0.0
Norphlet,AR,3.6,61.5,32.8,0.5,0.5,0.0
Norris,SD,4.5,39.4,0.0,53.3,0.0,0.0
North Augusta,SC,5.6,56.3,36.5,0.2,0.3,0.0
North Beach,MD,3.3,79.2,12.6,0.1,1.4,0.0
North Carrollton,MS,0.4,64.5,33.6,0.2,0.2,0.0
North East,PA,3.8,85.5,6.7,0.2,1.4,0.0
North Fairfield,OH,6.0,90.9,1.1,0.1,0.3,0.0
North Hero,VT,1.7,93.6,0.0,0.9,0.4,0.0
North Java,NY,3.2,89.8,5.4,0.2,0.4,0.0
North Little Rock,AR,5.9,54.2,35.4,0.3,2.1,0.0
North Platte,NE,0.9,97.5,0.0,0.0,0.0,0.0
North Sioux City,SD,3.0,93.0,0.3,0.4,1.6,0.0
North Washington,IA,2.3,96.2,0.4,0.1,0.6,0.0
Northway,AK,4.8,76.7,1.1,10.5,1.4,0.2
Northwood,ND,1.6,98.4,0.0,0.0,0.0,0.0
Norton,VA,2.4,86.6,3.4,0.1,5.8,0.0
Norwalk,IA,2.3,95.1,0.5,0.2,0.4,0.1
Norway,SC,2.0,33.6,61.6,0.3,1.0,0.0
Nottawa,MI,7.2,87.2,2.8,0.3,0.6,0.0
Nowata,OK,4.1,72.9,1.0,11.7,1.0,0.0
Oak,NE,2.3,95.9,0.0,0.0,0.8,0.0
Oak Grove,KY,7.1,67.5,19.3,0.4,1.4,0.3
Oak Grove,LA,2.9,79.6,16.7,0.0,0.1,0.0
Oak Vale,MS,0.6,65.8,32.2,0.1,0.1,0.0
Oakhurst,CA,55.6,36.3,3.2,1.1,2.0,0.1
Oakland,MS,1.6,58.8,38.7,0.3,0.2,0.0
Oakley,ID,26.2,71.4,0.2,0.5,0.3,0.0
Oakman,GA,14.8,78.5,4.2,0.3,1.1,0.0
Oaktown,IN,1.8,93.2,3.0,0.1,0.6,0.1
Oakwood,OK,6.2,84.2,0.2,1.6,0.9,0.0
Oberlin,OH,9.0,79.4,7.8,0.2,0.9,0.0
Ochlocknee,GA,10.5,59.1,28.2,0.1,0.3,0.1
Odem,TX,55.6,40.6,1.8,0.1,0.9,0.0
Odessa,TX,56.5,37.0,4.0,0.2,0.8,0.0
Odonnell,TX,8.8,87.9,0.0,3.0,0.0,0.0
Ogallala,NE,6.3,91.2,0.5,0.2,0.4,0.4
Ogden,UT,17.5,77.2,1.1,0.6,1.1,0.2
Ogdensburg,WI,2.8,95.0,0.4,0.6,0.4,0.0
Okeechobee,FL,25.0,63.9,8.6,0.7,1.0,0.0
Oktaha,OK,5.7,57.4,11.0,16.1,0.7,0.0
Old Glory,TX,20.2,75.5,3.7,0.0,0.0,0.0
Oldenburg,IN,1.0,97.4,0.2,0.1,0.6,0.0
Oldham,SD,2.0,94.7,1.0,0.1,0.0,0.0
Olla,LA,2.7,78.8,17.4,0.3,0.1,0.0
Olpe,KS,20.4,72.2,2.3,0.2,2.0,0.0
Omaha,GA,21.8,27.4,48.7,0.0,1.7,0.0
Omaha,NE,11.8,71.0,11.1,0.4,3.1,0.0
Omaha,TX,41.1,47.3,9.6,0.3,0.8,0.0
Onawa,IA,1.6,95.5,0.5,1.3,0.1,0.0
Oneida,KY,0.4,98.6,0.7,0.1,0.0,0.0
Oneida,TN,0.7,97.6,0.2,0.2,0.1,0.0
Opelika,AL,4.8,49.8,41.6,0.3,0.8,0.2
Oquawka,IL,1.4,96.6,0.1,0.5,0.6,0.0
Orange,TX,6.7,81.8,8.2,0.4,1.0,0.0
Orange Grove,TX,79.5,19.0,0.5,0.1,0.4,0.1
Orangeville,OH,1.6,87.6,8.2,0.1,0.5,0.0
Ordway,CO,17.0,69.1,11.2,1.5,0.1,0.0
Ore City,TX,7.5,81.0,8.7,0.6,0.5,0.0
Orient,SD,4.0,94.1,0.0,1.8,0.1,0.0
Orleans,IN,1.3,95.8,1.4,0.1,0.3,0.0
Orleans,NE,3.0,94.6,0.2,0.2,0.3,0.0
Orleans,VT,1.3,95.7,0.5,0.5,0.5,0.0
Orma,WV,1.0,97.3,0.1,0.1,0.1,0.0
Orocovis,PR,99.75,0.2,0.0,0.0,0.05,0.0
Oronoco,MN,4.6,82.0,5.1,0.1,5.9,0.0
Ortley,SD,1.9,87.0,0.0,9.1,0.5,0.0
Osceola,MO,1.8,95.5,0.4,0.5,0.1,0.0
Oshkosh,WI,3.8,89.7,1.9,0.6,2.4,0.0
Osnabrock,ND,0.0,96.2,0.1,1.2,0.3,0.0
Osseo,WI,2.2,91.1,0.7,0.4,3.4,0.1
Ossipee,NH,1.4,96.2,0.4,0.1,0.6,0.0
Otley,IA,1.7,94.9,1.5,0.2,0.6,0.0
Oto,IA,15.0,75.9,2.8,1.6,2.6,0.0
Otsego,MI,7.0,89.1,1.4,0.5,0.7,0.0
Otter Rock,OR,8.4,83.3,0.3,3.0,1.2,0.2
Otterbein,IN,3.25,94.9,0.7,0.1,0.1,0.0
Otterville,MO,1.5,88.7,6.1,0.2,0.3,0.0
Otwell,IN,0.2,99.1,0.2,0.0,0.1,0.0
Ouzinkie,AK,8.5,51.4,0.4,13.3,21.3,0.9
Overbrook,OK,13.9,73.2,1.8,6.9,0.7,0.0
Ovett,MS,0.3,77.2,21.3,0.0,0.1,0.0
Owasso,OK,11.7,64.0,9.9,4.4,2.6,0.1
Owenton,KY,2.5,95.2,1.6,0.2,0.1,0.1
Owyhee,NV,24.0,67.6,1.1,5.1,0.9,0.2
Oxford,GA,3.8,76.7,15.8,0.1,1.3,0.1
Oxford,NC,7.4,58.6,30.6,0.6,0.5,0.0
Ozona,TX,61.8,36.7,0.3,0.0,0.0,0.0
