index,City,State,population,minimum_age_x,minimum_age_y
11381,Hollister,FL,25696,0.0,80.0
11382,Hollister,MO,392304,0.0,80.0
11383,Hollister,NC,127864,0.0,80.0
11384,Hollister,OK,2816,0.0,80.0
11385,Holliston,MA,588412,0.0,80.0
11386,Holloman Air Force Base,NM,134376,0.0,80.0
11387,Hollow Rock,TN,62612,0.0,80.0
11388,Holloway,MN,12584,0.0,80.0
11389,Holloway,OH,5588,0.0,80.0
11390,Hollowville,NY,5412,0.0,80.0
11391,Hollsopple,PA,112552,0.0,80.0
11392,Holly,CO,66220,0.0,80.0
11393,Holly,MI,897336,0.0,80.0
11394,Holly Bluff,MS,5896,0.0,80.0
11395,Holly Grove,AR,59004,0.0,80.0
11396,Holly Hill,SC,261932,0.0,80.0
11397,Holly Pond,AL,142516,0.0,80.0
11398,Holly Ridge,MS,1100,0.0,80.0
11399,Holly Ridge,NC,247104,0.0,80.0
11400,Holly Springs,MS,691020,0.0,80.0
11401,Holly Springs,NC,1286516,0.0,80.0
11402,Hollytree,AL,11528,0.0,80.0
11403,Hollywood,AL,88660,0.0,80.0
11404,Hollywood,FL,18129892,0.0,80.0
11405,Hollywood,MD,431288,0.0,80.0
11406,Hollywood,SC,336336,0.0,80.0
11407,Holman,NM,17732,0.0,80.0
11408,Holmdel,NJ,724240,0.0,80.0
11409,Holmen,WI,598004,0.0,80.0
11410,Holmes,NY,155364,0.0,80.0
11411,Holmes,PA,115236,0.0,80.0
11412,Holmes Mill,KY,11264,0.0,80.0
11413,Holmesville,OH,112948,0.0,80.0
11414,Holstein,IA,83556,0.0,80.0
11415,Holstein,NE,14212,0.0,80.0
11416,Holt,CA,3080,0.0,80.0
11417,Holt,FL,125752,0.0,80.0
11418,Holt,MI,883256,0.0,80.0
11419,Holt,MO,181016,0.0,80.0
11420,Holton,IN,70884,0.0,80.0
11421,Holton,KS,249524,0.0,80.0
11422,Holton,MI,159412,0.0,80.0
11423,Holts Summit,MO,411752,0.0,80.0
11424,Holtsville,NY,578380,0.0,80.0
11425,Holtville,CA,358292,0.0,80.0
11426,Holtwood,PA,147356,0.0,80.0
11427,Holualoa,HI,155408,0.0,80.0
11428,Holy Cross,AK,7832,0.0,80.0
11429,Holy Cross,IA,51040,0.0,80.0
11430,Holy Trinity,AL,1408,0.0,80.0
11431,Holyoke,CO,127908,0.0,80.0
11432,Holyoke,MA,1697696,0.0,80.0
11433,Holyoke,MN,19580,0.0,80.0
11434,Holyrood,KS,23452,0.0,80.0
11435,Home,KS,6512,0.0,80.0
11436,Home,PA,86768,0.0,80.0
11437,Homedale,ID,186736,0.0,80.0
11438,Homeland,CA,285296,0.0,80.0
11439,Homeland,FL,9768,0.0,80.0
11440,Homer,AK,427768,0.0,80.0
11441,Homer,GA,141900,0.0,80.0
11442,Homer,IL,79640,0.0,80.0
11443,Homer,IN,5104,0.0,80.0
11444,Homer,LA,444180,0.0,80.0
11445,Homer,MI,210452,0.0,80.0
11446,Homer,NE,35904,0.0,80.0
11447,Homer,NY,290972,0.0,80.0
11448,Homer City,PA,303468,0.0,80.0
11449,Homerville,GA,254584,0.0,80.0
11450,Homerville,OH,79728,0.0,80.0
11451,Homestead,FL,6783612,0.0,80.0
11452,Homestead,IA,25784,0.0,80.0
11453,Homestead,MT,3432,0.0,80.0
11454,Homestead,PA,806432,0.0,80.0
11455,Hometown,IL,186208,0.0,80.0
11456,Hometown,WV,28556,0.0,80.0
11457,Homewood,CA,32428,0.0,80.0
11458,Homewood,IL,861960,0.0,80.0
11459,Homeworth,OH,94116,0.0,80.0
11460,Hominy,OK,198352,0.0,80.0
11461,Homosassa,FL,1151876,0.0,80.0
11462,Honaker,VA,248908,0.0,80.0
11463,Honaunau,HI,28292,0.0,80.0
11464,Hondo,NM,11616,0.0,80.0
11465,Hondo,TX,592504,0.0,80.0
11466,Honea Path,SC,427900,0.0,80.0
11467,Honeoye,NY,115720,0.0,80.0
11468,Honeoye Falls,NY,372152,0.0,80.0
11469,Honesdale,PA,542740,0.0,80.0
11470,Honey Brook,PA,502700,0.0,80.0
11471,Honey Creek,IA,43912,0.0,80.0
11472,Honey Grove,PA,36344,0.0,80.0
11473,Honey Grove,TX,136268,0.0,80.0
11474,Honeydew,CA,6732,0.0,80.0
11475,Honeyville,UT,44660,0.0,80.0
11476,Honobia,OK,3344,0.0,80.0
11477,Honokaa,HI,208164,0.0,80.0
11478,Honolulu,HI,17139540,0.0,80.0
11479,Honomu,HI,26312,0.0,80.0
11480,Honor,MI,69212,0.0,80.0
11481,Honoraville,AL,64812,0.0,80.0
11482,Hood,CA,12144,0.0,80.0
11483,Hood,VA,5500,0.0,80.0
11484,Hood River,OR,789360,0.0,80.0
11485,Hoodsport,WA,94776,0.0,80.0
11486,Hooker,OK,125708,0.0,80.0
11487,Hookerton,NC,94468,0.0,80.0
11488,Hooks,TX,234300,0.0,80.0
11489,Hooksett,NH,581900,0.0,80.0
11490,Hookstown,PA,105732,0.0,80.0
11491,Hoolehua,HI,56716,0.0,80.0
11492,Hoonah,AK,33968,0.0,80.0
11493,Hoopa,CA,152548,0.0,80.0
11494,Hooper,CO,11396,0.0,80.0
11495,Hooper,NE,74492,0.0,80.0
11496,Hooper,UT,331276,0.0,80.0
11497,Hooper,WA,2200,0.0,80.0
11498,Hooper Bay,AK,47608,0.0,80.0
11499,Hoopeston,IL,262284,0.0,80.0
11500,Hoople,ND,23408,0.0,80.0
11501,Hooppole,IL,8888,0.0,80.0
11502,Hoosick,NY,2860,0.0,80.0
11503,Hoosick Falls,NY,266596,0.0,80.0
11504,Hooven,OH,11968,0.0,80.0
11505,Hooversville,PA,69124,0.0,80.0
11506,Hop Bottom,PA,60676,0.0,80.0
11507,Hopatcong,NJ,534028,0.0,80.0
11508,Hope,AK,9020,0.0,80.0
11509,Hope,AR,722128,0.0,80.0
11510,Hope,ID,44396,0.0,80.0
11511,Hope,IN,187440,0.0,80.0
11512,Hope,KS,40172,0.0,80.0
11513,Hope,KY,3300,0.0,80.0
11514,Hope,ME,67012,0.0,80.0
11515,Hope,MI,83732,0.0,80.0
11516,Hope,MN,4136,0.0,80.0
11517,Hope,ND,24860,0.0,80.0
11518,Hope,NM,11748,0.0,80.0
11519,Hope,RI,152592,0.0,80.0
11520,Hope Hull,AL,158840,0.0,80.0
11521,Hope Mills,NC,1456708,0.0,80.0
11522,Hope Valley,RI,200376,0.0,80.0
11523,Hopedale,IL,64240,0.0,80.0
11524,Hopedale,MA,252076,0.0,80.0
11525,Hopedale,OH,68684,0.0,80.0
11526,Hopeton,OK,1628,0.0,80.0
11527,Hopewell,NJ,206756,0.0,80.0
11528,Hopewell,OH,62172,0.0,80.0
11529,Hopewell,PA,88352,0.0,80.0
11530,Hopewell,VA,1381776,0.0,80.0
11531,Hopewell Junction,NY,1102464,0.0,80.0
11532,Hopkins,MI,169356,0.0,80.0
11533,Hopkins,MN,1840696,0.0,80.0
11534,Hopkins,MO,38500,0.0,80.0
11535,Hopkins,SC,598488,0.0,80.0
11536,Hopkinsville,KY,1832820,0.0,80.0
11537,Hopkinton,IA,65824,0.0,80.0
11538,Hopkinton,MA,650672,0.0,80.0
11539,Hopkinton,RI,34232,0.0,80.0
11540,Hopland,CA,65208,0.0,80.0
11541,Hopwood,PA,115060,0.0,80.0
11542,Hoquiam,WA,486904,0.0,80.0
11543,Horace,ND,156288,0.0,80.0
11544,Horatio,AR,97372,0.0,80.0
11545,Horatio,SC,7480,0.0,80.0
11546,Hordville,NE,12892,0.0,80.0
11547,Horicon,WI,204424,0.0,80.0
11548,Hormigueros,PR,740740,0.0,80.0
11549,Horn Lake,MS,1140436,0.0,80.0
11550,Hornbeak,TN,86592,0.0,80.0
11551,Hornbeck,LA,82544,0.0,80.0
11552,Hornbrook,CA,43428,0.0,80.0
11553,Hornell,NY,558052,0.0,80.0
11554,Horner,WV,29788,0.0,80.0
11555,Hornersville,MO,48444,0.0,80.0
11556,Hornick,IA,37180,0.0,80.0
11557,Hornitos,CA,3564,0.0,80.0
11558,Hornsby,TN,37532,0.0,80.0
11559,Horntown,VA,27676,0.0,80.0
11560,Horse Branch,KY,65516,0.0,80.0
11561,Horse Cave,KY,225192,0.0,80.0
11562,Horse Creek,WY,1672,0.0,80.0
11563,Horse Shoe,NC,117524,0.0,80.0
11564,Horseheads,NY,868692,0.0,80.0
11565,Horseshoe Beach,FL,19008,0.0,80.0
11566,Horseshoe Bend,AR,91740,0.0,80.0
11567,Horseshoe Bend,ID,74712,0.0,80.0
11568,Horsham,PA,691240,0.0,80.0
11569,Hortense,GA,210188,0.0,80.0
11570,Horton,AL,224708,0.0,80.0
11571,Horton,KS,117304,0.0,80.0
11572,Horton,MI,141284,0.0,80.0
11573,Hortonville,NY,7700,0.0,80.0
11574,Hortonville,WI,360492,0.0,80.0
11575,Hoschton,GA,693264,0.0,80.0
11576,Hosford,FL,82984,0.0,80.0
11577,Hoskins,NE,38808,0.0,80.0
11578,Hoskinston,KY,5368,0.0,80.0
11579,Hosmer,SD,14256,0.0,80.0
11580,Hospers,IA,50952,0.0,80.0
11581,Hosston,LA,23628,0.0,80.0
11582,Hostetter,PA,12144,0.0,80.0
11583,Hot Springs,MT,50028,0.0,80.0
11584,Hot Springs,NC,91388,0.0,80.0
11585,Hot Springs,SD,249656,0.0,80.0
11586,Hot Springs,VA,114532,0.0,80.0
11587,Hot Springs National Park,AR,3125980,0.0,80.0
11588,Hot Springs Village,AR,647592,0.0,80.0
11589,Hot Sulphur Springs,CO,33088,0.0,80.0
11590,Hotchkiss,CO,166980,0.0,80.0
11591,Hotevilla,AZ,59356,0.0,80.0
11592,Houck,AZ,57112,0.0,80.0
11593,Houghton,MI,417252,0.0,80.0
11594,Houghton,NY,88484,0.0,80.0
11595,Houghton,SD,6248,0.0,80.0
11596,Houghton Lake,MI,335500,0.0,80.0
11597,Houghton Lake Heights,MI,2992,0.0,80.0
11598,Houlka,MS,135608,0.0,80.0
11599,Houlton,ME,425040,0.0,80.0
11600,Houma,LA,3624940,0.0,80.0
11601,Housatonic,MA,64592,0.0,80.0
11602,House,NM,6468,0.0,80.0
11603,House Springs,MO,633336,0.0,80.0
11604,Houston,AK,66308,0.0,80.0
11605,Houston,AL,49192,0.0,80.0
11606,Houston,AR,78760,0.0,80.0
11607,Houston,DE,63536,0.0,80.0
11608,Houston,MN,130504,0.0,80.0
11609,Houston,MO,201036,0.0,80.0
11610,Houston,MS,363352,0.0,80.0
11611,Houston,OH,58740,0.0,80.0
11612,Houston,PA,205568,0.0,80.0
11613,Houston,TX,126690476,0.0,80.0
11614,Houstonia,MO,32912,0.0,80.0
11615,Houtzdale,PA,251856,0.0,80.0
11616,Hoven,SD,28380,0.0,80.0
11617,Hovland,MN,11968,0.0,80.0
11618,Howard,CO,35728,0.0,80.0
11619,Howard,GA,3212,0.0,80.0
11620,Howard,KS,43208,0.0,80.0
11621,Howard,OH,327844,0.0,80.0
11622,Howard,PA,257708,0.0,80.0
11623,Howard,SD,61688,0.0,80.0
11624,Howard Beach,NY,1113244,0.0,80.0
11625,Howard City,MI,376552,0.0,80.0
11626,Howard Lake,MN,167420,0.0,80.0
11627,Howardsville,VA,18656,0.0,80.0
11628,Howe,ID,15620,0.0,80.0
11629,Howe,IN,175472,0.0,80.0
11630,Howe,OK,117788,0.0,80.0
11631,Howe,TX,188408,0.0,80.0
11632,Howell,MI,2505184,0.0,80.0
11633,Howell,NJ,1669800,0.0,80.0
11634,Howell,UT,11176,0.0,80.0
11635,Howells,NE,45364,0.0,80.0
11636,Howells,NY,2552,0.0,80.0
11637,Howes,SD,13904,0.0,80.0
11638,Howes Cave,NY,56320,0.0,80.0
11639,Howey In The Hills,FL,108724,0.0,80.0
11640,Howland,ME,61600,0.0,80.0
11641,Hoxie,AR,133408,0.0,80.0
11642,Hoxie,KS,72468,0.0,80.0
11643,Hoyleton,IL,43208,0.0,80.0
11644,Hoyt,KS,90068,0.0,80.0
11645,Hoyt Lakes,MN,87604,0.0,80.0
11646,Hoytville,OH,11220,0.0,80.0
11647,Huachuca City,AZ,242352,0.0,80.0
11648,Hubbard,IA,57156,0.0,80.0
11649,Hubbard,NE,34232,0.0,80.0
11650,Hubbard,OH,640508,0.0,80.0
11651,Hubbard,OR,220396,0.0,80.0
11652,Hubbard,TX,98208,0.0,80.0
11653,Hubbard Lake,MI,82588,0.0,80.0
11654,Hubbardston,MA,191136,0.0,80.0
11655,Hubbardston,MI,43516,0.0,80.0
11656,Hubbardsville,NY,39336,0.0,80.0
11657,Hubbell,MI,38104,0.0,80.0
11658,Hubbell,NE,5280,0.0,80.0
11659,Hubert,NC,676324,0.0,80.0
11660,Hubertus,WI,212652,0.0,80.0
11661,Huddleston,VA,149336,0.0,80.0
11662,Huddy,KY,22616,0.0,80.0
11663,Hudgins,VA,25960,0.0,80.0
11664,Hudson,CO,188716,0.0,80.0
11665,Hudson,FL,1884828,0.0,80.0
11666,Hudson,IA,119240,0.0,80.0
11667,Hudson,IL,121176,0.0,80.0
11668,Hudson,IN,117260,0.0,80.0
11669,Hudson,KS,9372,0.0,80.0
11670,Hudson,KY,39292,0.0,80.0
11671,Hudson,MA,826540,0.0,80.0
11672,Hudson,ME,64856,0.0,80.0
11673,Hudson,MI,250316,0.0,80.0
11674,Hudson,NC,535612,0.0,80.0
11675,Hudson,NH,1063084,0.0,80.0
11676,Hudson,NY,763312,0.0,80.0
11677,Hudson,OH,1092476,0.0,80.0
11678,Hudson,SD,30228,0.0,80.0
11679,Hudson,WI,1308912,0.0,80.0
11680,Hudson,WY,19404,0.0,80.0
11681,Hudson Falls,NY,587576,0.0,80.0
11682,Hudsonville,MI,1445708,0.0,80.0
11683,Hueysville,KY,58080,0.0,80.0
11684,Huffman,TX,545644,0.0,80.0
11685,Huger,SC,135564,0.0,80.0
11686,Huggins,MO,8052,0.0,80.0
11687,Hughes,AK,3344,0.0,80.0
11688,Hughes,AR,111980,0.0,80.0
11689,Hughes Springs,TX,205348,0.0,80.0
11690,Hugheston,WV,25784,0.0,80.0
11691,Hughesville,MD,236764,0.0,80.0
11692,Hughesville,MO,40568,0.0,80.0
11693,Hughesville,PA,267652,0.0,80.0
11694,Hughson,CA,412060,0.0,80.0
11695,Hugo,CO,45716,0.0,80.0
11696,Hugo,MN,910668,0.0,80.0
11697,Hugo,OK,367092,0.0,80.0
11698,Hugoton,KS,213180,0.0,80.0
11699,Huguenot,NY,40656,0.0,80.0
11700,Hulbert,MI,7216,0.0,80.0
11701,Hulbert,OK,234124,0.0,80.0
11702,Hulen,KY,27764,0.0,80.0
11703,Hulett,WY,41228,0.0,80.0
11704,Huletts Landing,NY,3300,0.0,80.0
11705,Hull,GA,302588,0.0,80.0
11706,Hull,IA,134376,0.0,80.0
11707,Hull,IL,30668,0.0,80.0
11708,Hull,MA,445896,0.0,80.0
11709,Hull,TX,86328,0.0,80.0
11710,Hulls Cove,ME,572,0.0,80.0
11711,Humacao,PR,2315588,0.0,80.0
11712,Humansville,MO,128436,0.0,80.0
11713,Humarock,MA,7216,0.0,80.0
11714,Humbird,WI,32472,0.0,80.0
11715,Humble,TX,8498644,0.0,80.0
11716,Humboldt,AZ,51216,0.0,80.0
11717,Humboldt,IA,245432,0.0,80.0
11718,Humboldt,IL,54648,0.0,80.0
11719,Humboldt,KS,117480,0.0,80.0
11720,Humboldt,MN,4092,0.0,80.0
11721,Humboldt,NE,60192,0.0,80.0
11722,Humboldt,SD,52140,0.0,80.0
11723,Humboldt,TN,668404,0.0,80.0
11724,Hume,CA,14388,0.0,80.0
11725,Hume,IL,19580,0.0,80.0
11726,Hume,MO,31680,0.0,80.0
11727,Hume,VA,23892,0.0,80.0
11728,Humeston,IA,34760,0.0,80.0
11729,Hummelstown,PA,952116,0.0,80.0
11730,Humnoke,AR,23452,0.0,80.0
11731,Humphrey,AR,49016,0.0,80.0
11732,Humphrey,NE,74668,0.0,80.0
11733,Humphreys,MO,12936,0.0,80.0
11734,Humptulips,WA,22132,0.0,80.0
11735,Hundred,WV,35508,0.0,80.0
11736,Hungerford,TX,14652,0.0,80.0
11737,Hungry Horse,MT,36476,0.0,80.0
11738,Hunker,PA,96668,0.0,80.0
11739,Hunlock Creek,PA,270996,0.0,80.0
11740,Hunnewell,MO,19096,0.0,80.0
11741,Hunt,NY,34320,0.0,80.0
11742,Hunt,TX,61776,0.0,80.0
11743,Hunt Valley,MD,176,0.0,80.0
11744,Hunter,AR,7304,0.0,80.0
11745,Hunter,KS,8404,0.0,80.0
11746,Hunter,ND,18128,0.0,80.0
11747,Hunter,NY,41096,0.0,80.0
11748,Hunter,OK,13552,0.0,80.0
11749,Hunters,WA,14740,0.0,80.0
11750,Huntersville,NC,2277484,0.0,80.0
11751,Huntertown,IN,224048,0.0,80.0
11752,Huntingburg,IN,415888,0.0,80.0
11753,Huntingdon,PA,776116,0.0,80.0
11754,Huntingdon,TN,373560,0.0,80.0
11755,Huntingdon Valley,PA,905080,0.0,80.0
11756,Huntington,AR,108900,0.0,80.0
11757,Huntington,IN,1169388,0.0,80.0
11758,Huntington,MA,109516,0.0,80.0
11759,Huntington,NY,1808664,0.0,80.0
11760,Huntington,OR,24332,0.0,80.0
11761,Huntington,TX,344916,0.0,80.0
11762,Huntington,UT,119636,0.0,80.0
11763,Huntington,VT,84788,0.0,80.0
11764,Huntington,WV,3225552,0.0,80.0
11765,Huntington Beach,CA,8226592,0.0,80.0
11766,Huntington Mills,PA,11088,0.0,80.0
11767,Huntington Park,CA,3282400,0.0,80.0
11768,Huntington Station,NY,2907300,0.0,80.0
11769,Huntington Woods,MI,268400,0.0,80.0
11770,Huntingtown,MD,620576,0.0,80.0
11771,Huntland,TN,99352,0.0,80.0
11772,Huntley,IL,1141492,0.0,80.0
11773,Huntley,MN,5148,0.0,80.0
11774,Huntley,MT,72908,0.0,80.0
11775,Huntly,VA,23232,0.0,80.0
11776,Huntsburg,OH,92268,0.0,80.0
11777,Huntsville,AL,8222984,0.0,80.0
11778,Huntsville,AR,411928,0.0,80.0
11779,Huntsville,IL,5984,0.0,80.0
11780,Huntsville,MO,123772,0.0,80.0
11781,Huntsville,OH,122408,0.0,80.0
11782,Huntsville,TN,120912,0.0,80.0
11783,Huntsville,TX,2764960,0.0,80.0
11784,Huntsville,UT,100320,0.0,80.0
11785,Hurdland,MO,19756,0.0,80.0
11786,Hurdle Mills,NC,163680,0.0,80.0
11787,Hurdsfield,ND,7480,0.0,80.0
11788,Hurlburt Field,FL,79992,0.0,80.0
11789,Hurley,NM,69740,0.0,80.0
11790,Hurley,NY,164384,0.0,80.0
11791,Hurley,SD,35200,0.0,80.0
11792,Hurley,VA,120824,0.0,80.0
11793,Hurley,WI,101684,0.0,80.0
11794,Hurleyville,NY,74624,0.0,80.0
11795,Hurlock,MD,259996,0.0,80.0
11796,Huron,CA,306592,0.0,80.0
11797,Huron,IN,5148,0.0,80.0
11798,Huron,OH,536668,0.0,80.0
11799,Huron,SD,617408,0.0,80.0
11800,Huron,TN,90816,0.0,80.0
11801,Hurricane,UT,642884,0.0,80.0
11802,Hurricane,WV,950048,0.0,80.0
11803,Hurricane Mills,TN,29348,0.0,80.0
11804,Hurst,IL,34716,0.0,80.0
11805,Hurst,TX,1740376,0.0,80.0
11806,Hurt,VA,236896,0.0,80.0
11807,Hurtsboro,AL,68068,0.0,80.0
11808,Huslia,AK,12100,0.0,80.0
11809,Huson,MT,70752,0.0,80.0
11810,Husser,LA,12056,0.0,80.0
11811,Hustisford,WI,78540,0.0,80.0
11812,Hustle,VA,16016,0.0,80.0
11813,Hustler,WI,7964,0.0,80.0
11814,Hustontown,PA,55528,0.0,80.0
11815,Hustonville,KY,213400,0.0,80.0
11816,Hutchins,TX,235356,0.0,80.0
11817,Hutchinson,KS,2182048,0.0,80.0
11818,Hutchinson,MN,782848,0.0,80.0
11819,Hutchinson,PA,16500,0.0,80.0
11820,Hutsonville,IL,42900,0.0,80.0
11821,Huttig,AR,47520,0.0,80.0
11822,Hutto,TX,1000208,0.0,80.0
11823,Huttonsville,WV,89056,0.0,80.0
11824,Huxford,AL,2860,0.0,80.0
11825,Huxley,IA,162668,0.0,80.0
11826,Hyampom,CA,13244,0.0,80.0
11827,Hyannis,MA,601744,0.0,80.0
11828,Hyannis,NE,16676,0.0,80.0
11829,Hyannis Port,MA,5324,0.0,80.0
11830,Hyattsville,MD,6583236,0.0,80.0
11831,Hyattville,WY,6072,0.0,80.0
11832,Hydaburg,AK,16808,0.0,80.0
11833,Hyde,PA,28424,0.0,80.0
11834,Hyde Park,MA,1232352,0.0,80.0
11835,Hyde Park,NY,631004,0.0,80.0
11836,Hyde Park,PA,21428,0.0,80.0
11837,Hyde Park,UT,171512,0.0,80.0
11838,Hyde Park,VT,123728,0.0,80.0
11839,Hyden,KY,153296,0.0,80.0
11840,Hyder,AK,3784,0.0,80.0
11841,Hydes,MD,28556,0.0,80.0
11842,Hydesville,CA,52756,0.0,80.0
11843,Hydetown,PA,3344,0.0,80.0
11844,Hydro,OK,86680,0.0,80.0
11845,Hye,TX,6556,0.0,80.0
11846,Hymera,IN,23716,0.0,80.0
11847,Hyndman,PA,124212,0.0,80.0
11848,Hyrum,UT,346104,0.0,80.0
11849,Hysham,MT,27676,0.0,80.0
11850,Iaeger,WV,78408,0.0,80.0
11851,Ibapah,UT,9108,0.0,80.0
11852,Iberia,MO,148544,0.0,80.0
11853,Icard,NC,15840,0.0,80.0
11854,Ickesburg,PA,48972,0.0,80.0
11855,Ida,AR,7744,0.0,80.0
11856,Ida,LA,28204,0.0,80.0
11857,Ida,MI,134684,0.0,80.0
11858,Ida Grove,IA,121792,0.0,80.0
11859,Idabel,OK,426624,0.0,80.0
11860,Idaho City,ID,58212,0.0,80.0
11861,Idaho Falls,ID,4399868,0.0,80.0
11862,Idaho Springs,CO,134816,0.0,80.0
11863,Idalia,CO,17820,0.0,80.0
11864,Idalou,TX,143264,0.0,80.0
11865,Idamay,WV,26092,0.0,80.0
11866,Idanha,OR,7920,0.0,80.0
11867,Idaville,IN,39512,0.0,80.0
11868,Ideal,GA,42064,0.0,80.0
11869,Ideal,SD,7172,0.0,80.0
11870,Ider,AL,92752,0.0,80.0
11871,Idledale,CO,8668,0.0,80.0
11872,Idlewild,MI,36300,0.0,80.0
11873,Idleyld Park,OR,34496,0.0,80.0
11874,Idyllwild,CA,170896,0.0,80.0
11875,Ignacio,CO,227084,0.0,80.0
11876,Igo,CA,43296,0.0,80.0
11877,Ihlen,MN,2464,0.0,80.0
11878,Ijamsville,MD,276276,0.0,80.0
11879,Ikes Fork,WV,12232,0.0,80.0
11880,Ilfeld,NM,21428,0.0,80.0
11881,Iliamna,AK,20548,0.0,80.0
11882,Iliff,CO,27940,0.0,80.0
11883,Ilion,NY,476476,0.0,80.0
11884,Illinois City,IL,55264,0.0,80.0
11885,Illiopolis,IL,59136,0.0,80.0
11886,Ilwaco,WA,65384,0.0,80.0
11887,Imbler,OR,20636,0.0,80.0
11888,Imboden,AR,91124,0.0,80.0
11889,Imlay,NV,16852,0.0,80.0
11890,Imlay City,MI,403832,0.0,80.0
11891,Imler,PA,69432,0.0,80.0
11892,Immaculata,PA,27016,0.0,80.0
11893,Immokalee,FL,1197284,0.0,80.0
11894,Imnaha,OR,6512,0.0,80.0
11895,Imogene,IA,11352,0.0,80.0
11896,Imperial,CA,944020,0.0,80.0
11897,Imperial,MO,1156452,0.0,80.0
11898,Imperial,NE,109428,0.0,80.0
11899,Imperial,PA,304964,0.0,80.0
11900,Imperial,TX,14696,0.0,80.0
11901,Imperial Beach,CA,1119008,0.0,80.0
11902,Ina,IL,115060,0.0,80.0
11903,Inavale,NE,7480,0.0,80.0
11904,Inchelium,WA,52492,0.0,80.0
11905,Incline Village,NV,393228,0.0,80.0
11906,Independence,CA,30712,0.0,80.0
11907,Independence,IA,367312,0.0,80.0
11908,Independence,KS,579172,0.0,80.0
11909,Independence,KY,1172160,0.0,80.0
11910,Independence,LA,445104,0.0,80.0
11911,Independence,MO,5299140,0.0,80.0
11912,Independence,OH,866008,0.0,80.0
11913,Independence,OR,449152,0.0,80.0
11914,Independence,VA,167860,0.0,80.0
11915,Independence,WI,109560,0.0,80.0
11916,Independence,WV,59620,0.0,80.0
11917,Index,WA,18480,0.0,80.0
11918,Indiahoma,OK,70136,0.0,80.0
11919,Indialantic,FL,549208,0.0,80.0
11920,Indian,AK,13904,0.0,80.0
11921,Indian Head,MD,453420,0.0,80.0
11922,Indian Head,PA,13816,0.0,80.0
11923,Indian Hills,CO,53416,0.0,80.0
11924,Indian Lake,NY,49588,0.0,80.0
11925,Indian Lake Estates,FL,1804,0.0,80.0
11926,Indian Mound,TN,112156,0.0,80.0
11927,Indian Orchard,MA,376860,0.0,80.0
11928,Indian River,MI,183612,0.0,80.0
11929,Indian Rocks Beach,FL,238612,0.0,80.0
11930,Indian Springs,NV,1350624,0.0,80.0
11931,Indian Trail,NC,1395108,0.0,80.0
11932,Indian Valley,ID,9240,0.0,80.0
11933,Indian Valley,VA,21560,0.0,80.0
11934,Indian Wells,AZ,80652,0.0,80.0
11935,Indian Wells,CA,191444,0.0,80.0
11936,Indiana,PA,1483152,0.0,80.0
11937,Indianapolis,IN,39436540,0.0,80.0
11938,Indianola,IA,837144,0.0,80.0
11939,Indianola,IL,28776,0.0,80.0
11940,Indianola,MS,504108,0.0,80.0
11941,Indianola,NE,39424,0.0,80.0
11942,Indianola,OK,39864,0.0,80.0
11943,Indianola,PA,19448,0.0,80.0
11944,Indianola,WA,59576,0.0,80.0
11945,Indiantown,FL,429308,0.0,80.0
11946,Indio,CA,3800236,0.0,80.0
11947,Indore,WV,30052,0.0,80.0
11948,Industry,IL,32956,0.0,80.0
11949,Industry,PA,150524,0.0,80.0
11950,Industry,TX,24024,0.0,80.0
11951,Inez,KY,278388,0.0,80.0
11952,Inez,TX,120956,0.0,80.0
11953,Ingalls,IN,105204,0.0,80.0
11954,Ingalls,KS,37488,0.0,80.0
11955,Ingalls,MI,5588,0.0,80.0
11956,Ingleside,IL,403040,0.0,80.0
11957,Ingleside,MD,4840,0.0,80.0
11958,Ingleside,TX,413028,0.0,80.0
11959,Inglewood,CA,5893888,0.0,80.0
11960,Inglis,FL,121352,0.0,80.0
11961,Ingomar,MT,1188,0.0,80.0
11962,Ingraham,IL,13992,0.0,80.0
11963,Ingram,TX,214236,0.0,80.0
11964,Inkom,ID,98296,0.0,80.0
11965,Inkster,MI,1101760,0.0,80.0
11966,Inkster,ND,8448,0.0,80.0
11967,Inland,NE,4048,0.0,80.0
11968,Inlet,NY,14564,0.0,80.0
11969,Inman,KS,106656,0.0,80.0
11970,Inman,NE,10384,0.0,80.0
11971,Inman,SC,1304028,0.0,80.0
11972,Innis,LA,7876,0.0,80.0
11973,Inola,OK,292468,0.0,80.0
11974,Institute,WV,7304,0.0,80.0
11975,Intercession City,FL,37312,0.0,80.0
11976,Interior,SD,12804,0.0,80.0
11977,Interlachen,FL,483956,0.0,80.0
11978,Interlaken,NY,103268,0.0,80.0
11979,Interlochen,MI,271964,0.0,80.0
11980,International Falls,MN,425348,0.0,80.0
11981,Intervale,NH,42988,0.0,80.0
11982,Inver Grove Heights,MN,1465376,0.0,80.0
11983,Inverness,CA,35904,0.0,80.0
11984,Inverness,FL,1363692,0.0,80.0
11985,Inverness,MS,63052,0.0,80.0
11986,Inverness,MT,4136,0.0,80.0
11987,Inwood,IA,74448,0.0,80.0
11988,Inwood,NY,360536,0.0,80.0
11989,Inwood,WV,470316,0.0,80.0
11990,Inyokern,CA,103488,0.0,80.0
11991,Iola,KS,340208,0.0,80.0
11992,Iola,TX,108680,0.0,80.0
11993,Iola,WI,150524,0.0,80.0
11994,Iona,ID,59752,0.0,80.0
