index,City,State,population,minimum_age_x,minimum_age_y
8969,Frisco City,AL,218944,0.0,80.0
8970,Fritch,TX,222024,0.0,80.0
8971,Frohna,MO,43384,0.0,80.0
8972,Froid,MT,17468,0.0,80.0
8973,Fromberg,MT,31460,0.0,80.0
8974,Front Royal,VA,1311420,0.0,80.0
8975,Frontenac,KS,140932,0.0,80.0
8976,Frontenac,MN,19932,0.0,80.0
8977,Frontier,WY,484,0.0,80.0
8978,Frost,MN,14652,0.0,80.0
8979,Frost,TX,72732,0.0,80.0
8980,Frostburg,MD,669944,0.0,80.0
8981,Frostproof,FL,480172,0.0,80.0
8982,Fruita,CO,665368,0.0,80.0
8983,Fruitdale,AL,34804,0.0,80.0
8984,Fruithurst,AL,63316,0.0,80.0
8985,Fruitland,IA,40524,0.0,80.0
8986,Fruitland,ID,312048,0.0,80.0
8987,Fruitland,MD,210144,0.0,80.0
8988,Fruitland,NM,238304,0.0,80.0
8989,Fruitland,UT,19800,0.0,80.0
8990,Fruitland,WA,34496,0.0,80.0
8991,Fruitland Park,FL,464508,0.0,80.0
8992,Fruitport,MI,281292,0.0,80.0
8993,Fruitvale,TX,69476,0.0,80.0
8994,Fryburg,PA,16808,0.0,80.0
8995,Fryeburg,ME,165352,0.0,80.0
8996,Ft Mitchell,KY,1686300,0.0,80.0
8997,Ft Myer,VA,28512,0.0,80.0
8998,Fulda,IN,1760,0.0,80.0
8999,Fulda,MN,95788,0.0,80.0
9000,Fulks Run,VA,76912,0.0,80.0
9001,Fullerton,CA,5815304,0.0,80.0
9002,Fullerton,ND,16632,0.0,80.0
9003,Fullerton,NE,73392,0.0,80.0
9004,Fulshear,TX,209572,0.0,80.0
9005,Fulton,AL,21208,0.0,80.0
9006,Fulton,AR,49676,0.0,80.0
9007,Fulton,CA,28908,0.0,80.0
9008,Fulton,IL,231352,0.0,80.0
9009,Fulton,IN,8140,0.0,80.0
9010,Fulton,KS,16368,0.0,80.0
9011,Fulton,KY,197692,0.0,80.0
9012,Fulton,MD,144936,0.0,80.0
9013,Fulton,MI,42416,0.0,80.0
9014,Fulton,MO,969276,0.0,80.0
9015,Fulton,MS,492888,0.0,80.0
9016,Fulton,NY,1077736,0.0,80.0
9017,Fulton,OH,11484,0.0,80.0
9018,Fulton,SD,15532,0.0,80.0
9019,Fulton,TX,30360,0.0,80.0
9020,Fultondale,AL,314732,0.0,80.0
9021,Fultonham,NY,11484,0.0,80.0
9022,Fultonham,OH,7172,0.0,80.0
9023,Fultonville,NY,125664,0.0,80.0
9024,Fults,IL,50468,0.0,80.0
9025,Funk,NE,21560,0.0,80.0
9026,Funkstown,MD,33264,0.0,80.0
9027,Fuquay Varina,NC,1691272,0.0,80.0
9028,Furlong,PA,267344,0.0,80.0
9029,Furman,SC,9680,0.0,80.0
9030,Fyffe,AL,212960,0.0,80.0
9031,Gaastra,MI,20328,0.0,80.0
9032,Gabbs,NV,12276,0.0,80.0
9033,Gable,SC,40744,0.0,80.0
9034,Gabriels,NY,8932,0.0,80.0
9035,Gackle,ND,19844,0.0,80.0
9036,Gadsden,AL,2892472,0.0,80.0
9037,Gadsden,AZ,30536,0.0,80.0
9038,Gadsden,SC,87780,0.0,80.0
9039,Gadsden,TN,59004,0.0,80.0
9040,Gaffney,SC,1734216,0.0,80.0
9041,Gage,OK,38060,0.0,80.0
9042,Gagetown,MI,45496,0.0,80.0
9043,Gail,TX,11836,0.0,80.0
9044,Gaines,MI,164164,0.0,80.0
9045,Gaines,PA,20108,0.0,80.0
9046,Gainesboro,TN,282832,0.0,80.0
9047,Gainestown,AL,30316,0.0,80.0
9048,Gainesville,AL,28204,0.0,80.0
9049,Gainesville,FL,8541588,0.0,80.0
9050,Gainesville,GA,5231688,0.0,80.0
9051,Gainesville,MO,135872,0.0,80.0
9052,Gainesville,NY,57156,0.0,80.0
9053,Gainesville,TX,1125432,0.0,80.0
9054,Gainesville,VA,1282820,0.0,80.0
9055,Gaithersburg,MD,5882096,0.0,80.0
9056,Gakona,AK,26268,0.0,80.0
9057,Galata,MT,15224,0.0,80.0
9058,Galatia,IL,82720,0.0,80.0
9059,Galax,VA,771804,0.0,80.0
9060,Galena,AK,20636,0.0,80.0
9061,Galena,IL,290796,0.0,80.0
9062,Galena,KS,236456,0.0,80.0
9063,Galena,MD,91212,0.0,80.0
9064,Galena,MO,213576,0.0,80.0
9065,Galena,OH,450208,0.0,80.0
9066,Galena Park,TX,423896,0.0,80.0
9067,Gales Creek,OR,29436,0.0,80.0
9068,Gales Ferry,CT,291676,0.0,80.0
9069,Galesburg,IL,1480688,0.0,80.0
9070,Galesburg,KS,20724,0.0,80.0
9071,Galesburg,MI,303468,0.0,80.0
9072,Galesburg,ND,11308,0.0,80.0
9073,Galesville,MD,21472,0.0,80.0
9074,Galesville,WI,161172,0.0,80.0
9075,Galeton,CO,11616,0.0,80.0
9076,Galeton,PA,85360,0.0,80.0
9077,Galien,MI,82192,0.0,80.0
9078,Galion,OH,733524,0.0,80.0
9079,Galivants Ferry,SC,213884,0.0,80.0
9080,Gallagher,WV,29128,0.0,80.0
9081,Gallant,AL,49324,0.0,80.0
9082,Gallatin,MO,134596,0.0,80.0
9083,Gallatin,TN,1851080,0.0,80.0
9084,Gallatin,TX,10076,0.0,80.0
9085,Gallatin Gateway,MT,78012,0.0,80.0
9086,Gallaway,TN,20108,0.0,80.0
9087,Galliano,LA,213840,0.0,80.0
9088,Gallina,NM,18656,0.0,80.0
9089,Gallion,AL,110440,0.0,80.0
9090,Gallipolis,OH,649264,0.0,80.0
9091,Gallipolis Ferry,WV,101596,0.0,80.0
9092,Gallitzin,PA,112244,0.0,80.0
9093,Galloway,OH,1214048,0.0,80.0
9094,Galloway,WV,5808,0.0,80.0
9095,Gallup,NM,1174624,0.0,80.0
9096,Galt,CA,1271996,0.0,80.0
9097,Galt,IA,2904,0.0,80.0
9098,Galt,IL,6160,0.0,80.0
9099,Galt,MO,28732,0.0,80.0
9100,Galva,IA,28204,0.0,80.0
9101,Galva,IL,140756,0.0,80.0
9102,Galva,KS,78232,0.0,80.0
9103,Galveston,IN,149292,0.0,80.0
9104,Galveston,TX,2151204,0.0,80.0
9105,Galvin,WA,3124,0.0,80.0
9106,Galway,NY,128524,0.0,80.0
9107,Gamaliel,AR,34980,0.0,80.0
9108,Gamaliel,KY,54780,0.0,80.0
9109,Gambell,AK,29832,0.0,80.0
9110,Gambier,OH,181544,0.0,80.0
9111,Gambrills,MD,437712,0.0,80.0
9112,Gamerco,NM,85800,0.0,80.0
9113,Ganado,AZ,333872,0.0,80.0
9114,Ganado,TX,141020,0.0,80.0
9115,Gandeeville,WV,38852,0.0,80.0
9116,Gann Valley,SD,6380,0.0,80.0
9117,Gans,OK,50160,0.0,80.0
9118,Gansevoort,NY,758516,0.0,80.0
9119,Gantt,AL,2508,0.0,80.0
9120,Gap,PA,265276,0.0,80.0
9121,Gap Mills,WV,45716,0.0,80.0
9122,Garards Fort,PA,4664,0.0,80.0
9123,Garber,IA,14036,0.0,80.0
9124,Garber,OK,48884,0.0,80.0
9125,Garberville,CA,110132,0.0,80.0
9126,Garden,MI,34276,0.0,80.0
9127,Garden City,AL,11484,0.0,80.0
9128,Garden City,IA,3740,0.0,80.0
9129,Garden City,KS,1465728,0.0,80.0
9130,Garden City,MI,1196844,0.0,80.0
9131,Garden City,MN,21648,0.0,80.0
9132,Garden City,MO,170544,0.0,80.0
9133,Garden City,NY,1166880,0.0,80.0
9134,Garden City,SD,5104,0.0,80.0
9135,Garden City,TX,42108,0.0,80.0
9136,Garden City,UT,35860,0.0,80.0
9137,Garden Grove,CA,7504948,0.0,80.0
9138,Garden Grove,IA,19492,0.0,80.0
9139,Garden Plain,KS,79904,0.0,80.0
9140,Garden Prairie,IL,59004,0.0,80.0
9141,Garden Valley,CA,145244,0.0,80.0
9142,Garden Valley,ID,75812,0.0,80.0
9143,Gardena,CA,3630440,0.0,80.0
9144,Gardendale,AL,671968,0.0,80.0
9145,Gardendale,TX,95744,0.0,80.0
9146,Gardiner,ME,505868,0.0,80.0
9147,Gardiner,MT,55220,0.0,80.0
9148,Gardiner,NY,143308,0.0,80.0
9149,Gardiner,OR,11308,0.0,80.0
9150,Gardner,CO,23144,0.0,80.0
9151,Gardner,IL,105820,0.0,80.0
9152,Gardner,KS,914540,0.0,80.0
9153,Gardner,MA,869748,0.0,80.0
9154,Gardner,ND,11880,0.0,80.0
9155,Gardners,PA,183612,0.0,80.0
9156,Gardnerville,NV,452188,0.0,80.0
9157,Gardnerville Ranchos,NV,571648,0.0,80.0
9158,Garfield,AR,205656,0.0,80.0
9159,Garfield,GA,51700,0.0,80.0
9160,Garfield,KS,15708,0.0,80.0
9161,Garfield,KY,34232,0.0,80.0
9162,Garfield,MN,61380,0.0,80.0
9163,Garfield,NJ,1318988,0.0,80.0
9164,Garfield,NM,22044,0.0,80.0
9165,Garfield,WA,35244,0.0,80.0
9166,Garibaldi,OR,33044,0.0,80.0
9167,Garita,NM,792,0.0,80.0
9168,Garland,ME,48004,0.0,80.0
9169,Garland,NC,137896,0.0,80.0
9170,Garland,NE,21692,0.0,80.0
9171,Garland,PA,8844,0.0,80.0
9172,Garland,TX,10776348,0.0,80.0
9173,Garland,UT,175692,0.0,80.0
9174,Garland City,AR,12012,0.0,80.0
9175,Garnavillo,IA,53416,0.0,80.0
9176,Garner,IA,176176,0.0,80.0
9177,Garner,KY,10824,0.0,80.0
9178,Garner,NC,1832336,0.0,80.0
9179,Garnerville,NY,379412,0.0,80.0
9180,Garnett,KS,215688,0.0,80.0
9181,Garnett,SC,52448,0.0,80.0
9182,Garrard,KY,11000,0.0,80.0
9183,Garrattsville,NY,7216,0.0,80.0
9184,Garretson,SD,127512,0.0,80.0
9185,Garrett,IN,341704,0.0,80.0
9186,Garrett,KY,53284,0.0,80.0
9187,Garrett,PA,51084,0.0,80.0
9188,Garrett,WY,2244,0.0,80.0
9189,Garrett Park,MD,38456,0.0,80.0
9190,Garrettsville,OH,360448,0.0,80.0
9191,Garrison,IA,31504,0.0,80.0
9192,Garrison,KY,107184,0.0,80.0
9193,Garrison,MN,43736,0.0,80.0
9194,Garrison,MO,4092,0.0,80.0
9195,Garrison,MT,9108,0.0,80.0
9196,Garrison,ND,101112,0.0,80.0
9197,Garrison,NY,191048,0.0,80.0
9198,Garrison,TX,152944,0.0,80.0
9199,Garrison,UT,6644,0.0,80.0
9200,Garrochales,PR,204688,0.0,80.0
9201,Garryowen,MT,14784,0.0,80.0
9202,Garvin,MN,23452,0.0,80.0
9203,Garvin,OK,51216,0.0,80.0
9204,Garwin,IA,47916,0.0,80.0
9205,Garwood,NJ,180972,0.0,80.0
9206,Garwood,TX,48356,0.0,80.0
9207,Gary,IN,3684736,0.0,80.0
9208,Gary,MN,29260,0.0,80.0
9209,Gary,SD,28556,0.0,80.0
9210,Gary,TX,90244,0.0,80.0
9211,Gary,WV,32384,0.0,80.0
9212,Garysburg,NC,169356,0.0,80.0
9213,Garyville,LA,108944,0.0,80.0
9214,Gas City,IN,277596,0.0,80.0
9215,Gasburg,VA,22748,0.0,80.0
9216,Gasport,NY,217668,0.0,80.0
9217,Gasquet,CA,33308,0.0,80.0
9218,Gassaway,WV,126896,0.0,80.0
9219,Gassville,AR,155760,0.0,80.0
9220,Gaston,IN,116644,0.0,80.0
9221,Gaston,NC,123112,0.0,80.0
9222,Gaston,OR,192060,0.0,80.0
9223,Gaston,SC,823724,0.0,80.0
9224,Gastonia,NC,4440436,0.0,80.0
9225,Gate,OK,11528,0.0,80.0
9226,Gate City,VA,377784,0.0,80.0
9227,Gates,NC,188100,0.0,80.0
9228,Gates,OR,37840,0.0,80.0
9229,Gates,TN,76780,0.0,80.0
9230,Gates Mills,OH,128656,0.0,80.0
9231,Gatesville,NC,64504,0.0,80.0
9232,Gatesville,TX,1026080,0.0,80.0
9233,Gateway,CO,5984,0.0,80.0
9234,Gatewood,MO,28248,0.0,80.0
9235,Gatlinburg,TN,227216,0.0,80.0
9236,Gattman,MS,5720,0.0,80.0
9237,Gatzke,MN,6820,0.0,80.0
9238,Gauley Bridge,WV,35420,0.0,80.0
9239,Gause,TX,32516,0.0,80.0
9240,Gautier,MS,749892,0.0,80.0
9241,Gay,GA,85536,0.0,80.0
9242,Gay,WV,31988,0.0,80.0
9243,Gaylesville,AL,125048,0.0,80.0
9244,Gaylord,KS,9592,0.0,80.0
9245,Gaylord,MI,841236,0.0,80.0
9246,Gaylord,MN,124696,0.0,80.0
9247,Gaylordsville,CT,49412,0.0,80.0
9248,Gays,IL,32912,0.0,80.0
9249,Gays Creek,KY,8756,0.0,80.0
9250,Gays Mills,WI,79860,0.0,80.0
9251,Gayville,SD,32120,0.0,80.0
9252,Gazelle,CA,12628,0.0,80.0
9253,Geary,OK,84876,0.0,80.0
9254,Geddes,SD,23848,0.0,80.0
9255,Geff,IL,36124,0.0,80.0
9256,Geigertown,PA,10956,0.0,80.0
9257,Geismar,LA,330924,0.0,80.0
9258,Gem,KS,8008,0.0,80.0
9259,Genesee,ID,66308,0.0,80.0
9260,Genesee,MI,24772,0.0,80.0
9261,Genesee,PA,66220,0.0,80.0
9262,Geneseo,IL,484792,0.0,80.0
9263,Geneseo,KS,22440,0.0,80.0
9264,Geneseo,NY,477400,0.0,80.0
9265,Geneva,AL,235224,0.0,80.0
9266,Geneva,FL,243980,0.0,80.0
9267,Geneva,GA,9504,0.0,80.0
9268,Geneva,IA,16148,0.0,80.0
9269,Geneva,ID,4752,0.0,80.0
9270,Geneva,IL,1241064,0.0,80.0
9271,Geneva,IN,175956,0.0,80.0
9272,Geneva,MN,23716,0.0,80.0
9273,Geneva,NE,106744,0.0,80.0
9274,Geneva,NY,859540,0.0,80.0
9275,Geneva,OH,644864,0.0,80.0
9276,Genoa,CO,14432,0.0,80.0
9277,Genoa,IL,315656,0.0,80.0
9278,Genoa,NE,68772,0.0,80.0
9279,Genoa,NV,40216,0.0,80.0
9280,Genoa,NY,44352,0.0,80.0
9281,Genoa,OH,203412,0.0,80.0
9282,Genoa,WI,54340,0.0,80.0
9283,Genoa,WV,90244,0.0,80.0
9284,Genoa City,WI,388608,0.0,80.0
9285,Gentry,AR,318912,0.0,80.0
9286,Gentry,MO,9460,0.0,80.0
9287,Gentryville,IN,35904,0.0,80.0
9288,George,IA,71676,0.0,80.0
9289,George,WA,7964,0.0,80.0
9290,George West,TX,198748,0.0,80.0
9291,Georges Mills,NH,24640,0.0,80.0
9292,Georgetown,CA,139436,0.0,80.0
9293,Georgetown,CO,47036,0.0,80.0
9294,Georgetown,DE,813824,0.0,80.0
9295,Georgetown,FL,48180,0.0,80.0
9296,Georgetown,ID,24904,0.0,80.0
9297,Georgetown,IL,220308,0.0,80.0
9298,Georgetown,IN,435380,0.0,80.0
9299,Georgetown,KY,1802152,0.0,80.0
9300,Georgetown,LA,45848,0.0,80.0
9301,Georgetown,MA,356400,0.0,80.0
9302,Georgetown,MD,4004,0.0,80.0
9303,Georgetown,ME,44968,0.0,80.0
9304,Georgetown,MN,15048,0.0,80.0
9305,Georgetown,MS,32692,0.0,80.0
9306,Georgetown,NY,48884,0.0,80.0
9307,Georgetown,OH,386584,0.0,80.0
9308,Georgetown,PA,106744,0.0,80.0
9309,Georgetown,SC,1231076,0.0,80.0
9310,Georgetown,TN,183040,0.0,80.0
9311,Georgetown,TX,2145352,0.0,80.0
9312,Georgiana,AL,182072,0.0,80.0
9313,Gepp,AR,18744,0.0,80.0
9314,Gerald,MO,140140,0.0,80.0
9315,Geraldine,AL,68464,0.0,80.0
9316,Geraldine,MT,24156,0.0,80.0
9317,Gerber,CA,144672,0.0,80.0
9318,Gering,NE,479028,0.0,80.0
9319,Gerlach,NV,12496,0.0,80.0
9320,Gerlaw,IL,4884,0.0,80.0
9321,German Valley,IL,34804,0.0,80.0
9322,Germansville,PA,103312,0.0,80.0
9323,Germanton,NC,174988,0.0,80.0
9324,Germantown,IL,77616,0.0,80.0
9325,Germantown,KY,48224,0.0,80.0
9326,Germantown,MD,3631760,0.0,80.0
9327,Germantown,NY,158840,0.0,80.0
9328,Germantown,OH,385880,0.0,80.0
9329,Germantown,TN,1733424,0.0,80.0
9330,Germantown,WI,817872,0.0,80.0
9331,Germfask,MI,40656,0.0,80.0
9332,Geronimo,OK,81092,0.0,80.0
9333,Gerrardstown,WV,176176,0.0,80.0
9334,Gerry,NY,57464,0.0,80.0
9335,Gerton,NC,11088,0.0,80.0
9336,Gervais,OR,166584,0.0,80.0
9337,Gettysburg,OH,23056,0.0,80.0
9338,Gettysburg,PA,1185140,0.0,80.0
9339,Gettysburg,SD,68772,0.0,80.0
9340,Getzville,NY,286836,0.0,80.0
9341,Geuda Springs,KS,19800,0.0,80.0
9342,Geyser,MT,10604,0.0,80.0
9343,Geyserville,CA,87296,0.0,80.0
9344,Gheens,LA,45320,0.0,80.0
9345,Ghent,KY,55660,0.0,80.0
9346,Ghent,MN,25916,0.0,80.0
9347,Ghent,NY,144892,0.0,80.0
9348,Ghent,WV,34188,0.0,80.0
9349,Gibbon,MN,69740,0.0,80.0
9350,Gibbon,NE,127600,0.0,80.0
9351,Gibbon Glade,PA,15048,0.0,80.0
9352,Gibbonsville,ID,5588,0.0,80.0
9353,Gibbs,MO,6600,0.0,80.0
9354,Gibbsboro,NJ,98824,0.0,80.0
9355,Gibbstown,NJ,209220,0.0,80.0
9356,Gibsland,LA,71060,0.0,80.0
9357,Gibson,GA,91432,0.0,80.0
9358,Gibson,IA,5456,0.0,80.0
9359,Gibson,LA,108416,0.0,80.0
9360,Gibson,MO,2816,0.0,80.0
9361,Gibson,NC,73040,0.0,80.0
9362,Gibson City,IL,183172,0.0,80.0
9363,Gibson Island,MD,11572,0.0,80.0
9364,Gibsonburg,OH,205304,0.0,80.0
9365,Gibsonia,PA,1166308,0.0,80.0
9366,Gibsonton,FL,562188,0.0,80.0
9367,Gibsonville,NC,542960,0.0,80.0
9368,Giddings,TX,385968,0.0,80.0
9369,Gideon,MO,67980,0.0,80.0
9370,Gifford,IL,52932,0.0,80.0
9371,Gifford,PA,12540,0.0,80.0
9372,Gifford,SC,16940,0.0,80.0
9373,Gifford,WA,7172,0.0,80.0
9374,Gig Harbor,WA,2217644,0.0,80.0
9375,Gila,NM,18744,0.0,80.0
9376,Gila Bend,AZ,122144,0.0,80.0
9377,Gilbert,AR,1012,0.0,80.0
9378,Gilbert,AZ,6624904,0.0,80.0
9379,Gilbert,IA,50556,0.0,80.0
9380,Gilbert,LA,71720,0.0,80.0
9381,Gilbert,MN,135652,0.0,80.0
9382,Gilbert,PA,37664,0.0,80.0
9383,Gilbert,SC,418220,0.0,80.0
9384,Gilbert,WV,93632,0.0,80.0
9385,Gilberton,PA,20152,0.0,80.0
9386,Gilbertown,AL,103928,0.0,80.0
9387,Gilberts,IL,307692,0.0,80.0
9388,Gilbertsville,KY,146916,0.0,80.0
9389,Gilbertsville,NY,21868,0.0,80.0
9390,Gilbertsville,PA,613360,0.0,80.0
9391,Gilbertville,IA,30404,0.0,80.0
9392,Gilbertville,MA,56496,0.0,80.0
9393,Gilboa,NY,65076,0.0,80.0
9394,Gilby,ND,18084,0.0,80.0
9395,Gilchrist,OR,21384,0.0,80.0
9396,Gilchrist,TX,3168,0.0,80.0
9397,Gilcrest,CO,44924,0.0,80.0
9398,Gildford,MT,16632,0.0,80.0
9399,Gile,WI,11968,0.0,80.0
9400,Gilead,NE,2024,0.0,80.0
9401,Gill,CO,41316,0.0,80.0
9402,Gillespie,IL,209132,0.0,80.0
9403,Gillett,AR,36476,0.0,80.0
9404,Gillett,PA,138116,0.0,80.0
9405,Gillett,TX,17072,0.0,80.0
9406,Gillett,WI,166672,0.0,80.0
9407,Gillett Grove,IA,2156,0.0,80.0
9408,Gillette,NJ,141240,0.0,80.0
9409,Gillette,WY,1828288,0.0,80.0
9410,Gillham,AR,39820,0.0,80.0
9411,Gilliam,LA,9548,0.0,80.0
9412,Gilliam,MO,17820,0.0,80.0
9413,Gillsville,GA,196152,0.0,80.0
9414,Gilman,CT,3696,0.0,80.0
9415,Gilman,IA,44924,0.0,80.0
9416,Gilman,IL,89584,0.0,80.0
9417,Gilman,VT,11572,0.0,80.0
9418,Gilman,WI,78452,0.0,80.0
9419,Gilman City,MO,37092,0.0,80.0
9420,Gilmanton,NH,97768,0.0,80.0
9421,Gilmanton Iron Works,NH,66000,0.0,80.0
9422,Gilmer,TX,916256,0.0,80.0
9423,Gilmore,AR,8888,0.0,80.0
9424,Gilmore City,IA,37400,0.0,80.0
9425,Gilroy,CA,2495504,0.0,80.0
9426,Gilson,IL,41184,0.0,80.0
9427,Gilsum,NH,35112,0.0,80.0
9428,Giltner,NE,26356,0.0,80.0
9429,Gipsy,MO,1848,0.0,80.0
9430,Gipsy,PA,3564,0.0,80.0
9431,Girard,GA,47960,0.0,80.0
9432,Girard,IL,159368,0.0,80.0
9433,Girard,KS,186296,0.0,80.0
9434,Girard,OH,661584,0.0,80.0
9435,Girard,PA,360976,0.0,80.0
9436,Girard,TX,5236,0.0,80.0
9437,Girardville,PA,74492,0.0,80.0
9438,Girdler,KY,32164,0.0,80.0
9439,Girdletree,MD,22572,0.0,80.0
9440,Girdwood,AK,98780,0.0,80.0
9441,Given,WV,32208,0.0,80.0
9442,Gladbrook,IA,66396,0.0,80.0
9443,Glade,KS,8228,0.0,80.0
9444,Glade Hill,VA,133188,0.0,80.0
9445,Glade Park,CO,33440,0.0,80.0
9446,Glade Spring,VA,245256,0.0,80.0
9447,Glade Valley,NC,49852,0.0,80.0
9448,Gladewater,TX,571164,0.0,80.0
9449,Gladstone,IL,35508,0.0,80.0
9450,Gladstone,MI,420332,0.0,80.0
9451,Gladstone,ND,21912,0.0,80.0
9452,Gladstone,NJ,65032,0.0,80.0
9453,Gladstone,NM,2948,0.0,80.0
9454,Gladstone,OR,519816,0.0,80.0
9455,Gladstone,VA,82324,0.0,80.0
9456,Gladwin,MI,677556,0.0,80.0
9457,Gladwyne,PA,154440,0.0,80.0
9458,Glady,WV,3388,0.0,80.0
9459,Gladys,VA,173008,0.0,80.0
9460,Glasco,KS,28468,0.0,80.0
9461,Glasco,NY,21384,0.0,80.0
9462,Glasford,IL,105424,0.0,80.0
9463,Glasgow,KY,1305436,0.0,80.0
9464,Glasgow,MO,76956,0.0,80.0
9465,Glasgow,MT,189024,0.0,80.0
9466,Glasgow,VA,92004,0.0,80.0
9467,Glasgow,WV,38412,0.0,80.0
9468,Glassboro,NJ,869396,0.0,80.0
9469,Glassport,PA,190828,0.0,80.0
9470,Glastonbury,CT,1233144,0.0,80.0
9471,Gleason,TN,127160,0.0,80.0
9472,Gleason,WI,87604,0.0,80.0
9473,Glen,MS,106832,0.0,80.0
9474,Glen,MT,5544,0.0,80.0
9475,Glen,NH,44616,0.0,80.0
9476,Glen,WV,7216,0.0,80.0
9477,Glen Allan,MS,29612,0.0,80.0
9478,Glen Allen,AL,2508,0.0,80.0
9479,Glen Allen,VA,2847548,0.0,80.0
9480,Glen Alpine,NC,20636,0.0,80.0
9481,Glen Arbor,MI,23320,0.0,80.0
9482,Glen Arm,MD,171688,0.0,80.0
9483,Glen Aubrey,NY,31680,0.0,80.0
9484,Glen Burnie,MD,3596956,0.0,80.0
9485,Glen Campbell,PA,40700,0.0,80.0
9486,Glen Carbon,IL,588632,0.0,80.0
9487,Glen Cove,NY,1176516,0.0,80.0
9488,Glen Dale,WV,121836,0.0,80.0
9489,Glen Daniel,WV,61336,0.0,80.0
9490,Glen Easton,WV,46332,0.0,80.0
9491,Glen Echo,MD,11088,0.0,80.0
9492,Glen Elder,KS,26708,0.0,80.0
9493,Glen Ellen,CA,137852,0.0,80.0
9494,Glen Ellyn,IL,1631036,0.0,80.0
9495,Glen Ferris,WV,8536,0.0,80.0
9496,Glen Flora,TX,3432,0.0,80.0
9497,Glen Flora,WI,39600,0.0,80.0
9498,Glen Fork,WV,27544,0.0,80.0
9499,Glen Gardner,NJ,252164,0.0,80.0
9500,Glen Haven,CO,7172,0.0,80.0
9501,Glen Haven,WI,18348,0.0,80.0
9502,Glen Head,NY,519156,0.0,80.0
9503,Glen Hope,PA,6072,0.0,80.0
9504,Glen Jean,WV,15532,0.0,80.0
9505,Glen Lyn,VA,8184,0.0,80.0
9506,Glen Lyon,PA,82412,0.0,80.0
9507,Glen Mills,PA,766832,0.0,80.0
9508,Glen Oaks,NY,582956,0.0,80.0
9509,Glen Richey,PA,8140,0.0,80.0
9510,Glen Ridge,NJ,330704,0.0,80.0
9511,Glen Rock,NJ,499796,0.0,80.0
9512,Glen Rock,PA,328196,0.0,80.0
9513,Glen Rogers,WV,19360,0.0,80.0
9514,Glen Rose,TX,304876,0.0,80.0
9515,Glen Saint Mary,FL,332552,0.0,80.0
9516,Glen Spey,NY,82324,0.0,80.0
9517,Glen Ullin,ND,47080,0.0,80.0
9518,Glen White,WV,11396,0.0,80.0
9519,Glen Wild,NY,14080,0.0,80.0
9520,Glenallen,MO,54340,0.0,80.0
9521,Glenarm,IL,40040,0.0,80.0
9522,Glenbeulah,WI,65032,0.0,80.0
9523,Glenbrook,NV,28028,0.0,80.0
9524,Glenburn,ND,32868,0.0,80.0
9525,Glencliff,NH,3256,0.0,80.0
9526,Glencoe,AR,11088,0.0,80.0
9527,Glencoe,CA,13244,0.0,80.0
9528,Glencoe,IL,351252,0.0,80.0
9529,Glencoe,KY,61732,0.0,80.0
9530,Glencoe,MN,343816,0.0,80.0
9531,Glencoe,MO,302192,0.0,80.0
9532,Glencoe,NM,8800,0.0,80.0
9533,Glencoe,OH,5060,0.0,80.0
9534,Glencoe,OK,96360,0.0,80.0
9535,Glencross,SD,1364,0.0,80.0
9536,Glendale,AZ,12198472,0.0,80.0
9537,Glendale,CA,7437364,0.0,80.0
9538,Glendale,KY,85932,0.0,80.0
9539,Glendale,MA,4048,0.0,80.0
9540,Glendale,OR,96404,0.0,80.0
9541,Glendale,RI,34496,0.0,80.0
9542,Glendale,SC,13332,0.0,80.0
9543,Glendale,UT,17336,0.0,80.0
9544,Glendale Heights,IL,1505108,0.0,80.0
9545,Glendale Springs,NC,3300,0.0,80.0
9546,Glendive,MT,355300,0.0,80.0
9547,Glendo,WY,22176,0.0,80.0
9548,Glendora,CA,2207656,0.0,80.0
9549,Glendora,MS,21648,0.0,80.0
9550,Glendora,NJ,205040,0.0,80.0
9551,Gleneden Beach,OR,37532,0.0,80.0
9552,Glenelg,MD,63536,0.0,80.0
9553,Glenfield,ND,8492,0.0,80.0
9554,Glenfield,NY,71764,0.0,80.0
9555,Glenford,NY,20724,0.0,80.0
9556,Glenford,OH,88352,0.0,80.0
9557,Glenham,NY,6468,0.0,80.0
9558,Glenham,SD,15620,0.0,80.0
9559,Glenhaven,CA,9944,0.0,80.0
9560,Glenmont,NY,269456,0.0,80.0
9561,Glenmont,OH,46288,0.0,80.0
9562,Glenmoore,PA,355652,0.0,80.0
9563,Glenmora,LA,189508,0.0,80.0
9564,Glenn,CA,38104,0.0,80.0
9565,Glenn Dale,MD,288728,0.0,80.0
9566,Glennallen,AK,42856,0.0,80.0
9567,Glennie,MI,53592,0.0,80.0
9568,Glenns Ferry,ID,64724,0.0,80.0
9569,Glennville,CA,11880,0.0,80.0
9570,Glennville,GA,559328,0.0,80.0
9571,Glenolden,PA,556996,0.0,80.0
9572,Glenoma,WA,42020,0.0,80.0
9573,Glenpool,OK,443564,0.0,80.0
9574,Glenrock,WY,179652,0.0,80.0
9575,Glens Falls,NY,633688,0.0,80.0
9576,Glens Fork,KY,20944,0.0,80.0
9577,Glenshaw,PA,620444,0.0,80.0
9578,Glenside,PA,1355200,0.0,80.0
9579,Glentana,MT,792,0.0,80.0
9580,Glenview,IL,1673980,0.0,80.0
