City,State,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Monroe Center,IL,83.2,9.7,0.4,1.7,0.9,4.2,24.7
Monterey,IN,80.5,13.7,0.4,2.0,0.8,2.6,29.3
Monterey,TN,86.1,9.9,0.0,0.9,1.0,2.1,23.3
Monterville,WV,78.9,12.7,0.2,2.4,0.6,5.2,27.1
Montezuma,NM,77.1,9.6,0.4,3.2,2.1,7.6,21.2
Montgomery,AL,84.8,9.5,0.8,1.4,0.7,2.8,19.3
Montgomery,LA,81.9,11.9,0.8,0.6,2.2,2.6,32.3
Montgomery,WV,81.4,9.3,0.1,4.0,3.6,1.6,27.2
Monticello,AR,81.2,13.9,0.0,1.8,0.8,2.3,22.1
Monticello,FL,81.1,12.2,0.1,1.4,0.1,5.1,28.8
Monticello,IL,81.5,11.1,0.8,1.3,1.2,4.1,23.8
Monticello,KY,85.2,7.9,0.3,1.6,2.2,2.8,20.6
Monticello,NY,77.8,9.6,2.0,4.0,1.4,5.1,29.2
Monticello,WI,79.8,9.4,0.0,3.5,1.5,5.7,23.2
Montross,VA,76.5,9.8,2.1,1.1,1.9,8.7,27.2
Moore Haven,FL,67.3,14.4,7.9,2.2,5.2,2.9,28.7
Moorefield,KY,81.8,12.3,0.0,1.6,0.2,4.1,31.4
Moran,TX,84.5,10.2,0.3,2.4,0.3,2.4,22.2
Moran,WY,64.0,7.5,7.8,10.3,4.9,5.5,14.4
Morenci,AZ,80.2,13.0,0.0,1.9,1.8,3.0,18.5
Moreno Valley,CA,77.0,13.3,1.4,1.4,1.6,5.2,32.4
Morgan,UT,83.3,10.1,0.1,1.3,0.8,4.4,28.2
Morgantown,KY,85.4,7.8,0.1,1.3,2.7,2.7,27.0
Morovis,PR,83.4,7.7,2.6,3.1,2.3,0.9,35.0
Morris,MN,73.1,7.6,1.4,10.3,2.4,5.3,12.7
Morrison,MO,75.8,18.0,0.1,1.7,1.2,3.2,25.5
Morrison,TN,87.5,7.6,0.0,1.4,0.7,2.7,22.2
Morrisville,NY,81.8,6.4,0.4,6.1,1.4,3.9,22.7
Morrow,LA,80.3,12.6,0.8,2.4,1.7,2.2,30.5
Mosby,MT,74.1,6.3,0.5,3.1,1.3,14.6,11.6
Moscow,KS,76.6,10.8,0.0,4.5,1.2,7.0,14.5
Moscow,PA,79.9,11.0,1.2,3.9,0.9,3.1,20.6
Mosheim,TN,85.9,9.0,0.2,1.3,1.4,2.2,22.7
Moss,TN,85.3,8.9,0.1,0.6,0.8,4.3,27.0
Moss Point,MS,83.7,11.7,0.3,0.9,1.5,1.8,23.8
Mossyrock,WA,78.1,12.6,1.0,2.3,0.8,5.2,26.1
Moulton,AL,87.9,8.9,0.1,0.6,0.6,1.9,28.4
Moultrie,GA,72.0,20.0,1.3,2.9,1.1,2.7,21.4
Mound City,SD,72.7,6.6,0.0,7.3,1.2,12.2,17.1
Mound Valley,KS,85.0,8.1,0.2,3.5,0.7,2.6,16.3
Mounds,OK,79.5,12.6,0.2,3.4,1.1,3.2,27.0
Mount Airy,NC,84.9,10.2,0.7,0.7,0.7,2.8,23.8
Mount Ayr,IA,76.4,7.3,0.0,3.1,2.3,10.9,18.0
Mount Berry,GA,82.2,8.7,0.3,3.1,1.8,3.8,21.6
Mount Blanchard,OH,85.1,8.8,0.5,2.0,1.5,2.1,22.7
Mount Carmel,IL,81.9,12.3,0.3,0.6,1.6,3.2,22.4
Mount Eden,KY,89.0,7.0,0.2,0.8,1.1,1.9,32.7
Mount Hermon,LA,80.9,13.2,0.1,1.6,1.6,2.7,32.9
Mount Perry,OH,86.1,8.2,0.3,2.1,0.5,2.7,24.0
Mount Pleasant,IA,83.5,7.6,0.2,2.8,1.8,4.2,18.9
Mount Pleasant,MI,77.4,8.0,1.3,7.4,1.8,4.0,18.1
Mount Pleasant,PA,84.2,8.0,1.1,2.3,0.7,3.6,26.7
Mount Pleasant,UT,70.9,16.0,0.6,5.6,1.2,5.8,21.0
Mount Prospect,IL,62.1,8.7,18.4,4.4,2.2,4.2,32.3
Mount Sterling,KY,83.3,10.0,0.2,1.6,0.4,4.4,24.2
Mount Sterling,MO,79.5,13.5,0.4,1.6,0.4,4.6,25.6
Mount Vernon,KY,85.4,9.7,0.4,1.15,0.95,2.35,23.15
Mount Vernon,SD,82.1,8.3,0.3,4.2,0.9,4.3,13.8
Mountain Home A F B,ID,79.5,11.4,0.4,2.5,1.9,4.3,17.1
Mountain View,CA,76.0,10.4,3.9,2.0,3.2,4.6,26.3
Mountain View,OK,80.1,10.7,1.1,0.7,1.2,6.2,19.8
Mountville,SC,81.7,13.0,0.4,2.2,0.7,2.1,23.8
Moweaqua,IL,85.4,6.7,0.2,1.2,0.8,5.8,22.8
Mt Zion,IL,83.4,9.5,1.2,2.0,1.3,2.6,18.5
Muenster,TX,75.4,18.3,0.2,1.3,0.9,3.9,24.5
Mullen,NE,59.8,13.7,3.0,9.8,4.3,9.5,18.0
Mullica Hill,NJ,85.9,6.7,1.9,1.5,1.2,2.9,29.0
Muncie,IN,79.8,8.9,1.8,4.7,1.9,2.9,20.6
Muncy Valley,PA,73.1,12.6,0.5,5.2,1.4,7.3,28.9
Mundelein,IL,77.3,7.9,4.3,3.0,1.4,6.1,29.7
Munford,AL,84.4,10.6,0.7,1.3,1.1,1.8,24.6
Murchison,TX,83.1,10.5,0.1,1.3,0.5,4.4,34.1
Murdo,SD,70.7,5.5,0.0,11.4,1.3,11.2,12.9
Murphysboro,IL,77.8,8.6,1.0,6.8,2.2,3.6,18.8
Murrayville,GA,82.4,11.9,0.4,2.0,0.2,3.2,27.4
Murrayville,IL,81.3,9.4,0.3,4.1,1.1,3.8,19.2
Muscoda,WI,81.2,7.9,0.3,3.4,1.2,6.1,24.2
Nahunta,GA,80.2,12.1,1.6,1.0,1.1,4.1,31.6
Nancy,KY,80.3,11.6,0.7,2.6,0.6,4.3,21.9
Nantucket,MA,68.2,9.3,1.3,10.1,6.7,4.4,11.4
Naranjito,PR,86.9,8.9,0.8,1.7,0.1,1.6,35.4
Nardin,OK,82.8,10.5,0.3,3.0,1.6,1.8,17.1
Narrows,VA,86.7,6.5,0.3,1.9,1.7,2.9,30.3
Nashville,TN,79.8,10.1,2.3,2.0,1.2,4.6,23.8
Natchez,MS,87.2,7.5,0.2,0.5,1.3,3.2,19.4
Natchitoches,LA,80.4,10.8,0.7,2.6,3.3,2.2,21.8
Naylor,MO,79.4,14.5,0.3,3.0,0.7,2.0,24.5
Nekoma,KS,75.8,12.6,0.0,4.0,0.2,7.4,21.1
Nelson,WI,75.9,11.6,0.3,4.1,1.0,7.1,24.1
Neopit,WI,73.6,15.7,2.9,2.8,0.1,4.9,17.3
Neosho,MO,78.4,14.5,0.2,1.4,1.3,4.2,27.8
Neshkoro,WI,78.4,12.0,0.5,2.3,1.9,4.9,26.5
Nevada,MO,78.2,10.9,0.3,3.8,2.0,4.9,18.6
Nevis,MN,79.4,9.2,0.4,3.6,1.2,6.1,21.3
New Athens,IL,85.1,8.0,0.8,0.7,0.3,5.1,29.7
New Bern,NC,77.3,9.6,0.3,5.0,2.5,5.4,25.5
New Bloomington,OH,85.1,9.6,0.7,1.4,1.4,1.7,23.0
New Boston,IL,86.0,7.6,0.0,1.1,1.1,4.2,27.7
New Boston,TX,84.6,10.0,0.5,1.0,1.7,2.1,17.8
New Brighton,PA,83.3,8.6,1.4,2.8,0.7,3.3,25.0
New Columbia,PA,74.9,9.1,0.1,4.6,2.4,8.9,22.6
New Cumberland,WV,85.6,8.5,1.4,1.3,1.3,1.8,23.7
New Ellenton,SC,84.2,10.5,0.1,0.9,1.3,2.9,24.7
New Germany,MN,82.4,6.6,1.8,1.3,0.9,6.9,25.6
New Harmony,UT,75.9,13.8,0.5,5.4,1.7,2.8,18.0
New Holland,PA,79.3,9.0,1.3,3.6,1.9,4.9,22.9
New Iberia,LA,83.1,10.2,0.6,2.3,2.1,1.6,24.1
New Leipzig,ND,72.7,8.2,0.8,6.8,1.8,9.7,19.5
New London,CT,79.2,9.2,1.6,4.1,1.3,4.6,22.8
New London,MO,81.5,9.9,0.3,1.8,0.6,5.9,22.4
New Market,IA,76.8,13.7,0.0,3.3,1.7,4.5,20.2
New Market,TN,81.0,13.4,0.1,1.5,0.8,3.1,26.3
New Orleans,LA,75.9,10.149999999999999,4.5,3.25,3.15,2.95,23.549999999999997
New Richland,MN,83.69999999999999,8.15,0.6,1.65,1.2000000000000002,4.699999999999999,18.6
New Rockford,ND,70.7,12.3,0.0,5.4,2.3,9.2,18.8
New Salisbury,IN,84.6,8.9,0.3,1.1,1.2,3.9,30.0
New Vienna,OH,80.3,12.2,0.8,1.8,0.8,4.0,30.5
New York,NY,6.1,1.9,59.2,20.7,5.4,6.8,31.1
Newark,DE,80.0,8.3,4.3,2.3,1.0,4.1,25.5
Newark,MO,69.6,10.8,1.0,5.5,1.8,11.3,23.3
Newark,NJ,61.6,8.7,20.6,4.6,1.4,3.1,33.6
Newark,NY,84.7,7.8,0.7,2.2,1.3,3.4,24.5
Newaygo,MI,80.4,11.9,0.2,2.0,2.1,3.4,29.2
Newberg,OR,73.1,12.7,0.7,6.1,1.7,5.6,24.4
Newberry,MI,77.6,11.7,0.0,5.2,1.6,3.7,14.5
Newburgh,IN,88.2,7.3,0.1,1.0,0.9,2.5,22.3
Newbury,VT,76.4,10.3,0.6,4.2,1.3,7.2,26.6
Newcastle,TX,83.0,6.2,0.2,0.0,0.9,9.7,25.6
Newell,IA,70.7,17.3,0.1,5.0,1.4,5.5,13.9
Newport,MI,86.2,7.4,1.2,1.2,1.1,3.0,24.4
Newport,RI,75.0,9.2,1.7,6.3,2.1,5.7,22.6
Newport,VA,77.9,13.6,0.1,1.7,1.7,4.9,25.3
Newport News,VA,79.2,9.4,3.5,4.0,1.5,2.5,23.0
Newton,WI,85.0,7.6,0.3,2.7,1.5,2.9,18.7
Newtown,PA,81.8,7.7,3.2,1.8,0.8,4.7,29.0
Nezperce,ID,72.0,10.0,0.1,8.3,2.7,6.9,21.6
Niagara,ND,71.4,10.2,0.0,7.1,1.1,10.2,20.0
Niagara,WI,82.9,9.4,0.4,3.0,1.7,2.7,19.8
Niagara University,NY,87.0,6.0,1.2,2.2,1.2,2.4,21.2
Nicholasville,KY,80.3,12.1,0.3,2.3,0.2,4.8,25.4
Nicollet,MN,77.5,6.8,0.9,4.5,1.3,9.0,16.6
Nineveh,IN,82.8,11.1,1.0,1.1,0.2,3.8,33.6
Niota,IL,79.3,9.9,0.2,2.2,0.9,7.5,23.7
Noatak,AK,16.5,10.4,0.4,46.9,21.2,4.6,7.4
Noblesville,IN,84.4,7.95,0.2,1.5,1.25,4.7,26.0
Nodaway,IA,80.7,9.6,0.4,3.4,1.3,4.6,18.9
Nolensville,TN,80.9,7.7,0.3,0.9,1.1,9.0,27.1
Noma,FL,84.9,10.3,0.3,1.4,0.4,2.7,30.0
Norcatur,KS,80.6,12.0,0.0,1.3,1.2,4.8,15.4
Nordland,WA,71.3,9.8,1.7,5.9,2.6,8.7,22.6
Norfolk,VA,74.1,8.7,4.0,5.2,1.9,6.1,22.1
Normal,IL,79.5,9.4,1.9,4.4,1.6,3.1,17.8
Norman,OK,84.6,8.7,0.25,1.3,1.5,3.7,25.1
Normandy,TN,80.9,13.6,0.2,1.1,0.9,3.4,25.2
Norphlet,AR,88.5,7.9,0.1,1.6,1.0,0.9,18.7
Norris,SD,53.5,10.0,1.1,11.1,0.0,24.3,18.3
North Augusta,SC,82.3,12.1,0.9,1.0,1.4,2.4,25.8
North Beach,MD,81.3,9.2,3.3,1.0,0.9,4.3,40.1
North Carrollton,MS,91.4,5.0,0.3,2.1,1.0,0.2,26.8
North East,PA,79.1,10.0,1.7,4.3,1.2,3.7,19.0
North Fairfield,OH,82.6,9.5,0.8,3.3,1.6,2.3,22.8
North Hero,VT,74.8,14.1,0.6,2.2,0.7,7.5,33.8
North Java,NY,82.7,9.2,0.4,3.7,1.6,2.5,25.4
North Little Rock,AR,85.0,8.8,1.0,1.1,1.1,2.9,20.3
North Platte,NE,47.5,9.7,0.0,15.7,4.6,22.6,32.0
North Sioux City,SD,84.4,8.5,0.0,2.5,0.8,3.9,19.4
North Washington,IA,79.1,8.0,0.2,4.0,1.8,6.9,21.7
Northway,AK,52.3,17.0,0.0,14.5,1.1,15.1,13.0
Northwood,ND,70.8,8.5,0.0,10.9,0.5,9.3,18.1
Norton,VA,92.9,2.8,0.0,2.7,0.0,1.5,14.5
Norwalk,IA,83.6,8.2,0.2,2.3,0.4,5.4,24.4
Norway,SC,84.4,10.0,0.2,1.7,1.4,2.3,26.5
Nottawa,MI,79.2,12.9,0.2,3.2,1.5,3.1,21.8
Nowata,OK,86.1,8.4,0.1,0.8,1.4,3.1,24.2
Oak,NE,75.1,10.1,1.0,3.9,0.2,9.7,18.4
Oak Grove,KY,76.5,10.6,0.4,8.6,1.6,2.4,17.0
Oak Grove,LA,87.9,8.3,0.4,0.6,1.5,1.3,20.7
Oak Vale,MS,83.7,8.8,0.7,1.6,1.8,3.4,37.8
Oakhurst,CA,77.1,13.2,0.3,2.5,2.2,4.7,25.5
Oakland,MS,85.0,13.8,0.1,0.1,0.9,0.2,24.6
Oakley,ID,78.5,12.5,0.2,3.9,0.7,4.2,15.4
Oakman,GA,79.1,13.7,0.5,1.0,2.9,2.7,21.9
Oaktown,IN,86.3,8.1,0.2,2.3,1.0,2.1,19.3
Oakwood,OK,78.6,10.0,0.1,4.0,1.0,6.2,24.0
Oberlin,OH,84.4,7.7,0.6,2.3,1.8,3.2,24.1
Ochlocknee,GA,83.7,11.5,0.1,0.7,1.5,2.5,23.8
Odem,TX,83.6,9.5,0.2,1.2,1.8,3.6,22.9
Odessa,TX,81.4,14.1,0.5,1.1,0.7,2.1,21.0
Odonnell,TX,78.6,10.4,0.0,0.7,0.7,9.6,24.9
Ogallala,NE,77.1,7.6,1.4,5.7,2.7,5.4,15.1
Ogden,UT,79.0,12.0,1.8,1.4,1.6,4.1,21.7
Ogdensburg,WI,83.1,8.7,0.3,2.4,1.8,3.7,22.4
Okeechobee,FL,78.7,13.2,0.8,2.2,1.9,3.2,24.3
Oktaha,OK,81.6,11.4,0.3,1.8,1.9,2.9,20.3
Old Glory,TX,81.0,13.1,0.0,3.7,0.0,2.2,17.9
Oldenburg,IN,87.2,6.7,0.1,1.1,0.8,3.9,31.2
Oldham,SD,74.0,6.9,0.5,6.9,1.3,10.5,19.8
Olla,LA,81.9,8.6,0.0,5.3,1.2,3.0,28.4
Olpe,KS,77.6,13.6,0.3,4.1,1.5,2.8,17.0
Omaha,GA,83.2,11.3,0.0,3.4,0.0,2.1,28.5
Omaha,NE,82.7,9.2,1.3,2.2,1.1,3.5,19.2
Omaha,TX,84.0,10.4,0.4,1.0,2.4,1.8,18.3
Onawa,IA,81.0,7.2,0.0,5.4,1.0,5.3,22.5
Oneida,KY,83.6,12.8,1.9,1.2,0.3,0.1,29.8
Oneida,TN,84.8,9.1,0.1,0.4,2.5,3.1,28.8
Opelika,AL,85.4,9.5,0.3,1.1,0.9,2.8,24.3
Oquawka,IL,84.8,7.4,1.2,1.7,0.3,4.5,24.5
Orange,TX,87.0,8.3,0.1,1.3,1.4,1.8,23.2
Orange Grove,TX,83.6,11.4,0.0,1.3,1.2,2.5,26.6
Orangeville,OH,88.6,6.4,0.4,1.1,1.0,2.5,22.4
Ordway,CO,71.5,11.3,0.0,5.6,1.3,10.3,18.0
Ore City,TX,83.7,10.4,0.3,0.8,0.7,4.1,27.3
Orient,SD,58.6,8.8,0.0,10.5,0.6,21.5,14.5
Orleans,IN,81.4,9.6,0.2,1.8,2.6,4.4,25.9
Orleans,NE,73.6,14.0,0.3,4.0,0.7,7.4,18.4
Orleans,VT,79.3,8.9,0.1,2.5,1.9,7.2,23.2
Orma,WV,82.0,13.8,0.0,2.0,1.1,1.0,32.9
Orocovis,PR,81.6,9.6,1.1,4.1,1.25,2.4,31.25
Oronoco,MN,74.5,11.8,5.0,3.2,1.7,3.7,17.4
Ortley,SD,71.3,8.4,0.4,5.5,1.4,13.0,19.7
Osceola,MO,77.3,11.6,0.7,2.2,1.6,6.6,25.7
Oshkosh,WI,85.5,6.8,0.9,2.4,1.3,3.0,18.6
Osnabrock,ND,78.3,7.7,0.1,4.4,1.1,8.5,13.0
Osseo,WI,79.3,8.2,1.1,4.0,1.7,5.7,18.2
Ossipee,NH,81.1,7.5,0.4,2.3,1.6,7.1,26.2
Otley,IA,80.2,10.7,0.6,2.0,0.7,5.8,22.4
Oto,IA,83.3,8.1,0.9,1.4,2.5,3.7,17.7
Otsego,MI,85.7,7.6,0.2,1.5,1.0,4.1,24.2
Otter Rock,OR,72.3,13.1,2.2,4.8,1.4,6.2,19.1
Otterbein,IN,79.15,12.65,0.55,2.3,0.8,4.6,26.35
Otterville,MO,82.6,10.6,0.1,2.6,0.6,3.5,22.5
Otwell,IN,84.1,11.2,0.4,1.3,0.6,2.5,25.5
Ouzinkie,AK,61.3,16.9,0.6,12.2,4.7,4.3,11.3
Overbrook,OK,79.5,12.2,0.6,1.9,1.7,4.0,22.7
Ovett,MS,90.0,4.8,0.0,1.0,3.6,0.7,28.3
Owasso,OK,82.6,10.0,0.7,1.3,1.5,3.8,19.4
Owenton,KY,80.9,11.2,0.3,0.4,1.5,5.7,29.7
Owyhee,NV,62.2,14.3,12.1,6.5,1.5,3.3,30.2
Oxford,GA,83.9,10.1,0.0,0.6,0.9,4.5,31.0
Oxford,NC,85.1,9.6,0.0,0.6,0.7,4.0,28.6
Ozona,TX,76.1,18.7,0.0,3.5,0.0,1.6,21.1
Pachuta,MS,83.4,11.9,0.9,0.3,2.6,0.9,28.1
Paducah,KY,87.5,7.4,0.3,1.2,1.1,2.5,17.6
Paducah,TX,77.6,8.85,0.0,8.7,2.0,2.9000000000000004,13.35
Pageland,SC,85.5,9.0,0.1,1.2,2.7,1.5,23.8
Pagosa Springs,CO,60.9,6.8,0.0,21.3,2.3,8.8,12.9
Paicines,CA,78.1,14.6,0.8,1.6,1.5,3.5,31.8
Paige,TX,79.3,14.0,0.3,1.6,1.0,3.8,33.2
Painesville,OH,87.5,6.5,0.9,1.5,0.6,3.1,23.3
Palco,KS,73.6,10.7,0.2,5.1,2.6,7.8,16.9
Palestine,TX,84.4,10.6,0.2,1.4,0.7,2.6,21.6
Palisade,MN,79.4,9.3,0.3,4.3,1.5,5.2,25.1
Palmer,NE,74.0,11.5,0.0,2.0,1.1,11.4,23.8
Palmer,PR,81.7,8.6,0.8,2.1,4.1,2.6,38.6
Palmersville,TN,87.2,6.4,0.1,3.7,1.1,1.4,19.9
Palmyra,TN,84.8,8.1,1.0,2.2,1.8,2.0,24.2
Palo Alto,CA,69.8,10.7,9.4,2.5,2.6,5.0,26.8
Pampa,TX,83.9,13.0,0.0,1.3,1.0,0.7,19.3
Panna Maria,TX,80.9,13.2,0.1,2.3,1.0,2.5,23.6
Pantego,NC,86.4,7.6,0.2,1.7,0.8,3.2,24.0
Panther Burn,MS,82.3,13.6,1.7,1.7,0.3,0.4,20.0
Paradise Valley,NV,63.4,14.8,13.9,3.3,0.8,3.8,31.0
Paragon,IN,84.8,10.1,0.1,1.0,0.8,3.2,29.2
Paragould,AR,83.5,9.6,0.3,1.7,1.3,3.4,17.8
Paris,AR,82.1,10.8,0.1,1.5,0.9,4.6,26.6
Paris,MI,78.0,9.5,0.8,5.6,1.9,4.3,23.1
Paris,VA,81.9,8.1,0.2,3.7,0.5,5.6,34.3
Parish,NY,81.1,9.4,0.8,4.0,1.0,3.7,23.8
Parker,SD,73.6,11.7,0.1,6.1,1.0,7.5,25.9
Parkersburg,WV,83.3,10.6,0.8,1.9,1.0,2.5,20.1
Parkesburg,PA,80.0,6.7,2.8,3.3,0.9,6.3,27.7
Parkman,WY,78.6,10.3,0.2,3.6,1.7,5.5,16.2
Parksville,KY,78.6,11.4,0.1,4.3,1.3,4.4,20.1
Parma,MI,82.3,10.4,0.4,2.3,1.3,3.2,23.1
Parma,MO,86.1,7.9,0.2,2.6,0.5,2.7,16.7
Pateros,WA,76.9,8.8,0.8,6.2,1.6,5.7,18.6
Patillas,PR,79.5,13.0,0.6,3.2,2.3,1.3,27.3
Patoka,IN,86.0,7.3,0.3,2.7,1.0,2.7,21.0
Patterson,GA,80.6,12.4,0.3,1.9,2.2,2.6,20.7
Pattison,MS,86.5,4.8,0.5,2.4,1.5,4.2,22.3
Paul,ID,80.8,12.1,0.4,3.3,0.9,2.5,17.8
Paulding,OH,83.0,9.5,0.6,2.4,0.5,4.0,23.1
Pawhuska,OK,84.6,10.5,0.3,1.4,1.0,2.2,24.7
Pawling,NY,75.1,8.2,5.0,5.1,1.1,5.5,31.3
Pawnee Rock,KS,82.8,9.25,0.05,3.9,0.85,3.05,15.45
Paxico,KS,75.2,13.6,0.4,2.3,1.9,6.6,27.1
Payette,ID,78.2,11.4,0.1,3.5,2.0,4.8,17.0
Pearcy,AR,78.3,13.4,0.5,1.3,1.5,4.9,21.9
Pearson,GA,85.0,8.0,0.1,0.9,3.6,2.4,20.4
Pease,MN,80.5,10.5,0.5,2.5,1.5,4.4,28.7
Pecan Gap,TX,83.7,9.9,0.0,2.6,1.5,2.3,30.1
Peck,MI,78.2,9.1,0.9,3.6,1.0,7.2,27.5
Pecos,TX,86.4,7.9,0.0,1.6,1.8,2.3,16.5
Peebles,OH,85.4,9.4,0.4,0.7,0.7,3.4,29.1
Pelham,AL,85.5,8.1,0.2,0.6,0.8,4.9,28.5
Pellston,MI,77.0,10.9,0.2,4.7,2.0,5.1,19.3
Pemberville,OH,86.7,7.5,0.6,2.6,0.8,1.9,19.9
Pendleton,KY,85.3,6.8,0.6,1.0,0.6,5.7,26.6
Penfield,PA,83.1,10.4,0.2,2.8,1.0,2.4,24.9
Penns Grove,NJ,84.2,8.7,1.2,1.8,1.4,2.7,25.1
Penrose,NC,80.3,10.3,0.4,1.9,1.1,5.9,25.0
Pensacola,FL,76.0,10.5,0.6,2.0,1.6,9.2,21.8
Penuelas,PR,84.69999999999999,7.35,0.1,5.05,1.7,1.1,26.45
Peoa,UT,75.7,6.6,2.0,1.8,1.7,12.1,24.1
Pequot Lakes,MN,82.4,8.5,0.4,1.5,1.4,5.8,21.6
Peralta,NM,81.4,9.7,1.3,1.6,1.9,4.0,29.2
Perkinston,MS,82.5,11.7,0.9,1.0,2.4,1.5,35.8
Perry,AR,77.2,14.9,0.0,1.4,0.6,6.0,34.3
Perry,FL,79.0,17.1,0.1,1.1,1.3,1.4,20.5
Peru,KS,79.3,9.2,0.1,6.3,0.9,4.2,21.2
Peterman,AL,93.6,4.3,0.0,0.6,0.3,1.3,29.7
Petersburg,AK,51.8,13.7,0.9,24.6,6.6,2.5,7.5
Petersburg,IL,79.4,14.8,0.0,1.7,0.5,3.6,27.1
Petersburg,VA,78.6,10.9,2.6,2.8,2.6,2.6,22.3
Petrolia,PA,84.6,7.2,0.7,2.5,0.7,4.2,26.2
Pfafftown,NC,83.4,7.5,1.2,1.6,1.6,4.7,21.1
Philadelphia,MS,74.8,20.5,0.4,2.1,1.0,1.2,22.9
Philadelphia,PA,50.4,8.6,26.2,8.5,3.3,3.1,32.5
Phillips,WI,78.5,10.5,0.0,4.7,1.6,4.7,18.6
Phillipsburg,KS,76.2,9.5,0.1,6.3,0.8,7.1,15.1
Phoenix,AZ,76.5,11.0,2.4,1.6,2.6,5.9,25.5
Pickens,MS,88.1,7.5,0.3,0.8,1.0,2.3,22.3
Piedmont,MO,76.1,16.4,0.7,2.7,1.5,2.6,23.6
Pierre Part,LA,84.9,10.1,0.1,0.7,2.9,1.3,30.7
Pine,AZ,77.8,11.5,0.4,3.1,2.3,4.8,21.0
Pine Brook,NJ,78.7,7.7,5.0,2.1,1.0,5.5,30.3
Pine Grove,CA,79.1,10.3,0.5,3.6,0.9,5.6,29.3
Pine Island,MN,80.8,9.2,1.0,1.6,0.9,6.4,24.0
Pine Mountain,GA,85.2,8.5,0.3,1.4,3.1,1.5,22.0
Pinetop,AZ,72.0,13.2,1.5,3.7,2.3,7.3,22.3
Pineville,KY,75.4,16.2,0.2,3.5,1.6,3.1,21.7
Pineville,WV,82.4,10.4,0.0,1.6,2.8,2.7,32.0
Pippa Passes,KY,83.5,6.5,0.5,4.5,2.6,2.3,27.5
Piqua,KS,77.4,10.0,0.1,5.0,1.6,5.9,23.3
Pisek,ND,76.4,12.0,0.2,5.1,0.9,5.4,17.2
Pismo Beach,CA,73.6,10.1,1.5,4.5,3.3,7.0,21.3
Pitkin,LA,83.19999999999999,9.4,0.9500000000000001,2.35,2.1,2.0,21.950000000000003
Pitts,GA,81.5,9.0,0.1,1.5,4.2,3.7,21.0
Pittsburg,KS,85.2,8.2,0.0,2.6,1.5,2.4,20.8
Placerville,CA,76.2,9.7,1.7,2.5,2.2,7.8,28.4
Plain City,OH,86.3,5.6,0.2,0.9,0.6,6.4,24.1
Plainview,MN,76.4,10.0,2.2,4.6,1.1,5.7,22.8
Plainville,KS,79.2,12.7,0.0,3.0,0.5,4.6,15.5
Plano,IL,85.0,7.3,2.7,0.4,0.8,3.7,33.2
Plattsburg,MO,81.0,13.5,0.6,1.2,0.8,2.8,30.1
Plattsburgh,NY,76.6,12.5,0.6,4.7,2.7,2.8,20.6
Pleasanton,TX,81.8,11.3,0.1,0.7,0.5,5.6,32.9
Pleasantville,OH,85.4,7.6,0.3,1.5,1.1,4.1,27.3
Pleasureville,KY,81.7,12.9,0.3,1.1,0.9,3.0,30.5
Plum Branch,SC,84.1,10.7,0.2,1.5,0.8,2.8,27.7
Plum City,WI,80.0,7.9,0.2,5.5,1.3,5.1,27.2
Pocatello,ID,78.85,9.899999999999999,1.4,3.75,1.55,4.55,18.049999999999997
Point Baker,AK,51.6,15.3,0.9,20.3,7.3,4.6,14.0
Point Comfort,TX,79.6,14.7,0.8,0.8,1.4,2.8,22.9
Polk,OH,84.9,6.9,0.3,3.9,1.0,2.9,23.5
Polkton,NC,83.6,12.8,0.5,1.1,0.8,1.2,27.4
Pollock,ID,68.6,11.2,0.1,9.7,1.2,9.3,17.5
Polo,MO,80.7,10.4,0.0,2.4,0.6,5.9,33.0
Pomeroy,WA,75.3,8.6,0.1,5.7,0.9,9.4,20.1
Pomona Park,FL,81.4,8.3,0.2,1.0,2.4,6.7,25.9
Ponce,PR,85.0,7.3,0.6,2.8,1.8,2.5,23.0
Pond Creek,OK,77.2,14.7,0.0,3.7,1.1,3.3,19.9
Poplar Bluff,MO,83.3,10.0,0.7,1.8,1.9,2.4,16.9
Poplar Grove,AR,75.4,18.3,0.1,2.1,1.3,2.8,19.5
Poplarville,MS,85.2,10.0,0.2,1.2,0.8,2.5,29.4
Poquoson,VA,88.7,5.0,0.0,0.1,1.5,4.6,23.6
Port Charlotte,FL,77.9,9.7,0.3,0.8,4.9,6.5,23.6
Port Huron,MI,82.6,11.3,0.6,1.6,1.1,2.8,28.5
Port Murray,NJ,80.2,9.4,1.2,3.0,1.3,4.9,34.8
Port Saint Joe,FL,82.4,10.4,0.7,1.7,2.0,2.8,22.1
Portales,NM,77.8,12.3,0.1,5.4,2.2,2.2,16.1
Porter,MN,73.7,11.5,0.65,4.9,1.5,7.75,16.2
Portis,KS,81.8,7.0,0.0,4.5,1.4,5.4,14.7
Portland,IN,83.2,8.7,0.3,2.2,2.4,3.2,20.2
Portland,OR,60.3,9.7,11.2,5.3,6.6,7.0,25.5
Portola,CA,75.5,10.5,0.2,5.2,2.4,6.2,23.0
Portsmouth,VA,81.9,8.1,2.2,3.7,1.9,2.2,24.3
Post,TX,76.1,17.2,0.0,3.3,2.9,0.6,18.4
Postville,IA,78.2,9.2,0.2,4.7,0.8,6.9,21.8
