City,State,Income,IncomeErr,IncomePerCap,IncomePerCapErr
Faribault,MN,59598.0,2035.0,26660.0,727.0
Farina,IL,43944.0,2186.0,21472.0,1035.0
Farmersville,IL,46966.0,1701.0,19866.0,2043.0
Farmington,NM,48671.0,1608.0,22460.0,704.0
Farmland,IN,40810.0,1723.0,23000.0,1870.0
Farnsworth,TX,51517.0,3478.0,25995.0,2161.0
Federalsburg,MD,49779.0,2069.0,26406.5,1275.5
Felt,ID,53474.0,5555.0,24118.0,1679.0
Ferdinand,IN,55247.0,2532.0,24936.0,1066.0
Fernandina Beach,FL,54116.0,2461.0,28670.0,1793.0
Fernley,NV,47255.0,1924.0,23173.0,959.0
Fernwood,ID,39863.0,3459.0,20937.0,1241.0
Ferriday,LA,29654.0,4145.0,17498.0,1303.0
Fertile,MN,53326.0,1183.0,26766.0,627.0
Festus,MO,47014.0,2519.0,23772.0,1739.0
Fieldton,TX,39851.0,3148.0,20863.0,1221.0
Firebaugh,CA,45233.0,692.0,20408.0,258.0
Fischer,TX,65833.0,3291.0,32838.0,990.0
Fish Camp,CA,47681.0,4294.0,28316.0,2011.0
Flandreau,SD,52446.0,3176.0,26918.0,1933.0
Flemington,MO,41130.0,2157.0,19908.0,952.0
Fletcher,MO,35305.0,2162.0,17762.0,1457.0
Flintville,TN,40389.0,2187.0,21655.0,1229.0
Florence,SC,42080.0,1211.0,22877.0,638.0
Florence,WI,48643.0,4611.0,25142.0,1741.0
Florida,PR,15212.0,1492.0,7849.0,676.0
Fluker,LA,41302.0,1952.0,21671.0,631.0
Flushing,MI,42327.0,575.0,22957.0,301.0
Folkston,GA,42778.0,5730.0,18036.0,1636.0
Fond Du Lac,WI,55473.0,1349.0,27474.0,625.0
Fontana Dam,NC,34805.0,4046.0,19372.0,1788.0
Ford,WA,41978.0,1226.0,22221.0,763.0
Forest,MS,32951.0,5206.0,21050.0,2087.0
Forest City,IA,47668.0,2807.0,25021.0,1748.0
Forest City,NC,35630.0,1634.0,19419.0,770.0
Forest City,PA,50477.0,1686.0,25958.0,708.0
Forest Hill,WV,36651.0,1933.0,20347.0,1134.0
Foristell,MO,53718.0,2293.0,22232.0,606.0
Forrest City,AR,28393.0,3099.0,14298.0,970.0
Fort Bragg,CA,42980.0,1757.0,24059.0,1011.0
Fort Buchanan,PR,34719.0,1821.0,23166.0,996.0
Fort Collins,CO,59805.0,1055.0,31304.0,446.0
Fort Davis,TX,50165.0,6378.0,26693.0,3817.0
Fort Johnson,NY,46969.0,2248.0,24339.0,765.0
Fort Lauderdale,FL,51968.0,429.0,28381.0,265.0
Fort Morgan,CO,48450.0,2093.0,22101.0,842.0
Fort Pierce,FL,43459.0,1449.0,23657.0,590.0
Fort Plain,NY,43764.0,1943.0,23554.0,799.0
Fort Scott,KS,38280.0,2234.0,20783.0,1113.0
Fort Stewart,GA,42201.0,1401.0,19785.0,661.0
Fort Valley,GA,41825.0,2688.0,20904.0,2067.0
Fort Valley,VA,49406.0,3055.0,25253.0,862.0
Fort Wayne,IN,49092.0,839.0,25770.0,450.0
Fortine,MT,35275.0,3735.0,22856.0,1631.0
Fortuna,CA,42197.0,1183.0,23367.0,628.0
Fouke,AR,40317.0,1704.0,21104.0,931.0
Fountain,CO,58206.0,869.0,29659.0,445.0
Fountain,NC,36889.0,1281.0,20708.5,799.5
Fountaintown,IN,53584.0,2000.0,24645.0,671.0
Fowler,IL,45965.0,1350.0,24380.0,647.0
Fowler,KS,52250.0,1857.0,23446.0,1132.0
Francis,OK,43261.0,1340.0,21827.0,520.0
Frankfort,IN,48478.0,2158.0,22337.0,973.0
Franklin,GA,41525.0,3868.0,19222.0,1261.0
Franklin,ID,48133.0,5163.0,18855.0,1117.0
Franklin,IN,62147.0,1830.0,28889.0,618.0
Franklin,NE,51934.0,5599.0,27360.0,1794.0
Franklin,OH,74379.0,1721.0,34271.0,712.0
Franklin,TX,46501.0,3900.0,21781.0,1582.0
Franklin,VA,40680.5,4231.0,22440.0,1711.5
Franklin,WV,36953.0,3440.0,21979.0,2122.0
Frankston,TX,41607.0,1330.0,22613.0,896.0
Frazer,MT,49141.0,4212.0,26337.0,1794.0
Frederick,MD,83700.0,1810.0,37449.0,580.0
Fredericksburg,VA,55494.5,4656.5,27925.5,1686.5
Fredonia,KY,46931.0,3437.0,24723.0,2393.0
Fredonia,ND,51458.0,5161.0,32180.0,5026.0
Fremont,CA,75619.0,613.0,37285.0,279.0
French Village,MO,39741.0,2003.0,19315.0,684.0
Friendly,WV,38854.0,3862.0,21018.0,1493.0
Frisco,TX,75050.0,1057.0,34914.0,368.0
Fritch,TX,49802.0,3723.0,19495.0,834.0
Frost,MN,47540.0,2494.0,27135.0,1094.0
Fulda,MN,50625.0,1945.0,23515.0,960.0
Funk,NE,50404.0,3108.0,26697.0,1708.0
Gackle,ND,54821.0,3174.0,34471.0,2691.0
Gadsden,AL,39220.0,1976.0,20500.0,518.0
Gainesville,FL,43073.0,1713.0,25498.0,602.0
Galax,VA,30604.0,2670.0,21515.0,3833.0
Galena,MD,58147.0,3437.0,30081.0,1654.0
Galena,MO,40510.0,2115.0,22473.0,1160.0
Galloway,OH,57406.0,2610.0,25159.0,895.0
Gallup,NM,28772.0,1243.0,12614.0,458.0
Galt,IA,43698.0,3902.0,26316.0,1505.0
Galva,IA,48599.0,4399.0,27934.0,1636.0
Garden,MI,42031.0,1976.0,23061.0,848.0
Garden City,TX,52181.0,8132.0,25238.0,2525.0
Gardiner,MT,43932.0,2176.0,27045.0,1676.0
Garfield,GA,24604.0,4183.0,17366.0,3238.0
Garland,TX,50270.0,333.0,27605.0,246.0
Garland,UT,55038.0,2339.0,21748.0,696.0
Garyville,LA,50921.0,1889.0,22660.0,954.0
Gasquet,CA,40847.0,4369.0,19560.0,1382.0
Gastonia,NC,42429.0,835.0,22828.0,403.0
Gates,TN,30281.0,1980.0,15769.0,867.0
Gatzke,MN,54092.0,2156.0,27863.0,1000.0
Gaylesville,AL,36296.0,1710.0,21811.0,1556.0
Genesee,ID,48160.0,2178.0,25177.0,824.0
Genesee,PA,40654.0,1473.0,22318.0,825.0
Geneseo,KS,47736.0,4806.0,24102.0,2363.0
Genoa,NE,42500.0,7061.0,25479.0,2291.0
Genoa City,WI,53445.0,1863.0,27410.0,694.0
Georgetown,SC,42835.0,2695.0,25216.0,974.0
Georgiana,AL,27257.0,3360.0,15863.0,927.0
Gepp,AR,37066.0,4108.0,19163.0,1508.0
Gettysburg,SD,60417.0,7889.0,37078.0,5796.0
Gibbon,MN,56990.0,2491.0,27493.0,731.0
Gilbertown,AL,33536.0,2231.0,20755.0,1380.0
Gillette,WY,80060.0,4714.0,33925.0,1672.0
Gillsville,GA,41472.0,3202.0,19211.0,1186.0
Gilman,IA,55203.0,1959.0,26432.0,995.0
Gilman,VT,36599.0,1779.0,21338.0,928.0
Gilman City,MO,39301.0,2415.0,19906.0,1073.0
Girard,GA,34466.0,2114.0,18597.0,1147.0
Girvin,TX,50305.0,4967.0,19772.0,1208.0
Gladeville,TN,61070.0,1757.0,28994.0,735.0
Glen Allan,MS,29144.0,2264.0,17160.0,677.0
Glencoe,OK,37667.0,1606.0,21469.0,917.0
Glennallen,AK,78810.0,5996.0,33293.0,3006.0
Glenrock,WY,62307.0,6211.0,30249.0,1852.0
Glenwood,AR,33037.0,3000.0,19975.0,1646.0
Glenwood,GA,27620.0,5034.0,8292.0,1223.0
Gloster,MS,29931.0,5159.0,15307.0,1537.0
Glyndon,MN,57965.0,2431.0,25896.0,544.0
Goessel,KS,45927.0,2132.0,23642.0,1196.0
Goetzville,MI,41993.0,1700.0,20396.0,728.0
Gold Creek,MT,40000.0,3253.0,21536.0,1878.0
Golden City,MO,37467.0,2772.0,20780.0,1515.0
Golden Valley,ND,72704.0,4258.0,31759.0,1406.0
Goldfield,NV,39271.0,9040.0,20984.0,2996.0
Goldsboro,NC,40390.0,1311.0,21204.0,596.0
Good Hope,IL,40314.0,2322.0,21664.0,914.0
Goodhue,MN,57062.0,2249.0,30236.0,1122.0
Goodlettsville,TN,53151.0,2211.0,24340.0,824.0
Goodview,VA,56316.0,1620.0,28524.0,770.0
Goose Creek,SC,52506.0,1116.0,24826.0,540.0
Gordo,AL,30330.0,2351.0,17957.0,1158.0
Gordon,GA,38485.0,3304.0,18037.0,949.0
Gordonsville,VA,65166.0,2789.0,29748.0,1623.0
Goshen,NY,70848.0,1355.0,31023.0,479.0
Goshen,VA,48901.0,3747.0,26767.0,1971.0
Gosport,IN,43948.0,1902.0,21842.0,866.0
Gouldbusk,TX,35156.0,4158.0,20085.0,1778.0
Gouldsboro,ME,47030.0,1669.0,28432.0,1028.0
Gouldsboro,PA,45897.0,895.0,25224.0,416.0
Gouverneur,NY,44705.0,1540.0,22562.0,711.0
Gove,KS,46364.0,3730.0,25484.0,1949.0
Grace,ID,58021.0,4166.0,25172.0,1749.0
Graham,KY,38961.0,2438.0,19609.0,981.0
Graham,NC,41814.0,1165.0,23434.0,489.0
Granby,MO,43290.0,1699.0,22735.0,890.0
Grand Forks,ND,48676.0,2188.0,29088.0,1143.0
Grand Isle,ME,36923.0,893.0,21763.0,527.0
Grand Ledge,MI,55016.5,1510.0,25343.5,694.5
Grand Marais,MN,52299.0,3546.0,33056.0,2767.0
Grand Rapids,MI,53063.0,550.0,27032.0,342.0
Grand Rapids,OH,53835.0,1614.0,25205.0,791.0
Grand Valley,PA,44020.0,1459.0,24830.0,950.0
Granite Falls,MN,50858.0,2807.0,26372.0,836.0
Grant,FL,48925.0,739.0,27571.0,383.0
Grants,NM,34565.0,2832.0,16072.0,861.0
Grantsville,UT,63552.0,2092.0,22643.0,738.0
Granville Summit,PA,48987.0,1974.0,25577.0,860.0
Grapeview,WA,50406.0,2362.0,25015.0,1024.0
Grasston,MN,45966.5,1851.5,23048.5,646.0
Gravois Mills,MO,39170.5,1765.0,21213.5,992.5
Graysville,GA,50876.0,1459.0,22642.0,723.0
Greeley,NE,42904.0,3035.0,23333.0,1795.0
Greeleyville,SC,30729.5,1998.0,17439.5,957.0
Green Castle,MO,36346.0,4384.0,20203.0,1636.0
Green City,MO,40197.0,3024.0,19930.0,946.0
Green River,WY,69022.0,4015.0,30568.0,944.0
Green Springs,OH,45444.0,1614.0,23020.0,872.0
Greenbush,MI,38033.0,1749.0,23933.0,1046.0
Greene,RI,64383.0,1384.0,34824.0,724.0
Greenfield,IL,42565.0,2439.0,22105.0,1153.0
Greenfield,MA,55221.0,1954.0,30584.0,1047.0
Greenfield,OH,43345.0,2054.0,21365.0,757.0
Greenleaf,ID,42888.0,1106.0,17915.0,448.0
Greenmountain,NC,37437.5,3337.5,21113.5,1601.5
Greensboro,VT,45323.0,1559.0,23919.0,677.0
Greensburg,KY,33362.0,3062.0,18277.0,1090.0
Greenville,AL,34125.5,2417.0,19487.5,971.5
Greenville,GA,35832.0,3364.0,18059.0,1476.0
Greenville,SC,50540.0,597.0,27200.0,415.0
Greenville,WV,36918.0,3132.0,20678.0,1385.0
Greenwich,OH,41877.0,854.0,22367.0,622.0
Greenwood,AR,38575.0,1454.0,23182.0,832.0
Greenwood,LA,41234.0,1042.0,24876.0,671.0
Greenwood,SC,35929.5,1659.5,19699.5,812.5
Grey Eagle,MN,46414.0,1967.0,23808.0,564.0
Griffithsville,WV,35800.0,2750.0,19114.0,1236.0
Grifton,NC,34717.0,1371.0,20191.0,1563.0
Grimes,CA,52168.0,2583.0,21897.0,1712.0
Grinnell,KS,49750.0,4815.0,28733.0,2673.0
Groom,TX,62880.0,6340.5,28534.5,2190.0
Grosse Tete,LA,45117.0,4436.0,21428.0,1395.0
Groveport,OH,57439.0,3004.0,24921.0,894.0
Grover Hill,OH,48060.0,2909.0,24422.0,1268.0
Groves,TX,43540.0,1070.0,24154.0,585.0
Gruver,TX,44219.0,6188.0,22867.0,2058.0
Guanica,PR,14195.0,1199.5,7494.0,650.0
Guayama,PR,15860.0,846.0,8831.0,476.0
Guilford,ME,37495.0,2115.0,22856.0,1382.0
Gunnison,CO,40732.0,3526.0,23647.5,1929.5
Guntown,MS,35004.0,2540.0,19483.0,1797.0
Gurabo,PR,19141.0,1378.0,9446.0,487.0
Gurley,NE,53814.0,3595.0,30339.0,1455.0
Guttenberg,IA,54605.0,1219.0,27096.0,606.0
Hadley,MA,61368.0,1419.0,30244.0,755.0
Hagarville,AR,34139.0,3029.0,19341.0,1780.0
Hagerstown,IN,38494.0,1518.0,22093.0,794.0
Hagerstown,MD,56228.0,1335.0,27066.0,512.0
Hague,VA,47911.0,6049.0,25992.0,1949.0
Haiku,HI,66476.0,2202.0,29664.0,773.0
Haines,AK,58750.0,18270.0,33902.0,3942.0
Haleyville,AL,32299.0,2084.0,20042.0,1069.0
Hamer,ID,49579.5,3095.5,19901.5,979.0
Hamer,SC,28938.0,3514.0,14736.0,752.0
Hamill,SD,43030.0,3622.0,20912.0,1334.0
Hamilton,CO,51387.0,3065.0,24624.0,1879.0
Hamilton,IN,48472.0,2487.0,24576.0,849.0
Hamilton,MS,36783.0,2858.0,19215.0,888.0
Hamilton,TX,42432.0,5528.0,24518.0,3148.0
Hamilton City,CA,39349.0,4204.0,21313.0,1880.0
Hamlin,WV,56774.0,3410.0,29412.0,1311.0
Hampshire,TN,36621.0,1937.0,18236.0,1116.0
Hampstead,MD,85385.0,1630.0,36936.0,961.0
Hampton,NE,59311.0,3480.0,30424.0,1885.0
Hampton,VA,49190.0,1493.0,25029.0,497.0
Hanalei,HI,65101.0,2955.0,27441.0,891.0
Hanover,IN,45718.0,1835.0,22139.0,1004.0
Hanover,MA,75459.0,1061.0,36163.0,512.0
Hanover,MD,100049.0,1585.5,44905.0,631.5
Hanston,KS,54856.0,5706.0,31547.0,5505.0
Hardeeville,SC,37141.0,2715.0,17565.0,1135.0
Hardesty,OK,50242.0,4649.0,21809.0,1181.0
Hardin,IL,53869.0,5535.0,26407.0,1563.0
Hardin,MT,41622.0,4367.0,16244.0,825.0
Harlem,GA,36656.0,3974.0,19065.0,930.0
Harold,KY,30096.0,2551.0,18173.0,1067.0
Harpers Ferry,WV,66677.0,2007.0,30912.0,1127.0
Harrell,AR,36899.0,6334.0,20537.0,1831.0
Harrellsville,NC,33008.0,2616.0,17280.0,942.0
Harrietta,MI,41534.0,1416.0,20988.0,834.0
Harrington,WA,46069.0,1791.0,24951.0,1390.0
Harrisburg,MO,49899.0,1601.0,27150.0,723.0
Harrisburg,NE,48897.0,4107.0,31735.0,7621.0
Harrisburg,OR,45644.0,1566.0,21706.0,531.0
Harrison,AR,34195.0,1933.0,17779.0,974.0
Harrisonburg,VA,46247.0,2144.5,22398.0,1086.0
Harrisonville,MO,61584.0,1374.0,28398.0,629.0
Harrodsburg,KY,42083.0,4083.0,22658.0,988.0
Harrold,SD,59177.0,3940.0,29642.0,1562.0
Harrold,TX,41630.0,5068.0,20752.0,1473.0
Hart,MI,42024.0,2229.0,24244.0,1171.0
Hartford,AL,36024.0,2022.0,20224.0,1298.0
Hartland,ME,40066.0,1771.0,21729.0,612.0
Hartland,MN,47105.0,1270.0,26494.0,802.0
Hartland,WI,76545.0,848.0,38684.0,483.0
Harvey,AR,37321.0,3360.0,17833.0,1133.0
Harvey,ND,48098.0,4988.0,30514.0,2073.0
Hastings,FL,47866.0,1719.0,24360.0,847.0
Hastings,MI,55064.0,2552.0,25795.0,873.0
Hatillo,PR,18687.0,1258.0,9876.0,579.0
Hattiesburg,MS,44225.5,1986.0,23150.0,1080.0
Haughton,LA,52892.0,2213.0,27572.0,921.0
Haviland,KS,43963.0,2812.0,24116.0,1924.0
Hawkins,WI,39194.0,1757.0,21975.0,754.0
Hawkinsville,GA,38750.0,6998.0,17656.0,1823.0
Hawley,PA,49919.0,1649.0,24539.0,754.0
Hawthorne,FL,31715.0,939.0,18082.0,611.0
Hay Springs,NE,41038.0,5281.0,22176.0,1417.0
Hayes,SD,56829.0,7749.0,30597.0,3769.0
Hayes Center,NE,44500.0,7603.0,26221.0,4199.0
Haymarket,VA,98657.0,1268.0,37215.0,427.0
Hazelton,ND,44051.0,1892.0,29367.0,3069.0
Hazen,AR,35833.0,3076.0,19329.0,925.0
Head Waters,VA,43914.0,5532.0,26809.0,2995.0
Healy,KS,56507.0,3887.0,31458.0,2582.0
Heath,OH,56549.0,1414.0,27389.0,666.0
Hebbronville,TX,35521.0,5606.0,17122.0,2069.0
Hebron,KY,66730.0,1965.0,29866.0,835.0
Heflin,AL,36924.0,2722.0,19363.0,1300.0
Helena,GA,34271.0,2852.0,17887.0,997.0
Hemingford,NE,46453.0,3363.0,26556.5,2329.5
Hemphill,TX,31307.0,2825.0,19511.0,2113.0
Henderson,KY,41036.0,2205.0,22628.0,962.0
Hendersonville,NC,46448.0,1969.0,26059.0,750.0
Henley,MO,53088.0,2136.0,26014.0,808.0
Hennepin,OK,47077.0,3381.0,23146.0,1400.0
Henry,SD,48912.0,1934.0,26767.0,1673.0
Hensley,AR,46171.0,2233.0,23686.0,1840.0
Heppner,OR,50918.0,2042.0,20497.0,1159.0
Hereford,TX,39459.0,3380.0,21068.0,4374.0
Hernando,FL,38312.0,1593.0,23979.0,784.0
Heron Lake,MN,50574.0,2147.0,27494.0,1066.0
Herron,MI,38829.0,1569.0,22082.0,682.0
Herscher,IL,52110.0,1466.0,24449.0,587.0
Hershey,NE,50194.0,2370.0,27056.0,1354.0
Hesperia,MI,41617.0,1409.0,20234.0,735.0
Hesston,KS,56128.0,2402.0,28396.0,1206.0
Hestand,KY,31045.0,1990.0,17635.0,1104.0
Hickman,KY,28359.0,4067.0,18082.0,1404.0
Hickman,TN,43914.0,3249.0,22854.0,1795.0
Hickory,NC,44376.0,1522.0,23657.0,648.0
Hicksville,OH,50663.0,1705.0,24143.0,805.0
Hico,TX,41416.0,1503.0,21903.0,1379.0
Hidalgo,IL,54209.0,2617.0,25303.0,1371.0
Higgins,TX,63125.0,6474.0,30237.0,2502.0
High Bridge,NJ,105444.0,2651.0,51353.0,1410.0
High Point,NC,43363.0,1435.0,23060.0,678.0
High Springs,FL,40623.0,2651.0,21436.0,2486.0
Hilham,TN,31534.0,2932.0,17788.0,1964.0
Hill,NH,65983.0,1833.0,32020.0,757.0
Hilliard,OH,52341.0,432.0,29244.0,260.0
Hillsboro,ND,54960.0,3096.0,30213.0,2202.0
Hillsdale,NY,59105.0,2511.0,32851.0,1364.0
Hilo,HI,52108.0,1215.0,24548.0,597.0
Himrod,NY,49510.0,2414.0,25224.0,1087.0
Hines,MN,44757.0,2090.0,22524.0,984.0
Hinsdale,NH,57782.0,1690.0,30181.0,996.0
Hinsdale,NY,42601.0,1264.0,22336.0,436.0
Hitchins,KY,36696.0,2216.0,18948.0,973.0
Hiwassee,VA,47495.0,3279.0,25556.0,1122.0
Hixson,TN,48248.0,1137.0,27518.0,443.0
Hobbs,NM,57533.0,3185.0,23804.0,889.0
Hobson,MT,44602.0,5168.0,26595.0,2191.0
Hoffman,MN,50174.0,3814.0,27952.0,1010.0
Hokah,MN,53809.0,1937.0,27626.0,782.0
Holbrook,ID,41338.0,2699.0,20089.0,1791.0
Holcomb,KS,49227.0,2165.0,22145.0,1121.0
Holcomb,MO,31077.0,1712.0,18009.0,998.0
Holden,LA,35437.0,5503.0,18620.0,2751.0
Holden,UT,51593.0,3866.0,20602.0,794.0
Holdingford,MN,50049.0,1481.0,24984.0,797.0
Holland,IN,53513.0,1721.0,25972.0,1396.0
Holland,TX,50550.0,821.0,23535.0,610.0
Holly,CO,40179.0,3470.0,20087.0,1037.0
Holly Ridge,NC,46335.0,1705.0,21862.0,605.0
Holly Springs,NC,67309.0,866.0,34202.0,418.0
Holmen,WI,50539.0,1244.0,27550.0,766.0
Holt,MI,45679.0,852.0,25436.0,390.0
Holyoke,CO,43639.0,4117.0,24967.0,3513.0
Homer,IN,45121.0,2771.0,23186.0,1085.0
Honey Grove,PA,47398.0,1978.0,22170.0,696.0
Hooper,CO,32395.0,6782.0,19524.0,1537.0
Hope,AR,32122.0,2918.0,17049.0,1186.0
Hope,KY,39275.0,3473.0,20850.0,1602.0
Hope,NM,40630.0,2301.0,20559.0,811.0
Hope Valley,RI,72807.0,2018.0,36851.0,817.0
Hopewell,VA,39064.0,2675.0,20700.0,1077.0
Hormigueros,PR,20598.0,1806.0,11096.0,940.0
Hornbeak,TN,40281.0,1803.0,21829.0,1103.0
Hornell,NY,47280.0,1199.0,25800.0,695.0
Horner,WV,37849.0,1922.0,21067.0,1223.0
Horse Cave,KY,38370.0,1807.0,20262.0,836.0
Horseshoe Beach,FL,36292.0,3886.0,17850.0,1664.0
Hosford,FL,39406.0,3719.0,16972.0,1777.0
Hoskins,NE,54159.0,6505.0,26031.0,1992.0
Hosmer,SD,56000.0,8993.0,27487.0,3381.0
Houma,LA,47826.0,2388.0,23626.0,735.0
Houston,MS,30926.0,1640.0,17538.0,1560.0
Houston,TX,54457.0,400.0,29047.0,174.0
Hoven,SD,46081.0,3339.0,29158.0,3040.0
Howard,KS,36458.0,3723.0,21764.0,1596.0
Howard,OH,48533.0,2141.0,23520.0,850.0
Howells,NE,51367.0,2804.0,22857.0,1472.0
Hudgins,VA,63845.0,5703.0,32397.0,2865.0
Hudson,KY,43479.0,3250.0,19185.0,931.0
Hughes Springs,TX,39453.0,3350.0,20900.0,2134.0
Hughesville,MD,90607.0,1803.0,36809.0,643.0
Hughesville,PA,47313.0,1237.0,24194.0,385.0
Hugo,MN,70873.0,867.0,31775.0,446.0
Hugoton,KS,47134.0,3527.0,20442.0,1046.0
Hulett,WY,60445.0,4096.0,32083.0,3094.0
Hume,MO,41060.0,3025.0,21715.0,978.0
Humeston,IA,38560.0,2684.0,19493.0,879.0
Humphrey,AR,36747.0,1832.0,19885.0,788.0
Hunnewell,MO,43138.0,2461.0,20921.0,977.0
Hunter,KS,48217.0,4692.0,27555.0,1932.0
Huntersville,NC,56854.0,639.0,33169.0,334.0
Huntley,IL,77222.0,1689.0,33735.0,472.0
Huntsville,AL,57993.0,1443.0,32131.0,601.0
Huntsville,TX,40347.5,3374.0,19249.0,1517.5
Huron,SD,50541.0,3855.0,29952.0,2761.0
Hurt,VA,41824.0,1284.0,21667.0,616.0
Huson,MT,46164.0,1598.0,26779.0,721.0
Hutchinson,KS,48460.0,3795.0,23687.0,2167.0
Hyannis,NE,44750.0,6041.0,21782.0,3052.0
Hyde Park,VT,50939.0,2513.0,27390.0,1545.0
Hydro,OK,46125.0,2850.0,23044.0,1393.0
Hymera,IN,45023.0,4247.0,19715.0,1057.0
Idaho Falls,ID,50762.0,1206.0,23926.0,899.0
Idlewild,MI,30439.0,1612.0,16679.0,655.0
Ignacio,CO,46646.0,4453.0,28884.0,2244.0
Ilwaco,WA,37684.0,2868.0,21923.0,1094.0
Imogene,IA,53324.0,2830.0,29060.0,1793.0
Imperial,CA,41079.0,1556.0,16143.0,463.0
Inchelium,WA,38125.0,3523.0,20602.0,1408.0
Independence,WV,45064.0,2377.0,21097.0,1365.0
Indiahoma,OK,46241.0,1276.0,23264.0,544.0
Indianapolis,IN,42168.0,428.0,24330.0,343.0
Indianola,MS,27384.0,2093.0,13718.0,854.0
Indianola,NE,42931.0,4618.0,23387.0,1446.0
Ingalls,KS,61000.0,2948.0,26131.0,1153.0
Ingram,TX,43810.0,2789.0,26265.0,1462.0
Interior,SD,45074.0,5487.0,19216.0,2524.0
Interlochen,MI,52950.0,1821.0,28050.0,1007.0
Inver Grove Heights,MN,75567.0,820.0,36171.0,410.0
Ione,WA,40599.0,4305.0,22008.0,1328.0
Iowa,LA,39063.0,3231.0,22260.0,1284.0
Iowa City,IA,55700.0,2099.0,31271.0,916.0
Iron Mountain,MI,43779.0,3239.0,24880.0,1350.0
Irons,MI,41395.0,1590.0,22647.0,961.0
Irvine,KY,29770.0,4117.0,16446.0,980.0
Ivins,UT,50774.0,1694.0,22459.0,652.0
Jackson,GA,41667.0,5920.0,19433.0,1397.0
Jackson,MO,46050.0,1684.0,24479.0,902.0
Jackson,MS,37324.0,1042.0,20598.0,493.0
Jackson,MT,41512.0,4012.0,26763.0,2943.0
Jackson,OH,39460.0,2782.0,20697.0,1302.0
Jackson,TN,42544.0,1587.0,23467.0,780.0
Jacksonville,FL,47690.0,759.0,26543.0,339.0
Jacksonville,GA,26449.0,2086.0,12155.0,938.0
Jacksonville,TX,39595.0,1845.0,19420.0,917.0
Jameson,MO,41642.0,3009.0,19208.0,853.0
Jamestown,IN,67552.0,2778.0,38038.0,1632.0
Jamestown,MO,47725.0,2316.0,20901.0,1211.0
Janesville,WI,50324.0,1116.0,25219.0,513.0
Jaroso,CO,31321.0,5677.0,21809.0,2911.0
Jarratt,VA,38012.0,3342.0,14450.0,4207.0
Jarvisburg,NC,60600.0,4375.0,27521.0,1334.0
Jasper,AL,33194.0,2169.0,18808.0,1006.0
Jasper,AR,34536.0,4215.0,18038.0,1298.0
Jasper,FL,35048.0,3762.0,14742.0,1291.0
Jasper,GA,54123.0,4466.0,27720.0,2386.0
Jayton,TX,47024.0,8739.0,27962.0,4474.0
Jayuya,PR,16033.0,2058.0,7242.0,670.0
Jean,NV,51575.0,401.0,26048.0,209.0
Jefferson,AL,32042.0,2576.0,21471.0,1907.0
Jefferson,PA,46661.0,2414.0,23232.0,961.0
Jefferson,TX,34175.0,3051.0,22755.0,2147.0
Jeffersonville,VT,58199.0,2034.0,28394.0,1415.0
Jenkinsville,SC,36004.0,4051.0,20401.0,1743.0
Jennings,KS,40657.0,2538.0,29891.0,4970.0
Jennings,OK,45765.0,1569.0,22603.0,828.0
Jerome,MO,41618.0,1758.0,21611.0,914.0
Jersey,AR,33701.0,2360.0,20252.0,1928.0
Jersey,VA,81688.0,2511.0,34529.0,1685.0
Jersey City,NJ,59741.0,1178.0,33185.0,401.0
Jesup,GA,38955.0,3192.0,18291.0,957.0
Jewett,OH,43173.0,1874.0,22197.0,1312.0
Johnson,KS,43780.0,8780.0,22690.0,2368.0
Johnson,NE,49656.0,6677.0,27087.0,1681.0
Johnson City,NY,46261.0,1079.0,25105.0,451.0
Johnson City,TN,33211.5,2585.0,19676.5,1489.5
Johnson Creek,WI,56877.0,2337.0,26935.0,650.0
Johnston City,IL,44453.0,1958.0,24669.0,877.0
Johnstown,PA,42107.0,941.0,23410.0,542.0
Jones,OK,47437.0,488.0,27401.0,362.0
Jonesboro,GA,60424.0,1382.0,24996.0,658.0
Jonesboro,LA,32876.0,2567.0,20464.0,1549.0
Jonesville,NC,33232.0,1812.0,19163.0,753.0
Jourdanton,TX,52192.0,3005.0,22493.0,1286.0
Judsonia,AR,42554.0,2009.0,22547.0,1330.0
Juncos,PR,29317.0,3198.0,15111.0,1054.0
Junction,TX,40125.0,6143.0,26749.0,5548.0
Junction City,KS,49096.0,2692.0,24430.0,1155.0
Juneau,AK,85746.0,2129.0,39979.0,2518.0
Juneau,WI,53783.0,1394.0,25372.0,528.0
Kadoka,SD,41518.0,3284.0,23599.0,2599.0
Kahuku,HI,74460.0,773.0,31041.0,229.0
Kansas City,KS,40113.0,829.0,18912.0,321.0
Kansas City,MO,65176.5,1514.0,32729.5,812.5
Karbers Ridge,IL,38838.0,4037.0,21415.0,2263.0
Karnak,IL,40977.0,3686.0,22927.0,2023.0
Katy,TX,89152.0,1584.0,35962.0,560.0
Kaukauna,WI,58765.0,1311.0,28679.0,486.0
Kearney,NE,53624.0,2454.0,26846.0,1136.0
Keatchie,LA,41468.0,3013.0,22513.0,1365.0
Keenes,IL,43247.0,2341.0,22975.0,885.0
Kelley,IA,50438.0,1346.0,25589.0,730.0
Kellyton,AL,39206.0,2289.0,21177.0,875.0
Kelso,WA,47452.0,1861.0,24260.0,773.0
Kemah,TX,62313.0,1675.0,31585.0,554.0
Kemp,TX,60391.0,2724.0,24944.0,930.0
