City,State,Income,IncomeErr,IncomePerCap,IncomePerCapErr
Cartersville,VA,39301.0,6122.0,22860.0,2144.0
Carthage,AR,34084.0,3929.0,17868.0,1185.0
Carthage,MS,32886.0,2177.0,20604.0,2364.0
Carthage,NC,50998.0,1230.0,29643.0,1500.0
Carthage,NY,49819.0,2167.0,24772.0,875.0
Cartwright,ND,72794.0,10937.0,37045.0,2523.0
Cascade Locks,OR,55827.0,3214.0,27719.0,2137.0
Casco,WI,56863.0,2641.0,26655.0,753.0
Cassatt,SC,43622.0,2145.0,22434.0,849.0
Castalia,NC,42685.0,2699.0,21526.0,692.0
Castell,TX,37654.0,2989.0,25585.0,2613.0
Castleford,ID,44048.0,2081.0,21553.0,857.0
Cataldo,ID,49403.0,1537.0,25744.0,760.0
Cataula,GA,63824.0,6066.0,30386.0,2041.0
Catoosa,OK,55715.0,1400.0,25535.0,506.0
Cave City,AR,36265.0,1665.0,20242.0,1251.0
Cayce,SC,53857.0,869.0,27248.0,481.0
Cayey,PR,20751.0,1025.0,12453.0,1095.0
Cayuga,IN,43600.0,1879.0,22022.0,940.0
Cecil,GA,35683.0,3270.0,18790.0,1800.0
Cedar Bluff,VA,35045.0,3038.0,20053.0,1193.0
Cedar Falls,NC,41947.0,1067.0,21175.0,550.0
Cedar Valley,UT,62180.0,752.0,21335.0,239.0
Ceiba,PR,20702.0,2319.0,10269.0,1446.0
Centenary,SC,29874.0,1865.0,17553.0,1533.0
Center,NE,45411.0,2953.0,26560.0,1596.0
Center,TX,37756.0,2698.0,20753.0,1394.0
Center Harbor,NH,62159.0,2383.0,31644.0,926.0
Centerview,MO,49792.0,2561.0,22722.0,739.0
Centerville,KS,46964.0,2696.0,26519.0,3414.0
Centerville,PA,44579.0,1114.0,22726.0,616.0
Centerville,TN,36334.0,1363.0,17957.0,1023.0
Central,SC,41459.0,1182.0,21222.0,643.0
Central Bridge,NY,51195.0,2516.0,25498.0,947.0
Central City,CO,65670.0,10178.0,38361.0,4969.0
Centralia,IL,42238.0,1761.0,22808.0,714.0
Centreville,VA,112552.0,1041.0,51025.0,382.0
Ceres,CA,50125.0,718.0,21922.0,389.0
Ceresco,NE,60854.0,2097.0,29637.0,1363.0
Chadwick,IL,48631.0,3558.0,26493.0,1334.0
Challis,ID,39457.0,3030.0,22861.0,2489.0
Chamberlain,SD,49531.0,5291.0,22591.0,2009.0
Chambers,NE,46394.0,4003.0,30126.0,4464.0
Chapel Hill,NC,59290.0,2621.0,36380.0,1172.0
Chapin,SC,49131.0,1255.0,26026.0,425.0
Chapmansboro,TN,51857.0,2645.0,23922.0,917.0
Chapmanville,WV,36763.0,2541.0,20477.0,992.0
Chappell,NE,50962.0,5274.0,27439.0,2560.0
Charleston,SC,53437.0,1055.0,32162.0,651.0
Charleston,TN,42114.0,1448.0,23336.0,1218.0
Charleston,WV,45882.0,1008.0,27642.0,729.0
Charlo,MT,38732.0,2206.0,22278.0,1174.0
Charlottesville,VA,49775.0,3042.0,30378.0,1288.0
Chase,LA,30275.0,3181.0,17324.0,1245.0
Chateaugay,NY,47923.0,1935.0,22488.0,704.0
Chatfield,MN,50547.0,1745.0,24660.0,516.0
Cherokee,AL,37974.0,2486.5,20570.5,946.0
Cherokee,NC,33931.0,3847.0,20409.0,1632.0
Cherokee,TX,39040.0,3186.0,19743.0,2517.0
Cherryvale,KS,40306.0,3085.0,22538.0,1333.0
Chesapeake,VA,68620.0,1695.0,29703.0,485.0
Chester,IA,49869.0,3486.0,25804.0,1893.0
Chester,PA,65123.0,953.0,34064.0,449.0
Chester,TX,39662.0,2034.0,21010.0,1519.0
Chester Gap,VA,61454.0,5225.0,29522.0,1201.0
Chesterland,OH,72430.0,1872.0,37021.0,1291.0
Cheyenne,WY,60706.0,2418.0,30047.0,798.0
Cheyenne Wells,CO,52554.0,3744.0,23553.0,2388.0
Chicopee,MA,50461.0,855.0,26560.0,351.0
Chicora,PA,44942.0,1297.0,24391.0,490.0
Chiefland,FL,35782.0,1566.0,20299.0,1411.0
Chili,WI,45048.0,1517.0,21699.0,607.0
Chillicothe,MO,43350.0,3719.0,22557.0,1584.0
Chillicothe,TX,37174.0,4799.0,20374.0,1903.0
Chilton,WI,67427.0,1946.0,29479.0,909.0
Christiana,TN,56219.0,1021.0,25663.0,422.0
Christmas Valley,OR,32369.0,4018.0,20142.0,1587.0
Church Hill,TN,36927.0,1670.0,20338.0,842.0
Ciales,PR,12630.0,1487.0,6774.0,544.0
Cibolo,TX,62420.0,1828.0,26928.0,545.0
Cidra,PR,23315.0,1332.0,11678.0,562.0
Cincinnati,OH,49013.0,655.0,30360.0,330.0
Cincinnatus,NY,49514.0,1892.0,24228.0,794.0
Cisco,TX,34888.0,3563.0,22135.0,3222.0
Claremont,IL,44127.0,1781.0,23498.0,1115.0
Claremont,SD,51788.0,2505.0,25161.0,2298.0
Clarence,MO,39087.0,2816.0,20569.0,1078.0
Clarence,PA,52186.0,1466.0,26492.0,628.0
Clarendon,TX,36681.0,4127.0,20204.0,1468.0
Clark,SD,49600.0,3039.0,25250.0,1358.0
Clarks Mills,PA,44156.0,997.0,23683.0,715.0
Clarksdale,MO,55613.0,4822.0,26778.0,1461.0
Clarkson,NE,53416.0,3067.0,27463.0,6072.0
Clarkston,WA,44394.0,3105.0,25132.0,1523.0
Clay City,IL,44209.0,2123.0,22797.0,1506.0
Clayton,GA,36105.5,3157.5,21423.5,1706.0
Clayton,IN,70163.0,1906.0,30364.0,556.0
Clayton,NM,33393.0,5087.0,22946.0,6231.0
Clayton,OK,32445.0,1801.0,20802.0,1591.0
Cle Elum,WA,46458.0,3093.0,24014.0,921.0
Clearbrook,MN,43421.0,1966.0,23391.0,979.0
Cleveland,GA,43804.0,4188.0,21963.0,1345.0
Cleveland,NY,48246.0,1180.0,25982.0,690.0
Cleveland,OH,44190.0,438.0,28215.0,252.0
Cleveland,TX,48729.0,2514.0,21194.0,944.0
Clifford,VA,47558.0,3068.0,23469.0,1013.0
Clifton,KS,52066.0,4939.0,26807.0,2458.0
Clifton,TX,44674.0,3329.0,24658.0,1932.0
Clifton Forge,VA,45007.0,2876.0,24118.0,1077.0
Clinton,KY,41218.0,3677.0,19597.0,1378.0
Clio,AL,32964.0,2973.0,16824.0,798.0
Cloquet,MN,53227.0,2135.0,24584.0,630.0
Clover,SC,54117.0,1394.0,27868.0,670.0
Cloverdale,OR,42581.0,2666.0,22426.0,1320.0
Cluster Springs,VA,35240.0,2552.0,19782.0,799.0
Coahoma,TX,49575.0,2957.0,22049.0,1248.0
Coal City,IL,65887.0,3181.0,29622.0,971.0
Coalgate,OK,38243.0,5554.0,22977.0,1993.0
Coamo,PR,18233.0,1038.0,9634.0,672.0
Coats,KS,49550.0,4480.0,27078.0,1959.0
Coatsville,MO,37500.0,3596.0,19650.0,1557.0
Coeburn,VA,33624.0,3355.0,20275.0,1740.0
Coffeeville,MS,31779.0,2572.0,19138.0,1933.0
Colby,KS,48504.0,4154.0,26309.0,2413.0
Cold Brook,NY,46229.0,1711.0,23753.0,641.0
Coldwater,MS,42880.0,2739.0,21547.0,1559.0
Colebrook,NH,42312.0,1911.0,24546.0,943.0
Coleman,MI,46040.0,1565.0,25703.0,826.0
Collierville,TN,54890.0,2367.0,29431.0,1410.0
Collins,GA,33980.0,4566.0,14957.0,878.0
Collinston,LA,28003.0,3159.0,18209.0,2196.0
Collison,IL,42977.0,1779.0,22233.0,497.0
Colonial Heights,VA,50304.0,3528.0,27572.0,1608.0
Colorado City,TX,49870.0,2833.0,18764.0,1852.0
Colt,AR,32105.0,2438.0,15971.0,1016.0
Columbia,CA,50306.0,2202.0,27054.0,1069.0
Columbia,TN,47692.0,1900.0,24155.0,1123.0
Columbia City,IN,54389.0,2484.0,26383.0,1034.0
Columbia Falls,MT,47851.0,1921.0,26388.0,1153.0
Columbiaville,MI,52996.0,1367.0,24478.0,459.0
Columbus,GA,42306.0,1071.0,23318.0,574.0
Columbus,IN,55050.0,1705.0,27987.0,667.0
Columbus,NE,56815.0,2254.0,28148.5,1333.5
Columbus Grove,OH,60524.0,1616.0,26269.0,616.0
Comanche,OK,43781.0,2067.0,24291.0,965.0
Comer,GA,44226.0,3798.0,21848.0,1460.0
Comerio,PR,13124.0,989.0,7076.0,602.0
Comfort,TX,73240.0,5878.0,36126.0,1994.0
Comfrey,MN,46750.0,3851.0,24978.0,1079.0
Comins,MI,33021.0,2322.0,19520.0,1140.0
Commerce,GA,33816.0,3408.0,17743.0,1113.0
Commerce,OK,36347.0,985.0,18136.0,382.0
Commiskey,IN,44736.0,2657.0,21434.0,1066.0
Concord,NE,51223.0,2682.0,24286.0,960.0
Concord,TX,49802.0,3672.0,27535.0,3329.0
Concrete,WA,54129.0,1535.0,27794.0,665.0
Conehatta,MS,37045.0,3054.0,20413.0,2357.0
Conley,GA,40938.0,934.0,18107.0,354.0
Connellsville,PA,39636.0,1439.0,22014.0,458.0
Conover,WI,41061.0,1677.0,26304.0,1031.0
Conrad,MT,42264.0,6153.0,22797.0,2897.0
Conroe,TX,68838.0,1533.0,34215.0,709.0
Converse,IN,44226.0,2187.0,24297.0,571.0
Conway,NC,30429.0,1834.0,18180.0,1186.0
Conway,SC,43299.0,1047.0,24094.0,518.0
Conway Springs,KS,50141.0,2850.0,24214.0,822.0
Cook Station,MO,36743.0,3185.0,19017.0,1119.0
Coon Valley,WI,47675.0,1928.0,23985.0,1400.0
Cooper,IA,46898.0,2939.0,26918.0,1963.0
Coquille,OR,38605.0,1445.0,22667.0,1154.0
Cora,WY,81772.0,11745.0,33193.0,2976.0
Corinth,KY,44824.0,3492.0,19667.0,934.0
Corinth,ME,44271.0,1142.0,24149.0,462.0
Cornersville,TN,42661.0,2531.0,21962.0,1108.0
Corning,CA,41001.0,2564.0,21263.0,768.0
Cornish,NH,56032.0,3190.0,29004.0,928.0
Corsica,SD,48750.0,3117.0,25965.0,2066.0
Cortez,CO,43553.0,2152.0,23470.0,1050.0
Corunna,IN,48341.0,2573.0,24016.0,1017.0
Corunna,MI,48233.0,936.0,23582.0,592.0
Corwith,IA,52981.0,3570.0,26846.0,1230.0
Cosby,TN,36722.5,2136.0,20587.0,1191.0
Coshocton,OH,41701.0,1707.0,20713.0,754.0
Cost,TX,42983.0,2287.0,21185.0,1155.0
Cotopaxi,CO,40423.0,1747.0,18619.0,1076.0
Cotter,AR,35396.0,2040.0,22475.0,1522.0
Cotton Center,TX,43375.0,2063.0,17910.0,1108.0
Cottonwood Falls,KS,38707.0,4490.0,23459.0,2491.0
Cotulla,TX,37292.0,7064.0,22127.0,7153.0
Couch,MO,29851.0,1988.0,17070.0,947.0
Coulee City,WA,53636.0,2812.0,23598.0,920.0
Council,ID,39565.0,3928.0,21219.0,2099.0
Coupeville,WA,58815.0,2402.0,31836.0,945.0
Courtland,MS,36555.0,1963.0,19525.0,1632.0
Cove City,NC,47985.0,1451.0,24553.0,659.0
Covington,GA,50455.0,1946.0,22614.0,690.0
Covington,LA,62137.0,1685.0,31022.0,719.0
Covington,MI,39803.0,2514.0,17461.0,1900.0
Covington,PA,46494.0,1258.0,23980.0,666.0
Covington,VA,39538.0,4566.5,21255.5,2461.0
Coxsackie,NY,50278.0,2034.0,26261.0,1140.0
Coy,AL,23750.0,3287.0,14170.0,1183.0
Crab Orchard,NE,45429.0,4265.0,21488.0,2064.0
Crab Orchard,TN,38576.0,1714.0,21770.0,769.0
Craigsville,VA,29942.0,1952.0,19742.0,1555.0
Craigville,IN,48188.0,2880.0,21274.0,1016.0
Crane,IN,44589.0,4399.0,22939.0,1245.0
Crane,TX,58333.0,6374.0,23808.0,2497.0
Crawford,OK,50739.0,4298.0,26257.0,1489.0
Crawfordsville,IA,51144.0,3292.0,26176.0,2334.0
Crawfordville,GA,29516.5,2609.0,16598.5,1446.5
Crayne,KY,35316.0,3742.0,21248.0,1552.0
Crenshaw,MS,24583.0,2364.0,14503.0,1261.0
Creole,LA,64231.0,4778.0,29679.0,2874.0
Cresco,PA,57365.0,2071.0,25022.0,628.0
Crestline,OH,40795.0,1178.0,22499.0,1113.0
Creston,IA,44351.0,2897.0,24022.0,1312.0
Creston,WV,39352.0,3906.0,22125.0,3107.0
Creswell,NC,32361.0,3395.0,16268.0,2468.0
Cromwell,KY,40189.0,2883.0,19254.0,1236.0
Crook,CO,42319.0,3162.0,23916.0,1509.0
Cropwell,AL,51859.0,1549.0,24168.0,894.0
Crossville,AL,38192.0,1360.0,18411.0,588.0
Crowell,TX,38485.0,7403.5,21497.5,2614.5
Crowley,TX,58135.0,1678.0,25310.0,696.0
Crown Point,IN,50135.0,639.0,24756.0,368.0
Crystal Spring,PA,48311.0,2562.0,23435.0,687.0
Crystal Springs,MS,35130.0,2141.0,17762.0,1081.0
Cub Run,KY,34774.0,2799.0,18993.0,1789.0
Cuba,IL,46083.0,1993.0,22651.0,662.0
Culbertson,MT,32974.0,2311.0,16182.0,717.0
Culbertson,NE,39231.0,5087.0,23152.0,1875.0
Culebra,PR,18649.0,3197.0,9333.0,1328.0
Cullman,AL,38971.0,1526.0,20881.0,727.0
Cumberland,KY,25814.0,1880.0,15840.0,704.0
Cumberland Center,ME,60051.0,1201.0,34081.0,739.0
Cumberland Gap,TN,34899.0,1875.0,18817.0,825.0
Currie,MN,51983.0,2190.0,28976.0,990.0
Cushing,IA,46993.0,2561.0,28398.0,1838.0
Cushing,OK,45149.0,1614.0,23072.0,993.0
Cushing,WI,50714.0,1268.0,26450.0,586.0
Cusseta,AL,34177.0,2949.0,21071.0,1366.0
Cusseta,GA,43378.0,3089.0,19487.0,1462.0
Cut Bank,MT,29640.0,2762.0,16892.0,1709.0
Cutler,IL,42478.0,3273.0,21720.0,1789.0
Cuyahoga Falls,OH,50765.0,662.0,28986.0,356.0
Cynthiana,IN,58101.0,3434.0,29821.0,1846.0
Cypress,FL,35098.0,2007.0,17196.0,734.0
Cypress,IL,42287.0,2214.0,20014.0,1560.0
Daggett,MI,40373.0,1379.0,23233.0,872.0
Dahlonega,GA,56943.0,3447.0,28832.0,2077.0
Dailey,WV,39457.0,2608.0,21139.0,1093.0
Daisy,GA,37865.0,3601.0,19625.0,1839.0
Dakota City,IA,47252.0,3356.0,27814.0,1851.0
Daleville,AL,45878.5,2239.5,23751.0,882.5
Daleville,MS,38132.0,2679.0,21525.0,1126.0
Dalhart,TX,52174.5,4026.5,20868.5,1823.0
Dalton,MA,49956.0,1524.0,30469.0,749.0
Damon,TX,69749.0,2073.0,30634.0,683.0
Dana,IL,50633.0,1642.0,25755.0,539.0
Danville,GA,38991.0,5028.0,19503.0,3017.0
Danville,PA,45374.0,2104.0,23580.0,769.0
Danville,VA,32315.0,1578.0,20933.0,901.0
Darlington,IN,48213.0,2275.0,22911.0,741.0
Datto,AR,32552.0,2465.0,19166.0,1096.0
Davidson,NC,52306.0,1352.0,27558.0,731.0
Davis,WV,40533.0,2099.0,22321.0,1517.0
Dawson Springs,KY,42441.5,3885.5,21678.5,1099.0
Dawsonville,GA,64522.0,2966.5,28731.0,1118.5
Dayton,OH,51971.0,1258.0,28404.5,476.5
Dayton,TN,36146.0,2628.0,19927.0,1099.0
De Borgia,MT,36031.0,4563.0,20691.0,2204.0
De Mossville,KY,48353.0,4990.0,23725.0,1908.0
De Queen,AR,36579.0,3298.0,17371.0,848.0
De Smet,SD,53828.0,3762.0,29747.0,1800.0
De Soto,WI,44459.0,1468.0,23020.0,893.0
Dearborn,MO,46315.0,1739.0,22218.0,577.0
Deary,ID,42439.0,2751.0,22766.0,1071.0
Decatur,AL,45751.0,1183.0,24449.0,631.0
Decatur,TN,34424.0,3075.0,19212.0,1270.0
Decorah,IA,50159.5,2460.5,26144.0,1112.0
Dedham,MA,88262.0,1348.0,45829.0,522.0
Deer Island,OR,53179.0,2207.0,25885.0,1032.0
Deer Lodge,TN,39049.0,3618.0,17646.0,1200.0
Deer Park,AL,42811.0,2262.0,19743.0,1095.0
Deer Trail,CO,84963.0,4050.0,38021.0,2373.0
Deerfield,WI,62865.0,831.0,34562.0,389.0
Defuniak Springs,FL,44966.0,2763.0,27393.0,1740.0
Delcambre,LA,45374.0,2499.0,23261.0,748.0
Delta,CO,43999.0,1949.0,23144.0,987.0
Delta,OH,55120.0,1999.0,26470.0,1066.0
Deltona,FL,41117.0,718.0,24026.0,429.0
Deming,NM,27476.0,1672.0,15078.0,964.0
Denhoff,ND,48102.0,3348.0,32095.0,3680.0
Denmark,SC,31314.0,3035.0,18215.0,1903.0
Dennis,MA,63251.0,1533.0,37678.0,670.0
Denver,CO,53637.0,803.0,35218.0,421.0
Denver,MO,45952.0,4474.0,23815.0,2366.0
Denver City,TX,56894.0,8142.5,22934.5,2347.0
Depew,OK,45016.0,1991.0,23010.0,631.0
Derry,NH,81198.0,1225.0,40469.0,727.0
Detroit,MI,41210.0,304.0,22897.0,161.0
Devol,OK,46361.0,6287.0,21640.0,1462.0
Dewy Rose,GA,36520.5,3154.5,20287.0,1579.0
Dexter,IA,51013.0,1670.0,28946.0,2040.0
Dexter,KY,37034.0,2435.0,20701.0,974.0
Dexter,MO,38203.0,2247.0,21797.0,991.0
Diaz,AR,31261.0,2306.0,17797.0,1573.0
Dickinson,AL,32011.0,3088.0,20064.0,1469.0
Dickinson,ND,72099.0,2915.0,35114.0,1775.0
Dilley,TX,36404.0,4068.0,17017.0,2628.0
Dillon,CO,67983.0,7621.0,35753.0,2371.0
Dingmans Ferry,PA,60180.0,3164.0,28533.0,1092.0
Dinwiddie,VA,51397.0,2129.0,23395.0,1438.0
Disputanta,VA,39194.0,4305.0,15143.0,1750.0
Divide,CO,62372.0,3543.0,32707.0,1610.0
Dixfield,ME,40630.0,1663.0,21280.0,576.0
Dixon Springs,TN,41029.0,6431.0,20937.0,2428.0
Dodge,NE,49540.5,2888.5,25215.0,1113.0
Dodson,LA,31087.0,4239.0,17877.0,1179.0
Dodson,MT,36744.0,2265.0,17442.0,1186.0
Dolliver,IA,47795.0,3758.0,27707.0,2295.0
Donaldsonville,LA,70551.0,1834.0,29269.0,866.0
Donnelly,ID,48384.0,7162.0,23962.0,2229.0
Doon,IA,57130.0,2941.0,26777.0,1390.0
Dorado,PR,25125.0,1667.0,13042.5,753.0
Doswell,VA,78645.0,2618.0,34701.0,686.0
Dothan,AL,41784.0,2041.5,23428.0,944.5
Douglas,GA,33965.0,2469.0,17540.0,1010.0
Douglass,TX,39538.0,2005.0,21113.0,903.0
Douglasville,GA,53881.0,2368.0,23158.0,609.0
Dove Creek,CO,31875.0,3530.0,20199.0,2034.0
Dover,DE,54976.0,1350.0,25404.0,515.0
Dover,OK,60034.0,3603.0,27733.0,1305.0
Dow City,IA,48084.0,4013.0,23344.0,1579.0
Downsville,LA,34992.0,3463.0,19676.0,1192.0
Doyle,TN,34901.0,2305.0,17451.0,1010.0
Doylesburg,PA,53916.0,1606.0,26025.0,651.0
Drakes Branch,VA,39506.0,3696.0,18428.0,1996.0
Drewsey,OR,37580.0,2496.0,21040.0,1564.0
Driscoll,ND,54559.0,4474.0,32743.0,2923.0
Drummond,WI,46665.0,1207.0,26485.0,652.0
Dry Branch,GA,30468.0,3565.0,17768.0,2017.0
Dryden,TX,31111.0,8353.0,27062.0,3927.0
Du Bois,NE,42750.0,6759.0,25358.0,1825.0
Duck Hill,MS,30146.0,3052.0,17674.0,1684.0
Dudley,GA,32356.0,1971.0,19194.0,915.0
Duke Center,PA,43965.0,1272.0,23554.0,925.0
Dulce,NM,36098.0,3101.0,19678.0,989.0
Duluth,MN,48331.0,1074.0,27190.0,463.0
Dumont,MN,47794.0,3309.0,27426.0,1569.0
Dundee,MS,28851.0,2660.0,15393.0,851.0
Dunellen,NJ,79593.0,1012.0,34674.0,328.0
Dunn Center,ND,69732.0,9653.0,41849.0,5088.0
Dunning,NE,48875.0,4903.0,21854.0,2519.0
Dupree,SD,35119.0,3563.0,12877.0,906.0
Durand,WI,49516.0,2600.0,24951.0,951.0
Durango,CO,36324.0,2185.0,23143.0,3943.0
Durant,MS,20732.0,1507.0,11972.0,955.0
Durham,NC,52503.0,1146.0,30268.0,557.0
Dustin,OK,35563.0,2072.0,17723.0,1081.0
Dutch John,UT,56750.0,9413.0,22149.0,4614.0
Eagle,ID,56356.0,1082.0,28851.0,622.0
Eagle Pass,TX,33747.0,2484.0,15249.0,746.0
Eagle River,WI,46516.0,2423.0,26432.0,892.0
Earle,AR,38053.5,2777.0,19612.5,946.0
Earling,IA,50952.0,2615.0,27695.0,1531.0
East Concord,NY,51247.0,514.0,28879.0,278.0
East Jordan,MI,46554.0,1601.0,28188.0,1401.0
East Nassau,NY,60709.0,1505.0,30803.0,672.0
East Peoria,IL,58194.0,1612.0,29718.0,666.0
East Prairie,MO,28347.0,2186.0,16515.0,1379.0
East Stone Gap,VA,37407.0,3099.0,20321.0,1547.0
Eastsound,WA,55960.0,2229.0,39266.0,1714.0
Eastview,KY,50765.0,1766.0,24845.0,657.0
Eaton,IN,38190.0,1641.0,20534.0,979.0
Eatonton,GA,44299.0,3123.0,25864.0,2302.0
Eau Claire,WI,52109.0,1400.0,25651.0,722.0
Ebro,FL,38970.0,2275.0,18164.0,1131.0
Echola,AL,46565.0,1280.0,23124.0,546.0
Eckert,CO,42452.0,2626.0,24417.0,1982.0
Edelstein,IL,51147.0,845.0,28610.0,539.0
Edgartown,MA,64222.0,8996.0,38560.0,4531.0
Edgemont,SD,49107.5,3881.5,27293.5,2040.0
Edgerton,MN,51496.0,3692.0,26065.0,1276.0
Edgewood,NM,32083.0,3004.0,18300.0,1381.0
Edinburg,ND,53504.0,4371.0,31244.0,1921.0
Edison,OH,51993.0,3131.0,23420.0,898.0
Edon,OH,42492.0,1988.0,22234.0,917.0
Edson,KS,39029.0,4372.0,21786.0,1899.0
Egegik,AK,50781.0,9403.0,23041.0,2272.0
Ekalaka,MT,45000.0,4958.0,29391.0,3330.0
El Cerrito,CA,80185.0,827.0,39313.0,398.0
El Paso,TX,34010.5,1709.0,17435.0,1502.0
El Reno,OK,64505.0,1511.0,28246.0,606.0
Eldorado,OK,31250.0,4376.0,20891.0,2767.0
Eldorado,TX,55543.0,7548.0,25199.0,3107.0
Eldridge,IA,55114.0,1052.0,29391.0,592.0
Electra,TX,60275.0,5182.0,29380.0,2233.0
Electric City,WA,48714.0,2269.0,20251.0,616.0
Elfrida,AZ,45075.0,1485.0,23506.0,778.0
Elgin,IL,70696.0,1068.0,31056.0,464.0
Elgin,TX,53902.0,3576.0,25006.0,1784.0
Elizabeth,LA,40948.0,3552.0,19868.0,1686.0
Elizabeth City,NC,52079.0,4491.0,24386.0,1687.0
Elk City,KS,41083.0,1652.0,20864.0,836.0
Elk Horn,IA,46979.0,4662.0,29882.0,2747.0
Elk Horn,KY,33340.0,2455.0,18120.0,901.0
Elk Park,NC,37777.0,2921.0,21298.0,2076.0
Elkhart,IN,47913.0,1143.0,21817.0,458.0
Elkton,OR,41312.0,1316.0,22591.0,693.0
Ellabell,GA,63327.0,2486.0,26934.0,1404.0
Ellaville,GA,39375.0,3458.0,19858.0,2221.0
Ellenboro,NC,39453.0,1628.0,20825.0,670.0
Ellenboro,WV,44288.0,3666.0,23291.0,2297.0
Ellendale,DE,53751.0,1168.0,28558.0,532.0
Ellinger,TX,47808.0,4108.0,28458.0,2111.0
Elliott,IA,43750.0,2378.0,25868.0,1584.0
Elliottville,KY,36860.0,3376.0,18185.0,1063.0
Ellsinore,MO,33034.0,4853.0,20318.0,2319.0
Ellsworth,IA,49813.0,3439.0,26001.0,2157.0
Ellsworth,NE,45845.0,4770.0,30790.0,5528.0
Ellwood City,PA,44571.0,1352.0,24450.0,610.0
Elm City,NC,39847.0,1255.0,21486.0,743.0
Elm Creek,NE,48329.0,2089.0,22098.0,856.0
Elmendorf,TX,51150.0,405.0,24735.0,199.0
Elmira,NY,50320.0,1785.0,26262.0,827.0
Elmo,UT,49787.0,2154.0,19717.0,961.0
Eltopia,WA,56980.0,2936.0,20412.0,612.0
Ely,NV,57122.0,7119.0,24359.0,2436.0
Emmetsburg,IA,47113.0,2245.0,26154.0,1332.0
Emory,TX,48448.0,3953.0,23443.0,1283.0
Empire,CO,67710.0,3884.0,42812.0,4717.0
Empire,LA,50314.0,4333.0,24837.0,1393.0
Emporia,VA,28601.0,5096.0,20417.0,3008.0
Encampment,WY,56825.0,3998.0,26706.0,1163.0
Enders,NE,52422.0,5371.0,29905.0,4520.0
Endicott,WA,46564.0,3684.0,17564.0,736.0
Energy,TX,37470.0,2513.0,19743.0,979.0
Enfield,IL,44648.0,3314.0,25534.0,1719.0
Enfield,NC,32245.0,1409.0,19709.0,1083.0
Engadine,MI,38434.0,1822.0,23889.0,1043.0
Englewood,CO,102964.0,1796.0,45500.0,795.0
Englewood,KS,42589.0,5461.0,25106.0,2512.0
Englishtown,NJ,85242.0,1177.0,43469.0,555.0
Enigma,GA,31835.0,4173.0,16523.0,1015.0
Ennice,NC,36968.0,3199.0,20366.0,1496.0
Enochs,TX,37397.0,8652.0,17007.0,2385.0
Enola,AR,51223.0,1885.0,24603.0,803.0
Enterprise,LA,34904.0,5260.0,21851.0,2296.0
Enterprise,MS,35993.0,2156.0,20071.0,965.0
Enterprise,OR,40581.0,3918.0,24386.0,1578.0
Epping,ND,88013.0,5058.0,43946.0,2882.0
Epps,LA,23854.0,2595.0,14205.0,1006.0
Epworth,GA,37049.0,2287.0,20534.0,1255.0
Equality,IL,39636.0,4202.0,22125.0,1191.0
Erbacon,WV,30918.0,3869.5,18636.5,1374.5
Erick,OK,48601.0,3997.0,25156.0,3163.0
Ericson,NE,43179.0,4020.0,23612.0,2018.0
Erie,KS,43195.0,2924.0,22354.0,1295.0
Erlanger,KY,54296.0,1616.0,27847.0,593.0
Escalante,UT,50194.0,7510.0,24729.0,2169.0
Esom Hill,GA,37853.0,2768.0,20293.0,1480.0
Essex,MD,67095.0,812.0,35011.0,327.0
Essig,MN,52598.0,2042.0,28018.0,1126.0
Ethan,SD,60741.0,4576.0,23656.0,2428.0
Ettrick,WI,51077.0,1423.0,25502.0,536.0
Eudora,AR,31588.0,2465.0,19472.0,2023.5
Eufaula,OK,36011.0,2435.0,20599.0,1071.0
Eupora,MS,34448.0,2909.0,19938.0,1249.0
Eutaw,AL,20541.0,2413.0,13611.0,1741.0
Evans,WV,41314.0,2720.0,23090.0,1485.0
Evansville,IN,43046.0,1049.0,24961.0,650.0
Evansville,MN,52365.0,1322.0,28066.0,652.0
Evant,TX,49340.0,1526.0,19760.0,716.0
Everson,WA,53145.0,1739.0,27223.0,704.0
Everton,MO,37035.0,2953.0,20828.0,1334.0
Ewing,VA,31086.0,2013.0,17899.0,1195.0
Fairbanks,AK,71068.0,1964.0,33244.0,1103.0
Fairbury,IL,54254.0,2297.0,25769.0,1520.0
Fairfax,VA,105297.0,7530.0,45545.0,1801.0
Fairfield,IL,44993.0,2346.0,23869.0,1224.0
Fairfield,MT,46360.0,2998.0,24443.0,1375.0
Fairfield,NE,51470.0,2745.0,26324.0,1390.0
Fairmont,OK,48238.0,2296.0,24928.0,1034.0
Fairmont,WV,43165.0,2573.0,23807.0,765.0
Fairplay,CO,56969.0,5031.0,31734.0,1737.0
Fairview,OK,51571.0,2398.0,27877.0,2300.0
Faith,SD,39773.0,5541.0,27174.0,2582.0
Falfurrias,TX,22741.0,3037.0,13179.0,1824.0
Fall Branch,TN,42817.0,1365.0,26176.0,1011.0
Fallon,NV,47415.0,2549.0,24202.0,1180.0
Falls Church,VA,120522.0,7243.0,65600.0,5025.0
Falmouth,MI,41098.0,1493.0,20530.0,643.0
Fannin,TX,51226.0,3258.0,29513.0,3235.0
Fanwood,NJ,69594.0,1178.0,35308.0,495.0
Farber,MO,41310.0,1457.0,18934.0,961.0
