City,population,minimum_age,maximum_age
South Ozone Park,10044,0.0,84.0
South Padre Island,6389,0.0,84.0
South Paris,8489,0.0,84.0
South Pasadena,8523,0.0,74.0
South Pekin,9790,0.0,84.0
South Pittsburg,11510,0.0,84.0
South Plainfield,8498,0.0,84.0
South Plains,9754,5.0,84.0
South Plymouth,16547,5.0,84.0
South Point,8427,0.0,84.0
South Pomfret,6598,5.0,84.0
South Portland,7219,5.0,84.0
South Portsmouth,6038,0.0,74.0
South Prairie,10281,0.0,84.0
South Range,20623,0.0,84.0
South Richmond Hill,5307,0.0,84.0
South River,7037,0.0,79.0
South Rockwood,11234,5.0,84.0
South Roxana,7139,0.0,84.0
South Royalton,6135,0.0,84.0
South Ryegate,7124,0.0,84.0
South Saint Paul,10181,0.0,84.0
South Salem,10841,0.0,79.0
South San Francisco,8979,0.0,84.0
South Seaville,6698,5.0,84.0
South Shore,20689,0.0,84.0
South Sioux City,11434,0.0,84.0
South Solon,6409,0.0,84.0
South Sterling,5599,0.0,84.0
South Strafford,8672,0.0,84.0
South Sutton,5809,0.0,84.0
South Tamworth,9613,0.0,84.0
South Thomaston,11172,0.0,84.0
South Vienna,8906,0.0,84.0
South Wales,7523,0.0,84.0
South Walpole,8544,0.0,79.0
South Wayne,8892,0.0,84.0
South Webster,5824,5.0,84.0
South Wellfleet,7886,0.0,84.0
South West City,7263,0.0,84.0
South Whitley,12279,5.0,84.0
South Williamson,8395,0.0,84.0
South Wilmington,5165,5.0,84.0
South Windham,6385,0.0,84.0
South Windsor,6622,0.0,84.0
South Woodstock,11923,0.0,79.0
South Yarmouth,11643,0.0,84.0
Southampton,22885,0.0,84.0
Southaven,23792,0.0,84.0
Southborough,7154,0.0,84.0
Southbridge,6773,0.0,84.0
Southbury,9918,0.0,84.0
Southern Pines,9755,0.0,84.0
Southfield,38541,0.0,84.0
Southfields,6856,0.0,84.0
Southgate,12093,0.0,84.0
Southington,14227,0.0,84.0
Southlake,10763,0.0,84.0
Southmayd,4721,0.0,84.0
Southold,6900,0.0,84.0
Southport,11307,0.0,84.0
Southside,21843,0.0,84.0
Southview,8139,0.0,84.0
Southwest Harbor,8589,0.0,84.0
Southwick,6586,0.0,84.0
Spade,6072,0.0,84.0
Spalding,13524,0.0,84.0
Spanaway,7127,0.0,84.0
Spangle,7225,0.0,84.0
Spangler,8033,0.0,84.0
Spanish Fork,8750,0.0,84.0
Spanish Fort,8586,0.0,74.0
Spanishburg,8306,0.0,84.0
Sparkill,5950,0.0,84.0
Sparkman,6144,0.0,84.0
Sparks,53316,0.0,84.0
Sparks Glencoe,6636,0.0,84.0
Sparland,7776,0.0,84.0
Sparrow Bush,8668,0.0,84.0
Sparrows Point,8864,0.0,84.0
Sparta,75872,0.0,84.0
Spartanburg,46557,0.0,84.0
Spartansburg,5934,0.0,84.0
Spavinaw,5335,0.0,84.0
Spearfish,13659,0.0,84.0
Spearman,6243,0.0,84.0
Spearsville,8174,0.0,84.0
Spearville,8310,0.0,84.0
Speculator,8483,0.0,79.0
Speed,4722,0.0,84.0
Speedwell,19688,0.0,84.0
Speer,7932,5.0,84.0
Spelter,8089,0.0,79.0
Spencer,108284,0.0,84.0
Spencerport,6847,0.0,84.0
Spencertown,6987,0.0,84.0
Spencerville,30713,0.0,84.0
Speonk,4656,0.0,84.0
Sperry,14499,0.0,84.0
Sperryville,5653,5.0,84.0
Spiceland,7762,0.0,84.0
Spicer,4156,0.0,84.0
Spicewood,10325,0.0,84.0
Spickard,6482,0.0,84.0
Spillville,9171,5.0,84.0
Spindale,13980,0.0,84.0
Spirit Lake,15759,5.0,84.0
Spiritwood,11035,0.0,84.0
Spiro,6479,0.0,84.0
Spivey,11559,0.0,84.0
Splendora,7446,15.0,84.0
Spofford,12784,0.0,74.0
Spokane,128661,0.0,84.0
Spooner,12308,0.0,74.0
Spotswood,8483,0.0,84.0
Spotsylvania,10550,0.0,84.0
Spottsville,7379,0.0,84.0
Spout Spring,10297,0.0,84.0
Spraggs,8324,0.0,84.0
Sprague,15800,0.0,84.0
Sprague River,15461,0.0,84.0
Spragueville,7256,0.0,84.0
Sprakers,10074,10.0,84.0
Sprankle Mills,5194,0.0,84.0
Spray,12915,5.0,84.0
Spreckels,7900,5.0,84.0
Spring,66762,0.0,84.0
Spring Arbor,7502,0.0,84.0
Spring Branch,9899,0.0,84.0
Spring Church,10384,0.0,79.0
Spring City,16647,0.0,84.0
Spring Creek,18683,0.0,84.0
Spring Glen,15299,0.0,84.0
Spring Green,9980,10.0,84.0
Spring Grove,38148,0.0,84.0
Spring Hill,57733,0.0,84.0
Spring Hope,12558,0.0,84.0
Spring House,6125,0.0,79.0
Spring Lake,31909,0.0,84.0
Spring Mills,4563,5.0,84.0
Spring Park,7594,10.0,84.0
Spring Run,10787,0.0,84.0
Spring Valley,70823,0.0,84.0
Springboro,17411,0.0,84.0
Springbrook,7654,0.0,79.0
Springdale,57699,0.0,84.0
Springer,15290,0.0,84.0
Springerton,7028,0.0,79.0
Springerville,7199,0.0,84.0
Springfield,404288,0.0,84.0
Springfield Center,4692,0.0,79.0
Springfield Gardens,12226,0.0,84.0
Springhill,12788,0.0,84.0
Springlake,4918,0.0,84.0
Springport,20631,0.0,84.0
Springs,8163,0.0,84.0
Springtown,11706,0.0,84.0
Springvale,11065,0.0,84.0
Springview,6642,0.0,84.0
Springville,70186,0.0,84.0
Springwater,4866,0.0,84.0
Sproul,11142,0.0,79.0
Spruce,11934,0.0,84.0
Spruce Creek,7064,0.0,84.0
Spruce Head,6501,0.0,84.0
Spruce Pine,19825,0.0,84.0
Spur,5654,0.0,84.0
Spurgeon,11608,0.0,79.0
Spurger,6470,5.0,84.0
Spurlockville,11399,5.0,84.0
Squaw Lake,8566,0.0,84.0
Squaw Valley,14537,0.0,84.0
Squire,14767,0.0,74.0
Squires,10779,0.0,84.0
Squirrel Island,7099,0.0,79.0
St. Augustine,6926,0.0,79.0
St. Leo,6511,0.0,84.0
St. Robert,10049,0.0,84.0
Staatsburg,7713,10.0,84.0
Stacy,13387,0.0,84.0
Stacyville,8336,0.0,84.0
Stafford,38663,0.0,84.0
Stafford Springs,7825,0.0,79.0
Staffordsville,20511,0.0,84.0
Stahlstown,9440,0.0,84.0
Staley,9722,0.0,79.0
Stambaugh,8130,5.0,84.0
Stamford,59704,0.0,84.0
Stamping Ground,6426,0.0,79.0
Stamps,5077,0.0,84.0
Stanardsville,8091,0.0,84.0
Stanberry,7347,5.0,84.0
Stanchfield,5678,0.0,84.0
Standard,8874,0.0,84.0
Standish,25183,0.0,84.0
Stanfield,19310,0.0,84.0
Stanford,33169,0.0,84.0
Stanfordville,6663,0.0,84.0
Stanhope,19238,0.0,84.0
Stanley,69913,0.0,84.0
Stanleytown,8663,0.0,84.0
Stanton,74634,0.0,84.0
Stantonsburg,6105,0.0,84.0
Stantonville,7005,0.0,79.0
Stanville,10805,0.0,84.0
Stanwood,22881,0.0,84.0
Staplehurst,12170,0.0,79.0
Staples,20759,0.0,84.0
Stapleton,25451,0.0,84.0
Star,24559,0.0,84.0
Star City,11249,0.0,84.0
Star Junction,14176,0.0,84.0
Star Lake,18709,0.0,84.0
Star Prairie,10746,0.0,84.0
Star Tannery,8100,5.0,84.0
Starbuck,16771,0.0,84.0
Starford,12065,0.0,84.0
Stark,9604,0.0,84.0
Stark City,6880,10.0,84.0
Starke,7691,0.0,84.0
Starks,8893,0.0,84.0
Starksboro,8710,0.0,84.0
Starkville,15147,0.0,84.0
Starkweather,5140,0.0,84.0
Starlight,11259,0.0,84.0
Starr,13352,0.0,84.0
Starrucca,5396,0.0,84.0
Start,13184,0.0,79.0
Startex,6283,0.0,79.0
State Center,6713,5.0,84.0
State College,15442,0.0,84.0
State Farm,6568,0.0,84.0
State Line,22468,0.0,84.0
State Park,6205,0.0,84.0
State Road,15421,0.0,84.0
State University,9933,0.0,84.0
Stateline,6919,0.0,84.0
Staten Island,112119,0.0,84.0
Statenville,12689,0.0,84.0
Statesboro,27304,0.0,84.0
Statesville,21696,0.0,84.0
Statham,8284,0.0,84.0
Staunton,19758,0.0,84.0
Stayton,5284,0.0,79.0
Steamboat Rock,9421,5.0,84.0
Steamboat Springs,22177,0.0,84.0
Steamburg,5522,5.0,84.0
Stearns,9995,0.0,84.0
Stebbins,10113,0.0,84.0
Stedman,6518,0.0,84.0
Steedman,10251,0.0,84.0
Steele,30832,0.0,84.0
Steele City,6672,0.0,84.0
Steeles Tavern,8728,0.0,79.0
Steeleville,7774,0.0,79.0
Steelville,7925,0.0,84.0
Steen,7167,0.0,84.0
Steens,5470,10.0,84.0
Steep Falls,5211,0.0,84.0
Steger,9662,0.0,84.0
Stehekin,8424,0.0,84.0
Steilacoom,7233,0.0,84.0
Steinauer,5661,0.0,74.0
Steinhatchee,7728,0.0,84.0
Stella,25636,0.0,84.0
Stem,5951,0.0,84.0
Stendal,6421,0.0,84.0
Stephan,9469,0.0,84.0
Stephen,8810,0.0,84.0
Stephens,21221,0.0,84.0
Stephens City,15176,0.0,84.0
Stephenson,22886,0.0,84.0
Stephensport,7556,0.0,79.0
Stephentown,18617,0.0,84.0
Stephenville,12862,0.0,84.0
Steptoe,5021,0.0,79.0
Sterling,129382,0.0,84.0
Sterling City,8145,0.0,84.0
Sterling Forest,9080,5.0,84.0
Sterling Heights,36990,0.0,84.0
Sterlington,6623,0.0,84.0
Sterrett,3966,0.0,84.0
Stetson,5508,5.0,84.0
Stetsonville,6201,0.0,84.0
Steuben,17768,0.0,84.0
Steubenville,15099,0.0,84.0
Stevens,7285,0.0,79.0
Stevens Point,4378,0.0,84.0
Stevens Village,7688,0.0,84.0
Stevensburg,11247,0.0,84.0
Stevenson,25561,0.0,84.0
Stevenson Ranch,3984,0.0,79.0
Stevensville,42486,0.0,84.0
Stevinson,8240,0.0,84.0
Steward,6209,0.0,84.0
Stewardson,12225,0.0,84.0
Stewart,28017,0.0,84.0
Stewartstown,6808,0.0,84.0
Stewartsville,20274,5.0,79.0
Stewartville,9376,0.0,84.0
Stickney,7682,0.0,84.0
Stigler,8841,0.0,84.0
Stilesville,9022,0.0,84.0
Still Pond,8301,0.0,84.0
Still River,11227,5.0,84.0
Stillman Valley,7527,0.0,84.0
Stillmore,10679,0.0,84.0
Stillwater,52312,0.0,84.0
Stilwell,20234,0.0,84.0
Stinesville,14829,0.0,79.0
Stinnett,18624,0.0,84.0
Stinson Beach,12548,0.0,84.0
Stirling,11257,0.0,84.0
Stirling City,6604,0.0,84.0
Stirum,5749,0.0,84.0
Stites,10162,0.0,84.0
Stittville,8552,0.0,84.0
Stitzer,7998,0.0,84.0
Stockbridge,38540,0.0,84.0
Stockdale,20742,0.0,84.0
Stockertown,5395,0.0,79.0
Stockett,7274,0.0,84.0
Stockholm,36766,0.0,84.0
Stockport,20556,5.0,84.0
Stockton,178027,0.0,84.0
Stockton Springs,5665,0.0,84.0
Stockville,5170,0.0,84.0
Stockwell,11295,0.0,84.0
Stoddard,18464,0.0,84.0
Stokes,8205,5.0,84.0
Stokesdale,12522,0.0,84.0
Stollings,5358,0.0,84.0
Stone,10292,0.0,79.0
Stone Creek,7768,0.0,84.0
Stone Harbor,5967,5.0,84.0
Stone Lake,10494,0.0,84.0
Stone Mountain,34063,0.0,84.0
Stone Park,6777,0.0,84.0
Stone Ridge,8301,0.0,84.0
Stoneboro,7646,5.0,84.0
Stonefort,14325,5.0,84.0
Stoneham,26244,0.0,84.0
Stoneville,7448,5.0,79.0
Stonewall,41350,0.0,84.0
Stoney Fork,6342,5.0,84.0
Stonington,24924,0.0,84.0
Stony Brook,19312,0.0,84.0
Stony Creek,16945,0.0,84.0
Stony Point,14601,0.0,84.0
Stony Ridge,8076,0.0,84.0
Stonyford,10008,0.0,79.0
Stopover,7545,5.0,84.0
Storden,6672,5.0,79.0
Storm Lake,5367,0.0,84.0
Stormville,10172,0.0,84.0
Storrs Mansfield,11226,0.0,84.0
Story,18267,0.0,84.0
Story City,8508,0.0,84.0
Stotts City,15163,0.0,84.0
Stottville,7532,0.0,84.0
Stoughton,12827,0.0,84.0
Stout,13450,0.0,84.0
Stoutland,9167,10.0,84.0
Stoutsville,14784,0.0,84.0
Stovall,5647,0.0,84.0
Stover,9512,10.0,84.0
Stow,13334,0.0,84.0
Stowe,10224,0.0,84.0
Stowell,7029,0.0,84.0
Stoystown,6883,0.0,84.0
Strabane,7659,0.0,84.0
Strafford,29551,0.0,84.0
Strandburg,7441,0.0,84.0
Strandquist,3854,0.0,79.0
Strang,13520,0.0,84.0
Strasburg,67448,0.0,84.0
Stratford,97181,0.0,84.0
Stratham,6686,5.0,84.0
Strathcona,7233,0.0,84.0
Strathmere,15032,0.0,84.0
Strathmore,3323,0.0,84.0
Strattanville,8700,0.0,84.0
Stratton,32486,0.0,84.0
Straughn,11927,0.0,79.0
Strausstown,13113,0.0,79.0
Strawberry,22289,0.0,84.0
Strawberry Plains,14596,0.0,84.0
Strawberry Point,5956,0.0,84.0
Strawberry Valley,6819,0.0,84.0
Strawn,18968,0.0,84.0
Streamwood,6859,5.0,84.0
Streator,5566,0.0,84.0
Street,7241,0.0,79.0
Streeter,5981,0.0,84.0
Streetman,4936,0.0,84.0
Streetsboro,5906,0.0,84.0
Stringer,6782,0.0,79.0
Stringtown,8200,0.0,79.0
Stromsburg,8802,0.0,84.0
Strong,22406,0.0,84.0
Strong City,10001,0.0,84.0
Stronghurst,9475,0.0,84.0
Strongstown,4271,5.0,84.0
Strongsville,8833,0.0,84.0
Stroud,8698,0.0,84.0
Stroudsburg,10686,0.0,84.0
Strum,7942,0.0,84.0
Strunk,8088,0.0,84.0
Struthers,10273,0.0,84.0
Stryker,12374,0.0,84.0
Strykersville,6954,0.0,84.0
Stuart,67491,0.0,84.0
Stuarts Draft,9957,0.0,84.0
Studio City,12475,5.0,84.0
Stump Creek,7080,0.0,84.0
Stumpy Point,9586,0.0,84.0
Sturbridge,10036,0.0,79.0
Sturdivant,16341,5.0,84.0
Sturgeon,12268,0.0,84.0
Sturgeon Bay,8155,0.0,84.0
Sturgeon Lake,7378,0.0,84.0
Sturgis,36093,0.0,84.0
Sturkie,9013,0.0,79.0
Sturtevant,5343,0.0,84.0
Stuttgart,10676,0.0,84.0
Stuyvesant,4463,0.0,84.0
Stuyvesant Falls,8998,0.0,84.0
Suamico,7575,0.0,84.0
Subiaco,7386,0.0,84.0
Sublette,12393,0.0,84.0
Sublimity,14291,0.0,84.0
Succasunna,6942,0.0,79.0
Success,12059,0.0,84.0
Suches,12330,0.0,84.0
Sudan,7745,0.0,84.0
Sudbury,9119,0.0,79.0
Sudlersville,11380,0.0,84.0
Suffern,6189,0.0,84.0
Suffield,10034,0.0,84.0
Suffolk,58726,0.0,84.0
Sugar City,15874,0.0,84.0
Sugar Grove,48272,0.0,84.0
Sugar Land,12244,0.0,84.0
Sugar Run,10406,0.0,84.0
Sugar Tree,8129,5.0,84.0
Sugar Valley,7302,0.0,79.0
Sugarcreek,8109,10.0,84.0
Sugarloaf,14967,0.0,84.0
Sugartown,6492,10.0,84.0
Suisun City,6613,0.0,84.0
Suitland,8466,5.0,84.0
Sula,6347,0.0,84.0
Sulligent,10448,0.0,79.0
Sullivan,54326,0.0,84.0
Sullivan City,6066,0.0,84.0
Sullivans Island,10084,0.0,79.0
Sully,8612,5.0,79.0
Sulphur,40532,0.0,84.0
Sulphur Bluff,7427,5.0,84.0
Sulphur Rock,8172,0.0,84.0
Sulphur Springs,33704,0.0,84.0
Sultan,13630,10.0,84.0
Sultana,8230,0.0,84.0
Sumas,4922,0.0,84.0
Sumava Resorts,6401,0.0,84.0
Sumerco,7615,0.0,79.0
Sumerduck,6929,0.0,84.0
Sumiton,7430,0.0,84.0
Summer Lake,10316,0.0,74.0
Summer Shade,8172,0.0,84.0
Summerdale,16755,0.0,84.0
Summerfield,59169,0.0,84.0
Summerhill,8587,0.0,84.0
Summerland,6810,0.0,79.0
Summerland Key,3617,0.0,84.0
Summers,12894,0.0,84.0
Summersville,20869,0.0,84.0
Summerton,11590,0.0,79.0
Summertown,6027,0.0,79.0
Summerville,53914,0.0,84.0
Summit,49687,0.0,84.0
Summit Argo,6983,0.0,79.0
Summit Hill,6241,0.0,84.0
Summit Lake,10892,0.0,84.0
Summit Point,9858,0.0,84.0
Summit Station,7083,5.0,84.0
Summitville,30271,0.0,84.0
Sumner,69903,0.0,84.0
Sumpter,6247,0.0,84.0
Sumrall,5749,0.0,84.0
Sumter,26239,0.0,84.0
Sumterville,4102,5.0,84.0
Sun,9314,0.0,84.0
Sun City,49652,0.0,84.0
Sun City Center,8379,5.0,79.0
Sun City West,10532,0.0,79.0
Sun Prairie,7435,0.0,84.0
Sun River,10456,0.0,84.0
Sun Valley,33104,0.0,84.0
Sunapee,10696,0.0,84.0
Sunbright,9193,0.0,84.0
Sunburg,5263,0.0,84.0
Sunburst,7308,0.0,84.0
Sunbury,22628,0.0,84.0
Suncook,11081,0.0,74.0
Sundance,7636,0.0,84.0
Sunderland,16778,0.0,84.0
Sundown,5281,0.0,79.0
Sunfield,8398,0.0,84.0
Sunflower,15383,0.0,84.0
Sunland,5467,0.0,84.0
Sunland Park,8299,0.0,84.0
Sunman,6106,0.0,84.0
Sunny Side,8043,0.0,79.0
Sunnyside,35646,0.0,84.0
Sunnyvale,44069,0.0,84.0
Sunol,8469,5.0,84.0
Sunray,5432,0.0,84.0
Sunrise Beach,7264,0.0,74.0
Sunset,28108,0.0,84.0
Sunset Beach,18131,0.0,84.0
Sunshine,12447,0.0,79.0
Sunspot,8594,0.0,84.0
Supai,11787,5.0,84.0
Superior,41172,0.0,84.0
Supply,6836,0.0,84.0
Suquamish,10651,0.0,84.0
Surfside,6968,0.0,84.0
Surgoinsville,10234,0.0,84.0
Suring,7125,0.0,84.0
Surprise,44172,0.0,84.0
Surrency,8018,0.0,84.0
Surrey,10226,5.0,84.0
Surry,15892,0.0,84.0
Surveyor,6424,0.0,84.0
Susan,8570,0.0,84.0
Susanville,10336,0.0,84.0
Susquehanna,9894,0.0,84.0
Sussex,23059,0.0,84.0
Sutersville,6594,0.0,84.0
Sutherland,27463,0.0,84.0
Sutherland Springs,5904,0.0,84.0
Sutherlin,15974,0.0,84.0
Sutter,14204,0.0,84.0
Sutter Creek,8363,0.0,84.0
Sutton,44491,0.0,84.0
Suttons Bay,14435,0.0,84.0
Suwanee,8196,5.0,84.0
Suwannee,5028,0.0,84.0
Swain,6517,0.0,84.0
Swainsboro,9706,0.0,84.0
Swaledale,9729,0.0,84.0
Swampscott,5611,0.0,84.0
Swan,8209,0.0,84.0
Swan Lake,12311,0.0,84.0
Swan River,11318,0.0,84.0
Swan Valley,8747,0.0,79.0
Swanlake,8777,0.0,74.0
Swannanoa,7722,0.0,84.0
Swanquarter,11310,0.0,84.0
Swans Island,6451,0.0,84.0
Swansboro,12280,0.0,84.0
Swansea,15859,0.0,84.0
Swanton,36877,0.0,84.0
Swanville,11107,0.0,79.0
Swanzey,8263,0.0,84.0
Swarthmore,10840,0.0,84.0
Swartz Creek,7819,0.0,84.0
Swatara,7345,0.0,84.0
Swayzee,8535,0.0,84.0
Swea City,10665,5.0,79.0
Swedesboro,7434,0.0,84.0
Sweeden,9941,0.0,84.0
Sweeny,8836,0.0,84.0
Sweet,8636,0.0,84.0
Sweet Briar,7451,5.0,84.0
Sweet Grass,11253,0.0,84.0
Sweet Home,21122,0.0,84.0
Sweet Springs,6929,0.0,84.0
Sweet Valley,9272,0.0,84.0
Sweet Water,7849,0.0,84.0
Sweetser,7404,0.0,84.0
Sweetwater,28120,0.0,84.0
Swengel,8504,0.0,84.0
Swifton,10489,0.0,84.0
Swiftwater,9950,0.0,84.0
Swink,10309,0.0,84.0
Swisher,6564,0.0,84.0
Swiss,7735,0.0,79.0
Swisshome,6303,0.0,79.0
Switchback,7627,0.0,84.0
Switz City,4846,0.0,84.0
Switzer,6711,0.0,84.0
Swoope,10230,0.0,84.0
Swords Creek,6629,0.0,84.0
Sybertsville,6033,0.0,84.0
Sycamore,49920,0.0,84.0
Sykeston,9151,0.0,84.0
Sykesville,16251,0.0,84.0
Sylacauga,13847,0.0,84.0
Sylmar,7246,0.0,84.0
Sylva,9487,10.0,84.0
Sylvan Beach,6224,0.0,84.0
Sylvan Grove,7181,0.0,84.0
Sylvania,25751,5.0,84.0
Sylvester,23763,0.0,84.0
Sylvia,7183,0.0,84.0
Symsonia,7497,5.0,84.0
Syosset,7419,0.0,84.0
Syracuse,195378,0.0,84.0
Syria,12108,0.0,84.0
Taberg,10607,0.0,84.0
Tabernash,7493,5.0,79.0
Tabiona,10572,0.0,79.0
Table Grove,7975,5.0,84.0
Table Rock,10253,5.0,74.0
Tabor,19246,0.0,84.0
Tabor City,10013,5.0,84.0
Tacna,8546,0.0,84.0
Tacoma,186997,0.0,84.0
Taconite,7345,0.0,61.0
Tad,8444,0.0,84.0
Taft,32311,0.0,84.0
Tafton,10329,0.0,84.0
Taftville,5688,0.0,84.0
Tahlequah,7852,0.0,84.0
Tahoe City,5820,0.0,84.0
Tahoe Vista,10708,0.0,84.0
Tahoka,7897,0.0,84.0
Taholah,8335,0.0,84.0
Tahoma,7505,0.0,84.0
Tahuya,7156,0.0,84.0
Taiban,7348,0.0,84.0
Takoma Park,8754,0.0,84.0
Talala,8495,0.0,79.0
Talbott,10689,0.0,84.0
Talbotton,12144,0.0,79.0
Talco,6824,0.0,84.0
Talcott,9356,0.0,84.0
Talent,9629,0.0,84.0
Talihina,9465,0.0,84.0
Talisheek,9210,0.0,84.0
Talkeetna,5176,5.0,84.0
Talking Rock,12992,0.0,84.0
Tall Timbers,10849,10.0,84.0
Talladega,9641,0.0,84.0
Tallahassee,83870,0.0,84.0
Tallapoosa,26022,0.0,84.0
Tallassee,12950,0.0,84.0
Tallmadge,7174,0.0,84.0
Tallmansville,6165,0.0,79.0
Tallula,4955,0.0,79.0
Tallulah,8917,0.0,84.0
Tallulah Falls,5328,5.0,84.0
Talmage,23832,0.0,84.0
Talmo,11107,0.0,79.0
Talmoon,7614,0.0,84.0
Taloga,10944,0.0,84.0
Talpa,7118,0.0,84.0
Tama,3466,0.0,79.0
Tamaqua,10815,0.0,84.0
Tamarack,5463,0.0,84.0
Tamaroa,11781,0.0,84.0
Tamassee,9629,0.0,74.0
Tamiment,5331,0.0,84.0
Tamms,5849,0.0,84.0
Tampa,217503,0.0,84.0
Tampico,6895,0.0,84.0
Tamworth,6596,0.0,84.0
Tanacross,8495,0.0,79.0
Tanana,6574,0.0,84.0
Taneytown,8426,0.0,84.0
Taneyville,5658,0.0,84.0
Tangent,12291,0.0,84.0
Tangier,6584,0.0,79.0
Tangipahoa,8478,10.0,84.0
Tanner,9304,0.0,84.0
Tannersville,25976,0.0,84.0
Taopi,7480,0.0,84.0
Taos,6753,0.0,84.0
Taos Ski Valley,7019,0.0,84.0
Tappahannock,5475,0.0,84.0
Tappan,7938,0.0,84.0
Tappen,6987,0.0,84.0
Tar Heel,7732,10.0,79.0
Tarawa Terrace,7033,0.0,84.0
Tarboro,7287,5.0,84.0
Tarentum,7087,0.0,84.0
Tariffville,9050,0.0,84.0
Tarkio,11213,0.0,79.0
Tarlton,7935,0.0,84.0
Tarpley,12447,0.0,84.0
Tarpon Springs,14838,0.0,84.0
Tarrs,7172,0.0,84.0
Tarrytown,18438,0.0,84.0
Tarzan,6235,15.0,84.0
Tarzana,6721,5.0,79.0
Tasley,6091,0.0,84.0
Taswell,11056,0.0,84.0
Tatamy,8430,0.0,84.0
Tate,8995,0.0,84.0
Tatitlek,5344,0.0,84.0
Tatum,25791,0.0,84.0
Tatums,6574,0.0,84.0
Taunton,16542,0.0,84.0
Tavares,12945,0.0,84.0
Tavernier,7080,0.0,84.0
Tawas City,9782,0.0,84.0
Taylor,79352,0.0,84.0
Taylor Ridge,10014,0.0,84.0
Taylor Springs,6441,0.0,84.0
Taylors,8003,0.0,84.0
Taylors Falls,10072,0.0,84.0
Taylors Island,4085,0.0,84.0
Taylorsville,51150,0.0,84.0
Taylorville,11575,0.0,69.0
Tazewell,14961,0.0,84.0
Tchula,5381,0.0,84.0
Tea,6476,0.0,79.0
Teaberry,7727,0.0,84.0
Teachey,7932,0.0,84.0
Teague,6616,5.0,79.0
Teaneck,11681,0.0,79.0
Teasdale,7778,0.0,84.0
Tebbetts,9435,0.0,74.0
Tecate,14102,0.0,84.0
Tecopa,5624,0.0,84.0
Tecumseh,32575,0.0,84.0
Teec Nos Pos,9208,10.0,84.0
Tehachapi,14077,0.0,84.0
Tehama,5641,0.0,84.0
Tehuacana,10015,5.0,84.0
Tekamah,5321,5.0,84.0
Tekoa,9214,0.0,84.0
Tekonsha,4879,0.0,84.0
Telephone,5266,0.0,84.0
Telferner,6195,0.0,84.0
Telford,23353,0.0,84.0
Tell,10338,0.0,84.0
Tell City,7793,10.0,84.0
Teller,13356,0.0,84.0
Tellico Plains,8758,5.0,84.0
Telluride,6148,0.0,84.0
Temecula,25426,0.0,84.0
Tempe,31900,0.0,84.0
Temperance,5883,0.0,84.0
Temperanceville,6271,0.0,84.0
Temple,82519,0.0,84.0
Temple Bar Marina,6404,0.0,79.0
Temple City,11118,0.0,84.0
Temple Hills,7950,0.0,84.0
Templeton,33586,0.0,84.0
Ten Mile,7182,0.0,84.0
Ten Sleep,6479,0.0,84.0
Tenafly,10677,0.0,84.0
Tenaha,5388,0.0,84.0
Tenakee Springs,9387,0.0,84.0
Tenants Harbor,2811,0.0,84.0
Tendoy,7295,0.0,84.0
Tenino,9999,0.0,84.0
Tenmile,11700,0.0,84.0
Tennessee,10537,0.0,84.0
Tennessee Colony,9973,0.0,84.0
Tennessee Ridge,8337,0.0,84.0
Tennga,7797,0.0,84.0
Tennille,9220,0.0,84.0
Tennyson,14256,5.0,84.0
Tensed,4355,0.0,84.0
Tenstrike,7630,0.0,84.0
Tererro,6272,5.0,84.0
Terlingua,9905,0.0,84.0
Terlton,5574,0.0,84.0
Termo,6003,0.0,84.0
Terra Alta,9801,0.0,84.0
Terra Bella,4862,0.0,84.0
Terrace Park,14053,0.0,84.0
Terral,5148,0.0,84.0
Terre Haute,57875,0.0,84.0
Terre Hill,7076,0.0,84.0
Terrebonne,8068,5.0,84.0
Terrell,29139,0.0,84.0
Terreton,9374,0.0,84.0
Terril,9696,0.0,84.0
Terry,13858,0.0,84.0
Terryville,10744,0.0,79.0
Tescott,8842,0.0,84.0
Tesuque,5716,0.0,84.0
Teterboro,7268,0.0,84.0
Teton,8691,0.0,84.0
Teton Village,11831,0.0,84.0
Tetonia,9388,0.0,74.0
Teutopolis,11611,0.0,79.0
Tewksbury,7908,5.0,84.0
Texarkana,27451,0.0,84.0
Texas City,17469,0.0,84.0
Texhoma,11711,0.0,84.0
Texico,14967,0.0,84.0
Texline,7681,0.0,84.0
Thackerville,3999,5.0,84.0
Thatcher,13604,0.0,84.0
Thawville,8233,0.0,84.0
Thaxton,13462,0.0,84.0
Thayer,38969,0.0,84.0
Thayne,8283,0.0,84.0
The Colony,6193,0.0,84.0
The Dalles,4522,0.0,84.0
The Plains,17208,0.0,84.0
The Rock,8680,0.0,84.0
The Sea Ranch,10967,0.0,84.0
The Villages,9883,0.0,84.0
Thebes,8766,0.0,84.0
Thedford,12030,0.0,79.0
Thelma,7886,0.0,84.0
Thendara,8021,0.0,79.0
Theodore,27173,0.0,84.0
Theodosia,7209,0.0,84.0
Theresa,12279,0.0,84.0
Theriot,6432,10.0,84.0
Thermal,5885,0.0,84.0
Thermopolis,9476,0.0,84.0
Thetford Center,7101,0.0,84.0
Thibodaux,9391,0.0,84.0
Thicket,8041,0.0,84.0
Thida,4774,0.0,84.0
Thief River Falls,9480,0.0,84.0
Thiells,10157,0.0,84.0
Thiensville,10455,5.0,84.0
