City,population,minimum_age,maximum_age
Escondido,36973,0.0,84.0
Eskdale,8568,0.0,84.0
Esko,8437,0.0,79.0
Eskridge,4965,10.0,84.0
Esmond,16552,0.0,79.0
Esmont,9791,5.0,84.0
Esopus,7863,0.0,84.0
Espanola,14786,0.0,84.0
Esparto,8835,0.0,84.0
Esperance,8216,0.0,84.0
Essex,76653,0.0,84.0
Essex Fells,9226,0.0,84.0
Essex Junction,5960,0.0,84.0
Essexville,7771,0.0,84.0
Essie,6474,0.0,84.0
Essington,11546,5.0,79.0
Estacada,6083,0.0,84.0
Estancia,4407,5.0,84.0
Estcourt Station,7440,0.0,84.0
Estell Manor,8600,0.0,84.0
Estelline,20637,0.0,84.0
Estero,6397,0.0,84.0
Estes Park,16761,0.0,84.0
Estherville,7857,0.0,84.0
Estherwood,9847,10.0,84.0
Estill,7779,0.0,84.0
Estill Springs,9141,5.0,84.0
Estillfork,8936,0.0,84.0
Ethan,8958,0.0,84.0
Ethel,50056,0.0,84.0
Ethelsville,9651,5.0,84.0
Ethridge,8446,0.0,84.0
Etlan,8154,0.0,84.0
Etna,39878,0.0,84.0
Etna Green,11993,0.0,84.0
Etoile,6645,0.0,84.0
Etowah,28077,0.0,84.0
Etta,6687,0.0,84.0
Etters,8647,0.0,84.0
Ettrick,8515,5.0,84.0
Eubank,6079,0.0,84.0
Eucha,7602,0.0,84.0
Euclid,36277,0.0,84.0
Eudora,16244,0.0,84.0
Eufaula,15163,0.0,84.0
Eugene,49645,0.0,84.0
Euless,20405,0.0,84.0
Eunice,25272,0.0,84.0
Eupora,9467,0.0,84.0
Eure,8941,0.0,84.0
Eureka,83019,0.0,84.0
Eureka Springs,19220,0.0,84.0
Eustace,8047,0.0,79.0
Eustis,44034,0.0,84.0
Eutaw,10877,5.0,84.0
Eutawville,6520,0.0,84.0
Eva,13245,0.0,84.0
Evadale,5313,0.0,84.0
Evangeline,7060,0.0,84.0
Evans,39597,0.0,84.0
Evans City,8575,0.0,84.0
Evans Mills,11190,0.0,84.0
Evansdale,13129,0.0,84.0
Evansport,7220,0.0,79.0
Evanston,36554,0.0,84.0
Evansville,117240,0.0,84.0
Evant,6315,0.0,84.0
Evart,12557,5.0,84.0
Evarts,12067,0.0,84.0
Eveleth,6881,0.0,84.0
Evening Shade,12054,0.0,84.0
Evensville,11528,5.0,84.0
Everest,9204,0.0,79.0
Everett,63237,0.0,84.0
Everetts,6075,0.0,84.0
Everglades City,2758,0.0,84.0
Evergreen,36677,0.0,84.0
Evergreen Park,5166,0.0,84.0
Everly,7607,0.0,84.0
Everson,20618,0.0,84.0
Everton,17099,0.0,84.0
Evington,10976,0.0,84.0
Ewa Beach,3475,0.0,74.0
Ewell,8781,10.0,79.0
Ewen,7378,0.0,84.0
Ewing,44384,0.0,84.0
Excel,6452,0.0,84.0
Excello,9433,0.0,84.0
Excelsior,11760,0.0,84.0
Excelsior Springs,9173,5.0,84.0
Exchange,11447,5.0,84.0
Exeland,7857,0.0,84.0
Exeter,55432,0.0,84.0
Exira,4547,0.0,79.0
Exline,6163,0.0,84.0
Exmore,7981,0.0,84.0
Export,11309,0.0,84.0
Exton,6542,0.0,84.0
Eyota,7129,0.0,84.0
Ezel,9177,0.0,79.0
Fabens,5457,0.0,84.0
Faber,4907,0.0,74.0
Fabius,10989,0.0,84.0
Fackler,9473,0.0,84.0
Factoryville,10419,0.0,84.0
Fair Bluff,9633,0.0,79.0
Fair Grove,10827,0.0,84.0
Fair Haven,38035,0.0,84.0
Fair Lawn,8645,0.0,79.0
Fair Oaks,17132,0.0,84.0
Fair Play,15622,0.0,84.0
Fairacres,11608,0.0,79.0
Fairbank,15290,0.0,84.0
Fairbanks,57923,0.0,84.0
Fairborn,6421,0.0,84.0
Fairburn,12558,0.0,84.0
Fairbury,17234,0.0,84.0
Fairchance,10654,0.0,84.0
Fairchild,5876,0.0,79.0
Fairchild Air Force Base,8790,0.0,79.0
Fairdale,27458,0.0,84.0
Fairdealing,5676,5.0,84.0
Fairfax,114478,0.0,84.0
Fairfax Station,6980,0.0,79.0
Fairfield,177306,0.0,84.0
Fairfield Bay,8805,0.0,79.0
Fairgrove,5466,5.0,84.0
Fairhaven,5222,0.0,84.0
Fairhope,19966,0.0,84.0
Fairland,14525,0.0,84.0
Fairlee,7095,5.0,84.0
Fairless Hills,12033,0.0,79.0
Fairmont,45300,0.0,84.0
Fairmount,32544,0.0,84.0
Fairmount City,16635,0.0,84.0
Fairplay,13456,0.0,84.0
Fairpoint,10006,0.0,84.0
Fairport,10003,0.0,84.0
Fairton,7877,0.0,84.0
Fairview,135363,0.0,84.0
Fairview Heights,7866,0.0,84.0
Fairwater,9310,0.0,84.0
Faison,8134,0.0,84.0
Faith,4683,0.0,84.0
Fajardo,6740,0.0,84.0
Falcon,17111,0.0,84.0
Falcon Heights,10013,0.0,84.0
Falconer,11439,0.0,84.0
Falfurrias,9871,0.0,84.0
Falkland,9581,0.0,84.0
Falkner,6432,0.0,84.0
Falkville,9142,0.0,84.0
Fall Branch,8327,0.0,84.0
Fall City,11918,0.0,84.0
Fall Creek,15501,0.0,84.0
Fall River,48191,0.0,84.0
Fall River Mills,5789,0.0,84.0
Fallbrook,8910,0.0,84.0
Fallentimber,11985,0.0,79.0
Falling Waters,9170,0.0,74.0
Fallon,13440,0.0,84.0
Falls,6087,0.0,84.0
Falls Church,32098,0.0,84.0
Falls City,18092,0.0,84.0
Falls Creek,4596,5.0,84.0
Falls Mills,9047,0.0,79.0
Falls Of Rough,4063,0.0,84.0
Falls Village,10456,0.0,84.0
Fallsburg,9528,0.0,84.0
Fallston,9101,0.0,84.0
Falmouth,37132,0.0,84.0
False Pass,6952,0.0,84.0
Falun,8963,0.0,84.0
Fancy Farm,10809,0.0,79.0
Fancy Gap,8170,10.0,79.0
Fannettsburg,9881,0.0,84.0
Fannin,7171,0.0,84.0
Fanrock,9056,0.0,84.0
Fanshawe,8230,0.0,84.0
Fanwood,6753,0.0,84.0
Far Hills,8547,0.0,84.0
Far Rockaway,16762,0.0,84.0
Farber,11181,0.0,84.0
Fargo,44896,0.0,84.0
Faribault,11025,0.0,84.0
Farina,6676,5.0,84.0
Farley,7987,0.0,79.0
Farlington,8652,0.0,84.0
Farmdale,6203,5.0,84.0
Farmer City,4899,0.0,84.0
Farmersburg,21095,0.0,84.0
Farmersville,32451,0.0,84.0
Farmersville Station,8617,5.0,84.0
Farmerville,8138,0.0,84.0
Farmingdale,22603,0.0,84.0
Farmington,187249,0.0,84.0
Farmington Falls,6246,0.0,84.0
Farmingville,9540,0.0,84.0
Farmland,9882,0.0,84.0
Farmville,26659,0.0,84.0
Farnam,10276,0.0,84.0
Farner,9409,0.0,84.0
Farnham,16236,0.0,84.0
Farnhamville,5186,0.0,84.0
Farnsworth,7865,0.0,79.0
Farragut,8568,0.0,84.0
Farrar,12399,0.0,79.0
Farrell,18205,0.0,84.0
Farson,6292,0.0,79.0
Farwell,37415,0.0,84.0
Fate,9341,0.0,84.0
Faucett,7665,0.0,84.0
Faulkner,9063,0.0,84.0
Faulkton,8354,0.0,84.0
Faunsdale,13429,0.0,84.0
Fawn Grove,11525,0.0,84.0
Fawnskin,5903,0.0,84.0
Faxon,9508,0.0,84.0
Fay,10313,0.0,79.0
Fayette,42820,0.0,84.0
Fayette City,12807,0.0,84.0
Fayetteville,159261,0.0,84.0
Fayville,9423,0.0,79.0
Faywood,7013,5.0,84.0
Fe Warren AFB,9622,0.0,84.0
Feasterville Trevose,6685,0.0,84.0
Federal Dam,7061,0.0,79.0
Federal Way,19774,0.0,84.0
Federalsburg,11249,0.0,84.0
Fedhaven,5744,0.0,84.0
Fedora,5695,0.0,79.0
Fedscreek,11299,5.0,84.0
Feeding Hills,6634,0.0,79.0
Felch,11295,0.0,84.0
Felda,4978,0.0,84.0
Felicity,6420,0.0,84.0
Fellows,7727,0.0,84.0
Fellsmere,5995,5.0,84.0
Felt,16772,0.0,84.0
Felton,34131,0.0,84.0
Felts Mills,7867,0.0,84.0
Fence,10085,0.0,79.0
Fence Lake,10399,5.0,84.0
Fenelton,11642,0.0,84.0
Fennimore,6398,0.0,84.0
Fennville,12236,0.0,84.0
Fenton,43256,0.0,84.0
Fentress,13049,0.0,84.0
Fenwick,23455,0.0,84.0
Fenwick Island,10194,0.0,84.0
Ferdinand,15638,0.0,84.0
Fergus Falls,11271,0.0,84.0
Ferguson,26516,0.0,84.0
Fernandina Beach,14405,5.0,84.0
Ferndale,35509,0.0,84.0
Ferney,9173,5.0,84.0
Fernley,5811,0.0,84.0
Fernwood,19271,0.0,84.0
Ferriday,6445,0.0,79.0
Ferris,12677,0.0,84.0
Ferrisburg,4086,0.0,79.0
Ferron,5237,0.0,84.0
Ferrum,8393,5.0,84.0
Ferryville,10990,0.0,84.0
Fertile,11514,0.0,84.0
Fessenden,8604,0.0,84.0
Festus,14311,0.0,84.0
Feura Bush,7701,0.0,79.0
Fiatt,7386,0.0,84.0
Fiddletown,10088,0.0,84.0
Fidelity,4304,0.0,74.0
Fieldale,5808,0.0,84.0
Fielding,7798,0.0,84.0
Fieldon,6294,0.0,84.0
Fields,6958,0.0,84.0
Fields Landing,10084,0.0,84.0
Fieldton,6899,0.0,84.0
Fife Lake,9947,0.0,84.0
Fifield,9371,0.0,84.0
Fifty Lakes,10435,5.0,84.0
Fifty Six,17827,0.0,84.0
Filer,11592,5.0,79.0
Filer City,8137,0.0,84.0
Filion,7388,5.0,84.0
Filley,6050,0.0,84.0
Fillmore,35695,0.0,84.0
Fincastle,11121,0.0,84.0
Finchville,8236,0.0,84.0
Findlay,18389,0.0,84.0
Findley Lake,10321,0.0,84.0
Fine,6617,0.0,74.0
Fingal,10471,0.0,84.0
Finger,8261,0.0,84.0
Fingerville,8821,0.0,84.0
Finksburg,11043,0.0,79.0
Finland,7500,0.0,84.0
Finlayson,8854,0.0,84.0
Finley,28099,0.0,84.0
Finleyville,5115,0.0,84.0
Firebaugh,9030,0.0,84.0
Firestone,11885,5.0,84.0
Firth,21703,0.0,84.0
Fischer,9322,0.0,84.0
Fish Camp,4035,0.0,84.0
Fish Creek,6887,0.0,84.0
Fish Haven,10675,0.0,84.0
Fisher,39486,0.0,84.0
Fishers,10384,0.0,84.0
Fishers Island,8558,0.0,84.0
Fishers Landing,7917,0.0,84.0
Fishersville,11878,0.0,84.0
Fishertown,6883,5.0,84.0
Fisherville,3131,0.0,84.0
Fishing Creek,9411,0.0,84.0
Fishkill,11639,5.0,84.0
Fishs Eddy,9053,0.0,84.0
Fishtail,13207,0.0,84.0
Fisk,10844,0.0,84.0
Fiskdale,8183,0.0,84.0
Fitchburg,7087,0.0,84.0
Fithian,9001,0.0,84.0
Fittstown,8059,0.0,84.0
Fitzgerald,9266,5.0,84.0
Fitzhugh,8903,0.0,84.0
Fitzpatrick,14953,0.0,84.0
Fitzwilliam,3907,0.0,79.0
Five Points,25639,0.0,84.0
Flag Pond,9974,0.0,84.0
Flagler,9633,0.0,84.0
Flagler Beach,11751,0.0,84.0
Flagstaff,34579,0.0,84.0
Flagtown,7374,5.0,84.0
Flanagan,10283,0.0,84.0
Flanders,8920,0.0,84.0
Flandreau,11937,0.0,84.0
Flasher,7573,0.0,79.0
Flat Lick,6047,0.0,79.0
Flat Rock,34664,0.0,84.0
Flat Top,14980,0.0,84.0
Flatgap,9351,0.0,84.0
Flatonia,7640,0.0,84.0
Flatwoods,22479,0.0,84.0
Flaxton,7595,0.0,84.0
Flaxville,6910,0.0,84.0
Fleetville,10739,0.0,84.0
Fleetwood,15635,0.0,84.0
Fleischmanns,11738,0.0,79.0
Fleming,36398,0.0,84.0
Flemingsburg,8447,0.0,84.0
Flemington,21635,0.0,84.0
Flensburg,10034,0.0,84.0
Fletcher,40308,0.0,84.0
Flint,91616,0.0,84.0
Flint Hill,8652,0.0,84.0
Flinton,7615,0.0,79.0
Flintstone,13543,0.0,84.0
Flintville,8849,0.0,84.0
Flippin,7804,0.0,84.0
Flom,9101,0.0,84.0
Flomaton,5473,0.0,84.0
Flomot,6825,0.0,74.0
Floodwood,7035,5.0,84.0
Flora,23631,0.0,84.0
Flora Vista,6502,0.0,84.0
Florahome,8935,0.0,84.0
Floral,12969,0.0,84.0
Floral City,8051,5.0,84.0
Floral Park,14905,0.0,84.0
Florala,6412,0.0,79.0
Florence,176887,0.0,84.0
Floresville,10590,0.0,84.0
Florham Park,6804,0.0,79.0
Florida,12444,0.0,84.0
Florien,6011,0.0,84.0
Floris,8108,0.0,79.0
Florissant,37157,0.0,84.0
Floriston,7777,0.0,84.0
Flossmoor,6042,0.0,79.0
Flournoy,7020,0.0,84.0
Flourtown,4380,0.0,84.0
Flovilla,7528,0.0,79.0
Flower Mound,16192,0.0,84.0
Floweree,10002,5.0,84.0
Flowery Branch,7376,5.0,84.0
Floyd,24992,0.0,84.0
Floydada,8719,0.0,84.0
Floyds Knobs,7867,0.0,84.0
Fluker,7371,5.0,84.0
Flushing,77387,0.0,84.0
Fluvanna,10524,0.0,84.0
Fly Creek,8694,0.0,84.0
Flynn,9210,0.0,84.0
Fogelsville,11363,0.0,84.0
Folcroft,11198,0.0,84.0
Foley,23226,0.0,84.0
Folkston,7283,0.0,84.0
Follansbee,4528,0.0,84.0
Follett,10433,0.0,84.0
Folly Beach,9844,0.0,84.0
Folsom,37366,0.0,84.0
Fombell,10066,0.0,84.0
Fond Du Lac,17835,0.0,84.0
Fonda,13343,0.0,84.0
Fontana,46642,0.0,84.0
Fontana Dam,7164,5.0,84.0
Fontanelle,5762,0.0,84.0
Foosland,7563,0.0,84.0
Foothill Ranch,8765,5.0,84.0
Footville,5507,0.0,84.0
Forbes,9659,0.0,84.0
Forbes Road,8359,0.0,84.0
Forbestown,11882,0.0,84.0
Force,13214,5.0,84.0
Ford,28028,0.0,84.0
Ford City,12185,0.0,84.0
Ford Cliff,5427,0.0,84.0
Fordland,7035,0.0,84.0
Fordoche,7425,0.0,84.0
Fords,9791,0.0,84.0
Fords Branch,6671,0.0,84.0
Fordsville,12194,0.0,84.0
Fordville,6753,0.0,84.0
Fordyce,23943,0.0,84.0
Foreman,5767,0.0,84.0
Forest,22993,0.0,84.0
Forest City,36646,0.0,84.0
Forest Falls,6056,10.0,84.0
Forest Grove,4289,0.0,84.0
Forest Hill,19255,0.0,84.0
Forest Hills,18305,0.0,84.0
Forest Home,12105,0.0,79.0
Forest Junction,6581,0.0,84.0
Forest Knolls,5866,0.0,79.0
Forest Lake,8488,0.0,79.0
Forest Lakes,7572,0.0,74.0
Forest Park,23100,0.0,84.0
Forest Ranch,7235,0.0,84.0
Forest River,8709,5.0,84.0
Forestburg,9420,0.0,84.0
Forestburgh,6359,0.0,84.0
Forestdale,6239,0.0,84.0
Forestgrove,6148,0.0,84.0
Foresthill,7822,0.0,74.0
Foreston,6879,0.0,84.0
Forestport,9120,0.0,84.0
Forestville,30553,0.0,84.0
Forgan,8912,5.0,84.0
Foristell,14241,5.0,84.0
Fork,13888,0.0,84.0
Fork Union,7303,5.0,74.0
Forked River,15011,0.0,84.0
Forkland,7885,0.0,74.0
Forks,11749,0.0,84.0
Forks Of Salmon,5684,0.0,84.0
Forksville,7881,0.0,79.0
Forman,6293,5.0,84.0
Formoso,5037,0.0,84.0
Forney,6224,0.0,84.0
Forrest,5134,5.0,84.0
Forrest City,8807,0.0,84.0
Forreston,19019,0.0,84.0
Forsan,9381,0.0,84.0
Forsyth,23928,0.0,84.0
Fort Ann,8264,0.0,84.0
Fort Apache,10332,0.0,84.0
Fort Ashby,6650,0.0,84.0
Fort Atkinson,18079,0.0,84.0
Fort Belvoir,7839,0.0,84.0
Fort Benning,9417,0.0,84.0
Fort Benton,8111,0.0,84.0
Fort Bidwell,7702,0.0,84.0
Fort Blackmore,10856,0.0,84.0
Fort Bragg,27548,0.0,84.0
Fort Branch,8368,5.0,84.0
Fort Bridger,12915,0.0,84.0
Fort Buchanan,5090,0.0,84.0
Fort Calhoun,7757,0.0,84.0
Fort Campbell,5597,0.0,84.0
Fort Cobb,7705,0.0,84.0
Fort Collins,50820,0.0,84.0
Fort Covington,10478,0.0,84.0
Fort Davis,13458,0.0,84.0
Fort Defiance,16111,0.0,84.0
Fort Deposit,6780,0.0,79.0
Fort Dodge,8921,0.0,84.0
Fort Drum,6842,0.0,84.0
Fort Duchesne,4825,5.0,84.0
Fort Edward,6011,0.0,84.0
Fort Eustis,12150,0.0,79.0
Fort Fairfield,5979,0.0,84.0
Fort Garland,9580,0.0,84.0
Fort Gay,4629,0.0,84.0
Fort George G Meade,11971,5.0,84.0
Fort Gibson,7077,5.0,84.0
Fort Gratiot,9680,5.0,84.0
Fort Hall,10383,5.0,84.0
Fort Hancock,10713,0.0,84.0
Fort Harrison,6469,0.0,84.0
Fort Hill,12024,0.0,84.0
Fort Howard,8225,0.0,84.0
Fort Huachuca,6088,0.0,84.0
Fort Hunter,8439,0.0,84.0
Fort Irwin,10382,5.0,84.0
Fort Jennings,11714,5.0,79.0
Fort Johnson,8810,0.0,84.0
Fort Jones,10605,0.0,84.0
Fort Kent,7650,5.0,79.0
Fort Klamath,8465,0.0,84.0
Fort Knox,5875,0.0,84.0
Fort Laramie,8494,0.0,84.0
Fort Lauderdale,216848,0.0,84.0
Fort Lawn,9452,0.0,84.0
Fort Leavenworth,7140,0.0,79.0
Fort Lee,11668,0.0,84.0
Fort Leonard Wood,6305,0.0,84.0
Fort Littleton,9623,5.0,84.0
Fort Loramie,7194,0.0,84.0
Fort Loudon,8555,0.0,84.0
Fort Lupton,5569,0.0,84.0
Fort Lyon,10159,0.0,84.0
Fort Madison,15779,0.0,84.0
Fort McCoy,5016,0.0,84.0
Fort McKavett,9146,5.0,84.0
Fort Mcdowell,7638,0.0,79.0
Fort Meade,18396,0.0,84.0
Fort Mill,19510,0.0,84.0
Fort Mitchell,11725,5.0,84.0
Fort Mohave,9318,0.0,84.0
Fort Monmouth,10393,0.0,84.0
Fort Monroe,8905,0.0,84.0
Fort Montgomery,9292,0.0,84.0
Fort Morgan,7930,0.0,84.0
Fort Myers,71061,0.0,84.0
Fort Myers Beach,6835,0.0,84.0
Fort Necessity,8443,0.0,84.0
Fort Oglethorpe,6837,0.0,84.0
Fort Payne,13622,0.0,84.0
Fort Peck,7643,5.0,79.0
Fort Pierce,70801,0.0,84.0
Fort Pierre,10968,0.0,84.0
Fort Plain,6125,0.0,79.0
Fort Ransom,7812,0.0,84.0
Fort Recovery,7135,0.0,84.0
Fort Richardson,6767,0.0,79.0
Fort Riley,3684,0.0,84.0
Fort Ripley,3681,5.0,84.0
Fort Rock,6360,0.0,84.0
Fort Rucker,5822,5.0,84.0
Fort Scott,9355,0.0,84.0
Fort Shaw,8763,0.0,84.0
Fort Sill,7790,0.0,84.0
Fort Smith,49082,0.0,84.0
Fort Stanton,12667,0.0,84.0
Fort Stewart,22043,0.0,84.0
Fort Stockton,8160,0.0,84.0
Fort Sumner,11467,0.0,84.0
Fort Supply,8540,5.0,74.0
Fort Thomas,12874,0.0,84.0
Fort Thompson,10310,0.0,84.0
Fort Totten,6569,0.0,84.0
Fort Towson,10006,0.0,84.0
Fort Valley,19797,0.0,84.0
Fort Wainwright,7383,0.0,84.0
Fort Walton Beach,10130,0.0,84.0
Fort Washakie,3785,0.0,84.0
Fort Washington,14083,0.0,84.0
Fort Wayne,127177,0.0,84.0
Fort White,5255,0.0,84.0
Fort Wingate,8542,0.0,84.0
Fort Worth,279015,0.0,84.0
Fort Yates,4733,0.0,84.0
Fort Yukon,7675,0.0,84.0
Fortescue,5206,5.0,79.0
Fortine,7715,0.0,84.0
Fortson,7093,5.0,84.0
Fortuna,20910,0.0,84.0
Fortville,7604,10.0,84.0
Foss,7128,0.0,84.0
Fossil,7307,0.0,84.0
Fosston,5924,0.0,84.0
Foster,51153,0.0,84.0
Foster City,6852,0.0,84.0
Fosters,3605,0.0,79.0
Fostoria,15954,0.0,84.0
Fouke,6514,0.0,84.0
Fountain,44942,0.0,84.0
Fountain City,11677,0.0,84.0
Fountain Green,8856,0.0,79.0
Fountain Hill,8953,5.0,84.0
Fountain Hills,8027,0.0,84.0
Fountain Inn,7319,0.0,79.0
Fountain Run,6268,0.0,84.0
Fountain Valley,5599,0.0,84.0
Fountaintown,6793,0.0,84.0
Fountainville,8239,0.0,84.0
Four Corners,7991,5.0,84.0
Four Oaks,10079,0.0,84.0
Four States,3612,5.0,84.0
Fourmile,11640,0.0,84.0
Fowler,55599,0.0,84.0
Fowlerton,14654,0.0,84.0
Fowlerville,5544,0.0,84.0
Fox,9919,0.0,84.0
Fox Island,7712,0.0,84.0
Fox Lake,14727,0.0,84.0
Fox River Grove,9337,5.0,84.0
Foxboro,17282,0.0,84.0
Foxburg,12913,0.0,79.0
Foxhome,9723,0.0,84.0
Foxworth,7315,0.0,84.0
Frackville,10422,0.0,84.0
Frakes,10355,0.0,79.0
Frametown,7923,5.0,84.0
Framingham,19973,0.0,84.0
Francestown,12422,0.0,84.0
Francesville,9590,0.0,84.0
Francis,9467,0.0,84.0
Francis Creek,6219,5.0,84.0
Francisco,9664,0.0,84.0
Francitas,8852,0.0,84.0
Franconia,8764,0.0,84.0
Frankenmuth,7365,0.0,84.0
Frankewing,8824,5.0,84.0
Frankford,22549,0.0,84.0
Frankfort,90238,0.0,84.0
Franklin,238481,0.0,84.0
Franklin Furnace,6821,0.0,84.0
Franklin Grove,5645,0.0,84.0
Franklin Lakes,12686,5.0,84.0
Franklin Park,14739,0.0,84.0
Franklin Springs,8783,0.0,84.0
Franklin Square,8851,0.0,84.0
Franklinton,20335,5.0,84.0
Franklinville,20126,0.0,84.0
Frankston,6893,0.0,84.0
Franksville,5867,0.0,84.0
Frankton,6670,0.0,84.0
Franktown,11765,0.0,84.0
Frankville,5606,0.0,79.0
Frannie,4253,0.0,84.0
Fraser,13549,0.0,84.0
Frazee,8853,5.0,84.0
Frazer,8411,0.0,84.0
Frazeysburg,6161,0.0,84.0
Frazier Park,10096,0.0,84.0
Fraziers Bottom,5239,0.0,84.0
Fred,11976,0.0,84.0
Frederic,13292,0.0,84.0
Frederica,10923,0.0,79.0
Frederick,83998,0.0,84.0
Fredericksburg,65949,0.0,84.0
Fredericktown,24196,0.0,84.0
Fredonia,58982,0.0,84.0
Free Soil,7766,0.0,79.0
Free Union,4334,0.0,84.0
Freeborn,8241,0.0,84.0
Freeburg,25014,0.0,84.0
Freeburn,8962,0.0,84.0
Freedom,63485,0.0,84.0
Freehold,21114,0.0,84.0
Freeland,34293,0.0,84.0
Freelandville,8261,0.0,84.0
Freeman,32345,0.0,84.0
Freeman Spur,7484,0.0,84.0
Freeport,93035,0.0,84.0
Freer,5374,0.0,79.0
Freetown,9900,0.0,79.0
Freeville,11037,0.0,79.0
Freistatt,11986,0.0,79.0
Fremont,110181,0.0,84.0
Fremont Center,8040,5.0,84.0
French Camp,19290,0.0,84.0
French Creek,9663,5.0,84.0
French Gulch,3967,5.0,84.0
French Lick,11589,0.0,84.0
French Settlement,5831,0.0,84.0
French Village,7964,0.0,79.0
Frenchboro,12089,0.0,84.0
Frenchburg,8114,5.0,79.0
Frenchglen,7475,5.0,84.0
Frenchmans Bayou,7315,0.0,84.0
Frenchtown,16695,0.0,84.0
Frenchville,13004,0.0,84.0
Fresh Meadows,14890,0.0,84.0
Fresno,158339,0.0,84.0
Frewsburg,7097,0.0,79.0
Friant,8385,0.0,84.0
Friars Point,7907,0.0,79.0
Friday Harbor,17028,0.0,84.0
Friedens,5119,10.0,84.0
Friedensburg,7536,0.0,84.0
Friedheim,9628,5.0,84.0
Friend,6541,0.0,84.0
Friendly,6118,0.0,84.0
Friendship,55494,0.0,84.0
Friendsville,30585,0.0,84.0
Friendswood,11317,0.0,84.0
Frierson,11142,0.0,84.0
Fries,8582,10.0,84.0
Friesland,10697,0.0,84.0
Friona,4567,0.0,84.0
Frisco,42466,0.0,84.0
Frisco City,10547,0.0,79.0
Fritch,8280,5.0,84.0
Frohna,6982,5.0,84.0
Froid,7356,5.0,84.0
Fromberg,8119,0.0,84.0
Front Royal,4898,0.0,84.0
Frontenac,14171,0.0,84.0
Frontier,7938,0.0,74.0
Frost,18170,0.0,84.0
Frostburg,8219,5.0,84.0
Frostproof,8262,0.0,84.0
Fruita,9697,0.0,84.0
Fruitdale,9582,0.0,84.0
Fruithurst,9997,0.0,84.0
Fruitland,46701,0.0,84.0
Fruitland Park,12334,0.0,84.0
Fruitport,10461,0.0,84.0
Fruitvale,8890,0.0,84.0
Fryburg,10896,0.0,84.0
Fryeburg,10534,0.0,84.0
Ft Mitchell,5835,0.0,84.0
Ft Myer,5807,0.0,84.0
Fulda,18081,0.0,84.0
Fulks Run,11058,0.0,84.0
Fullerton,49181,0.0,84.0
Fulshear,11142,0.0,84.0
Fulton,135520,0.0,84.0
Fultondale,12437,0.0,84.0
Fultonham,19530,0.0,84.0
Fultonville,6099,0.0,84.0
Fults,10447,10.0,84.0
Funk,6109,10.0,84.0
Funkstown,10736,0.0,74.0
Fuquay Varina,8085,0.0,84.0
Furlong,7938,0.0,84.0
Furman,7839,0.0,79.0
Fyffe,5633,0.0,79.0
Gaastra,7523,0.0,84.0
Gabbs,7313,0.0,84.0
Gable,5691,0.0,84.0
Gabriels,8691,0.0,84.0
Gackle,4337,0.0,84.0
Gadsden,66307,0.0,84.0
Gaffney,22604,0.0,84.0
Gage,7413,0.0,79.0
Gagetown,8858,0.0,84.0
Gail,8508,0.0,84.0
Gaines,15854,0.0,84.0
Gainesboro,4659,0.0,84.0
Gainestown,9430,0.0,84.0
Gainesville,172822,0.0,84.0
Gaithersburg,40884,0.0,84.0
Gakona,7605,0.0,84.0
Galata,6654,0.0,84.0
Galatia,9926,0.0,84.0
Galax,11280,0.0,79.0
Galena,54754,0.0,84.0
Galena Park,8762,0.0,79.0
Gales Creek,6235,0.0,84.0
Gales Ferry,9092,0.0,84.0
Galesburg,31579,0.0,84.0
Galesville,22544,0.0,84.0
Galeton,17759,0.0,84.0
Galien,9014,0.0,84.0
Galion,4125,0.0,84.0
Galivants Ferry,9136,5.0,84.0
Gallagher,6775,5.0,84.0
Gallant,5319,0.0,84.0
Gallatin,31053,0.0,84.0
Gallatin Gateway,6914,0.0,84.0
Gallaway,8584,0.0,84.0
Galliano,8699,0.0,84.0
Gallina,4284,0.0,84.0
Gallion,5334,0.0,84.0
Gallipolis,7485,0.0,84.0
Gallipolis Ferry,15356,0.0,84.0
Gallitzin,6944,5.0,84.0
Galloway,28186,0.0,84.0
Gallup,12545,0.0,84.0
Galt,40148,0.0,84.0
Galva,24258,0.0,84.0
Galveston,38146,0.0,84.0
Galvin,8883,10.0,84.0
Galway,5358,0.0,84.0
Gamaliel,17413,0.0,84.0
Gambell,11447,0.0,84.0
Gambier,13991,5.0,84.0
Gambrills,7737,0.0,84.0
Gamerco,5269,0.0,74.0
Ganado,20387,0.0,84.0
Gandeeville,7431,0.0,84.0
Gann Valley,6098,0.0,74.0
Gans,9518,0.0,84.0
Gansevoort,5731,0.0,84.0
Gantt,5061,5.0,84.0
Gap,3200,5.0,74.0
Gap Mills,8393,0.0,84.0
Garards Fort,4747,5.0,84.0
Garber,21177,0.0,84.0
Garberville,11040,0.0,84.0
Garden,8379,0.0,84.0
Garden City,88133,0.0,84.0
Garden Grove,54246,0.0,84.0
Garden Plain,9189,0.0,79.0
Garden Prairie,10387,0.0,84.0
Garden Valley,22584,0.0,84.0
Gardena,34685,0.0,84.0
Gardendale,15000,0.0,84.0
Gardiner,35620,0.0,84.0
Gardner,48519,0.0,84.0
Gardners,9812,0.0,84.0
Gardnerville,11004,0.0,84.0
Gardnerville Ranchos,16974,0.0,84.0
Garfield,70560,0.0,84.0
Garibaldi,10524,0.0,84.0
Garita,11760,0.0,84.0
