City,Hispanic,White,Black,Native,Asian,Pacific
Ozona,61.8,36.7,0.3,0.0,0.0,0.0
Pachuta,0.6,45.8,53.0,0.0,0.0,0.0
Paducah,18.366666666666667,72.96666666666665,7.1000000000000005,0.16666666666666666,0.3,0.03333333333333333
Pageland,4.0,61.3,33.1,0.1,0.5,0.0
Pagosa Springs,1.3,97.1,0.0,0.0,0.0,0.0
Paicines,57.9,36.6,0.7,0.3,2.5,0.1
Paige,34.5,55.3,7.7,0.4,0.8,0.0
Painesville,3.8,89.7,3.6,0.1,1.3,0.0
Palco,2.9,89.2,3.1,0.3,1.2,0.0
Palestine,16.8,60.2,21.1,0.4,0.6,0.0
Palisade,1.1,94.4,0.3,1.8,0.3,0.0
Palmer,50.8,48.3,0.1,0.05,0.1,0.15
Palmersville,2.2,87.1,9.1,0.1,0.1,0.0
Palmyra,9.3,65.5,18.7,0.5,2.1,0.4
Palo Alto,25.3,40.8,2.5,0.1,26.2,1.4
Pampa,26.4,65.9,4.4,0.8,0.4,0.1
Panna Maria,51.5,39.2,8.9,0.1,0.2,0.0
Pantego,7.4,66.0,25.7,0.0,0.0,0.0
Panther Burn,0.6,27.7,71.3,0.0,0.4,0.0
Paradise Valley,25.5,66.4,0.5,4.5,0.3,0.0
Paragon,1.4,96.5,0.4,0.1,0.6,0.0
Paragould,4.7,78.3,13.7,0.3,1.2,0.1
Paris,2.8666666666666667,90.23333333333335,3.3333333333333335,0.6,1.2333333333333332,0.03333333333333333
Parish,2.3,94.5,0.8,0.2,0.6,0.0
Parker,2.0,95.8,0.6,0.5,0.0,0.0
Parkersburg,1.0,95.5,1.1,0.1,0.6,0.0
Parkesburg,7.0,80.9,5.8,0.1,4.5,0.0
Parkman,4.2,91.7,0.8,1.1,0.7,0.0
Parksville,3.1,86.4,6.9,0.0,0.8,0.0
Parma,2.45,82.85,12.25,0.25,0.39999999999999997,0.0
Pateros,18.9,66.7,0.6,9.0,0.9,0.1
Patillas,99.8,0.1,0.0,0.0,0.0,0.1
Patoka,1.5,94.2,1.6,0.1,0.2,0.0
Patterson,9.4,69.6,18.9,0.1,0.8,0.1
Pattison,1.1,13.6,84.2,0.2,0.9,0.0
Paul,33.4,64.1,0.1,0.4,0.5,0.0
Paulding,4.5,92.6,0.9,0.3,0.4,0.0
Pawhuska,3.2,64.3,11.4,14.5,0.2,0.1
Pawling,11.3,72.9,9.4,0.1,3.8,0.0
Pawnee Rock,10.8,83.75,3.05,0.05,0.1,0.0
Paxico,3.2,93.7,0.2,0.3,0.2,0.0
Payette,16.3,79.6,0.4,0.8,0.3,0.0
Pearcy,5.2,83.0,8.3,0.5,0.6,0.0
Pearson,4.2,66.2,26.4,0.8,0.4,0.0
Pease,1.8,89.9,0.5,5.0,0.4,0.0
Pecan Gap,6.8,81.2,8.2,0.4,0.7,0.0
Peck,3.6,94.2,0.5,0.2,0.3,0.0
Pecos,74.6,20.1,3.5,0.3,0.8,0.0
Peebles,0.9,95.7,0.7,0.2,0.3,0.3
Pelham,5.8,78.8,11.7,0.2,2.0,0.0
Pellston,1.5,91.5,0.7,2.2,0.6,0.1
Pemberville,9.4,85.3,3.1,0.2,0.4,0.0
Pendleton,3.8,88.6,4.1,0.1,1.4,0.0
Penfield,2.8,93.4,2.2,0.1,0.5,0.0
Penns Grove,7.7,75.7,13.8,0.1,0.9,0.0
Penrose,3.1,89.2,3.8,0.5,0.5,0.0
Pensacola,5.3,65.6,21.4,0.4,2.8,0.1
Penuelas,99.4,0.55,0.0,0.0,0.05,0.0
Peoa,11.6,84.9,0.5,0.2,2.0,0.0
Pequot Lakes,1.3,95.5,0.6,1.1,0.5,0.0
Peralta,59.2,34.7,1.0,3.6,0.5,0.0
Perkinston,2.3,87.9,7.9,0.3,0.7,0.0
Perry,3.2,82.5,11.700000000000001,0.65,0.2,0.05
Peru,1.6,87.5,0.6,5.3,0.0,0.0
Peterman,1.6,51.0,44.7,0.3,0.0,0.0
Petersburg,4.966666666666668,60.099999999999994,26.86666666666667,2.0,1.3333333333333333,0.20000000000000004
Petrolia,1.3,95.3,1.1,0.1,1.1,0.0
Pfafftown,12.4,57.9,25.7,0.2,2.1,0.1
Philadelphia,7.0,47.55,31.95,7.75,3.65,0.0
Phillips,1.5,95.6,0.3,0.4,0.5,0.4
Phillipsburg,2.7,94.7,0.4,0.2,0.2,0.0
Phoenix,30.1,57.3,4.9,1.6,3.7,0.2
Pickens,2.8,55.9,38.2,0.1,2.3,0.0
Piedmont,1.3,95.1,1.4,0.8,0.0,0.1
Pierre Part,2.4,66.2,29.9,0.6,0.2,0.0
Pine,18.6,63.7,0.6,15.1,0.6,0.0
Pine Brook,12.4,72.9,3.0,0.1,9.7,0.0
Pine Grove,12.9,79.7,2.2,1.8,1.4,0.1
Pine Island,4.8,93.0,0.5,0.1,0.4,0.0
Pine Mountain,3.6,58.4,34.3,0.1,1.8,0.0
Pinetop,11.1,42.6,0.5,43.1,0.6,0.1
Pineville,0.4,96.05,2.0,0.0,0.15,0.0
Pippa Passes,0.8,97.5,0.8,0.0,0.0,0.1
Piqua,2.6,94.0,0.5,0.3,0.2,0.0
Pisek,10.6,85.7,0.2,1.5,0.5,0.0
Pismo Beach,21.8,69.8,1.9,0.4,3.6,0.1
Pitkin,5.9,66.1,22.9,0.8,1.55,0.2
Pitts,7.2,42.9,49.2,0.0,0.2,0.0
Pittsburg,2.2,88.8,0.5,3.5,0.4,0.0
Placerville,12.5,79.0,0.9,0.6,3.9,0.1
Plain City,1.5,91.2,2.3,0.3,2.7,0.0
Plainview,2.9,95.1,0.1,0.1,0.4,0.0
Plainville,2.4,95.2,0.2,0.3,0.6,0.0
Plano,16.6,72.4,6.4,0.0,3.2,0.0
Plattsburg,1.9,93.9,1.8,0.5,0.6,0.0
Plattsburgh,2.7,90.3,4.0,0.3,1.3,0.0
Pleasanton,38.8,58.1,1.5,0.2,0.3,0.0
Pleasantville,2.0,88.0,6.4,0.1,1.4,0.0
Pleasureville,3.2,91.8,3.5,0.3,0.0,0.0
Plum Branch,1.2,48.6,48.2,0.2,0.1,0.0
Plum City,1.8,94.9,0.5,0.3,1.1,0.0
Pocatello,19.6,74.6,0.5,3.1,0.6,0.1
Point Baker,3.2,46.0,0.2,40.3,0.8,0.3
Point Comfort,47.8,44.1,2.8,0.1,3.5,0.1
Polk,1.1,96.2,0.8,0.1,0.5,0.0
Polkton,3.4,45.4,48.8,0.3,1.2,0.0
Pollock,3.1,91.7,0.1,1.9,0.3,0.0
Polo,1.9,95.1,0.8,0.2,0.3,0.0
Pomeroy,3.4,94.1,0.0,0.1,1.2,0.0
Pomona Park,5.9,84.2,5.2,0.2,2.3,0.1
Ponce,99.3,0.5,0.1,0.0,0.1,0.0
Pond Creek,4.1,89.9,0.4,0.5,0.2,0.0
Poplar Bluff,1.7,89.5,5.6,0.5,0.6,0.0
Poplar Grove,1.6,35.2,61.5,0.1,0.1,0.0
Poplarville,3.6,85.1,9.0,0.0,1.0,0.0
Poquoson,2.3,92.6,1.0,0.1,1.8,0.0
Port Charlotte,6.5,84.8,5.5,0.1,1.3,0.0
Port Huron,3.1,91.7,2.2,0.1,0.6,0.0
Port Murray,8.0,83.8,4.0,0.1,2.7,0.0
Port Saint Joe,5.5,77.9,10.5,0.5,2.0,0.1
Portales,40.1,54.2,2.2,1.1,0.6,0.0
Porter,5.199999999999999,88.69999999999999,1.65,1.45,1.95,0.0
Portis,1.6,96.2,0.4,0.3,1.1,0.0
Portland,7.0,83.35,2.9499999999999997,0.4,3.55,0.3
Portola,8.3,84.3,0.7,1.8,0.9,0.9
Portsmouth,3.7,39.5,52.1,0.4,1.1,0.1
Post,56.0,39.0,4.5,0.3,0.1,0.0
Postville,1.8,96.4,0.9,0.1,0.3,0.0
Poteau,6.8,72.3,2.4,10.1,0.4,0.1
Poulan,2.1,67.5,29.7,0.0,0.3,0.0
Powder River,8.0,87.2,1.1,0.6,0.9,0.0
Powder Springs,5.5,74.2,17.3,0.2,0.9,0.0
Powderly,7.2,75.1,12.4,0.3,0.8,0.2
Powellsville,1.7,34.8,61.9,0.6,0.5,0.0
Powers Lake,5.3,93.0,0.0,1.2,0.2,0.0
Powhattan,3.7,83.9,1.6,7.4,0.6,0.1
Prairie,1.2,39.6,58.2,0.1,0.6,0.0
Prairie Du Sac,3.75,92.69999999999999,1.0,0.8,0.6,0.0
Prescott,6.4,88.5,0.4,0.5,0.6,0.9
Presidio,81.0,15.2,0.0,0.4,3.4,0.0
Preston,1.5,42.866666666666674,54.03333333333333,1.4000000000000001,0.10000000000000002,0.0
Primghar,4.2,93.6,0.5,0.1,0.8,0.0
Prince George,7.1,56.4,31.1,0.6,2.0,0.4
Princeton,4.7,92.85,0.6499999999999999,0.15000000000000002,0.7,0.05
Prosser,47.1,45.6,0.7,3.5,1.0,0.0
Providence,4.6,89.2,4.4,0.2,0.0,0.0
Prudenville,1.4,95.6,0.2,1.1,0.3,0.0
Prudhoe Bay,3.6,32.2,0.5,47.4,5.3,5.6
Puerto Real,99.2,0.7,0.0,0.0,0.1,0.0
Pukwana,1.0,18.5,0.2,74.9,0.0,1.7
Pulaski,1.9,84.8,10.0,0.0,0.7,0.1
Punta Santiago,98.9,0.8,0.1,0.0,0.0,0.0
Puryear,2.1,87.6,8.6,0.3,0.2,0.0
Pyote,50.7,43.0,4.6,0.6,0.4,0.0
Quakertown,21.1,68.5,5.1,0.1,3.1,0.0
Quebradillas,99.2,0.5,0.2,0.0,0.0,0.0
Quenemo,3.9,91.2,1.2,0.4,0.2,0.0
Quincy,5.35,65.8,27.4,0.2,0.3,0.0
Quitman,2.4,95.1,0.5,0.5,0.3,0.0
Racine,12.3,73.3,10.8,0.4,1.2,0.0
Radford,3.0,83.5,9.2,0.0,1.9,0.0
Rainbow,19.2,79.2,0.6,0.2,0.0,0.4
Raleigh,1.6,91.8,3.7,0.3,0.6,0.0
Ralls,53.9,41.3,3.7,0.0,0.0,0.3
Ralston,3.95,93.1,1.15,0.3,0.35,0.0
Ranburne,2.3,92.5,2.9,0.2,0.4,0.0
Randolph,3.1999999999999997,95.23333333333333,0.10000000000000002,0.13333333333333333,0.06666666666666667,0.0
Rapid City,4.35,84.5,1.45,4.7,1.05,0.1
Raquette Lake,1.3,94.8,0.5,0.1,0.1,0.0
Ratliff City,6.4,71.4,6.9,8.0,0.9,0.1
Ravenden,1.8,95.5,0.7,0.2,0.0,0.0
Ravenna,1.3,96.8,0.4,0.0,0.3,0.1
Ray City,5.3,68.1,24.8,0.0,0.8,0.0
Rayville,2.0,61.0,36.1,0.0,0.2,0.0
Raywick,2.5,87.2,8.5,0.0,0.9,0.0
Red Boiling Springs,4.8,92.5,0.3,0.2,0.9,0.1
Red Bud,2.8,85.6,10.3,0.1,0.3,0.0
Red Cloud,4.3,92.3,0.1,0.0,1.4,0.0
Red Springs,10.25,33.85,28.3,22.7,1.0,0.05
Red Valley,6.3,19.3,0.6,71.7,0.4,0.1
Redmond,7.7,87.9,0.4,0.5,1.2,0.1
Redvale,9.5,87.4,0.2,0.2,1.2,0.0
Redwood Falls,2.7,87.7,0.7,4.8,3.3,0.0
Reed Point,1.8,94.3,0.2,0.0,0.7,0.0
Reedy,0.9,97.2,0.0,0.1,0.1,0.0
Reelsville,1.3,96.7,0.2,0.2,0.1,0.0
Refugio,49.2,43.0,5.9,0.1,0.1,0.0
Regent,1.9,94.2,0.7,2.3,0.0,0.3
Register,3.6,64.0,28.3,0.3,1.8,0.0
Reinbeck,1.2,97.3,0.4,0.1,0.4,0.0
Reliance,1.7,95.5,0.3,0.4,0.1,0.0
Rembert,3.7,46.5,46.2,0.2,1.3,0.0
Remsen,3.7,94.1,0.5,0.1,0.3,0.3
Renick,1.8,89.5,4.9,0.5,0.5,0.1
Reno,23.3,64.5,2.2,1.3,5.2,0.6
Rensselaer,5.8,92.0,0.7,0.0,0.2,0.0
Resaca,13.9,83.6,0.9,0.0,0.4,0.0
Reserve,1.8,92.3,0.1,1.8,0.2,0.0
Rice,25.2,58.4,13.3,0.2,0.7,0.9
Riceboro,1.7,61.3,34.8,0.3,0.2,0.2
Richards,22.6,59.6,15.9,0.2,0.1,0.0
Richburg,1.7,59.0,38.0,0.2,0.1,0.0
Richey,2.7,93.1,0.8,2.7,0.1,0.1
Richfield,34.4,63.0,0.6,0.5,0.3,0.1
Richfield Springs,3.4,91.9,1.8,0.1,1.2,0.0
Richmond,5.85,47.65,38.8,0.2,4.75,0.05
Richton,4.2,65.2,28.9,0.2,0.6,0.0
Richview,1.6,96.2,0.7,0.1,0.3,0.0
Ridgeville,3.0,56.2,38.1,0.8,0.0,1.0
Ridgeway,3.8,38.2,50.0,4.5,0.3,0.0
Ridgway,2.75,95.25,0.25,0.2,0.6000000000000001,0.0
Rifle,10.6,84.6,0.5,3.7,0.0,0.2
Rincon,64.43333333333334,28.600000000000005,4.5,0.0,0.39999999999999997,0.03333333333333333
Ringgold,1.5,57.8,39.0,0.2,0.1,0.0
Ringling,1.4,97.0,0.0,0.5,0.5,0.0
Ripon,40.1,34.3,6.7,0.3,14.5,0.5
Rising City,2.8,95.5,0.6,0.3,0.5,0.0
Rising Sun,3.9,86.1,6.6,0.2,1.2,0.0
Riverside,2.4,93.5,1.2,0.0,1.6,0.0
Rivervale,2.6,87.9,8.2,0.2,0.0,0.0
Riviera,71.3,21.9,3.9,0.1,2.0,0.0
Roanoke,3.425,82.275,10.35,0.175,2.025,0.025
Roaring Spring,1.1,95.1,1.6,0.0,0.7,0.0
Roaring Springs,15.0,82.9,1.2,0.3,0.0,0.0
Robersonville,3.5,51.9,43.5,0.4,0.2,0.0
Roberts,2.3,94.7,0.35,0.8500000000000001,0.6,0.0
Robins,2.9,88.2,4.1,0.2,2.0,0.0
Robinson,2.1,91.2,3.5,0.1,0.4,0.0
Robstown,62.0,31.3,3.7,0.2,1.7,0.1
Rochelle,2.1,58.7,37.6,0.0,0.5,0.0
Rocheport,1.4,90.8,5.1,0.6,0.2,0.1
Rochester,5.1,84.35,1.8499999999999999,0.75,4.3,0.45
Rock Island,1.1,95.9,0.6,0.0,0.8,0.0
Rockford,8.433333333333332,87.13333333333333,1.7,0.20000000000000004,0.9333333333333332,0.0
Rockville,18.3,46.6,17.1,0.2,14.4,0.0
Rockwood,1.6,93.2,2.6,0.4,0.4,0.0
Rogers,10.6,82.95,0.75,0.95,2.0,0.2
Rogerson,26.0,68.5,0.1,3.4,0.1,0.0
Rolla,20.5,74.2,0.9,0.5,0.2,0.0
Rolling Fork,0.5,34.3,65.1,0.0,0.0,0.0
Roma,98.7,0.9,0.0,0.0,0.1,0.0
Rome City,10.0,87.9,0.5,0.1,0.6,0.0
Romney,7.9,78.4,4.4,0.1,7.2,0.0
Roopville,6.4,72.0,18.2,0.2,0.8,0.0
Roper,4.7,45.1,48.9,0.2,0.0,0.0
Roscommon,1.7,95.5,0.5,0.3,0.6,0.0
Roseau,1.0,93.1,0.7,1.3,2.7,0.0
Roseboro,7.6,54.3,34.7,2.1,0.0,0.0
Roseglen,2.2,89.6,0.0,7.1,0.1,0.0
Roseville,0.8,92.6,3.5,0.2,0.1,0.0
Rossburg,1.4,96.5,0.6,0.2,0.3,0.0
Rosston,3.2,64.1,30.6,0.3,1.3,0.0
Rossville,4.0,94.3,0.3,0.0,0.1,0.0
Rotan,31.0,64.5,3.2,0.0,0.5,0.2
Rowlett,16.7,72.8,5.3,0.2,2.3,0.1
Roxie,0.5,63.2,35.8,0.1,0.1,0.0
Rufus,7.1,85.0,0.6,3.2,0.2,0.0
Rugby,1.75,95.5,0.35,1.25,0.1,0.0
Rumely,1.3,84.8,7.7,2.6,0.0,0.0
Runnemede,15.4,58.5,18.1,0.1,5.6,0.0
Rupert,2.3,58.4,39.2,0.0,0.0,0.0
Russell,1.3499999999999999,95.5,0.7,0.25,0.15,0.35
Russell Springs,2.7,95.2,0.8,0.1,0.2,0.0
Russellville,4.82,89.02000000000001,3.6,0.22000000000000003,0.5,0.0
Ruston,2.1,59.9,35.3,0.15000000000000002,1.0,0.0
Ruth,1.4,44.9,52.3,0.4,0.4,0.0
Rutherfordton,5.7,88.1,5.1,0.1,0.1,0.0
Ruthville,1.7,40.9,48.0,6.4,0.3,0.1
Rutledge,1.85,96.55000000000001,0.8500000000000001,0.05,0.1,0.0
Sabana Grande,99.0,1.0,0.0,0.0,0.0,0.0
Sacramento,1.3,96.5,0.4,0.3,0.3,0.0
Sacred Heart,7.5,89.5,0.8,1.0,0.6,0.0
Sadieville,3.2,90.6,3.6500000000000004,0.2,0.5,0.0
Safford,16.35,40.85,34.95,6.45,0.5,0.05
Saginaw,8.1,70.0,18.1,0.2,1.2,0.0
Saint Ansgar,1.3,97.7,0.1,0.0,0.1,0.0
Saint Bonifacius,6.8,70.4,12.0,0.6,6.7,0.0
Saint Clair,1.6,95.4,1.0,0.2,0.5,0.0
Saint Clair Shores,2.4,81.4,10.2,0.3,3.5,0.0
Saint Hilaire,3.3,91.3,1.6,1.4,0.8,0.4
Saint John,0.5,19.9,0.5,77.2,0.3,0.0
Saint Louis,3.2,55.45,35.4,0.15000000000000002,3.3,0.0
Saint Marks,3.7,78.8,15.3,0.2,0.4,0.0
Saint Mary,2.1,95.6,0.8,0.2,0.4,0.0
Saint Marys,5.5,80.25,9.95,0.45,1.1,0.1
Saint Onge,3.1,91.3,0.4,3.1,0.8,0.0
Saint Paris,1.4,93.7,1.9,0.1,0.4,0.0
Saint Paul,7.3,64.6,10.9,0.5,13.2,0.0
Saint Petersburg,8.7,75.5,10.1,0.3,3.2,0.1
Saint Simons Island,6.6,64.1,25.6,0.3,1.2,0.1
Saint Vincent,1.9,96.4,0.6,0.2,0.2,0.0
Salem,7.475,87.425,1.275,1.0,0.65,0.2
Salemburg,17.9,52.4,25.6,1.5,0.4,0.0
Salina,3.4,65.0,0.3,20.4,1.1,0.2
Salinas,78.35,15.85,1.3,0.15,2.95,0.25
Salisbury,8.0,73.2,16.1,0.2,0.9,0.0
Salt Lake City,17.6,72.8,1.5,0.6,3.6,1.5
Saltillo,2.0,92.2,3.2,0.4,0.3,0.1
Saluda,3.0,85.3,8.1,0.2,0.5,0.0
Salvisa,1.5,94.4,2.3,0.0,0.6,0.0
Salyersville,0.3,99.5,0.1,0.0,0.0,0.0
San Acacia,49.1,39.1,0.7,9.8,0.7,0.0
San Angelo,25.1,71.7,0.0,0.0,0.0,0.0
San Augustine,6.9,68.7,22.2,1.2,0.0,0.0
San Bernardino,51.1,31.2,8.1,0.4,6.5,0.3
San Francisco,15.3,41.2,5.3,0.2,33.5,0.4
San German,99.3,0.5,0.1,0.0,0.05,0.0
San Juan,96.16666666666667,2.933333333333333,0.20000000000000004,0.03333333333333333,0.5,0.0
San Lorenzo,99.8,0.2,0.0,0.0,0.0,0.0
San Rafael,15.8,72.0,2.4,0.2,5.6,0.2
San Sebastian,99.3,0.6,0.0,0.0,0.0,0.0
San Ygnacio,93.6,6.4,0.0,0.0,0.0,0.0
Sand Lake,3.3,92.1,2.0,0.4,0.4,0.0
Sanders,6.9,89.2,0.0,0.0,1.4,0.0
Sanderson,2.4,82.0,14.5,0.1,0.6,0.0
Sandy Hook,1.6,58.95,38.35,0.1,0.15,0.0
Sandy Ridge,2.8,91.5,4.1,0.5,0.3,0.1
Sanford,15.45,60.599999999999994,19.75,0.8,1.1,0.05
Santa Barbara,44.1,46.3,1.7,0.4,4.9,0.1
Santa Fe,51.1,43.2,0.6,2.4,1.1,0.0
Santa Rosa,25.8,64.7,1.4,0.5,3.8,0.3
Santa Teresa,66.5,29.1,1.6,0.7,1.0,0.0
Sarahsville,0.9,92.3,5.6,0.1,0.0,0.0
Sarasota,8.5,83.8,4.5,0.2,1.4,0.0
Sardis,0.5,97.6,0.5,0.2,0.0,0.0
Satanta,45.8,53.1,0.0,0.4,0.0,0.0
Saucier,1.7,77.0,19.2,1.7,0.2,0.0
Sauk Rapids,1.9,92.7,2.3,0.3,1.1,0.0
Saulsbury,1.5,55.1,41.8,0.3,0.4,0.0
Savage,4.4,91.1,0.4,2.2,0.4,0.0
Savannah,5.9,49.8,39.2,0.2,2.6,0.1
Savonburg,3.1,91.2,1.7,0.2,0.5,0.1
Sawyer,3.6,62.3,11.4,12.0,0.5,0.1
Saxe,0.7,66.8,31.2,0.1,0.1,0.0
Scandia,1.4,96.7,0.1,0.1,0.6,0.0
Schellsburg,1.1,97.1,0.5,0.2,0.2,0.0
Schlater,2.5,24.1,72.1,0.0,0.7,0.0
Scobey,2.5,96.6,0.0,0.7,0.2,0.0
Scottown,1.2,93.7,2.5,0.2,0.6,0.0
Scotts Hill,2.2,87.8,7.6,0.0,0.0,0.0
Scottsville,3.9666666666666672,76.06666666666666,16.766666666666666,0.10000000000000002,1.5,0.03333333333333333
Seal Beach,34.2,42.4,1.5,0.2,18.8,0.3
Seattle,9.3,62.8,6.0,0.6,15.5,0.8
Sebasco Estates,1.5,94.8,0.7,0.2,0.7,0.0
Secor,1.7,95.9,0.5,0.0,0.8,0.0
Sedalia,7.0,86.5,3.9,0.15000000000000002,0.35,0.1
Sedgwick,13.6,80.1,1.2,0.4,1.2,0.0
Selby,4.7,81.3,0.2,8.5,2.8,0.5
Selfridge,3.6,13.9,0.0,79.4,0.2,0.1
Selinsgrove,2.1,95.5,1.0,0.1,0.7,0.0
Selmer,1.8,90.2,6.2,0.1,0.0,0.0
Seminary,2.1,61.3,35.3,0.1,0.2,0.1
Seneca,4.8,85.3,7.4,0.2,0.6,0.0
Seney,0.9,86.3,0.5,5.9,1.5,0.0
Senoia,6.7,71.9,17.6,0.1,1.7,0.0
Sentinel,9.2,84.3,0.1,0.9,0.2,0.0
Sextons Creek,1.8,92.7,3.8,0.3,0.1,0.0
Seymour,8.9,86.4,1.9,0.0,0.0,0.0
Shady Dale,4.0,72.5,21.1,0.1,0.4,0.0
Shalimar,8.1,75.2,8.8,0.6,2.8,0.2
Shallowater,45.9,48.4,3.3,0.4,0.3,0.0
Shambaugh,2.9,91.9,2.1,0.4,1.2,0.0
Sharon,11.5,81.4,0.6,1.9,0.1,0.0
Sharon Grove,4.0,85.4,8.4,0.0,0.0,0.0
Shattuck,7.1,88.4,0.0,0.7,0.5,0.0
Shawnee,4.7,73.5,2.8,13.1,0.6,0.0
Shawsville,2.6,94.0,2.4,0.2,0.0,0.0
Sheboygan,5.9,85.9,1.4,0.2,5.1,0.0
Shellsburg,1.3,96.8,0.7,0.0,0.2,0.0
Shelton,18.3,64.1,10.4,0.1,5.0,0.0
Sheridan Lake,7.2,87.0,0.8,0.3,0.1,0.0
Shermans Dale,1.6,96.0,0.8,0.1,0.3,0.0
Sherwood,4.3,91.3,2.3,0.2,0.5,0.0
Shields,2.3,91.4,0.6,3.6,0.1,0.0
Shippenville,0.7,96.5,1.1,0.1,0.6,0.0
Shipshewana,3.8,94.6,0.0,0.1,0.3,0.0
Shirley,1.7,95.3,0.0,0.2,0.2,0.0
Shoshone,20.450000000000003,77.5,0.0,1.25,0.1,0.0
Shuqualak,1.4,26.5,71.9,0.1,0.0,0.0
Sibley,6.5,91.7,0.4,0.4,0.3,0.0
Sidney,1.4,95.6,0.65,0.45,0.6,0.05
Sikeston,2.1,84.1,11.3,0.3,0.4,0.0
Silver City,18.900000000000002,59.666666666666664,19.533333333333335,0.39999999999999997,0.19999999999999998,0.0
Silver Creek,4.0,93.2,0.5,0.2,0.1,0.0
Silverton,32.6,60.4,3.8,0.1,0.0,0.3
Simpson,1.8,93.2,3.6,0.2,0.5,0.0
Singer,3.5,79.6,13.1,0.8,0.6,0.0
Sioux Falls,4.6,84.5,4.1,2.5,1.8,0.0
Sitka,6.0,62.7,1.1,13.6,5.8,0.3
Skagway,4.5,75.3,0.0,5.0,10.6,0.0
Skamokawa,4.3,89.3,0.1,1.5,1.1,0.0
Skidmore,0.8,96.75,0.3,0.44999999999999996,0.7,0.0
Slaterville Springs,4.6,78.1,3.6,0.3,10.0,0.0
Sledge,1.3,21.1,75.5,0.0,0.7,0.0
Slinger,2.9,93.6,1.0,0.1,1.0,0.0
Smartville,26.7,56.8,3.2,1.0,7.1,0.3
Smelterville,3.3,92.4,0.3,1.8,0.6,0.0
Smithburg,0.4,96.2,1.1,0.1,0.1,0.0
Smithfield,13.2,69.2,14.8,0.4,0.7,0.0
Smithville,6.25,64.95,26.400000000000002,0.1,0.95,0.1
Sneedville,0.1,97.4,0.5,0.6,0.1,0.0
Snelling,56.9,29.9,3.2,0.2,7.4,0.2
Snook,19.7,66.2,12.3,0.2,0.4,0.0
Snyder,38.7,55.1,4.5,0.2,0.3,0.0
Social Circle,2.9,71.7,23.1,0.1,0.4,0.0
Soddy Daisy,2.2,90.4,4.2,0.2,0.2,0.0
Soldier,1.6,95.9,0.9,0.5,0.2,0.0
Solon Springs,1.3,92.1,1.1,1.6,1.1,0.0
Somerset,0.7,97.2,0.3,0.2,0.2,0.0
Somerville,4.3,83.0,7.6,0.1,2.7,0.1
Sondheimer,1.3,28.1,69.7,0.0,0.2,0.0
Sonora,58.8,39.9,0.1,0.0,0.0,0.7
Sorento,3.4,88.0,5.6,0.1,0.8,0.0
Sour Lake,5.2,87.2,5.8,0.3,0.6,0.0
South Beloit,11.7,71.1,12.4,0.1,2.5,0.0
South Bend,8.0,74.4,12.8,0.3,2.0,0.1
South Fork,10.8,87.9,0.8,0.0,0.0,0.0
South Plains,55.8,40.0,2.6,0.1,0.1,0.0
South Portsmouth,1.0,96.3,0.8,0.1,0.4,0.0
South Sioux City,37.1,52.3,4.1,2.1,3.2,0.0
Southport,0.9,96.4,0.1,0.5,1.2,0.0
Sparks,3.7,90.7,0.4,1.7,1.5,0.2
Sparta,2.0,38.8,57.35,0.15,0.95,0.05
Spearville,52.8,41.8,2.3,0.4,1.3,0.0
Speedwell,1.2000000000000002,95.4,2.05,0.2,0.5,0.0
Spencer,41.4,58.2,0.0,0.0,0.0,0.0
Spirit Lake,1.6,96.7,0.3,0.1,0.2,0.2
Spiritwood,2.0,93.6,0.5,1.5,0.5,0.1
Spotsylvania,8.3,70.6,15.6,0.3,2.5,0.2
Spring Hill,2.9,93.1,1.3,0.5,0.4,0.0
Spring Lake,9.2,84.7,1.4,0.3,2.8,0.0
Springdale,16.0,72.5,3.2,0.9,2.5,2.2
Springfield,8.14,82.08,4.62,1.46,1.16,0.08
Springport,1.6,94.0,1.7,0.3,0.4,0.0
Spruce Pine,5.6,87.9,3.8,0.5,0.8,0.1
Squaw Lake,1.2,92.3,0.5,3.2,0.4,0.1
Stafford,12.9,84.3,1.0,0.2,0.4,0.0
Stanardsville,4.9,84.8,6.5,0.0,1.2,0.2
Stanberry,0.9,97.1,1.1,0.2,0.4,0.0
Stanchfield,1.8,94.5,0.6,0.6,0.7,0.0
Stanley,1.8,94.7,1.6,0.2,0.5,0.0
Stanton,4.2,45.2,49.0,0.1,0.0,0.0
Staples,1.6,95.0,0.9,1.0,0.6,0.0
Stapleton,1.4333333333333336,73.93333333333334,21.96666666666667,0.06666666666666667,0.43333333333333335,0.03333333333333333
Star,16.2,83.3,0.2,0.0,0.0,0.0
Starbuck,1.1,96.9,0.5,0.5,0.4,0.0
Starkville,1.6,57.4,36.9,0.2,3.0,0.0
Staten Island,17.8,62.8,9.6,0.1,8.0,0.0
Statenville,25.6,68.8,2.0,0.8,0.0,0.0
Statesville,6.4,84.8,6.6,0.4,0.4,0.0
Statham,9.5,73.8,11.3,0.1,3.5,0.0
Steamboat Rock,3.9,93.0,0.9,0.2,1.0,0.0
Steamboat Springs,6.8,90.2,0.4,0.2,1.0,0.0
Steens,1.9,52.7,43.8,0.2,0.7,0.0
Stephan,0.7,87.6,0.0,7.9,0.0,0.0
Stephens,2.7,59.2,35.5,0.3,0.7,0.0
