City,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Idaho Falls,78.3,11.5,2.5,1.7,2.0,4.0,18.8
Idlewild,81.0,10.9,0.2,2.2,1.9,3.8,24.8
Ignacio,71.6,13.4,0.2,3.8,1.7,9.3,20.6
Ilwaco,76.7,12.2,0.5,4.1,2.6,3.9,19.1
Imogene,82.8,6.8,0.1,3.9,1.6,4.8,24.5
Imperial,80.0,10.5,1.1,2.1,2.4,4.0,21.3
Inchelium,69.5,10.8,0.4,11.7,1.5,6.2,21.1
Independence,80.0,13.7,0.3,1.8,0.4,3.9,30.5
Indiahoma,73.4,12.6,0.7,3.5,2.1,7.7,17.1
Indianapolis,81.9,9.7,2.1,1.9,1.4,3.0,23.1
Indianola,80.4,8.9,0.35,3.65,2.15,4.55,14.700000000000001
Ingalls,79.3,8.2,0.0,5.6,1.6,5.4,15.6
Ingram,79.1,12.8,0.0,1.5,1.1,5.5,19.7
Interior,60.0,6.3,1.6,14.7,0.5,16.8,13.7
Interlochen,81.4,9.2,0.7,2.3,2.2,4.1,20.4
Inver Grove Heights,81.8,8.0,3.3,1.1,1.0,4.7,24.1
Ione,72.9,15.9,0.0,2.0,1.4,7.8,30.7
Iowa,81.3,12.3,0.0,0.8,3.5,2.0,30.3
Iowa City,66.9,9.1,6.5,9.3,4.1,4.1,18.3
Iron Mountain,86.0,7.6,0.2,2.8,1.2,2.2,16.4
Irons,79.7,10.1,0.7,3.2,1.5,4.9,20.2
Irvine,77.5,17.3,0.0,0.7,1.4,3.1,33.9
Ivins,78.2,11.7,0.5,2.2,2.1,5.2,18.4
Jackson,80.7,9.983333333333333,0.3666666666666667,3.366666666666666,1.55,4.016666666666667,21.450000000000003
Jacksonville,83.46666666666667,9.5,0.6,1.5666666666666664,1.8,3.0666666666666664,23.733333333333334
Jameson,73.5,13.6,0.1,2.6,4.1,6.1,27.0
Jamestown,81.8,10.9,0.30000000000000004,1.35,1.9,3.75,24.85
Janesville,82.0,10.1,0.5,2.1,1.2,4.1,22.9
Jaroso,79.0,8.7,1.3,5.1,0.0,5.9,20.0
Jarratt,84.9,9.3,1.2,1.0,2.2,1.4,22.6
Jarvisburg,84.9,9.5,0.2,1.1,0.9,3.3,35.8
Jasper,80.325,11.649999999999999,0.175,1.7000000000000002,1.625,4.5,28.75
Jayton,72.8,8.3,0.0,13.5,1.8,3.6,9.7
Jayuya,82.0,5.6,0.0,9.1,0.4,3.0,21.7
Jean,78.6,10.4,4.0,1.8,2.2,3.1,24.4
Jefferson,83.10000000000001,9.366666666666667,0.26666666666666666,2.466666666666667,1.1666666666666667,3.6666666666666665,25.8
Jeffersonville,78.8,11.6,0.5,3.7,0.9,4.4,25.8
Jenkinsville,85.1,9.5,0.2,1.4,0.4,3.4,29.7
Jennings,77.15,12.85,0.15,4.25,1.25,4.35,21.35
Jerome,79.2,11.4,0.4,3.4,2.3,3.4,18.9
Jersey,81.6,10.7,0.8999999999999999,0.7,1.7,4.4,28.95
Jersey City,38.4,7.9,41.0,8.3,1.5,3.0,34.9
Jesup,83.9,9.0,0.2,1.3,3.3,2.2,22.6
Jewett,81.9,10.8,0.1,3.8,0.7,2.7,27.7
Johnson,78.35,9.350000000000001,0.8,4.85,1.2000000000000002,5.45,14.65
Johnson City,81.73333333333333,8.799999999999999,1.7,2.233333333333333,1.9000000000000001,3.6666666666666665,21.333333333333332
Johnson Creek,81.3,9.6,0.4,3.5,1.4,3.8,23.2
Johnston City,85.0,9.3,0.4,1.3,1.1,2.8,21.1
Johnstown,82.9,8.9,1.2,2.8,1.6,2.7,23.7
Jones,82.3,11.0,0.5,1.7,1.1,3.4,20.7
Jonesboro,82.35,9.65,0.7000000000000001,1.0499999999999998,1.5499999999999998,4.699999999999999,32.0
Jonesville,84.6,11.6,0.1,0.9,0.6,2.1,24.6
Jourdanton,78.5,14.6,0.1,1.4,0.3,5.2,29.4
Judsonia,79.9,13.1,0.2,2.8,0.6,3.3,23.1
Juncos,81.2,12.8,1.5,1.5,1.0,2.0,36.2
Junction,73.4,19.8,0.0,1.6,2.3,3.0,17.7
Junction City,78.9,12.5,0.2,3.7,1.4,3.3,22.1
Juneau,76.45,11.85,2.25,4.35,1.8,3.25,18.8
Kadoka,60.1,6.7,0.0,10.8,0.3,22.1,13.1
Kahuku,64.0,14.7,8.4,5.2,4.0,3.7,28.2
Kansas City,82.7,10.533333333333333,0.9999999999999999,1.3,0.8666666666666667,3.6666666666666665,22.299999999999997
Karbers Ridge,82.4,7.0,0.8,2.1,1.4,6.2,25.2
Karnak,85.4,7.2,0.8,2.3,2.7,1.7,20.2
Katy,82.3,9.7,1.7,0.6,1.2,4.5,32.0
Kaukauna,84.9,6.9,0.7,2.3,1.7,3.5,19.5
Kearney,79.4,10.7,0.1,4.0,1.5,4.3,14.1
Keatchie,84.8,11.1,0.3,1.0,0.9,1.8,29.5
Keenes,82.6,8.9,0.4,2.3,2.1,3.8,19.8
Kelley,72.8,7.2,6.2,7.4,2.7,3.8,17.6
Kellyton,82.7,12.5,0.3,0.4,0.5,3.7,24.2
Kelso,79.2,12.4,0.2,1.7,1.7,4.8,24.1
Kemah,80.1,10.9,1.2,1.9,2.5,3.4,27.5
Kemp,81.6,12.9,0.4,0.6,1.4,3.1,33.1
Kempner,73.9,17.1,0.1,2.7,3.2,2.9,28.1
Kenai,67.4,11.0,0.7,5.9,8.1,6.8,19.7
Kendrick,75.6,9.6,0.1,6.0,2.1,6.6,28.6
Kenilworth,80.7,13.0,0.6,2.4,0.8,2.6,15.5
Kennard,77.4,11.5,0.6,2.3,1.9,6.3,33.9
Kennedy,83.7,10.35,0.15,2.4,0.7,2.7,23.15
Kennett,84.3,9.6,0.1,3.4,0.8,1.8,15.8
Kensington,76.1,8.7,0.0,6.6,1.1,7.6,14.8
Kent,83.1,9.15,0.8,2.0,1.35,3.55,25.05
Kenton,82.0,7.35,0.15,3.0,2.1,5.4,20.35
Keo,85.1,9.8,0.2,1.5,0.9,2.5,26.5
Keota,78.6,12.5,0.0,3.5,0.6,4.8,25.7
Kermit,84.3,9.6,0.1,1.9,1.6,2.4,21.9
Kernersville,82.0,9.1,1.3,1.6,1.0,5.0,21.3
Kewanee,84.0,9.4,0.1,2.0,1.0,3.4,23.7
Kilmarnock,81.0,8.3,0.7,0.7,1.2,8.1,26.7
Kinderhook,81.7,9.5,0.2,3.6,1.1,3.8,25.3
King And Queen Court Hous,78.8,9.8,0.3,0.0,3.2,7.9,36.0
King Ferry,81.5,8.5,0.9,3.8,1.1,4.1,22.3
King Salmon,65.6,17.3,0.2,8.9,3.0,5.0,10.4
King William,86.4,5.9,0.0,0.5,1.7,5.5,33.3
Kingfield,73.5,12.3,0.5,7.0,1.1,5.6,23.2
Kingman,82.4,9.5,0.6,1.6,1.9,4.0,17.7
Kingsland,82.7,10.7,0.6,1.9,2.4,1.7,29.7
Kingsport,86.7,8.5,0.2,0.6,1.1,2.9,21.9
Kingston,75.16666666666667,12.966666666666667,1.2666666666666666,2.966666666666667,2.566666666666667,5.1000000000000005,24.566666666666666
Kirksville,77.3,9.4,0.2,6.8,2.6,3.7,17.4
Kirkville,79.5,11.4,0.6,2.0,3.7,2.9,17.7
Kirkwood,76.9,10.4,0.3,5.3,1.4,5.7,18.9
Kissimmee,80.2,11.7,1.6,0.6,2.0,3.9,30.9
Kite,72.5,17.3,0.3,2.3,6.1,1.5,25.8
Klamath Falls,77.6,10.3,0.3,4.0,2.1,5.7,17.3
Klamath River,73.2,11.4,0.7,5.1,1.5,8.0,18.5
Klingerstown,82.5,9.9,0.6,3.6,0.7,2.7,25.9
Klondike,81.8,11.4,0.0,2.2,1.4,3.2,29.4
Knippa,83.2,11.3,0.1,1.1,0.7,3.6,18.2
Krakow,79.4,9.7,0.1,3.4,0.9,6.5,23.0
Kress,81.9,11.5,0.0,1.3,1.8,3.5,19.4
Krypton,84.2,8.0,0.3,0.8,4.2,2.5,21.6
Kulm,64.9,6.4,0.2,17.5,0.6,10.4,11.9
La Crosse,86.7,5.4,1.5,1.6,1.0,3.8,26.9
La Grande,72.6,9.7,0.9,8.1,2.9,5.8,17.2
La Junta,78.0,8.9,0.0,3.7,1.3,8.1,17.9
La Plata,81.2,11.8,0.6,2.3,2.05,2.05,23.65
La Pryor,74.9,12.6,0.2,3.4,4.4,4.6,16.2
La Push,76.2,9.8,2.3,4.4,2.3,4.9,20.9
Labelle,69.6,17.1,0.4,5.9,1.0,6.1,27.5
Lackey,84.6,7.5,0.3,1.7,1.1,4.8,22.1
Lacrosse,57.0,12.7,5.1,16.6,2.9,5.8,15.2
Lafayette,65.2,7.7,5.3,5.0,5.7,11.1,22.5
Lagrange,77.6,10.2,0.5,3.1,1.5,7.2,19.2
Lajas,91.7,3.0,0.3,0.3,0.6,4.0,26.5
Lake Ann,74.0,10.8,0.6,3.3,1.6,9.8,22.1
Lake Benton,75.3,8.2,0.1,5.7,1.0,9.7,20.3
Lake Butler,83.2,10.4,0.6,2.4,0.1,3.3,23.0
Lake George,80.9,9.0,1.0,3.7,1.6,3.8,22.9
Lake Minchumina,28.7,8.1,0.2,38.1,20.1,4.9,8.6
Lake Oswego,77.3,9.1,2.9,2.0,1.5,7.2,27.7
Lake Placid,79.5,11.3,2.3,1.8,1.4,3.8,20.9
Lake Village,82.5,10.2,1.1,0.9,3.2,2.1,32.4
Lake Wales,81.7,10.3,0.5,1.2,2.2,4.0,25.7
Lakeville,83.1,7.0,1.4,2.7,0.8,5.0,26.9
Lakota,82.8,6.1,0.3,4.2,1.7,4.9,15.0
Lamar,88.25,6.65,0.25,0.75,0.4,3.7,30.700000000000003
Lamesa,74.9,15.3,0.0,3.5,1.9,4.4,17.8
Lamont,79.80000000000001,9.65,0.25,3.6500000000000004,1.85,4.85,22.55
Lampasas,78.9,11.6,0.1,2.0,1.1,6.3,25.5
Lancaster,84.4,9.9,0.1,1.0,1.4,3.1,27.5
Land O' Lakes,81.0,8.9,0.4,1.0,1.9,6.7,30.5
Landrum,84.6,10.3,0.3,1.5,0.7,2.6,22.4
Lane City,82.0,11.8,0.3,1.3,0.8,3.9,22.8
Lanesville,85.1,9.2,1.0,1.0,0.6,3.1,22.4
Lanexa,80.6,11.0,0.3,0.3,1.2,6.6,33.1
Langlois,75.8,8.7,0.0,7.7,1.6,6.2,13.1
Langtry,75.8,13.5,0.2,2.5,3.5,4.4,18.7
Lansing,80.3,13.6,0.2,1.1,1.1,3.7,27.3
Laquey,54.5,9.3,0.2,1.0,1.2,33.9,18.1
Laredo,79.3,14.2,1.2,1.5,0.7,3.1,21.7
Lares,92.2,3.3,0.0,4.2,0.0,0.4,31.1
Larose,79.9,11.3,0.4,1.3,4.7,2.5,26.8
Las Marias,88.4,4.2,0.3,2.4,0.4,4.3,28.4
Las Piedras,88.55,4.25,0.25,3.6,1.25,2.05,31.400000000000002
Laurel,73.2,12.85,1.75,4.8999999999999995,2.4,4.9,25.700000000000003
Lavalette,86.7,8.0,0.4,1.1,1.3,2.7,25.1
Lavina,61.0,9.2,0.0,18.9,1.4,9.5,24.4
Lawndale,86.5,8.9,0.2,1.6,0.4,2.4,21.7
Lawrence,75.9,9.1,3.9,4.199999999999999,1.95,4.85,24.7
Le Roy,71.7,11.7,2.8,4.9,1.8,7.1,25.8
Le Sueur,81.7,9.4,0.6,2.8,0.8,4.7,25.0
Leadore,69.8,9.3,0.1,7.2,2.8,10.8,18.6
Leakesville,77.5,15.5,0.0,1.2,2.5,3.3,41.0
Leakey,55.4,14.7,0.0,8.0,6.1,15.7,18.9
Leasburg,81.35,12.95,0.15000000000000002,1.35,1.8,2.35,30.8
Lebo,83.7,9.9,0.4,1.7,0.5,3.7,20.5
Ledger,62.85,6.050000000000001,1.1,17.7,0.9,11.399999999999999,12.65
Leeds,75.1,8.2,0.5,5.1,1.1,10.0,17.6
Leesburg,82.3,13.0,1.0,0.2,0.3,3.3,22.6
Leicester,78.9,11.2,0.1,2.2,0.6,7.1,27.5
Leitchfield,80.4,14.6,0.1,0.6,1.2,3.2,27.3
Lemoyne,52.2,15.6,0.0,12.4,0.0,19.9,19.5
Lena,77.9,14.35,0.4,2.6,0.75,4.05,23.299999999999997
Lenoir City,83.0,11.0,0.2,0.6,1.5,3.7,25.5
Lenore,82.6,12.0,0.0,3.2,0.2,2.0,30.8
Leonard,72.3,13.1,0.0,4.8,0.1,9.7,17.1
Leoti,68.4,17.9,0.0,6.4,0.9,6.5,13.7
Leroy,78.9,10.9,0.4,2.9,2.1,4.7,25.2
Leslie,77.9,14.2,0.4,4.1,0.2,3.4,31.3
Letcher,81.9,11.7,0.3,1.3,1.8,3.0,25.2
Letohatchee,82.0,13.8,0.3,0.8,0.3,2.7,29.5
Lettsworth,84.3,8.9,0.5,1.4,2.4,2.7,29.1
Levan,74.4,15.3,0.4,4.0,1.1,4.9,23.6
Lewis,80.7,7.5,0.3,3.8,3.4,4.2,17.6
Lewisport,87.9,7.9,0.1,0.8,1.1,2.1,25.3
Lewiston,74.5,11.6,2.1,4.2,3.0,4.6,17.1
Lewistown,72.5,8.0,0.7,8.8,2.4,7.6,12.2
Lexington,68.8,9.533333333333333,0.7666666666666666,12.433333333333332,1.8,6.666666666666667,20.833333333333332
Liberty,79.95,7.65,0.05,3.7,0.44999999999999996,8.25,21.25
Lidgerwood,69.1,11.6,0.0,7.7,2.6,9.0,14.2
Lima,87.0,7.550000000000001,0.35,1.6,1.35,2.15,19.450000000000003
Lincoln,79.025,10.475000000000001,0.9750000000000001,3.8999999999999995,1.475,4.175,18.849999999999998
Linden,80.69999999999999,9.9,0.5,1.75,1.9500000000000002,5.15,30.700000000000003
Lineville,76.6,10.8,0.4,3.5,1.7,6.9,23.8
Linn,71.4,14.1,0.1,4.7,2.0,7.7,31.2
Linneus,78.9,13.3,0.0,1.5,2.1,4.2,18.3
Lisbon,85.2,8.6,0.5,2.0,0.9,2.8,25.1
Lisbon Falls,76.9,13.3,0.3,4.1,1.9,3.4,23.7
Litchfield,80.675,9.325,0.225,3.7,0.9750000000000001,5.1,25.3
Lithonia,72.2,10.9,8.1,1.8,1.5,5.5,31.4
Little Eagle,63.0,5.9,1.5,8.9,1.5,19.0,19.7
Little Falls,71.1,11.4,9.3,3.2,2.1,2.9,26.8
Little Mountain,85.9,9.2,0.7,1.5,0.5,2.3,23.9
Little River,84.7,8.8,0.1,1.0,1.4,3.9,26.4
Little Suamico,81.5,10.3,0.1,2.2,0.8,5.0,26.2
Littlefork,72.4,14.2,1.9,4.0,2.0,5.5,14.9
Livingston,87.2,8.1,0.1,0.8,1.0,2.7,34.0
Loachapoka,84.6,8.0,1.0,2.2,1.0,3.1,21.7
Lockhart,78.1,13.8,0.2,2.7,2.3,3.0,30.7
Locust,83.0,10.9,0.2,2.0,1.2,2.7,25.0
Locust Grove,81.4,11.8,0.8,2.5,0.6,2.8,23.6
Locust Hill,83.2,5.1,0.6,2.4,1.1,7.7,30.8
Logan,80.85,10.7,0.2,1.4,1.6,5.3,23.2
Loiza,76.9,10.7,8.2,2.8,0.8,0.6,38.3
Lombard,78.0,7.6,6.4,1.7,1.1,5.2,29.0
Lonaconing,80.6,11.0,0.55,3.15,0.75,3.9000000000000004,22.2
Long Beach,81.3,10.0,1.0,4.4,1.2,2.1,21.9
Long Branch,86.4,8.600000000000001,0.30000000000000004,1.15,0.55,2.95,25.0
Long Pine,77.4,4.2,0.0,7.7,0.8,9.9,11.6
Longford,76.2,11.6,0.1,2.6,2.2,7.4,24.0
Longview,84.5,10.0,0.4,1.6,1.4,2.1,20.1
Longville,76.2,10.2,0.8,3.4,1.5,7.9,23.1
Lontetree,77.1,12.7,2.8,2.8,1.6,3.0,20.4
Lookout Mountain,77.4,9.5,0.2,5.2,0.4,7.2,27.4
Lorman,88.5,6.3,0.5,2.2,1.7,0.7,21.7
Los Angeles,73.0,9.9,6.8,2.8,2.3,5.1,30.0
Los Gatos,69.9,9.3,2.9,3.9,6.6,7.3,25.9
Lost City,80.7,10.8,0.4,5.7,0.1,2.3,25.3
Lost Creek,75.5,15.1,0.3,3.7,4.3,1.1,27.2
Louisiana,79.5,10.2,0.2,2.8,1.5,5.7,23.2
Louisville,82.0,8.4,2.7,2.1,1.5,3.2,22.1
Lovelady,81.3,11.1,0.0,1.5,1.0,5.0,25.5
Lubbock,81.2,11.7,0.9,2.0,1.3,2.8,16.9
Luck,79.6,9.7,0.2,2.6,1.1,6.8,27.0
Ludell,70.0,10.5,0.0,7.0,0.4,12.2,15.2
Lueders,78.4,13.7,0.0,2.7,3.6,1.7,16.9
Lufkin,82.7,12.6,0.1,1.4,1.5,1.6,17.7
Lulu,82.8,11.6,0.1,0.9,1.6,3.1,24.2
Lumberton,83.1,7.3,3.5,1.5,1.0,3.6,28.9
Luning,73.2,6.2,1.1,10.4,2.8,6.3,12.8
Luquillo,79.9,8.2,1.4,2.8,7.0,0.6,31.7
Luray,83.05000000000001,9.600000000000001,0.1,3.0999999999999996,0.85,3.25,27.25
Lusk,65.1,7.9,0.5,12.1,2.8,11.6,17.2
Lutcher,87.0,9.1,0.5,1.3,1.0,1.1,26.8
Luverne,73.15,11.9,0.55,7.3,1.05,6.05,18.15
Lyford,87.9,5.8,0.0,2.6,1.0,2.7,23.3
Lyle,78.4,10.6,1.7,3.1,2.2,4.0,17.2
Lynchburg,80.55,10.425,1.1,2.275,1.9500000000000002,3.7249999999999996,23.325000000000003
Lyndhurst,78.05,6.95,7.25,2.1,1.2,4.449999999999999,28.15
Lyons,80.23333333333333,11.033333333333333,0.6333333333333333,1.8666666666666665,2.8666666666666667,3.466666666666667,23.233333333333334
Lysite,75.5,11.7,1.0,3.5,2.0,6.3,18.5
Lytton,81.2,7.9,0.4,2.8,2.3,5.4,20.9
Macksburg,80.65,9.8,0.25,3.15,0.7,5.5,24.6
Macon,84.1,10.0,0.7,1.45,1.6,2.2,23.2
Madeline,77.2,10.8,1.2,4.3,1.6,4.8,20.6
Madison,76.23333333333333,9.8,1.4666666666666668,5.066666666666666,2.1666666666666665,5.266666666666667,22.799999999999997
Magnolia,81.95,10.8,0.22499999999999998,3.025,1.0499999999999998,2.9749999999999996,27.574999999999996
Maiden,83.8,9.8,0.2,0.8,0.8,4.5,29.6
Malcom,69.0,8.5,0.3,11.8,2.6,7.8,16.4
Malvern,82.5,9.1,0.3,2.7,0.6,4.7,30.1
Mammoth Cave,79.6,12.4,0.0,5.6,1.5,1.0,30.3
Manakin Sabot,84.6,7.7,0.4,0.4,1.1,5.7,30.4
Manassa,77.4,12.7,0.6,2.5,1.0,5.7,22.6
Manassas,74.35,13.850000000000001,5.3,1.2,1.9500000000000002,3.4,37.05
Manati,87.9,6.0,0.3,5.3,0.4,0.1,27.5
Mancelona,80.4,12.9,0.8,1.4,1.0,3.5,28.2
Mancos,71.0,10.6,2.1,5.2,5.0,6.1,21.1
Manhattan,72.1,8.0,0.4,8.9,2.3,8.3,15.7
Manitou,81.0,10.3,0.3,2.7,1.3,4.3,19.2
Mankato,75.7,9.1,0.0,6.2,1.4,7.7,17.6
Mannboro,83.9,9.5,0.9,1.1,1.9,2.8,33.8
Manokotak,37.7,16.0,1.1,20.3,17.7,7.2,8.8
Mansfield,79.60000000000001,11.6,0.3333333333333333,2.7000000000000006,1.5999999999999999,4.166666666666667,23.933333333333334
Mansfield Center,81.5,6.6,2.1,4.7,0.6,4.4,26.0
Manville,77.8,9.0,4.0,4.3,1.9,3.0,23.9
Many,76.2,13.6,1.1,2.7,3.3,3.1,32.6
Maple Park,78.2,10.9,2.0,4.0,1.7,3.3,25.8
Maplewood,79.3,9.5,0.4,4.4,1.3,5.1,18.8
Marathon,71.0,15.5,0.0,3.9,3.9,5.7,12.0
Mardela Springs,83.5,8.9,0.7,2.0,2.2,2.7,21.3
Marengo,79.63333333333333,9.833333333333334,0.3,4.566666666666666,1.1333333333333333,4.533333333333332,23.900000000000002
Margaretville,74.1,10.5,1.5,6.6,1.0,6.3,23.2
Maria Stein,86.9,7.6,0.4,1.4,1.3,2.3,17.7
Marianna,80.3,15.2,0.0,0.2,2.6,1.7,28.2
Maricao,71.9,5.6,0.0,18.6,1.3,2.6,22.1
Marienthal,87.5,4.8,0.0,3.1,2.2,2.4,15.6
Marienville,80.8,6.4,0.0,8.7,0.5,3.5,23.4
Marietta,78.89999999999999,10.433333333333332,0.6,2.6333333333333333,1.0666666666666667,6.333333333333333,23.833333333333332
Marine On Saint Croix,83.3,7.8,2.2,1.0,0.9,4.8,25.8
Marion,87.03333333333335,6.3,0.5,2.233333333333334,1.1,2.8666666666666667,20.1
Marland,81.6,11.5,0.6,2.4,0.6,3.3,21.0
Marmaduke,86.8,8.3,0.1,0.9,1.6,2.4,20.7
Marmarth,60.4,8.7,0.9,10.5,0.9,18.6,24.0
Marshall,83.25999999999999,9.18,0.36000000000000004,1.8,1.1600000000000001,4.28,22.6
Marshallberg,80.3,10.9,0.5,1.4,2.6,4.4,23.3
Martha,82.3,9.6,0.2,1.4,2.8,3.8,33.8
Martin,85.05,7.4,0.55,1.8,0.65,4.55,22.45
Martinsville,77.2,15.4,1.0,2.1,2.4,1.9,20.0
Marysville,80.5,9.55,0.8500000000000001,2.45,2.5,4.15,22.1
Maryville,85.2,7.2,1.8,1.1,1.0,3.7,24.8
Mason,79.0,12.3,0.35,1.95,1.95,4.4,18.6
Mass City,79.3,9.7,0.4,4.7,1.2,4.8,25.4
Matlock,73.6,9.1,0.5,4.7,1.5,10.6,12.6
Matthews,81.5,9.3,0.5,1.1,1.0,6.6,29.6
Mattoon,77.1,9.8,0.9,6.1,2.2,3.9,16.3
Mauk,82.4,12.9,0.3,0.9,3.3,0.2,31.4
Maunabo,79.1,12.3,1.5,4.7,2.5,0.0,28.8
Maxton,86.2,7.8,0.2,1.3,1.1,3.4,22.3
Maxwell,87.8,5.7,0.1,0.9,0.7,4.8,25.7
May,83.4,8.8,0.1,3.4,1.3,3.0,16.3
Mayaguez,90.7,2.0,0.4,1.5,0.1,5.2,25.1
Mayer,74.0,13.2,0.4,3.1,2.2,7.2,23.2
Mayesville,80.5,14.8,0.0,1.7,1.6,1.5,27.8
Mayo,75.4,18.0,0.6,0.6,1.7,3.6,22.8
Mayslick,79.4,13.8,0.2,1.3,0.45,4.85,29.450000000000003
Maywood,72.2,10.6,0.3,7.1,0.7,9.0,18.6
McAlpin,77.3,16.3,0.2,1.0,2.4,2.9,26.0
McClure,78.2,12.6,0.2,4.1,1.8,3.0,23.5
McColl,84.4,11.5,0.4,1.5,0.7,1.5,24.7
McCool,80.6,13.2,0.1,1.6,3.2,1.2,31.0
McEwen,83.6,11.3,0.0,0.5,0.8,3.8,26.6
McLeansboro,78.3,14.5,1.9,0.8,0.3,4.3,29.7
McLouth,84.8,9.9,0.4,1.6,1.0,2.4,29.1
McMechen,85.4,9.0,0.7,2.0,0.8,2.1,22.7
McMinnville,83.0,10.1,0.0,1.1,0.2,5.6,29.0
McNeill,84.4,11.0,0.1,0.9,1.5,2.1,34.6
Mcarthur,66.2,12.1,0.5,6.7,1.8,12.8,15.4
Mcdaniel,79.0,10.6,0.7,2.1,1.4,6.2,26.0
Meadows Of Dan,86.2,8.0,0.3,1.4,1.7,2.4,27.2
Meally,86.6,9.0,0.1,2.2,0.1,1.9,26.7
Means,83.7,10.7,2.3,1.5,0.3,1.5,30.9
Medford,77.6,9.2,0.4,4.0,1.6,7.1,22.1
Mediapolis,82.5,9.5,0.3,3.3,1.7,2.7,16.1
Medical Lake,77.9,9.6,2.6,2.9,1.6,5.4,21.2
Medicine Bow,65.4,10.7,2.6,9.8,5.6,5.9,12.8
Medicine Lodge,82.9,7.7,0.1,2.9,0.9,5.6,13.5
Medora,70.15,8.85,0.05,9.950000000000001,1.1,9.85,27.5
Meeker,70.6,12.6,4.4,2.8,3.0,6.7,28.8
Meherrin,73.9,7.3,0.2,8.7,5.1,4.9,21.7
Melbourne,76.44999999999999,15.45,0.1,2.35,1.45,4.15,20.549999999999997
Melrose,81.5,10.25,0.2,2.2,1.1,4.6,21.65
Melvin,79.80000000000001,10.2,0.05,4.4,0.65,4.95,21.4
Memphis,82.9,9.9,1.5,1.3,1.5,2.8,22.6
Mena,76.4,16.9,0.3,1.7,0.5,4.2,21.9
Menard,73.8,17.3,0.0,3.5,0.3,5.1,17.5
Mendenhall,83.1,11.0,0.4,1.6,2.5,1.4,35.6
Menno,68.8,7.9,0.0,10.4,2.8,10.2,17.8
Menomonie,76.4,8.9,0.1,7.2,1.5,5.9,22.8
Mentone,80.5,11.3,0.2,2.1,2.1,3.8,20.5
Mentor,78.3,10.9,0.2,4.0,0.5,6.0,22.1
Meraux,86.4,8.4,1.4,0.9,1.5,1.4,26.5
Meredosia,81.5,11.4,0.4,2.4,0.2,4.1,25.1
Meriden,80.3,12.9,0.1,2.0,0.3,4.4,24.6
Meridian,76.9,14.1,1.2,1.7,1.4,4.7,26.4
Merrill,84.0,9.8,0.5,2.1,0.9,2.6,22.4
Merrimack,81.6,8.5,0.9,2.0,0.9,6.2,27.5
Merry Point,79.6,12.1,1.0,0.6,0.9,5.8,26.8
Meta,72.0,16.2,0.2,2.8,1.6,7.2,29.9
Metter,79.2,15.3,0.1,1.2,2.5,1.6,23.5
Metz,76.2,9.5,1.9,6.4,1.1,4.9,20.6
Meyers Chuck,58.5,11.9,0.8,18.5,4.2,6.0,8.5
Miami,77.66000000000001,12.940000000000001,1.4999999999999998,2.2600000000000002,1.36,4.279999999999999,20.34
Michigamme,80.0,8.8,0.6,5.8,1.5,3.3,17.7
Middleton,79.5,10.0,0.1,3.7,1.1,5.6,22.4
Middletown,82.6,6.9,1.7,2.9,1.1,4.7,25.7
Midkiff,78.0,13.9,0.0,3.3,1.6,3.1,17.0
Midland,84.43333333333332,10.233333333333333,0.3333333333333333,1.1333333333333333,1.2666666666666668,2.6666666666666665,25.133333333333336
Midlothian,83.69999999999999,8.65,0.5,0.44999999999999996,1.3,5.449999999999999,29.8
Midvale,71.5,12.9,0.1,3.7,4.8,6.9,23.3
Midville,85.0,10.4,0.4,1.0,1.1,2.1,25.6
Midway,78.4,10.7,0.25,4.55,1.9500000000000002,4.2,23.85
Mikado,82.4,9.4,0.0,2.6,1.8,3.7,21.6
Milford,77.86666666666667,13.200000000000001,0.43333333333333335,4.0,1.1333333333333335,3.4333333333333336,18.133333333333333
Mill Hall,79.7,10.2,0.3,4.2,1.0,4.6,22.8
Mill Spring,79.9,13.9,0.6,1.7,0.7,3.2,25.5
Millboro,84.5,6.7,1.1,4.3,0.1,3.3,27.1
Miller,73.4,6.6,0.6,5.4,0.4,13.6,14.2
Millersburg,80.6,9.6,2.2,3.3,1.1,3.3,21.6
Milligan,79.6,8.1,0.0,5.5,1.6,5.3,15.6
Mills,50.5,5.5,0.0,6.8,0.0,37.2,18.5
Millstone,78.7,7.8,4.7,1.7,1.3,5.7,31.8
Millwood,80.0,14.25,0.9,1.95,1.15,1.8,20.35
Milner,78.7,14.0,0.1,1.3,1.4,4.4,31.0
Milnor,78.3,9.4,0.0,5.2,1.2,5.9,17.6
Milton,79.65714285714286,10.514285714285714,0.5571428571428572,3.5571428571428574,1.9857142857142855,3.714285714285714,23.314285714285713
Miltonvale,78.7,9.6,0.0,3.8,2.5,5.4,15.4
Milwaukee,76.0,9.7,6.0,3.9,1.5,3.0,22.5
Minden,83.16666666666666,9.866666666666665,0.5000000000000001,1.8,1.6666666666666667,3.0666666666666664,22.766666666666666
Mineral,81.1,10.3,0.7,0.8,1.6,5.5,35.2
Mineral City,84.5,9.2,0.3,2.0,1.6,2.5,21.3
Mingo Junction,82.3,8.9,0.4,4.2,0.9,3.3,25.2
Minnesota Lake,80.8,8.0,1.2,4.5,1.0,4.5,17.0
