City,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute
Campton,80.9,8.149999999999999,0.75,4.85,2.5,2.85,24.65
Camuy,90.1,5.3,0.1,3.0,0.6,0.9,29.3
Canandaigua,82.5,7.9,0.9,3.9,1.1,3.7,23.0
Candor,82.45,12.35,0.25,1.9000000000000001,0.95,2.15,22.3
Cannelburg,74.3,16.4,0.4,3.0,2.6,3.4,23.1
Cannon Beach,71.8,11.1,1.0,7.1,3.1,6.0,19.0
Canovanas,85.9,7.3,2.7,1.8,0.9,1.5,36.5
Canton,80.56666666666666,9.133333333333333,0.6,3.0,0.9666666666666667,5.7,20.7
Cantwell,43.9,8.4,0.9,17.8,2.4,26.7,17.9
Cape Coral,79.0,10.5,1.1,1.0,2.9,5.6,27.4
Carey,73.4,8.4,2.4,4.2,2.3,9.4,17.7
Carlyle,82.5,10.1,0.6,1.8,1.3,3.7,25.5
Carmel,76.3,8.8,8.3,1.2,0.8,4.5,38.8
Carolina,79.3,12.2,3.7,2.2,0.9,1.8,32.7
Carpenter,77.35,8.3,0.3,4.35,1.15,8.600000000000001,17.5
Carrabelle,76.8,10.2,0.7,3.7,3.2,5.4,20.3
Carrington,82.0,6.4,0.0,5.6,1.0,5.0,13.7
Carrollton,87.5,8.8,0.2,0.5,0.2,2.8,28.5
Carson,70.8,10.350000000000001,0.3,3.6,2.0999999999999996,12.9,28.05
Carson City,80.3,11.8,0.3,3.1,2.1,2.4,17.4
Cartersville,80.75,12.9,0.44999999999999996,0.3,1.5499999999999998,4.0,32.85
Carthage,80.7,10.874999999999998,0.125,3.4749999999999996,1.9499999999999997,2.85,25.5
Cartwright,78.3,9.1,0.9,4.9,1.3,5.5,18.8
Cascade Locks,69.5,10.1,0.1,7.3,3.7,9.3,16.2
Casco,80.9,8.1,0.7,4.5,0.8,5.0,21.8
Cassatt,85.0,9.1,0.3,1.0,1.3,3.3,28.5
Castalia,82.7,9.4,0.1,1.7,1.2,4.9,30.2
Castell,73.3,15.7,0.0,3.9,1.7,5.3,20.3
Castleford,80.9,10.0,0.4,2.7,2.3,3.7,17.1
Cataldo,80.8,8.8,0.4,2.2,1.9,6.0,20.9
Cataula,89.0,5.8,0.2,0.8,1.3,2.8,26.4
Catoosa,85.0,9.8,0.1,0.7,1.0,3.3,25.7
Cave City,81.0,13.6,0.1,2.0,1.5,1.7,20.2
Cayce,84.6,7.6,0.2,0.7,3.0,4.0,25.4
Cayey,78.8,4.3,0.7,4.5,8.4,3.3,29.8
Cayuga,82.4,11.8,0.8,2.1,0.5,2.4,25.3
Cecil,83.4,9.6,0.0,1.4,1.3,4.3,26.3
Cedar Bluff,87.4,8.0,0.0,1.7,0.4,2.4,27.8
Cedar Falls,86.1,9.4,0.1,1.4,0.8,2.1,23.3
Cedar Valley,72.9,12.8,1.8,4.0,2.5,6.1,21.4
Ceiba,87.8,7.2,0.3,1.9,0.8,2.0,27.6
Centenary,81.1,15.0,0.3,0.8,0.6,2.2,29.9
Center,76.4,12.3,0.39999999999999997,4.3,0.85,5.8,20.65
Center Harbor,84.2,8.5,0.0,1.4,1.7,4.2,26.6
Centerview,81.1,8.9,0.2,4.6,1.3,4.0,21.5
Centerville,80.36666666666667,11.033333333333333,0.3,2.6333333333333333,1.3,4.433333333333334,30.666666666666668
Central,86.1,7.1,1.1,2.5,1.0,2.2,23.9
Central Bridge,79.4,8.7,1.5,5.5,0.8,4.2,29.7
Central City,75.6,12.0,1.4,3.1,1.0,6.7,32.8
Centralia,83.6,10.0,0.5,1.9,1.5,2.6,20.8
Centreville,71.7,9.4,9.8,1.8,1.5,5.8,32.0
Ceres,80.2,11.4,1.0,1.8,1.6,4.1,27.0
Ceresco,81.8,8.6,0.2,2.9,1.0,5.5,26.0
Chadwick,82.0,8.6,0.8,2.7,0.6,5.3,23.9
Challis,68.3,6.8,2.5,9.1,4.7,8.6,18.7
Chamberlain,74.0,9.0,1.9,4.6,2.2,8.3,13.9
Chambers,74.6,1.3,0.0,6.9,0.6,16.6,17.5
Chapel Hill,67.4,8.5,7.4,6.0,3.3,7.6,22.3
Chapin,78.9,6.9,1.1,7.6,2.3,3.2,20.7
Chapmansboro,84.9,9.9,0.2,0.4,0.6,3.9,31.6
Chapmanville,85.2,9.2,0.0,3.7,0.5,1.4,24.9
Chappell,72.2,12.3,0.3,3.8,5.3,6.1,23.8
Charleston,80.56666666666668,9.566666666666666,1.4000000000000001,2.8666666666666667,1.5,4.166666666666667,22.066666666666666
Charlo,70.7,11.3,0.8,5.0,1.3,11.0,19.7
Charlottesville,60.1,7.4,8.6,12.6,5.3,6.1,18.2
Chase,83.4,9.1,0.2,2.1,2.7,2.6,20.9
Chateaugay,77.1,10.3,0.7,4.3,1.9,5.8,20.7
Chatfield,76.6,8.3,1.9,6.6,2.0,4.6,17.5
Cherokee,82.25,11.875,0.15000000000000002,1.2,2.0250000000000004,2.5,22.5
Cherryvale,78.2,9.5,0.0,7.1,1.3,3.9,16.3
Chesapeake,86.5,7.0,0.7,1.4,1.2,3.2,25.0
Chester,75.33333333333333,9.833333333333334,3.6999999999999997,3.766666666666666,2.1,5.233333333333333,24.433333333333334
Chester Gap,75.0,16.9,0.2,2.3,1.3,4.3,42.7
Chesterland,80.9,8.8,0.3,1.9,1.9,6.2,28.4
Cheyenne,82.1,9.9,0.6,2.4,2.0,3.0,15.5
Cheyenne Wells,73.1,8.2,0.0,6.1,2.0,10.5,12.4
Chicopee,82.5,8.2,2.2,2.6,1.1,3.4,22.7
Chicora,81.3,10.2,0.7,3.2,1.1,3.4,28.8
Chiefland,76.3,14.8,0.3,1.6,1.3,5.8,30.1
Chili,73.2,8.3,0.1,5.0,2.8,10.7,20.9
Chillicothe,76.85,13.05,0.8,2.45,3.25,3.6,17.85
Chilton,86.4,6.9,0.2,1.3,1.0,4.2,20.1
Christiana,85.1,9.6,0.4,0.9,1.0,3.0,28.0
Christmas Valley,70.4,11.6,0.0,7.2,1.8,8.9,16.5
Church Hill,88.4,7.4,0.5,0.4,1.1,2.2,25.0
Ciales,74.6,18.9,1.2,4.0,0.5,0.7,32.0
Cibolo,84.4,9.9,0.2,0.7,1.1,3.7,25.3
Cidra,83.2,5.3,0.9,2.1,5.2,3.2,31.9
Cincinnati,79.7,8.5,3.7,2.9,1.0,4.1,23.0
Cincinnatus,74.8,11.9,0.8,6.8,0.9,4.8,20.9
Cisco,83.9,10.1,0.1,1.7,1.0,3.1,19.1
Claremont,75.65,14.549999999999999,0.05,4.9,0.6499999999999999,4.15,16.45
Clarence,73.5,9.5,2.45,6.65,1.8,6.199999999999999,20.6
Clarendon,68.7,16.5,0.0,5.3,1.3,8.2,22.6
Clark,63.6,9.9,0.0,9.4,1.2,15.8,17.6
Clarks Mills,81.8,8.5,0.3,3.5,1.0,4.8,20.5
Clarksdale,87.4,6.9,0.1,1.2,0.5,3.9,22.7
Clarkson,79.9,9.7,0.0,3.4,0.8,6.3,18.6
Clarkston,78.9,10.3,0.9,2.7,2.0,5.2,15.9
Clay City,85.7,9.2,0.8,1.1,1.0,2.3,20.5
Clayton,76.67999999999999,10.16,0.32,4.24,0.9400000000000001,7.68,22.34
Cle Elum,72.3,8.7,0.8,9.2,3.8,5.4,21.3
Clearbrook,76.7,12.5,0.6,3.2,1.1,5.8,25.3
Cleveland,82.44999999999999,8.75,1.55,2.9,1.2,3.125,26.725
Clifford,82.4,9.9,1.3,2.0,1.7,2.7,24.2
Clifton,78.55,11.45,0.15000000000000002,2.85,1.3,5.65,24.0
Clifton Forge,85.9,9.3,1.0,0.9,1.3,1.6,24.3
Clinton,81.9,8.1,0.0,1.0,1.4,7.6,19.3
Clio,83.8,10.9,0.4,1.8,1.5,1.6,24.1
Cloquet,82.9,8.3,0.3,2.9,0.9,4.7,20.8
Clover,83.5,9.2,0.7,1.0,1.0,4.7,26.2
Cloverdale,76.4,10.7,0.7,4.8,2.4,5.0,19.6
Cluster Springs,83.1,8.2,0.4,1.2,4.1,2.9,24.4
Coahoma,79.8,15.8,0.2,1.6,0.9,1.7,18.0
Coal City,87.3,7.0,0.8,0.8,0.9,3.2,28.0
Coalgate,83.1,8.8,0.4,2.1,0.4,5.3,24.4
Coamo,89.2,2.6,0.2,5.6,1.4,1.0,24.8
Coats,83.4,10.7,0.0,2.1,1.2,2.5,13.2
Coatsville,77.8,13.4,0.0,1.3,1.5,6.0,26.9
Coeburn,86.0,9.4,0.1,2.3,0.5,1.8,30.3
Coffeeville,84.1,11.0,1.5,0.7,1.9,0.8,19.8
Colby,79.5,9.8,0.1,3.9,1.1,5.6,10.1
Cold Brook,81.2,7.7,0.8,4.6,1.1,4.6,23.4
Coldwater,86.2,8.1,0.0,1.4,1.1,3.1,30.1
Colebrook,79.4,10.0,0.1,3.5,1.0,5.8,20.7
Coleman,84.35,7.8500000000000005,0.6,2.45,1.5,3.3,25.15
Collierville,86.8,8.1,0.0,0.6,0.9,3.6,32.9
Collins,78.8,12.7,0.2,2.8,3.0,2.6,26.3
Collinston,87.4,9.5,0.1,0.8,1.3,0.8,24.9
Collison,84.1,8.6,0.7,2.8,0.9,2.9,20.8
Colonial Heights,86.6,7.2,0.1,1.5,2.1,2.6,20.6
Colorado City,80.7,14.4,0.4,0.7,0.3,3.5,22.2
Colt,78.8,12.8,0.1,3.4,2.5,2.4,20.3
Columbia,81.0,9.85,0.35,1.7999999999999998,1.3,5.75,28.049999999999997
Columbia City,85.5,9.0,0.3,1.0,1.0,3.2,23.4
Columbia Falls,80.9,7.5,0.6,3.2,1.7,6.1,19.2
Columbiaville,85.6,8.8,0.7,1.0,0.4,3.5,33.5
Columbus,79.925,10.625,0.44999999999999996,2.4749999999999996,1.2249999999999999,5.324999999999999,18.55
Columbus Grove,86.0,8.4,0.7,1.3,0.8,2.7,22.6
Comanche,81.8,11.3,0.6,1.9,2.4,2.0,20.3
Comer,83.9,8.1,0.2,1.4,1.7,4.6,28.8
Comerio,85.2,6.5,1.0,3.4,3.3,0.6,37.2
Comfort,76.3,12.4,0.3,2.1,1.2,7.6,29.5
Comfrey,72.5,10.5,1.2,6.6,1.8,7.4,17.3
Comins,77.3,8.4,0.1,2.9,4.4,6.9,19.5
Commerce,84.94999999999999,8.149999999999999,0.1,2.4,1.15,3.2,23.3
Commiskey,84.4,9.5,0.6,1.4,1.5,2.7,26.7
Concord,79.95,10.25,0.1,3.75,0.7000000000000001,5.25,23.549999999999997
Concrete,78.1,10.8,1.1,2.5,2.0,5.6,24.7
Conehatta,83.9,10.3,0.0,1.4,1.8,2.6,26.4
Conley,78.3,13.5,2.3,1.4,2.2,2.3,30.0
Connellsville,84.5,9.0,0.5,2.1,1.2,2.6,26.2
Conover,80.6,7.2,0.1,4.4,1.2,6.5,19.1
Conrad,69.5,12.6,0.0,7.7,1.5,8.7,16.2
Conroe,80.7,10.8,1.3,1.0,1.3,4.9,32.7
Converse,85.0,8.5,0.6,1.4,1.8,2.7,20.2
Conway,84.0,8.85,0.2,2.3,1.75,2.8499999999999996,22.75
Conway Springs,81.7,8.6,0.2,3.6,1.0,4.9,23.3
Cook Station,79.7,14.0,0.1,1.3,1.0,3.8,27.5
Coon Valley,77.4,8.7,0.6,4.0,2.1,7.1,24.2
Cooper,79.5,6.8,0.0,3.7,2.2,7.8,18.7
Coquille,74.4,11.9,0.9,4.7,1.7,6.3,19.6
Cora,75.3,9.5,0.9,7.9,1.3,5.2,22.7
Corinth,80.75,11.850000000000001,0.4,2.4,1.4,3.25,26.15
Cornersville,86.9,9.0,0.2,0.8,1.6,1.5,30.1
Corning,76.5,12.3,0.4,3.8,1.9,5.0,24.6
Cornish,77.5,12.2,0.4,3.0,1.8,5.2,25.4
Corsica,70.8,11.1,0.0,6.7,2.2,9.3,17.7
Cortez,75.9,9.2,0.0,3.9,1.3,9.7,22.3
Corunna,84.35,8.8,0.30000000000000004,1.9,1.5,3.15,24.6
Corwith,79.7,8.4,0.5,2.8,1.8,6.8,20.0
Cosby,81.85,12.9,0.35,1.25,0.65,3.0,26.95
Coshocton,80.9,8.6,0.4,2.7,2.2,5.2,22.9
Cost,73.7,17.4,1.6,2.5,0.9,3.9,21.5
Cotopaxi,77.9,11.3,0.4,3.2,3.3,4.0,23.1
Cotter,84.6,8.9,0.4,1.3,0.8,4.0,17.1
Cotton Center,82.3,11.0,0.4,1.3,1.4,3.6,15.5
Cottonwood Falls,79.8,9.1,1.4,2.3,1.1,6.3,22.1
Cotulla,80.7,10.4,0.0,3.9,2.7,2.4,20.8
Couch,81.0,10.3,0.6,2.3,1.3,4.5,23.1
Coulee City,81.7,7.8,0.5,2.5,4.2,3.3,19.3
Council,68.7,11.0,0.8,4.1,3.5,12.0,23.0
Coupeville,75.2,9.0,2.8,3.5,2.4,7.2,28.6
Courtland,85.1,8.4,0.7,0.8,0.9,4.2,24.0
Cove City,80.6,11.7,0.3,1.9,2.5,3.0,20.8
Covington,82.0,11.5,0.5333333333333333,1.9000000000000001,1.2833333333333334,2.766666666666667,27.233333333333334
Coxsackie,81.4,8.5,0.9,2.5,2.2,4.5,27.3
Coy,85.7,7.8,0.1,1.3,0.9,4.2,22.6
Crab Orchard,81.55,10.399999999999999,0.25,2.15,0.85,4.75,22.4
Craigsville,81.9,12.5,1.1,2.3,0.3,1.9,28.5
Craigville,75.7,16.8,0.0,2.0,1.6,3.8,22.3
Crane,80.45,14.0,0.44999999999999996,2.15,1.45,1.4,24.65
Crawford,77.1,8.5,0.1,3.7,0.6,9.9,24.2
Crawfordsville,80.0,11.4,0.1,1.5,1.7,5.3,22.5
Crawfordville,81.35,12.2,0.85,2.05,1.8,1.9,26.5
Crayne,80.3,12.2,0.3,1.5,1.2,4.6,27.2
Crenshaw,81.2,13.0,0.2,2.9,0.1,2.5,23.7
Creole,83.8,10.6,0.1,1.3,2.4,1.9,34.6
Cresco,78.2,9.5,4.3,2.2,0.7,5.1,38.7
Crestline,83.6,10.1,0.3,2.6,1.2,2.1,21.6
Creston,82.05000000000001,9.5,0.25,2.1,0.9,5.199999999999999,23.85
Creswell,75.8,12.4,0.0,10.0,0.0,1.8,24.4
Cromwell,79.8,16.0,0.4,1.9,0.6,1.3,25.6
Crook,76.4,13.9,0.3,4.1,0.7,4.7,16.9
Cropwell,86.1,8.6,0.2,0.5,1.1,3.5,30.1
Crossville,86.1,10.4,0.0,0.6,0.9,2.1,22.8
Crowell,83.05,12.05,0.0,2.05,1.15,1.7000000000000002,17.5
Crowley,84.7,8.8,0.2,1.2,1.1,3.9,30.0
Crown Point,84.4,7.9,2.8,1.3,1.3,2.3,27.9
Crystal Spring,77.9,14.6,0.2,2.8,0.5,4.0,32.1
Crystal Springs,82.7,12.8,0.4,1.3,1.4,1.5,29.2
Cub Run,74.2,16.3,0.3,2.2,2.2,4.8,28.2
Cuba,82.7,11.1,0.3,2.8,0.9,2.3,26.2
Culbertson,75.15,13.55,0.7999999999999999,4.6,0.5,5.45,16.4
Culebra,53.9,12.7,0.0,24.7,1.7,7.1,9.6
Cullman,84.9,10.0,0.1,1.5,1.0,2.6,26.4
Cumberland,79.6,15.9,0.8,1.7,0.6,1.4,21.7
Cumberland Center,77.2,8.8,1.4,5.0,1.7,6.0,22.5
Cumberland Gap,84.9,9.0,0.1,0.8,1.1,4.0,24.3
Currie,75.7,9.2,0.6,4.8,1.2,8.4,19.8
Cushing,80.16666666666667,9.966666666666667,0.2333333333333333,3.033333333333333,1.2333333333333334,5.366666666666667,24.73333333333333
Cusseta,67.19999999999999,8.85,0.25,5.75,1.0,16.9,19.85
Cut Bank,69.0,9.7,0.3,10.4,0.4,10.1,13.7
Cutler,85.9,8.9,0.7,1.5,0.5,2.5,25.9
Cuyahoga Falls,86.7,6.6,1.9,1.4,0.5,2.9,22.9
Cynthiana,88.8,6.6,0.0,0.8,0.8,3.0,22.8
Cypress,86.4,7.2,0.15000000000000002,1.65,1.1,3.5,24.15
Daggett,80.6,11.4,0.1,2.1,1.2,4.4,21.1
Dahlonega,78.6,12.7,0.1,0.3,0.6,7.7,32.3
Dailey,80.3,13.2,0.0,3.2,0.8,2.4,21.0
Daisy,73.1,11.6,0.3,2.0,7.6,5.3,21.6
Dakota City,83.9,8.4,0.1,2.0,1.7,4.0,17.8
Daleville,85.26666666666667,9.066666666666666,0.20000000000000004,1.6333333333333335,1.5666666666666667,2.3000000000000003,20.7
Dalhart,82.15,9.05,0.25,2.35,2.45,3.75,12.75
Dalton,77.6,8.6,1.3,5.5,1.6,5.3,20.4
Damon,86.7,8.5,0.2,0.8,1.2,2.6,29.1
Dana,83.9,8.7,0.3,2.4,1.5,3.2,22.4
Danville,81.76666666666667,10.5,1.0333333333333334,3.1333333333333333,0.8666666666666666,2.766666666666667,22.333333333333332
Darlington,82.7,9.7,0.3,4.0,0.9,2.4,21.8
Datto,82.8,10.9,0.0,2.9,1.5,2.0,21.0
Davidson,84.2,8.8,0.4,1.0,1.4,4.3,24.7
Davis,80.8,12.0,0.2,2.8,0.3,3.9,27.7
Dawson Springs,85.25,6.7,0.2,2.05,4.55,1.25,21.75
Dawsonville,79.45,11.25,0.35,0.6499999999999999,1.5,6.8500000000000005,29.45
Dayton,81.86666666666666,10.033333333333333,0.8999999999999999,2.7999999999999994,1.0333333333333334,3.4333333333333336,21.53333333333333
De Borgia,77.0,13.8,0.0,4.2,1.4,3.6,23.1
De Mossville,85.8,11.0,0.9,0.3,0.1,2.0,35.9
De Queen,70.6,24.4,0.2,1.1,0.2,3.4,24.1
De Smet,73.1,9.7,0.2,5.4,0.6,10.9,20.0
De Soto,82.0,7.6,0.4,3.4,1.4,5.1,22.7
Dearborn,82.8,11.2,1.1,1.6,1.3,2.0,17.4
Deary,65.8,12.2,0.6,13.5,2.5,5.3,18.3
Decatur,86.75,10.05,0.3,0.5,0.6499999999999999,1.7000000000000002,27.1
Decorah,70.95,9.05,0.1,11.399999999999999,1.7,6.75,20.15
Dedham,70.0,7.2,13.5,3.5,1.3,4.5,32.7
Deer Island,78.5,12.1,0.8,2.5,0.8,5.4,32.6
Deer Lodge,82.7,13.0,0.0,0.4,1.9,2.0,30.8
Deer Park,80.4,16.0,0.0,1.3,1.0,1.3,32.6
Deer Trail,76.2,10.4,0.2,0.8,0.7,11.7,40.1
Deerfield,72.9,8.0,5.4,5.6,3.5,4.6,21.0
Defuniak Springs,80.7,10.1,0.0,0.8,3.2,5.2,27.2
Delcambre,81.7,12.0,0.1,1.9,1.8,2.5,28.5
Delta,82.19999999999999,9.9,0.15000000000000002,2.1,1.6,4.05,21.299999999999997
Deltona,81.2,8.7,0.9,1.3,2.9,5.0,25.3
Deming,76.9,14.8,1.4,1.4,0.7,4.9,19.2
Denhoff,64.2,6.9,0.0,7.8,0.0,21.1,22.8
Denmark,80.7,11.1,1.3,4.0,1.1,1.8,22.0
Dennis,82.3,6.7,1.5,2.4,1.3,5.9,23.7
Denver,72.44999999999999,11.95,3.65,3.7,1.95,6.3,25.55
Denver City,77.95,17.7,0.0,2.4,0.25,1.7,15.8
Depew,84.4,9.7,0.2,1.0,0.5,4.2,24.7
Derry,84.1,6.2,0.9,1.7,1.0,6.2,30.0
Detroit,81.0,9.7,3.2,1.8,1.5,2.8,25.1
Devol,83.4,9.2,0.1,1.8,0.9,4.6,23.3
Dewy Rose,86.2,8.45,0.2,1.15,0.35,3.65,22.049999999999997
Dexter,81.0,9.566666666666668,0.3,3.733333333333333,1.4666666666666668,3.933333333333333,22.066666666666666
Diaz,86.7,8.2,0.1,1.8,0.4,2.7,19.7
Dickinson,82.1,11.2,0.2,1.9,1.8,2.8,20.2
Dilley,84.1,10.9,0.2,2.7,1.6,0.6,17.9
Dillon,66.6,9.2,5.5,7.7,2.9,8.0,16.9
Dingmans Ferry,79.7,9.2,2.9,3.4,0.7,4.2,44.0
Dinwiddie,87.1,7.0,0.3,1.1,1.1,3.5,28.9
Disputanta,85.6,9.5,0.7,1.0,1.2,2.0,30.3
Divide,75.2,12.3,0.4,2.7,1.6,7.8,31.6
Dixfield,80.8,9.7,0.2,2.6,0.8,5.8,27.9
Dixon Springs,85.2,12.2,0.1,0.8,0.0,1.8,29.1
Dodge,82.35,7.45,0.1,4.1,1.05,4.949999999999999,16.55
Dodson,73.15,14.7,0.7999999999999999,4.8500000000000005,0.95,5.6,21.3
Dolliver,79.6,8.8,0.4,5.0,0.9,5.2,16.1
Donaldsonville,86.4,8.2,0.1,1.1,0.8,3.3,30.4
Donnelly,73.1,7.2,1.0,10.5,0.8,7.4,16.4
Doon,79.8,7.9,0.0,5.4,0.3,6.6,17.0
Dorado,78.2,9.85,2.15,3.45,4.05,2.3499999999999996,34.6
Doswell,83.9,6.5,0.4,1.6,1.5,6.2,26.0
Dothan,87.1,7.8,0.2,0.85,1.9500000000000002,2.1500000000000004,24.15
Douglas,83.9,9.7,0.6,0.9,2.7,2.3,19.7
Douglass,79.3,11.7,0.2,4.1,1.7,3.0,19.6
Douglasville,79.6,12.0,0.9,1.0,1.4,5.1,31.4
Dove Creek,56.3,12.9,0.0,25.1,0.3,5.4,17.6
Dover,83.80000000000001,8.25,0.6,1.45,0.95,5.0,23.35
Dow City,76.6,11.1,0.3,3.0,4.0,5.1,15.8
Downsville,88.1,6.8,0.7,1.1,0.7,2.7,32.9
Doyle,85.7,10.6,0.0,0.7,0.9,2.1,23.8
Doylesburg,82.6,10.4,0.3,2.4,0.9,3.4,23.5
Drakes Branch,78.3,12.2,0.5,1.7,3.6,3.7,30.0
Drewsey,70.7,7.2,0.4,7.2,2.0,12.6,16.0
Driscoll,56.4,16.1,0.6,8.0,2.6,16.3,24.9
Drummond,75.6,10.2,1.2,4.7,1.5,6.8,23.4
Dry Branch,86.5,8.4,1.9,0.9,1.0,1.4,32.2
Dryden,80.5,3.1,0.0,5.8,4.1,6.5,18.6
Du Bois,76.4,13.3,0.0,1.8,0.9,7.5,18.2
Duck Hill,88.3,9.2,0.0,0.0,1.5,1.0,25.7
Dudley,85.5,10.3,0.2,1.5,1.1,1.5,23.2
Duke Center,82.3,9.4,0.4,3.9,1.3,2.6,20.2
Dulce,80.8,11.0,1.6,1.0,2.4,3.3,26.2
Duluth,78.1,9.4,2.5,4.7,1.5,3.9,19.6
Dumont,75.7,9.8,0.5,5.1,0.8,8.2,17.1
Dundee,78.2,15.0,1.0,2.0,1.6,2.2,20.7
Dunellen,73.1,8.4,9.5,2.9,2.3,3.8,32.9
Dunn Center,66.2,12.8,0.7,4.8,1.9,13.5,24.6
Dunning,50.2,13.3,0.0,7.5,1.4,27.6,23.9
Dupree,65.3,5.7,0.7,6.6,1.7,20.0,19.6
Durand,75.6,8.6,0.1,5.4,1.8,8.4,25.1
Durango,31.2,13.1,1.8,29.4,19.9,4.7,11.8
Durant,80.1,14.8,1.2,1.3,1.5,1.1,27.4
Durham,74.9,11.6,3.9,2.6,2.1,4.8,22.0
Dustin,79.2,7.5,0.7,2.1,1.0,9.4,25.0
Dutch John,86.5,3.7,1.4,0.5,2.3,5.6,19.3
Eagle,79.9,8.0,0.5,2.0,2.8,6.9,20.0
Eagle Pass,77.2,17.0,0.5,2.3,1.8,1.2,20.8
Eagle River,82.5,8.2,0.4,2.4,1.2,5.3,19.9
Earle,81.4,11.350000000000001,0.35,2.2,1.9,2.85,22.45
Earling,78.5,10.2,0.7,2.9,1.2,6.5,18.3
East Concord,81.3,8.3,3.7,2.9,1.3,2.6,21.2
East Jordan,78.6,12.6,0.7,2.0,0.6,5.6,20.2
East Nassau,80.8,8.8,2.2,4.2,0.9,3.2,23.1
East Peoria,86.7,8.0,0.6,1.3,0.7,2.7,21.1
East Prairie,75.7,15.2,0.0,3.1,0.7,5.4,17.0
East Stone Gap,82.1,13.0,0.8,1.9,0.7,1.5,22.6
Eastsound,63.7,11.6,2.1,9.5,4.0,9.1,14.4
Eastview,81.0,11.5,0.5,2.6,1.3,3.2,22.4
Eaton,87.1,6.9,0.4,2.5,0.9,2.1,23.6
Eatonton,80.5,12.3,0.3,1.0,2.3,3.6,25.9
Eau Claire,80.8,8.7,0.2,2.6,1.5,6.4,22.0
Ebro,84.3,9.1,0.4,1.0,2.9,2.3,29.3
Echola,85.8,9.0,0.4,1.4,0.9,2.5,22.1
Eckert,73.0,12.4,0.3,4.9,2.0,7.4,23.8
Edelstein,82.9,8.5,2.5,2.3,1.3,2.5,19.3
Edgartown,74.3,6.3,4.0,4.2,3.0,8.3,14.4
Edgemont,74.55,10.350000000000001,0.55,5.550000000000001,1.5,7.45,21.950000000000003
Edgerton,77.3,9.2,0.8,4.1,1.1,7.5,18.5
Edgewood,78.9,6.6,0.0,2.0,0.8,11.6,30.9
Edinburg,79.0,9.9,0.1,5.3,0.8,4.9,17.0
Edison,85.9,8.7,0.5,1.0,0.7,3.2,30.1
Edon,87.3,7.0,0.1,1.7,1.6,2.2,19.1
Edson,78.7,11.8,0.0,0.2,3.2,6.1,14.7
Egegik,21.2,6.8,1.1,36.2,32.4,2.4,6.0
Ekalaka,48.5,8.8,0.0,14.8,2.8,25.1,13.4
El Cerrito,68.9,11.6,10.1,1.7,1.9,5.8,35.3
El Paso,74.65,12.6,0.75,1.9,3.2,6.9,23.049999999999997
El Reno,86.1,8.8,0.2,0.6,1.3,3.0,23.1
Eldorado,80.4,11.399999999999999,0.35,0.85,1.45,5.5,20.4
Eldridge,85.8,7.0,0.8,1.6,1.0,3.7,18.7
Electra,86.4,7.4,0.0,0.8,0.7,4.7,21.5
Electric City,74.3,12.4,2.4,2.8,2.5,5.5,18.4
Elfrida,77.6,10.0,0.5,3.8,2.6,5.5,19.3
Elgin,79.65,11.8,1.4000000000000001,2.05,0.95,4.1,27.200000000000003
Elizabeth,84.4,8.8,0.8,1.2,3.0,1.9,27.5
Elizabeth City,83.15,10.8,0.35,1.25,2.2,2.25,30.6
Elk City,81.7,9.6,0.1,5.1,1.7,1.8,16.8
Elk Horn,79.1,9.5,0.3,4.65,1.25,5.2,18.15
Elk Park,79.7,11.8,0.5,2.4,0.6,5.0,22.9
Elkhart,78.7,13.5,0.4,1.6,2.9,2.9,19.6
Elkton,77.3,11.2,0.2,2.9,2.2,6.2,20.2
Ellabell,85.0,8.9,0.0,2.0,2.1,1.9,29.3
Ellaville,81.5,14.3,0.3,1.7,1.5,0.8,26.8
Ellenboro,86.95,7.949999999999999,0.4,1.7000000000000002,0.6,2.3499999999999996,25.4
Ellendale,82.7,7.7,0.9,2.2,1.6,4.9,25.0
Ellinger,83.2,9.2,0.2,1.7,1.2,4.5,23.3
Elliott,76.9,10.5,1.5,3.1,2.2,5.9,19.1
Elliottville,84.6,9.1,1.8,1.9,0.2,2.5,19.4
Ellsinore,73.7,12.1,0.0,4.2,3.6,6.3,20.5
Ellsworth,78.19999999999999,9.9,0.1,5.75,0.8500000000000001,5.199999999999999,18.85
Ellwood City,84.3,8.3,1.2,2.4,1.0,2.9,22.8
Elm City,83.4,8.7,0.2,1.7,4.3,1.8,20.4
Elm Creek,74.7,17.6,0.1,2.9,1.3,3.5,16.1
Elmendorf,79.2,11.0,2.8,1.8,1.2,4.0,24.5
Elmira,84.1,7.3,2.0,3.3,0.9,2.3,19.5
Elmo,79.9,10.0,1.2,2.1,1.0,5.8,18.0
Eltopia,81.9,11.9,0.7,1.5,0.8,3.3,20.7
Ely,69.9,16.8,0.8,9.8,1.7,0.9,17.1
Emmetsburg,83.2,8.0,0.0,4.2,1.3,3.3,16.8
Emory,81.1,11.7,0.0,2.2,1.3,3.6,37.0
Empire,76.15,8.95,0.8,4.2,2.5,7.35,29.799999999999997
Emporia,76.1,17.2,0.0,2.9,0.9,2.9,20.7
Encampment,77.7,10.7,0.4,4.2,1.5,5.4,17.4
Enders,76.0,4.9,0.0,4.8,2.7,11.5,12.2
