City,Income,IncomeErr,IncomePerCap,IncomePerCapErr
Endicott,46564.0,3684.0,17564.0,736.0
Energy,37470.0,2513.0,19743.0,979.0
Enfield,38446.5,2361.5,22621.5,1401.0
Engadine,38434.0,1822.0,23889.0,1043.0
Englewood,72776.5,3628.5,35303.0,1653.5
Englishtown,85242.0,1177.0,43469.0,555.0
Enigma,31835.0,4173.0,16523.0,1015.0
Ennice,36968.0,3199.0,20366.0,1496.0
Enochs,37397.0,8652.0,17007.0,2385.0
Enola,51223.0,1885.0,24603.0,803.0
Enterprise,37159.333333333336,3778.0,22102.666666666668,1613.0
Epping,88013.0,5058.0,43946.0,2882.0
Epps,23854.0,2595.0,14205.0,1006.0
Epworth,37049.0,2287.0,20534.0,1255.0
Equality,39636.0,4202.0,22125.0,1191.0
Erbacon,30918.0,3869.5,18636.5,1374.5
Erick,48601.0,3997.0,25156.0,3163.0
Ericson,43179.0,4020.0,23612.0,2018.0
Erie,43195.0,2924.0,22354.0,1295.0
Erlanger,54296.0,1616.0,27847.0,593.0
Escalante,50194.0,7510.0,24729.0,2169.0
Esom Hill,37853.0,2768.0,20293.0,1480.0
Essex,67095.0,812.0,35011.0,327.0
Essig,52598.0,2042.0,28018.0,1126.0
Ethan,60741.0,4576.0,23656.0,2428.0
Ettrick,51077.0,1423.0,25502.0,536.0
Eudora,31588.0,2465.0,19472.0,2023.5
Eufaula,36011.0,2435.0,20599.0,1071.0
Eupora,34448.0,2909.0,19938.0,1249.0
Eutaw,20541.0,2413.0,13611.0,1741.0
Evans,41314.0,2720.0,23090.0,1485.0
Evansville,47705.5,1185.5,26513.5,651.0
Evant,49340.0,1526.0,19760.0,716.0
Everson,53145.0,1739.0,27223.0,704.0
Everton,37035.0,2953.0,20828.0,1334.0
Ewing,31086.0,2013.0,17899.0,1195.0
Fairbanks,71068.0,1964.0,33244.0,1103.0
Fairbury,54254.0,2297.0,25769.0,1520.0
Fairfax,105297.0,7530.0,45545.0,1801.0
Fairfield,47607.666666666664,2696.3333333333335,24878.666666666668,1329.6666666666667
Fairmont,45701.5,2434.5,24367.5,899.5
Fairplay,56969.0,5031.0,31734.0,1737.0
Fairview,51571.0,2398.0,27877.0,2300.0
Faith,39773.0,5541.0,27174.0,2582.0
Falfurrias,22741.0,3037.0,13179.0,1824.0
Fall Branch,42817.0,1365.0,26176.0,1011.0
Fallon,47415.0,2549.0,24202.0,1180.0
Falls Church,120522.0,7243.0,65600.0,5025.0
Falmouth,41098.0,1493.0,20530.0,643.0
Fannin,51226.0,3258.0,29513.0,3235.0
Fanwood,69594.0,1178.0,35308.0,495.0
Farber,41310.0,1457.0,18934.0,961.0
Faribault,59598.0,2035.0,26660.0,727.0
Farina,43944.0,2186.0,21472.0,1035.0
Farmersville,46966.0,1701.0,19866.0,2043.0
Farmington,48671.0,1608.0,22460.0,704.0
Farmland,40810.0,1723.0,23000.0,1870.0
Farnsworth,51517.0,3478.0,25995.0,2161.0
Federalsburg,49779.0,2069.0,26406.5,1275.5
Felt,53474.0,5555.0,24118.0,1679.0
Ferdinand,55247.0,2532.0,24936.0,1066.0
Fernandina Beach,54116.0,2461.0,28670.0,1793.0
Fernley,47255.0,1924.0,23173.0,959.0
Fernwood,39863.0,3459.0,20937.0,1241.0
Ferriday,29654.0,4145.0,17498.0,1303.0
Fertile,53326.0,1183.0,26766.0,627.0
Festus,47014.0,2519.0,23772.0,1739.0
Fieldton,39851.0,3148.0,20863.0,1221.0
Firebaugh,45233.0,692.0,20408.0,258.0
Fischer,65833.0,3291.0,32838.0,990.0
Fish Camp,47681.0,4294.0,28316.0,2011.0
Flandreau,52446.0,3176.0,26918.0,1933.0
Flemington,41130.0,2157.0,19908.0,952.0
Fletcher,35305.0,2162.0,17762.0,1457.0
Flintville,40389.0,2187.0,21655.0,1229.0
Florence,45361.5,2911.0,24009.5,1189.5
Florida,15212.0,1492.0,7849.0,676.0
Fluker,41302.0,1952.0,21671.0,631.0
Flushing,42327.0,575.0,22957.0,301.0
Folkston,42778.0,5730.0,18036.0,1636.0
Fond Du Lac,55473.0,1349.0,27474.0,625.0
Fontana Dam,34805.0,4046.0,19372.0,1788.0
Ford,41978.0,1226.0,22221.0,763.0
Forest,32951.0,5206.0,21050.0,2087.0
Forest City,44591.666666666664,2042.3333333333333,23466.0,1075.3333333333333
Forest Hill,36651.0,1933.0,20347.0,1134.0
Foristell,53718.0,2293.0,22232.0,606.0
Forrest City,28393.0,3099.0,14298.0,970.0
Fort Bragg,42980.0,1757.0,24059.0,1011.0
Fort Buchanan,34719.0,1821.0,23166.0,996.0
Fort Collins,59805.0,1055.0,31304.0,446.0
Fort Davis,50165.0,6378.0,26693.0,3817.0
Fort Johnson,46969.0,2248.0,24339.0,765.0
Fort Lauderdale,51968.0,429.0,28381.0,265.0
Fort Morgan,48450.0,2093.0,22101.0,842.0
Fort Pierce,43459.0,1449.0,23657.0,590.0
Fort Plain,43764.0,1943.0,23554.0,799.0
Fort Scott,38280.0,2234.0,20783.0,1113.0
Fort Stewart,42201.0,1401.0,19785.0,661.0
Fort Valley,45615.5,2871.5,23078.5,1464.5
Fort Wayne,49092.0,839.0,25770.0,450.0
Fortine,35275.0,3735.0,22856.0,1631.0
Fortuna,42197.0,1183.0,23367.0,628.0
Fouke,40317.0,1704.0,21104.0,931.0
Fountain,43994.666666666664,1143.6666666666667,23692.0,681.3333333333334
Fountaintown,53584.0,2000.0,24645.0,671.0
Fowler,49107.5,1603.5,23913.0,889.5
Francis,43261.0,1340.0,21827.0,520.0
Frankfort,48478.0,2158.0,22337.0,973.0
Franklin,49214.77777777778,3775.8888888888887,24137.444444444445,1403.2222222222222
Frankston,41607.0,1330.0,22613.0,896.0
Frazer,49141.0,4212.0,26337.0,1794.0
Frederick,83700.0,1810.0,37449.0,580.0
Fredericksburg,55494.5,4656.5,27925.5,1686.5
Fredonia,49194.5,4299.0,28451.5,3709.5
Fremont,75619.0,613.0,37285.0,279.0
French Village,39741.0,2003.0,19315.0,684.0
Friendly,38854.0,3862.0,21018.0,1493.0
Frisco,75050.0,1057.0,34914.0,368.0
Fritch,49802.0,3723.0,19495.0,834.0
Frost,47540.0,2494.0,27135.0,1094.0
Fulda,50625.0,1945.0,23515.0,960.0
Funk,50404.0,3108.0,26697.0,1708.0
Gackle,54821.0,3174.0,34471.0,2691.0
Gadsden,39220.0,1976.0,20500.0,518.0
Gainesville,43073.0,1713.0,25498.0,602.0
Galax,30604.0,2670.0,21515.0,3833.0
Galena,49328.5,2776.0,26277.0,1407.0
Galloway,57406.0,2610.0,25159.0,895.0
Gallup,28772.0,1243.0,12614.0,458.0
Galt,43698.0,3902.0,26316.0,1505.0
Galva,48599.0,4399.0,27934.0,1636.0
Garden,42031.0,1976.0,23061.0,848.0
Garden City,52181.0,8132.0,25238.0,2525.0
Gardiner,43932.0,2176.0,27045.0,1676.0
Garfield,24604.0,4183.0,17366.0,3238.0
Garland,52654.0,1336.0,24676.5,471.0
Garyville,50921.0,1889.0,22660.0,954.0
Gasquet,40847.0,4369.0,19560.0,1382.0
Gastonia,42429.0,835.0,22828.0,403.0
Gates,30281.0,1980.0,15769.0,867.0
Gatzke,54092.0,2156.0,27863.0,1000.0
Gaylesville,36296.0,1710.0,21811.0,1556.0
Genesee,44407.0,1825.5,23747.5,824.5
Geneseo,47736.0,4806.0,24102.0,2363.0
Genoa,42500.0,7061.0,25479.0,2291.0
Genoa City,53445.0,1863.0,27410.0,694.0
Georgetown,42835.0,2695.0,25216.0,974.0
Georgiana,27257.0,3360.0,15863.0,927.0
Gepp,37066.0,4108.0,19163.0,1508.0
Gettysburg,60417.0,7889.0,37078.0,5796.0
Gibbon,56990.0,2491.0,27493.0,731.0
Gilbertown,33536.0,2231.0,20755.0,1380.0
Gillette,80060.0,4714.0,33925.0,1672.0
Gillsville,41472.0,3202.0,19211.0,1186.0
Gilman,45901.0,1869.0,23885.0,961.5
Gilman City,39301.0,2415.0,19906.0,1073.0
Girard,34466.0,2114.0,18597.0,1147.0
Girvin,50305.0,4967.0,19772.0,1208.0
Gladeville,61070.0,1757.0,28994.0,735.0
Glen Allan,29144.0,2264.0,17160.0,677.0
Glencoe,37667.0,1606.0,21469.0,917.0
Glennallen,78810.0,5996.0,33293.0,3006.0
Glenrock,62307.0,6211.0,30249.0,1852.0
Glenwood,30328.5,4017.0,14133.5,1434.5
Gloster,29931.0,5159.0,15307.0,1537.0
Glyndon,57965.0,2431.0,25896.0,544.0
Goessel,45927.0,2132.0,23642.0,1196.0
Goetzville,41993.0,1700.0,20396.0,728.0
Gold Creek,40000.0,3253.0,21536.0,1878.0
Golden City,37467.0,2772.0,20780.0,1515.0
Golden Valley,72704.0,4258.0,31759.0,1406.0
Goldfield,39271.0,9040.0,20984.0,2996.0
Goldsboro,40390.0,1311.0,21204.0,596.0
Good Hope,40314.0,2322.0,21664.0,914.0
Goodhue,57062.0,2249.0,30236.0,1122.0
Goodlettsville,53151.0,2211.0,24340.0,824.0
Goodview,56316.0,1620.0,28524.0,770.0
Goose Creek,52506.0,1116.0,24826.0,540.0
Gordo,30330.0,2351.0,17957.0,1158.0
Gordon,38485.0,3304.0,18037.0,949.0
Gordonsville,65166.0,2789.0,29748.0,1623.0
Goshen,59874.5,2551.0,28895.0,1225.0
Gosport,43948.0,1902.0,21842.0,866.0
Gouldbusk,35156.0,4158.0,20085.0,1778.0
Gouldsboro,46463.5,1282.0,26828.0,722.0
Gouverneur,44705.0,1540.0,22562.0,711.0
Gove,46364.0,3730.0,25484.0,1949.0
Grace,58021.0,4166.0,25172.0,1749.0
Graham,40387.5,1801.5,21521.5,735.0
Granby,43290.0,1699.0,22735.0,890.0
Grand Forks,48676.0,2188.0,29088.0,1143.0
Grand Isle,36923.0,893.0,21763.0,527.0
Grand Ledge,55016.5,1510.0,25343.5,694.5
Grand Marais,52299.0,3546.0,33056.0,2767.0
Grand Rapids,53449.0,1082.0,26118.5,566.5
Grand Valley,44020.0,1459.0,24830.0,950.0
Granite Falls,50858.0,2807.0,26372.0,836.0
Grant,48925.0,739.0,27571.0,383.0
Grants,34565.0,2832.0,16072.0,861.0
Grantsville,63552.0,2092.0,22643.0,738.0
Granville Summit,48987.0,1974.0,25577.0,860.0
Grapeview,50406.0,2362.0,25015.0,1024.0
Grasston,45966.5,1851.5,23048.5,646.0
Gravois Mills,39170.5,1765.0,21213.5,992.5
Graysville,50876.0,1459.0,22642.0,723.0
Greeley,42904.0,3035.0,23333.0,1795.0
Greeleyville,30729.5,1998.0,17439.5,957.0
Green Castle,36346.0,4384.0,20203.0,1636.0
Green City,40197.0,3024.0,19930.0,946.0
Green River,69022.0,4015.0,30568.0,944.0
Green Springs,45444.0,1614.0,23020.0,872.0
Greenbush,38033.0,1749.0,23933.0,1046.0
Greene,64383.0,1384.0,34824.0,724.0
Greenfield,47043.666666666664,2149.0,24684.666666666668,985.6666666666666
Greenleaf,42888.0,1106.0,17915.0,448.0
Greenmountain,37437.5,3337.5,21113.5,1601.5
Greensboro,45323.0,1559.0,23919.0,677.0
Greensburg,33362.0,3062.0,18277.0,1090.0
Greenville,38308.2,2385.4,20982.4,1043.8
Greenwich,41877.0,854.0,22367.0,622.0
Greenwood,37917.0,1453.75,21864.25,782.0
Grey Eagle,46414.0,1967.0,23808.0,564.0
Griffithsville,35800.0,2750.0,19114.0,1236.0
Grifton,34717.0,1371.0,20191.0,1563.0
Grimes,52168.0,2583.0,21897.0,1712.0
Grinnell,49750.0,4815.0,28733.0,2673.0
Groom,62880.0,6340.5,28534.5,2190.0
Grosse Tete,45117.0,4436.0,21428.0,1395.0
Groveport,57439.0,3004.0,24921.0,894.0
Grover Hill,48060.0,2909.0,24422.0,1268.0
Groves,43540.0,1070.0,24154.0,585.0
Gruver,44219.0,6188.0,22867.0,2058.0
Guanica,14195.0,1199.5,7494.0,650.0
Guayama,15860.0,846.0,8831.0,476.0
Guilford,37495.0,2115.0,22856.0,1382.0
Gunnison,40732.0,3526.0,23647.5,1929.5
Guntown,35004.0,2540.0,19483.0,1797.0
Gurabo,19141.0,1378.0,9446.0,487.0
Gurley,53814.0,3595.0,30339.0,1455.0
Guttenberg,54605.0,1219.0,27096.0,606.0
Hadley,61368.0,1419.0,30244.0,755.0
Hagarville,34139.0,3029.0,19341.0,1780.0
Hagerstown,47361.0,1426.5,24579.5,653.0
Hague,47911.0,6049.0,25992.0,1949.0
Haiku,66476.0,2202.0,29664.0,773.0
Haines,58750.0,18270.0,33902.0,3942.0
Haleyville,32299.0,2084.0,20042.0,1069.0
Hamer,42699.0,3235.0,18179.666666666668,903.3333333333334
Hamill,43030.0,3622.0,20912.0,1334.0
Hamilton,44768.5,3484.5,23233.25,1691.0
Hamilton City,39349.0,4204.0,21313.0,1880.0
Hamlin,56774.0,3410.0,29412.0,1311.0
Hampshire,36621.0,1937.0,18236.0,1116.0
Hampstead,85385.0,1630.0,36936.0,961.0
Hampton,54250.5,2486.5,27726.5,1191.0
Hanalei,65101.0,2955.0,27441.0,891.0
Hanover,80318.75,1516.75,37028.0,694.75
Hanston,54856.0,5706.0,31547.0,5505.0
Hardeeville,37141.0,2715.0,17565.0,1135.0
Hardesty,50242.0,4649.0,21809.0,1181.0
Hardin,47745.5,4951.0,21325.5,1194.0
Harlem,36656.0,3974.0,19065.0,930.0
Harold,30096.0,2551.0,18173.0,1067.0
Harpers Ferry,66677.0,2007.0,30912.0,1127.0
Harrell,36899.0,6334.0,20537.0,1831.0
Harrellsville,33008.0,2616.0,17280.0,942.0
Harrietta,41534.0,1416.0,20988.0,834.0
Harrington,46069.0,1791.0,24951.0,1390.0
Harrisburg,48146.666666666664,2424.6666666666665,26863.666666666668,2958.3333333333335
Harrison,34195.0,1933.0,17779.0,974.0
Harrisonburg,46247.0,2144.5,22398.0,1086.0
Harrisonville,61584.0,1374.0,28398.0,629.0
Harrodsburg,42083.0,4083.0,22658.0,988.0
Harrold,50403.5,4504.0,25197.0,1517.5
Hart,42024.0,2229.0,24244.0,1171.0
Hartford,36024.0,2022.0,20224.0,1298.0
Hartland,54572.0,1296.3333333333333,28969.0,632.3333333333334
Harvey,42709.5,4174.0,24173.5,1603.0
Hastings,51465.0,2135.5,25077.5,860.0
Hatillo,18687.0,1258.0,9876.0,579.0
Hattiesburg,44225.5,1986.0,23150.0,1080.0
Haughton,52892.0,2213.0,27572.0,921.0
Haviland,43963.0,2812.0,24116.0,1924.0
Hawkins,39194.0,1757.0,21975.0,754.0
Hawkinsville,38750.0,6998.0,17656.0,1823.0
Hawley,49919.0,1649.0,24539.0,754.0
Hawthorne,31715.0,939.0,18082.0,611.0
Hay Springs,41038.0,5281.0,22176.0,1417.0
Hayes,56829.0,7749.0,30597.0,3769.0
Hayes Center,44500.0,7603.0,26221.0,4199.0
Haymarket,98657.0,1268.0,37215.0,427.0
Hazelton,44051.0,1892.0,29367.0,3069.0
Hazen,35833.0,3076.0,19329.0,925.0
Head Waters,43914.0,5532.0,26809.0,2995.0
Healy,56507.0,3887.0,31458.0,2582.0
Heath,56549.0,1414.0,27389.0,666.0
Hebbronville,35521.0,5606.0,17122.0,2069.0
Hebron,66730.0,1965.0,29866.0,835.0
Heflin,36924.0,2722.0,19363.0,1300.0
Helena,34271.0,2852.0,17887.0,997.0
Hemingford,46453.0,3363.0,26556.5,2329.5
Hemphill,31307.0,2825.0,19511.0,2113.0
Henderson,41036.0,2205.0,22628.0,962.0
Hendersonville,46448.0,1969.0,26059.0,750.0
Henley,53088.0,2136.0,26014.0,808.0
Hennepin,47077.0,3381.0,23146.0,1400.0
Henry,48912.0,1934.0,26767.0,1673.0
Hensley,46171.0,2233.0,23686.0,1840.0
Heppner,50918.0,2042.0,20497.0,1159.0
Hereford,39459.0,3380.0,21068.0,4374.0
Hernando,38312.0,1593.0,23979.0,784.0
Heron Lake,50574.0,2147.0,27494.0,1066.0
Herron,38829.0,1569.0,22082.0,682.0
Herscher,52110.0,1466.0,24449.0,587.0
Hershey,50194.0,2370.0,27056.0,1354.0
Hesperia,41617.0,1409.0,20234.0,735.0
Hesston,56128.0,2402.0,28396.0,1206.0
Hestand,31045.0,1990.0,17635.0,1104.0
Hickman,36136.5,3658.0,20468.0,1599.5
Hickory,44376.0,1522.0,23657.0,648.0
Hicksville,50663.0,1705.0,24143.0,805.0
Hico,41416.0,1503.0,21903.0,1379.0
Hidalgo,54209.0,2617.0,25303.0,1371.0
Higgins,63125.0,6474.0,30237.0,2502.0
High Bridge,105444.0,2651.0,51353.0,1410.0
High Point,43363.0,1435.0,23060.0,678.0
High Springs,40623.0,2651.0,21436.0,2486.0
Hilham,31534.0,2932.0,17788.0,1964.0
Hill,65983.0,1833.0,32020.0,757.0
Hilliard,52341.0,432.0,29244.0,260.0
Hillsboro,54960.0,3096.0,30213.0,2202.0
Hillsdale,59105.0,2511.0,32851.0,1364.0
Hilo,52108.0,1215.0,24548.0,597.0
Himrod,49510.0,2414.0,25224.0,1087.0
Hines,44757.0,2090.0,22524.0,984.0
Hinsdale,50191.5,1477.0,26258.5,716.0
Hitchins,36696.0,2216.0,18948.0,973.0
Hiwassee,47495.0,3279.0,25556.0,1122.0
Hixson,48248.0,1137.0,27518.0,443.0
Hobbs,57533.0,3185.0,23804.0,889.0
Hobson,44602.0,5168.0,26595.0,2191.0
Hoffman,50174.0,3814.0,27952.0,1010.0
Hokah,53809.0,1937.0,27626.0,782.0
Holbrook,41338.0,2699.0,20089.0,1791.0
Holcomb,40152.0,1938.5,20077.0,1059.5
Holden,43515.0,4684.5,19611.0,1772.5
Holdingford,50049.0,1481.0,24984.0,797.0
Holland,52031.5,1271.0,24753.5,1003.0
Holly,40179.0,3470.0,20087.0,1037.0
Holly Ridge,46335.0,1705.0,21862.0,605.0
Holly Springs,67309.0,866.0,34202.0,418.0
Holmen,50539.0,1244.0,27550.0,766.0
Holt,45679.0,852.0,25436.0,390.0
Holyoke,43639.0,4117.0,24967.0,3513.0
Homer,45121.0,2771.0,23186.0,1085.0
Honey Grove,47398.0,1978.0,22170.0,696.0
Hooper,32395.0,6782.0,19524.0,1537.0
Hope,37342.333333333336,2897.3333333333335,19486.0,1199.6666666666667
Hope Valley,72807.0,2018.0,36851.0,817.0
Hopewell,39064.0,2675.0,20700.0,1077.0
Hormigueros,20598.0,1806.0,11096.0,940.0
Hornbeak,40281.0,1803.0,21829.0,1103.0
Hornell,47280.0,1199.0,25800.0,695.0
Horner,37849.0,1922.0,21067.0,1223.0
Horse Cave,38370.0,1807.0,20262.0,836.0
Horseshoe Beach,36292.0,3886.0,17850.0,1664.0
Hosford,39406.0,3719.0,16972.0,1777.0
Hoskins,54159.0,6505.0,26031.0,1992.0
Hosmer,56000.0,8993.0,27487.0,3381.0
Houma,47826.0,2388.0,23626.0,735.0
Houston,42691.5,1020.0,23292.5,867.0
Hoven,46081.0,3339.0,29158.0,3040.0
Howard,42495.5,2932.0,22642.0,1223.0
Howells,51367.0,2804.0,22857.0,1472.0
Hudgins,63845.0,5703.0,32397.0,2865.0
Hudson,43479.0,3250.0,19185.0,931.0
Hughes Springs,39453.0,3350.0,20900.0,2134.0
Hughesville,68960.0,1520.0,30501.5,514.0
Hugo,70873.0,867.0,31775.0,446.0
Hugoton,47134.0,3527.0,20442.0,1046.0
Hulett,60445.0,4096.0,32083.0,3094.0
Hume,41060.0,3025.0,21715.0,978.0
Humeston,38560.0,2684.0,19493.0,879.0
Humphrey,36747.0,1832.0,19885.0,788.0
Hunnewell,43138.0,2461.0,20921.0,977.0
Hunter,48217.0,4692.0,27555.0,1932.0
Huntersville,56854.0,639.0,33169.0,334.0
Huntley,77222.0,1689.0,33735.0,472.0
Huntsville,46229.333333333336,2730.3333333333335,23543.0,1212.0
Huron,50541.0,3855.0,29952.0,2761.0
Hurt,41824.0,1284.0,21667.0,616.0
Huson,46164.0,1598.0,26779.0,721.0
Hutchinson,48460.0,3795.0,23687.0,2167.0
Hyannis,44750.0,6041.0,21782.0,3052.0
Hyde Park,50939.0,2513.0,27390.0,1545.0
Hydro,46125.0,2850.0,23044.0,1393.0
Hymera,45023.0,4247.0,19715.0,1057.0
Idaho Falls,50762.0,1206.0,23926.0,899.0
Idlewild,30439.0,1612.0,16679.0,655.0
Ignacio,46646.0,4453.0,28884.0,2244.0
Ilwaco,37684.0,2868.0,21923.0,1094.0
Imogene,53324.0,2830.0,29060.0,1793.0
Imperial,41079.0,1556.0,16143.0,463.0
Inchelium,38125.0,3523.0,20602.0,1408.0
Independence,45064.0,2377.0,21097.0,1365.0
Indiahoma,46241.0,1276.0,23264.0,544.0
Indianapolis,42168.0,428.0,24330.0,343.0
Indianola,35157.5,3355.5,18552.5,1150.0
Ingalls,61000.0,2948.0,26131.0,1153.0
Ingram,43810.0,2789.0,26265.0,1462.0
Interior,45074.0,5487.0,19216.0,2524.0
Interlochen,52950.0,1821.0,28050.0,1007.0
Inver Grove Heights,75567.0,820.0,36171.0,410.0
Ione,40599.0,4305.0,22008.0,1328.0
Iowa,39063.0,3231.0,22260.0,1284.0
Iowa City,55700.0,2099.0,31271.0,916.0
Iron Mountain,43779.0,3239.0,24880.0,1350.0
Irons,41395.0,1590.0,22647.0,961.0
Irvine,29770.0,4117.0,16446.0,980.0
Ivins,50774.0,1694.0,22459.0,652.0
Jackson,41426.166666666664,2837.8333333333335,22572.833333333332,1302.8333333333333
Jacksonville,37911.333333333336,1563.3333333333333,19372.666666666668,731.3333333333334
Jameson,41642.0,3009.0,19208.0,853.0
Jamestown,57638.5,2547.0,29469.5,1421.5
Janesville,50324.0,1116.0,25219.0,513.0
Jaroso,31321.0,5677.0,21809.0,2911.0
Jarratt,38012.0,3342.0,14450.0,4207.0
Jarvisburg,60600.0,4375.0,27521.0,1334.0
Jasper,39225.25,3653.0,19827.0,1495.25
Jayton,47024.0,8739.0,27962.0,4474.0
Jayuya,16033.0,2058.0,7242.0,670.0
Jean,51575.0,401.0,26048.0,209.0
Jefferson,37626.0,2680.3333333333335,22486.0,1671.6666666666667
Jeffersonville,58199.0,2034.0,28394.0,1415.0
Jenkinsville,36004.0,4051.0,20401.0,1743.0
Jennings,43211.0,2053.5,26247.0,2899.0
Jerome,41618.0,1758.0,21611.0,914.0
Jersey,57694.5,2435.5,27390.5,1806.5
Jersey City,59741.0,1178.0,33185.0,401.0
Jesup,38955.0,3192.0,18291.0,957.0
Jewett,43173.0,1874.0,22197.0,1312.0
Johnson,46718.0,7728.5,24888.5,2024.5
Johnson City,37561.333333333336,2083.0,21486.0,1143.3333333333333
Johnson Creek,56877.0,2337.0,26935.0,650.0
Johnston City,44453.0,1958.0,24669.0,877.0
Johnstown,42107.0,941.0,23410.0,542.0
Jones,47437.0,488.0,27401.0,362.0
Jonesboro,46650.0,1974.5,22730.0,1103.5
Jonesville,33232.0,1812.0,19163.0,753.0
Jourdanton,52192.0,3005.0,22493.0,1286.0
Judsonia,42554.0,2009.0,22547.0,1330.0
Juncos,29317.0,3198.0,15111.0,1054.0
Junction,40125.0,6143.0,26749.0,5548.0
Junction City,49096.0,2692.0,24430.0,1155.0
Juneau,69764.5,1761.5,32675.5,1523.0
Kadoka,41518.0,3284.0,23599.0,2599.0
Kahuku,74460.0,773.0,31041.0,229.0
Kansas City,56822.0,1285.6666666666667,28123.666666666668,648.6666666666666
Karbers Ridge,38838.0,4037.0,21415.0,2263.0
Karnak,40977.0,3686.0,22927.0,2023.0
Katy,89152.0,1584.0,35962.0,560.0
Kaukauna,58765.0,1311.0,28679.0,486.0
Kearney,53624.0,2454.0,26846.0,1136.0
Keatchie,41468.0,3013.0,22513.0,1365.0
Keenes,43247.0,2341.0,22975.0,885.0
Kelley,50438.0,1346.0,25589.0,730.0
Kellyton,39206.0,2289.0,21177.0,875.0
Kelso,47452.0,1861.0,24260.0,773.0
Kemah,62313.0,1675.0,31585.0,554.0
Kemp,60391.0,2724.0,24944.0,930.0
Kempner,49630.0,2600.0,23772.0,1189.0
Kenai,63684.0,2337.0,31537.0,975.0
Kendrick,38837.0,2225.0,20079.0,1784.0
Kenilworth,46900.0,3014.0,21287.0,901.0
Kennard,34295.0,3835.0,19766.0,1409.0
Kennedy,38836.5,1549.0,21224.0,816.5
Kennett,29238.0,2638.0,16902.0,784.0
Kensington,43848.0,2126.0,27315.0,2566.0
Kent,49455.5,1491.0,24056.0,659.5
Kenton,44691.5,3992.0,23656.5,1967.5
Keo,53631.0,1815.0,23555.0,591.0
Keota,35252.0,2314.0,18858.0,763.0
Kermit,55756.0,7889.0,22656.0,1756.0
Kernersville,45651.0,746.0,26762.0,420.0
Kewanee,53480.0,1445.0,27402.0,709.0
Kilmarnock,51885.0,3617.0,31280.0,2311.0
Kinderhook,40588.0,1689.0,21594.0,905.0
King And Queen Court Hous,48292.0,3864.0,25498.0,2127.0
King Ferry,52082.0,1304.0,25786.0,486.0
King Salmon,79750.0,8886.0,38267.0,5769.0
King William,62031.0,3513.0,28300.0,1943.0
Kingfield,42811.0,2003.0,22980.0,989.0
Kingman,45288.0,1549.0,23578.0,745.0
Kingsland,43158.0,4010.0,21905.0,1649.0
Kingsport,40346.0,883.0,24544.0,557.0
Kingston,45124.333333333336,2044.6666666666667,22854.666666666668,1148.0
Kirksville,37516.0,3100.0,19671.0,950.0
Kirkville,42095.0,1372.0,22716.0,1033.0
Kirkwood,43699.0,3315.0,22876.0,1188.0
Kissimmee,44254.0,1296.0,19165.0,450.0
Kite,34438.0,5003.0,16954.0,1320.0
Klamath Falls,40336.0,1774.0,22177.0,691.0
Klamath River,37170.0,1702.0,22561.0,842.0
Klingerstown,45535.0,1071.0,23682.0,431.0
Klondike,45197.0,1896.0,21888.0,566.0
Knippa,38568.0,3257.0,18135.0,1063.0
Krakow,47861.0,1484.0,24638.0,658.0
Kress,37040.0,5722.0,18437.0,2146.0
Krypton,32667.0,3938.0,18910.0,1288.0
Kulm,42277.0,6730.0,28735.0,2666.0
La Crosse,63926.0,1956.0,29922.0,745.0
La Grande,43822.0,2257.0,23764.0,1297.0
La Junta,36791.0,5397.0,13544.0,3892.0
La Plata,27141.5,1721.0,14302.5,770.0
La Pryor,26672.0,5798.0,13813.0,1466.0
La Push,47253.0,1606.0,27000.0,702.0
Labelle,34877.0,3327.0,17879.0,2072.0
Lackey,81749.0,3290.0,35876.0,1036.0
Lacrosse,36631.0,1859.0,21188.0,772.0
Lafayette,70961.0,1552.0,39074.0,741.0
Lagrange,42689.0,4929.0,25105.0,1946.0
Lajas,13215.0,1389.0,6974.0,530.0
Lake Ann,56189.0,2327.0,34322.0,1938.0
Lake Benton,49575.0,3416.0,26910.0,1232.0
Lake Butler,39163.0,2891.0,12291.0,1018.0
Lake George,56798.0,2402.0,30611.0,927.0
Lake Minchumina,38491.0,1654.0,20698.0,760.0
Lake Oswego,65965.0,1014.0,34047.0,567.0
Lake Placid,35093.0,1209.0,21117.0,895.0
Lake Village,46895.0,5423.0,23154.0,1158.0
Lake Wales,43162.0,880.0,21196.0,282.0
Lakeville,72061.0,1357.0,38530.0,935.0
Lakota,51496.0,2160.0,28952.0,1134.0
Lamar,35280.0,4070.5,19491.0,2374.0
Lamesa,55682.0,14419.0,26130.0,3258.0
Lamont,47494.0,2385.0,26190.0,2177.5
Lampasas,49732.0,3192.0,26578.0,1593.0
Lancaster,44016.0,1892.0,22647.0,899.0
Land O' Lakes,45064.0,745.0,24455.0,449.0
Landrum,43907.0,1122.0,22618.0,454.0
Lane City,45176.0,3770.0,21581.0,834.0
Lanesville,54914.0,1800.0,28116.0,856.0
Lanexa,73041.0,6494.0,33689.0,2344.0
Langlois,40884.0,3055.0,24682.0,1236.0
Langtry,42174.0,1917.0,18632.0,1000.0
Lansing,36267.0,1102.0,21269.0,1397.0
Laquey,47931.0,2529.0,19568.0,782.0
