City,Income,IncomeErr,IncomePerCap,IncomePerCapErr
Battle Creek,50218.0,2798.0,26083.0,1631.0
Battle Ground,52154.0,3438.0,24944.0,1088.0
Battle Mountain,60250.0,16889.0,30459.0,3738.0
Bauxite,55817.0,1634.0,26050.0,680.0
Bay City,43190.0,2634.0,23069.0,895.5
Bay Port,42161.0,1329.0,23382.0,468.0
Bayamon,24430.0,726.0,13068.0,321.0
Bayport,88663.0,826.0,37634.0,304.0
Beach,40179.0,18784.0,27650.0,3004.0
Beach Haven,61994.0,705.0,31200.0,344.0
Bealeton,91609.0,3727.0,41255.0,1495.0
Bear Creek,56642.0,1979.0,32845.0,1279.0
Beattyville,20504.0,2614.0,13901.0,1426.0
Beaufort,57048.0,1508.0,32401.0,892.0
Beaumont,32294.0,2849.0,17608.0,1077.0
Beaverton,49884.5,922.5,25775.0,613.5
Bechtelsville,55936.0,756.0,27146.0,341.0
Becker,74170.0,2579.0,29923.0,811.0
Bedford,47409.0,3974.0,23465.0,2084.0
Bee Branch,32312.0,2393.0,19047.0,1123.0
Beeson,36195.0,1537.0,20942.0,789.0
Beeville,42302.0,3403.0,17209.0,1280.0
Bejou,50377.0,2577.0,25314.0,835.0
Belden,40645.0,1487.0,19695.0,1205.0
Belgium,76433.0,1494.0,43543.0,1488.0
Bella Vista,44620.0,1209.0,24107.0,471.0
Bellaire,46845.0,1762.0,27155.0,1176.0
Belle Plaine,87794.0,2092.0,36180.0,690.0
Belleview,36239.0,2219.0,19559.0,1940.0
Belleville,49895.0,1296.0,26738.0,552.0
Bellevue,59420.0,2296.0,28620.5,1230.5
Bells,47952.0,1896.0,25033.0,640.0
Belmont,42776.0,1315.0,20940.0,626.0
Belpre,43509.0,2272.0,24013.0,840.0
Belvidere,38759.0,5518.0,21451.0,1777.0
Bend,37106.0,3149.0,21496.0,1310.0
Benicia,66828.0,1238.0,29185.0,475.0
Benkelman,42500.0,7445.0,28870.0,3837.0
Bennett,59047.0,2534.0,27879.0,838.0
Bennington,49176.5,3577.0,26572.0,1299.5
Benzonia,47388.0,2287.0,25023.0,987.0
Berea,37034.5,2407.0,19486.0,1567.0
Berkeley Springs,39324.0,4539.0,23456.0,1807.0
Berlin Heights,48011.0,1442.0,27249.0,940.0
Bern,48654.0,4245.0,22959.0,2392.0
Bernalillo,58982.0,1834.0,26742.0,708.0
Berryton,49915.0,2362.0,24243.0,986.0
Berthoud,60572.0,923.0,26751.0,415.0
Berwick,40781.0,1518.0,21847.0,746.0
Bessemer,35686.0,1379.0,21008.0,1284.0
Bethlehem,60630.5,859.0,28003.5,465.0
Bethune,40603.0,5333.0,21769.0,2842.0
Beulah,43931.5,6744.0,23993.0,2196.0
Biddeford,57919.0,1817.0,30705.0,689.0
Big Cabin,42071.0,1560.0,20884.0,819.0
Big Pine Key,57290.0,1946.0,36208.0,1607.0
Big Rock,35851.0,3882.0,19679.0,1299.5
Big Sandy,35880.5,2651.5,20658.5,1168.0
Big Spring,67303.0,17246.0,35054.0,6846.0
Big Wells,36825.0,5948.0,21174.0,3402.0
Bighill,42390.0,2162.0,21977.0,683.0
Biglerville,60356.0,1250.0,27870.0,537.0
Billings,53036.0,1433.5,27153.0,720.5
Billingsley,41627.0,2025.0,21399.0,1446.0
Binford,48355.0,7311.0,29639.0,2956.0
Bingen,48319.0,2715.0,22456.0,1103.0
Bird City,44500.0,6435.0,26626.0,1772.0
Birdsnest,35055.0,2997.0,22490.0,1610.0
Birmingham,45610.0,910.0,27240.0,404.0
Bisbee,56625.0,8213.0,33277.0,3252.0
Bishop,51449.5,6507.0,28643.5,1845.5
Bismarck,52627.0,2191.5,26884.5,1072.5
Black River,49505.0,1562.0,23659.0,463.0
Black River Falls,50694.0,1587.0,23709.0,519.0
Blacksburg,41026.0,2360.0,22323.5,989.0
Blackstone,36284.0,1965.0,18917.0,1588.0
Blackwell,39784.5,3676.0,24899.5,3709.5
Blanchard,42171.0,2148.0,23981.0,1198.0
Blanchardville,51445.0,1324.0,25258.0,631.0
Blanchester,53796.0,1460.5,26163.5,867.5
Blanco,49040.0,3370.0,26229.5,1753.5
Bledsoe,39113.0,3514.0,18968.0,2192.0
Bloomery,27995.0,3352.0,18477.0,1107.0
Bloomfield,40976.0,5053.0,19793.0,945.0
Bloomingdale,46008.0,1763.0,22358.0,620.0
Bloomington Springs,35343.0,2002.0,21835.0,1968.0
Blountsville,45813.0,3141.0,20532.0,708.0
Blue Mound,45334.0,2860.0,23263.0,786.0
Blue Mountain,35865.0,2740.0,18889.0,1018.0
Blue Ridge,44071.0,2934.0,20545.0,696.0
Blue River,49067.0,1323.0,22937.0,415.0
Blue Springs,48439.5,1554.5,26418.0,718.5
Bluff City,43973.0,5905.0,24640.0,1601.0
Bluff Dale,56100.0,2659.0,30478.0,1514.0
Bluffton,37804.0,2149.0,18288.0,948.0
Bogart,53379.0,2756.0,23504.0,798.0
Bogata,31563.0,3132.0,19482.0,1501.0
Boise,44238.0,6671.0,27276.0,2490.0
Bomont,31325.0,3298.0,16827.0,1235.0
Bond,63628.0,6543.0,31432.0,3233.0
Bonesteel,37540.0,3223.0,24035.0,1578.0
Bonita Springs,57452.0,1354.0,38297.0,939.0
Bonners Ferry,38961.0,4319.0,20795.0,1585.0
Boone,37656.0,1864.0,22314.0,935.0
Boones Mill,46870.0,2784.0,25219.0,917.0
Boonville,37796.0,2335.0,21372.0,1329.0
Boston,46994.333333333336,1857.3333333333333,26530.0,1132.0
Boswell,38847.0,1541.0,20688.0,642.0
Boulder,42614.0,3713.0,19971.0,1882.0
Bouton,76320.0,2150.0,37669.0,1200.0
Boutte,59990.0,2481.0,27247.0,923.0
Bovina,45326.0,5746.0,20381.0,1374.0
Bowie,56918.666666666664,3287.3333333333335,27352.666666666668,1284.0
Bowlegs,36068.0,1482.0,19141.0,741.0
Bowling Green,49244.0,1543.5,25650.0,750.5
Bowman,66845.0,7320.0,34414.0,2481.0
Box Elder,44633.0,3552.0,20869.0,941.0
Boyertown,80675.0,836.0,42275.0,438.0
Bozeman,55553.0,1893.0,30293.0,1049.0
Bracey,37137.5,2438.0,19431.5,1068.5
Brackenridge,53040.0,530.0,32848.0,300.0
Brackettville,38281.0,7317.0,17299.0,2311.0
Bradenton Beach,49675.0,862.0,27958.0,432.0
Bradford,44271.0,3998.5,23926.0,1631.5
Bradgate,45069.0,2595.0,26406.0,1284.0
Bradleyville,38357.0,1583.0,20520.0,835.0
Brady,40561.0,3136.0,22194.0,1988.0
Braidwood,76101.0,809.0,31310.0,329.0
Branchville,47470.0,2811.0,20964.0,865.0
Brandon,50579.0,420.0,27764.0,264.0
Brandy Station,66697.0,3512.0,28104.0,1525.0
Brasstown,37076.0,7525.0,22106.0,2585.0
Braxton,58801.0,1989.0,27389.0,670.0
Brazil,40781.0,3064.0,20592.0,2135.0
Breaux Bridge,42794.0,3904.0,22983.0,1175.0
Breckenridge,44322.0,4759.0,23882.5,2086.5
Breda,49572.0,1708.0,26991.0,1116.0
Breeding,32019.0,3342.0,17571.0,2018.0
Bremen,48485.0,2296.0,22895.0,771.0
Bremo Bluff,63938.0,3207.0,28669.0,1246.0
Bremond,36079.0,2516.0,16739.0,844.0
Brenham,52478.0,3924.5,26357.5,1781.5
Brewerton,55092.0,657.0,29444.0,263.0
Briceville,42880.0,1488.0,25590.0,1179.0
Bridgeport,43987.0,1332.0,24415.0,682.0
Bridgeton,49984.0,1313.0,22417.0,533.0
Bridgeville,34974.0,4081.0,22975.0,1710.0
Bridgewater Corners,52965.0,2430.0,32474.0,1217.0
Brierfield,38678.0,3995.0,18431.0,1618.0
Brighton,53669.0,2038.0,23572.0,868.0
Brightwood,47736.0,4973.0,25349.0,2692.0
Briscoe,62813.0,4638.0,30082.0,4159.0
Bristol,48480.25,1845.0,26049.25,979.5
Bristow,44288.0,2220.5,21658.0,1189.5
Broadus,46346.0,7538.0,29902.0,3027.0
Broadview,40300.5,2392.5,22737.0,1701.0
Brocket,50841.0,4948.0,29006.0,2309.0
Broken Bow,32324.0,1166.0,17898.0,616.0
Bronston,34790.0,2528.0,20215.0,1118.0
Bronx,34299.0,495.0,18456.0,186.0
Brookesmith,41962.0,2246.0,21916.0,1126.0
Brookings,50082.0,2006.0,25727.0,1634.0
Brooklyn,53796.5,1320.0,27457.0,406.5
Brooks,55975.0,2043.0,24458.0,615.0
Brooksville,40945.0,1067.0,21586.0,466.0
Brookville,42903.0,1635.0,22282.0,504.0
Broomfield,70164.0,712.0,37065.0,442.0
Browns Valley,49186.0,2915.0,29120.0,1332.0
Brownsville,33266.0,884.0,15105.0,320.0
Brownton,56128.0,2339.0,27612.0,793.0
Brunswick,50950.5,1532.5,25787.0,768.0
Brusly,53703.0,3313.0,26118.0,1168.0
Brutus,40219.0,1325.0,23631.0,1055.0
Bryan,39808.0,1299.0,22648.0,547.0
Buchanan,56953.666666666664,2070.0,31622.0,803.0
Buckatunna,32557.0,3328.0,20231.0,1631.0
Buckhannon,40330.0,4447.0,20230.0,1001.0
Buckholts,38929.0,3148.0,22130.0,1355.0
Buena Vista,40094.5,3369.5,21885.5,1780.5
Buffalo,48174.333333333336,4955.666666666667,24241.666666666668,2643.6666666666665
Buford,51202.0,1016.0,24292.0,627.0
Buhl,39930.0,3884.0,19688.0,1674.0
Bullhead City,38488.0,1064.0,20974.0,567.0
Bullock,33316.0,1974.0,18606.0,1122.0
Buna,40820.0,3325.0,20121.0,917.0
Buncombe,42606.0,3300.0,23140.0,1416.0
Burbank,36608.0,3292.0,21121.0,1292.0
Burgaw,44828.0,3773.0,23561.0,1105.0
Burley,44853.0,2089.0,20674.0,1545.0
Burlington,49606.333333333336,2002.6666666666667,25633.333333333332,835.6666666666666
Burlington Junction,35854.0,1955.0,18307.0,915.0
Burns,44680.0,2703.0,22369.0,1096.0
Burnsville,35143.0,2487.0,18881.0,1090.0
Burton,39096.0,2886.0,21619.0,1507.0
Burwell,51936.5,5597.0,28499.5,2905.5
Bushnell,40242.0,3558.0,24255.0,3454.0
Bussey,54693.0,2857.0,26280.0,1046.0
Butte,38986.5,2358.5,24234.0,1989.5
Butternut,42543.0,2157.0,25435.0,1277.0
Byhalia,58278.0,1553.0,26085.0,585.0
Byrdstown,36773.0,3789.0,20526.0,1973.0
Byron,47429.0,2450.5,22528.5,865.5
Cabins,39088.0,3068.0,20052.0,1487.0
Cadiz,44083.0,4643.0,26001.0,2437.0
Caguas,23769.0,980.0,13486.0,400.0
Cairo,38258.5,2315.0,19362.0,1020.5
Caldwell,40930.0,1885.0,21564.0,883.0
Caledonia,51734.0,1412.0,24142.0,541.0
Calhoun,44085.0,2312.0,23956.5,1087.5
Calhoun City,31098.0,2601.0,17434.0,858.0
Caliente,44866.0,7245.0,23924.0,7154.0
Call,38144.0,4657.0,20428.0,1716.0
Calumet,37776.0,1703.0,20081.0,679.0
Calvin,39171.0,2676.0,23404.0,2365.0
Camarillo,77348.0,954.0,33435.0,416.0
Cambria,46780.0,1796.0,25466.0,921.0
Cambridge,49792.666666666664,3204.6666666666665,24565.666666666668,1365.3333333333333
Camden,43847.333333333336,2693.3333333333335,22662.666666666668,1490.3333333333333
Cameron,41406.0,3277.0,17125.0,1094.0
Camilla,31915.0,2571.0,15297.0,1008.0
Camp Douglas,44961.0,2192.0,22363.0,717.0
Camp Hill,61820.0,885.0,32398.0,601.0
Campbellsburg,41289.0,2188.0,20483.0,1065.0
Campbelltown,55499.0,1191.0,26526.0,568.0
Campton,39230.0,2715.0,23078.5,1394.5
Camuy,17532.0,1282.0,9234.0,620.0
Canandaigua,57416.0,1353.0,30934.0,986.0
Candor,32593.5,1805.5,18695.0,965.0
Cannelburg,47342.0,1870.0,21101.0,734.0
Cannon Beach,46408.0,2755.0,26294.0,1085.0
Canovanas,20023.0,1322.0,10621.0,609.0
Canton,44339.333333333336,2382.3333333333335,21721.666666666668,894.3333333333334
Cantwell,81544.0,6321.0,35315.0,4220.0
Cape Coral,48537.0,713.0,28010.0,435.0
Carey,60088.0,7095.0,34208.0,2258.0
Carlyle,63236.0,2172.0,28839.0,1136.0
Carmel,96148.0,2627.0,41173.0,1050.0
Carolina,27969.0,809.0,15185.0,446.0
Carpenter,48338.0,2792.5,26449.5,1370.5
Carrabelle,40401.0,3025.0,20868.0,1833.0
Carrington,55769.0,6819.0,29710.0,1652.0
Carrollton,65741.0,3250.0,31460.0,1250.0
Carson,35419.0,3978.0,24047.0,2113.5
Carson City,47668.0,2495.0,26127.0,1064.0
Cartersville,44097.0,4314.0,22726.0,1506.5
