City,Professional,Service,Office,Construction,Production
Mohall,36.0,12.4,23.2,16.4,11.9
Molena,33.2,15.2,22.4,11.4,17.9
Moline,29.5,18.9,23.9,8.4,19.3
Monarch,33.9,21.8,23.2,11.2,9.9
Monmouth,36.0,16.8,25.6,10.3,11.4
Monongahela,34.8,16.9,24.8,10.7,12.8
Monroe,92.0,60.400000000000006,66.4,41.0,40.2
Monroe Center,31.3,16.3,20.7,9.8,21.8
Monterey,48.1,41.4,37.599999999999994,27.200000000000003,45.7
Monterville,30.1,22.7,18.5,16.1,12.7
Montezuma,31.8,25.1,24.5,10.4,8.3
Montgomery,88.7,59.5,72.5,38.400000000000006,40.900000000000006
Monticello,203.70000000000002,104.9,135.3,67.3,89.1
Montross,26.2,18.7,26.9,14.0,14.2
Moore Haven,22.0,13.2,17.3,33.7,13.8
Moorefield,26.0,16.5,21.8,13.2,22.6
Moran,65.0,42.2,44.6,24.0,24.2
Morenci,26.4,12.7,13.6,31.4,15.9
Moreno Valley,29.0,21.7,25.1,11.3,13.0
Morgan,38.6,14.2,21.4,14.2,11.6
Morgantown,26.7,13.0,23.1,13.9,23.3
Morovis,29.5,19.5,29.2,9.2,12.7
Morris,33.3,19.6,22.2,11.9,13.0
Morrison,57.5,29.3,49.5,22.799999999999997,40.900000000000006
Morrisville,36.9,17.5,22.6,10.3,12.7
Morrow,27.6,25.2,20.3,12.8,14.1
Mosby,50.5,11.9,16.0,16.9,4.7
Moscow,65.5,35.3,44.1,26.0,29.0
Mosheim,27.8,17.4,21.1,9.8,23.8
Moss,26.7,20.2,19.0,15.4,18.7
Moss Point,30.7,20.5,21.8,13.1,13.9
Mossyrock,25.9,20.1,23.6,12.5,18.0
Moulton,25.1,14.8,18.3,15.3,26.5
Moultrie,25.2,16.3,18.9,20.1,19.5
Mound City,43.3,20.0,17.1,8.3,11.3
Mound Valley,29.9,20.9,18.8,10.0,20.4
Mounds,28.5,17.9,24.0,12.0,17.6
Mount Airy,27.7,18.4,22.1,13.9,17.9
Mount Ayr,35.9,18.0,16.8,14.1,15.3
Mount Berry,28.3,20.7,22.3,10.9,17.8
Mount Blanchard,25.0,15.9,18.3,12.5,28.3
Mount Carmel,26.5,19.9,17.5,13.2,22.9
Mount Eden,32.0,12.3,25.1,12.3,18.2
Mount Hermon,27.8,20.3,21.5,13.4,17.0
Mount Perry,26.4,20.0,24.8,10.1,18.6
Mount Pleasant,127.4,80.7,90.10000000000001,42.3,59.50000000000001
Mount Prospect,38.3,18.2,24.4,6.1,13.0
Mount Sterling,54.7,35.9,38.3,23.6,47.400000000000006
Mount Vernon,82.6,56.9,73.4,32.1,55.0
Mountain Home A F B,28.5,21.8,17.4,16.7,15.6
Mountain View,80.7,34.4,38.900000000000006,20.1,25.8
Mountville,24.8,18.6,21.6,9.9,25.1
Moweaqua,27.6,18.1,20.3,12.2,21.7
Mt Zion,31.9,19.1,23.8,9.2,16.0
Muenster,27.6,22.6,19.1,11.4,19.3
Mullen,38.4,16.6,20.2,15.1,9.7
Mullica Hill,41.0,14.7,25.8,8.0,10.5
Muncie,30.8,23.0,23.7,7.4,15.2
Muncy Valley,25.9,18.4,17.6,20.5,17.7
Mundelein,41.9,15.3,25.5,6.0,11.3
Munford,28.1,14.8,22.3,11.2,23.6
Murchison,29.6,19.0,23.5,14.5,13.4
Murdo,38.0,13.3,25.7,17.4,5.6
Murphysboro,38.0,20.6,25.0,7.2,9.3
Murrayville,61.5,35.5,50.3,22.0,30.9
Muscoda,26.0,17.5,20.4,12.8,23.3
Nahunta,27.4,18.5,22.0,18.2,14.0
Nancy,23.3,18.9,19.4,13.7,24.8
Nantucket,26.3,18.4,26.0,20.8,8.5
Naranjito,23.7,18.7,35.2,11.8,10.6
Nardin,28.5,18.8,23.6,12.6,16.5
Narrows,25.6,19.4,26.5,6.9,21.6
Nashville,39.8,16.7,25.8,7.0,10.7
Natchez,27.4,21.0,25.1,12.1,14.4
Natchitoches,26.5,19.6,26.1,12.1,15.8
Naylor,25.5,22.3,20.9,11.4,19.9
Nekoma,39.0,16.9,18.1,15.1,11.0
Nelson,31.6,14.8,19.3,14.0,20.3
Neopit,25.5,30.8,20.0,9.8,13.9
Neosho,21.2,14.8,25.2,15.6,23.2
Neshkoro,24.8,18.6,18.1,14.4,24.0
Nevada,30.0,20.5,22.4,13.0,14.1
Nevis,30.3,19.9,22.7,12.4,14.8
New Athens,37.2,15.1,27.2,9.7,10.8
New Bern,30.8,18.9,19.8,15.7,14.8
New Bloomington,27.7,17.9,20.2,8.3,25.9
New Boston,59.3,33.8,47.9,24.799999999999997,34.3
New Brighton,32.4,18.4,25.2,8.7,15.2
New Columbia,32.4,20.4,20.8,10.2,16.2
New Cumberland,27.3,20.3,23.5,9.5,19.4
New Ellenton,34.7,16.2,23.4,10.9,14.8
New Germany,45.0,14.3,24.6,6.8,9.4
New Harmony,33.5,19.1,22.9,11.9,12.7
New Holland,32.8,16.4,23.3,10.4,17.0
New Iberia,25.7,17.4,25.6,15.9,15.4
New Leipzig,44.3,11.5,16.0,19.0,9.1
New London,63.3,40.099999999999994,45.1,22.3,29.3
New Market,54.2,33.7,41.3,23.3,47.7
New Orleans,73.69999999999999,41.6,45.5,20.1,19.1
New Richland,63.4,32.2,46.5,18.0,39.900000000000006
New Rockford,38.7,20.0,14.8,16.5,10.1
New Salisbury,29.3,17.0,22.9,11.1,19.7
New Vienna,26.5,15.4,19.5,13.8,24.8
New York,59.2,13.8,20.7,2.1,4.1
Newark,143.7,70.7,91.7,42.599999999999994,51.4
Newaygo,25.8,15.6,23.2,13.9,21.5
Newberg,31.5,19.6,21.5,11.3,16.1
Newberry,24.4,25.0,24.1,10.4,16.1
Newburgh,36.3,15.8,24.5,9.9,13.4
Newbury,39.0,16.0,21.2,13.3,10.5
Newcastle,30.5,17.1,23.2,15.7,13.6
Newell,25.8,16.9,18.8,9.0,29.5
Newport,97.2,56.599999999999994,62.900000000000006,31.1,52.2
Newport News,33.1,20.4,24.8,9.5,12.2
Newton,27.3,17.6,20.5,9.9,24.7
Newtown,42.1,13.8,26.1,8.1,9.9
Nezperce,29.5,22.9,20.4,13.6,13.5
Niagara,59.1,35.8,38.099999999999994,28.8,38.4
Niagara University,31.7,18.8,26.4,8.8,14.3
Nicholasville,34.5,18.4,22.8,11.5,12.8
Nicollet,38.5,17.0,23.4,8.0,13.2
Nineveh,33.5,22.4,17.4,11.1,15.6
Niota,29.3,16.9,24.0,10.2,19.5
Noatak,33.8,18.2,22.4,14.9,10.8
Noblesville,79.9,32.599999999999994,51.4,13.2,23.1
Nodaway,32.6,18.5,19.8,9.6,19.4
Nolensville,54.8,11.0,24.8,3.8,5.6
Noma,25.7,24.4,22.5,15.0,12.3
Norcatur,33.5,19.1,22.3,12.3,12.7
Nordland,33.5,21.6,23.7,11.9,9.3
Norfolk,32.4,21.4,23.4,11.6,11.1
Normal,42.2,17.8,25.5,5.8,8.7
Norman,73.3,35.2,48.9,23.3,19.4
Normandy,24.0,14.1,23.0,13.6,25.3
Norphlet,30.8,15.6,23.8,12.4,17.4
Norris,48.1,15.1,13.9,15.5,7.3
North Augusta,27.5,16.5,20.4,15.2,20.4
North Beach,39.9,15.3,24.9,12.2,7.7
North Carrollton,34.1,12.2,21.9,15.4,16.4
North East,33.7,19.9,23.2,7.3,15.9
North Fairfield,23.5,16.0,20.5,13.7,26.3
North Hero,38.4,14.2,26.3,11.0,10.2
North Java,27.5,17.7,23.3,14.9,16.6
North Little Rock,40.3,16.7,26.0,6.8,10.3
North Platte,33.8,10.4,27.9,11.3,16.7
North Sioux City,41.8,13.9,24.1,7.8,12.4
North Washington,27.9,14.2,21.3,13.0,23.6
Northway,30.4,21.2,15.6,21.5,11.2
Northwood,33.0,13.6,18.6,18.2,16.6
Norton,33.7,25.3,23.5,6.5,10.9
Norwalk,37.7,15.2,26.6,9.8,10.7
Norway,28.2,18.1,23.3,9.3,21.1
Nottawa,24.6,14.4,19.3,9.6,32.1
Nowata,34.1,15.0,24.8,11.3,14.9
Oak,36.0,17.8,20.3,14.6,11.4
Oak Grove,57.599999999999994,36.0,46.3,27.099999999999998,33.0
Oak Vale,27.3,15.0,19.4,20.8,17.5
Oakhurst,25.3,17.0,20.8,23.5,13.3
Oakland,21.8,15.1,22.8,9.3,31.0
Oakley,24.5,13.2,24.1,19.0,19.3
Oakman,23.4,12.5,24.4,12.8,26.9
Oaktown,27.5,21.4,19.8,11.4,19.8
Oakwood,31.7,13.9,16.6,23.3,14.4
Oberlin,32.4,18.4,24.4,8.2,16.6
Ochlocknee,28.7,12.8,26.2,14.3,18.1
Odem,27.8,20.9,20.1,17.5,13.7
Odessa,23.5,15.4,25.9,17.4,17.8
Odonnell,52.8,11.7,14.2,14.2,7.1
Ogallala,30.3,19.3,23.8,13.3,13.3
Ogden,31.6,15.8,25.3,10.2,17.1
Ogdensburg,25.3,17.9,19.3,11.5,26.0
Okeechobee,21.2,20.9,23.5,20.6,13.9
Oktaha,28.2,20.5,22.9,11.3,17.2
Old Glory,34.9,19.9,15.4,15.0,14.8
Oldenburg,31.7,14.7,20.4,14.8,18.4
Oldham,38.3,14.2,19.1,12.5,15.8
Olla,23.0,21.7,23.9,15.1,16.3
Olpe,28.0,18.8,21.0,10.8,21.5
Omaha,92.1,52.599999999999994,68.4,29.0,58.0
Onawa,28.7,20.3,22.5,14.7,13.7
Oneida,51.7,39.2,37.5,32.4,39.3
Opelika,28.7,21.7,23.0,10.4,16.3
Oquawka,25.5,21.6,18.4,12.1,22.4
Orange,28.3,15.7,24.2,15.2,16.6
Orange Grove,28.2,20.5,20.9,18.2,12.2
Orangeville,26.6,19.3,23.3,9.3,21.6
Ordway,34.3,26.7,23.2,8.5,7.3
Ore City,27.1,19.0,22.2,14.6,17.0
Orient,48.6,15.6,16.5,12.1,7.1
Orleans,88.6,54.7,63.3,43.3,50.0
Orma,23.5,15.8,22.5,26.9,11.4
Orocovis,53.0,40.9,55.400000000000006,22.700000000000003,28.1
Oronoco,48.1,16.2,20.0,6.3,9.5
Ortley,35.7,19.4,18.1,11.6,15.2
Osceola,28.8,18.8,22.2,12.1,18.0
Oshkosh,30.1,17.6,24.7,7.0,20.5
Osnabrock,43.5,8.4,20.4,14.6,13.0
Osseo,34.7,17.8,26.4,6.4,14.7
Ossipee,32.2,23.4,22.5,11.9,10.0
Otley,30.2,15.5,24.2,11.1,19.0
Oto,28.3,18.5,24.0,9.3,19.9
Otsego,28.8,15.8,20.9,11.6,23.0
Otter Rock,28.0,27.5,24.6,9.3,10.6
Otterbein,54.0,27.3,40.5,26.9,51.4
Otterville,27.5,19.4,26.4,11.9,14.8
Otwell,23.6,12.7,22.0,12.6,29.1
Ouzinkie,27.1,21.3,19.3,9.4,22.9
Overbrook,25.0,19.0,22.5,14.4,19.1
Ovett,25.9,18.0,22.5,17.7,15.9
Owasso,36.4,16.6,25.8,9.3,11.8
Owenton,24.5,18.4,19.2,11.9,26.0
Owyhee,25.5,20.9,21.2,21.6,10.8
Oxford,63.0,34.099999999999994,49.5,22.2,31.299999999999997
Ozona,21.6,17.5,20.7,24.4,15.9
Pachuta,24.4,17.2,18.8,13.3,26.3
Paducah,97.9,51.8,61.99999999999999,67.9,20.299999999999997
Pageland,24.4,16.2,22.1,12.1,25.2
Pagosa Springs,40.6,15.5,22.2,18.6,3.1
Paicines,27.3,18.8,23.5,16.2,14.1
Paige,31.5,15.0,25.3,16.2,12.0
Painesville,35.6,16.7,25.1,7.0,15.6
Palco,36.0,17.2,19.7,16.5,10.6
Palestine,23.4,24.0,23.7,15.0,13.9
Palisade,27.6,22.5,23.9,13.1,13.0
Palmer,60.5,38.3,50.4,20.2,30.6
Palmersville,31.7,16.2,23.0,9.4,19.7
Palmyra,32.2,18.7,24.9,9.3,14.9
Palo Alto,45.4,18.4,22.4,6.3,7.4
Pampa,24.1,15.6,24.6,18.9,16.9
Panna Maria,27.3,18.4,22.6,19.1,12.5
Pantego,29.3,18.1,23.0,14.9,14.7
Panther Burn,36.4,27.4,21.3,11.6,3.3
Paradise Valley,20.3,17.5,22.6,22.3,17.3
Paragon,28.6,15.2,24.1,13.9,18.3
Paragould,33.8,16.7,22.9,10.0,16.7
Paris,100.4,59.900000000000006,60.2,31.1,48.400000000000006
Parish,28.8,20.4,22.6,12.0,16.3
Parker,36.5,18.3,17.6,13.1,14.5
Parkersburg,30.7,18.3,27.9,9.2,13.9
Parkesburg,48.8,13.5,22.8,7.4,7.6
Parkman,38.7,18.1,19.7,12.3,11.3
Parksville,33.6,20.8,20.5,8.3,16.8
Parma,54.3,40.0,45.3,20.1,40.3
Pateros,30.8,20.3,18.8,17.5,12.5
Patillas,28.2,26.0,18.8,11.5,15.6
Patoka,26.0,16.1,17.9,13.7,26.3
Patterson,25.5,13.1,19.4,22.7,19.2
Pattison,20.7,29.0,22.5,10.5,17.2
Paul,24.7,15.9,18.8,24.0,16.6
Paulding,23.5,16.8,18.3,9.7,31.6
Pawhuska,30.0,17.1,21.8,14.0,17.1
Pawling,40.1,19.8,22.9,8.8,8.4
Pawnee Rock,66.4,36.2,44.5,26.9,26.0
Paxico,35.5,16.4,21.6,12.3,14.3
Payette,26.3,20.0,26.3,11.8,15.7
Pearcy,31.5,20.7,25.0,12.1,10.7
Pearson,30.0,12.5,19.2,15.1,23.2
Pease,28.2,19.3,21.2,13.5,17.8
Pecan Gap,32.6,14.8,22.0,11.3,19.3
Peck,25.8,16.0,23.1,13.0,22.1
Pecos,25.5,26.8,20.4,14.3,12.8
Peebles,31.1,19.6,17.8,12.7,18.9
Pelham,42.8,14.5,27.1,7.3,8.4
Pellston,35.3,22.3,23.9,9.6,8.9
Pemberville,24.2,15.9,20.2,10.6,29.1
Pendleton,45.3,13.0,24.1,7.4,10.2
Penfield,26.8,19.2,22.0,11.8,20.2
Penns Grove,32.4,18.1,20.7,12.0,16.7
Penrose,31.0,24.5,20.7,13.5,10.3
Pensacola,32.2,21.0,28.5,8.5,9.8
Penuelas,59.0,46.2,42.9,25.700000000000003,26.200000000000003
Peoa,44.3,19.3,21.3,7.3,7.8
Pequot Lakes,31.7,20.0,26.0,10.1,12.2
Peralta,26.5,23.8,24.6,14.5,10.5
Perkinston,30.5,11.0,21.6,20.8,16.1
Perry,56.2,43.9,39.4,28.6,31.9
Peru,29.7,17.2,15.2,20.7,17.2
Peterman,19.4,21.0,20.4,11.4,27.9
Petersburg,91.5,60.0,66.69999999999999,37.9,43.8
Petrolia,36.6,16.0,25.2,8.8,13.4
Pfafftown,39.4,18.2,22.6,7.3,12.6
Philadelphia,66.4,46.9,44.9,19.4,22.5
Phillips,28.4,17.6,17.1,11.1,25.8
Phillipsburg,38.3,15.3,20.6,12.1,13.7
Phoenix,36.6,18.4,27.2,8.4,9.5
Pickens,46.0,12.5,25.6,6.6,9.3
Piedmont,24.2,23.4,12.8,16.0,23.6
Pierre Part,26.5,18.4,19.9,17.6,17.6
Pine,29.4,23.1,22.2,15.4,10.0
Pine Brook,49.6,13.0,24.7,5.8,6.9
Pine Grove,30.9,22.9,25.3,10.3,10.6
Pine Island,36.7,15.8,20.0,10.7,16.9
Pine Mountain,29.1,16.9,22.1,8.4,23.4
Pinetop,28.5,25.6,22.7,11.6,11.6
Pineville,51.2,35.5,48.3,34.1,30.9
Pippa Passes,31.4,18.1,23.8,15.2,11.5
Piqua,27.6,16.5,17.6,15.9,22.4
Pisek,30.9,16.4,18.2,19.7,14.8
Pismo Beach,37.4,20.8,23.4,10.0,8.5
Pitkin,62.1,41.6,48.0,26.1,22.2
Pitts,21.7,17.9,20.2,11.7,28.4
Pittsburg,31.4,19.5,18.5,9.7,20.9
Placerville,40.2,19.2,24.9,8.7,7.1
Plain City,37.0,15.2,21.8,7.7,18.4
Plainview,33.2,15.9,22.0,12.1,16.9
Plainville,32.0,17.6,21.3,13.1,16.0
Plano,39.7,13.1,26.8,8.6,11.8
Plattsburg,25.7,19.8,25.2,12.8,16.6
Plattsburgh,31.2,22.8,22.9,8.9,14.3
Pleasanton,32.8,16.5,23.6,15.0,12.1
Pleasantville,36.2,17.9,24.7,8.3,13.0
Pleasureville,26.4,19.8,19.9,12.8,21.0
Plum Branch,25.5,21.5,21.7,9.6,21.6
Plum City,31.8,18.4,20.4,11.5,18.0
Pocatello,54.3,32.0,47.4,28.799999999999997,37.5
Point Baker,27.0,17.3,19.1,20.0,16.6
Point Comfort,27.6,12.2,23.0,15.8,21.3
Polk,30.4,17.1,21.7,10.5,20.4
Polkton,21.5,19.0,18.4,11.4,29.7
Pollock,25.6,18.7,22.6,17.5,15.7
Polo,30.3,18.2,20.6,17.6,13.3
Pomeroy,35.6,18.2,24.8,12.7,8.7
Pomona Park,45.1,17.0,25.3,5.7,6.9
Ponce,30.9,22.6,27.2,7.8,11.5
Pond Creek,36.8,11.2,19.6,20.1,12.3
Poplar Bluff,29.5,20.2,24.0,7.9,18.5
Poplar Grove,26.6,24.2,24.0,9.4,15.8
Poplarville,28.8,19.0,24.0,16.7,11.4
Poquoson,50.0,12.6,21.2,8.0,8.2
Port Charlotte,28.1,23.4,29.5,11.6,7.6
Port Huron,27.2,19.6,23.1,10.5,19.7
Port Murray,35.2,17.3,26.1,10.3,11.2
Port Saint Joe,32.3,22.5,25.0,10.1,10.2
Portales,28.5,25.9,22.2,13.3,10.1
Porter,66.80000000000001,31.7,42.3,23.1,36.1
Portis,40.0,15.0,18.6,10.8,15.6
Portland,65.2,32.8,40.099999999999994,18.799999999999997,43.0
Portola,33.2,25.4,17.0,13.4,11.0
Portsmouth,29.9,20.2,24.4,11.8,13.6
Post,24.0,21.9,22.3,15.9,15.9
Postville,27.9,17.1,22.1,12.7,20.3
Poteau,25.8,19.5,21.3,15.8,17.6
Poulan,24.5,17.3,23.5,15.5,19.3
Powder River,29.8,17.1,24.9,14.6,13.5
Powder Springs,33.6,14.7,28.0,11.5,12.1
Powderly,27.6,18.8,25.3,11.7,16.6
Powellsville,23.9,14.4,20.2,14.7,26.8
Powers Lake,32.7,16.7,17.0,20.8,12.8
Powhattan,31.7,19.0,19.9,8.3,21.1
Prairie,25.7,18.8,22.2,9.7,23.5
Prairie Du Sac,59.900000000000006,35.2,48.8,21.8,34.2
Prescott,34.9,27.3,16.3,13.0,8.5
Presidio,33.9,25.7,17.7,16.6,6.1
Preston,82.8,55.8,57.199999999999996,42.4,61.8
Primghar,28.4,15.1,23.3,10.7,22.5
Prince George,35.8,17.5,23.7,8.6,14.3
Princeton,57.599999999999994,33.4,43.3,24.6,41.2
Prosser,24.8,16.9,21.1,21.0,16.2
Providence,26.2,15.4,17.6,18.4,22.5
Prudenville,24.7,18.3,28.5,12.9,15.5
Prudhoe Bay,24.0,15.0,18.4,25.0,17.5
Puerto Real,24.7,25.9,26.1,12.3,11.0
Pukwana,35.2,30.2,15.0,11.9,7.7
Pulaski,26.7,14.8,22.4,9.1,26.9
Punta Santiago,31.1,21.6,24.3,10.1,12.8
Puryear,27.0,15.4,25.3,10.9,21.4
Pyote,20.3,19.2,22.0,21.7,16.8
Quakertown,34.3,16.8,25.4,7.3,16.2
Quebradillas,26.9,20.7,29.2,12.1,11.1
Quenemo,30.0,16.4,22.3,12.5,18.8
Quincy,55.099999999999994,41.2,39.3,31.7,32.6
Quitman,25.9,17.3,23.4,12.6,20.7
Racine,32.5,17.0,22.8,9.1,18.6
Radford,33.5,27.5,24.6,3.5,10.9
Rainbow,35.6,13.2,21.0,16.4,13.9
Raleigh,23.1,24.1,23.4,15.2,14.1
Ralls,28.9,19.6,20.0,22.6,9.0
Ralston,59.7,38.9,46.2,28.9,26.4
Ranburne,28.9,11.7,23.1,15.6,20.7
Randolph,101.10000000000001,46.5,61.0,49.5,41.9
Rapid City,65.4,38.2,50.0,25.1,21.5
Raquette Lake,34.0,28.1,19.0,11.8,7.0
Ratliff City,27.7,18.4,24.4,12.0,17.5
Ravenden,30.4,16.8,19.8,14.0,19.0
Ravenna,24.9,18.0,18.3,12.0,26.7
Ray City,28.4,15.4,31.8,10.0,14.3
Rayville,26.5,24.0,23.3,13.2,12.9
Raywick,25.3,18.5,17.8,10.2,28.2
Red Boiling Springs,22.0,14.6,21.5,15.9,25.9
Red Bud,24.6,20.4,19.3,12.1,23.6
Red Cloud,34.7,16.4,17.9,16.2,14.9
Red Springs,54.900000000000006,41.099999999999994,42.8,25.299999999999997,35.7
Red Valley,28.8,25.7,20.4,13.4,11.8
Redmond,37.3,18.9,24.5,9.2,10.1
Redvale,37.1,18.9,23.2,10.9,9.8
Redwood Falls,33.6,18.7,19.3,13.2,15.2
Reed Point,31.2,15.2,18.3,26.0,9.3
Reedy,26.5,16.4,26.5,18.2,12.4
Reelsville,26.7,18.3,22.5,9.9,22.6
Refugio,23.0,24.0,21.2,16.6,15.2
Regent,37.2,14.0,21.1,17.1,10.6
Register,32.3,23.0,22.9,9.2,12.5
Reinbeck,34.1,12.8,23.6,12.5,16.9
Reliance,26.3,17.0,23.2,11.4,22.2
Rembert,28.6,18.4,23.9,9.1,20.0
Remsen,31.8,15.2,23.9,11.3,17.7
Renick,26.8,16.5,28.4,10.6,17.7
Reno,33.2,21.4,26.5,7.8,11.1
Rensselaer,27.1,15.5,19.3,18.7,19.4
Resaca,19.5,15.3,23.1,11.9,30.3
Reserve,36.6,19.6,24.8,12.6,6.3
Rice,25.2,20.0,22.4,11.5,20.9
Riceboro,22.8,18.7,28.5,9.5,20.5
Richards,24.7,17.9,20.8,17.3,19.3
Richburg,22.3,15.8,26.6,10.6,24.8
Richey,36.0,17.9,16.4,14.7,14.9
Richfield,29.3,13.0,20.0,20.8,16.8
Richfield Springs,36.8,20.2,22.4,9.5,11.1
Richmond,83.5,38.3,49.3,12.0,17.0
Richton,29.7,17.4,20.0,12.8,20.1
Richview,31.6,15.9,18.8,12.3,21.4
Ridgeville,24.6,22.5,23.1,12.7,17.1
Ridgeway,25.7,21.7,27.5,8.8,16.3
Ridgway,71.6,35.3,33.1,20.9,39.2
Rifle,27.8,18.5,18.8,21.1,13.8
Rincon,78.4,61.0,70.9,40.5,49.2
Ringgold,28.0,20.9,16.1,20.8,14.3
Ringling,35.5,18.9,20.2,14.3,11.2
Ripon,28.0,18.4,24.1,12.9,16.5
Rising City,29.4,13.3,19.0,16.9,21.4
Rising Sun,35.8,18.1,21.7,10.8,13.6
Riverside,47.7,16.9,22.2,5.3,7.9
Rivervale,24.2,17.4,22.8,15.3,20.3
Riviera,30.6,23.4,18.9,17.3,9.9
Roanoke,138.8,71.1,98.6,27.4,64.2
Roaring Spring,30.6,19.4,25.3,8.8,15.9
Roaring Springs,38.8,14.8,16.1,24.6,5.7
Robersonville,29.8,17.2,21.9,11.5,19.6
Roberts,71.0,33.2,45.5,26.6,23.7
Robins,38.2,15.0,25.2,8.3,13.3
Robinson,28.1,16.2,20.9,11.3,23.4
Robstown,28.7,21.5,24.3,13.3,12.2
Rochelle,28.9,22.8,17.7,12.8,17.7
Rocheport,34.0,16.5,22.3,11.9,15.2
Rochester,77.3,35.7,48.1,16.9,21.9
Rock Island,29.4,24.4,18.2,9.1,19.0
Rockford,97.0,42.900000000000006,70.8,33.4,56.0
Rockville,56.2,15.5,18.2,5.8,4.3
Rockwood,31.1,18.3,23.8,9.7,17.1
Rogers,62.300000000000004,28.2,45.8,24.9,38.7
Rogerson,22.7,14.9,17.1,26.3,19.0
Rolla,26.1,19.2,19.2,25.2,10.3
Rolling Fork,19.0,23.9,19.0,13.1,24.9
Roma,21.6,30.6,18.0,17.4,12.4
Rome City,24.0,14.8,17.6,10.9,32.6
Romney,37.9,18.2,21.0,7.0,15.9
Roopville,26.3,18.3,22.4,13.1,19.9
Roper,21.7,18.2,19.4,13.9,26.8
Roscommon,27.2,23.2,21.8,11.2,16.6
Roseau,28.7,13.0,16.9,8.3,33.1
Roseboro,24.9,18.5,17.8,16.4,22.4
Roseglen,33.8,18.1,19.1,17.2,11.8
Roseville,29.8,15.6,16.6,17.2,20.7
Rossburg,24.9,14.9,19.9,13.2,27.0
Rosston,20.3,24.7,22.2,11.7,21.1
Rossville,24.9,16.0,22.8,12.0,24.3
Rotan,28.9,19.8,22.4,17.6,11.3
Rowlett,45.3,12.5,25.4,8.5,8.3
Roxie,26.9,11.2,19.1,21.6,21.2
Rufus,35.0,17.8,15.8,16.2,15.1
Rugby,64.2,32.099999999999994,40.6,39.0,24.0
Rumely,29.5,19.3,23.4,9.3,18.5
Runnemede,38.8,17.4,25.8,7.0,11.0
Rupert,25.7,18.3,21.0,17.4,17.6
Russell,60.0,36.3,44.7,27.7,31.200000000000003
Russell Springs,28.4,13.3,23.0,11.1,24.1
Russellville,131.60000000000002,89.7,109.4,58.6,110.7
Ruston,62.4,39.8,46.2,25.200000000000003,26.3
Ruth,26.3,16.8,24.0,10.5,22.4
Rutherfordton,33.0,18.2,24.1,11.5,13.2
Ruthville,22.1,18.6,25.8,11.5,22.1
Rutledge,53.6,32.6,40.0,33.5,40.3
Sabana Grande,33.4,25.5,20.8,8.9,11.3
Sacramento,30.5,14.1,20.8,12.7,21.9
Sacred Heart,32.5,15.4,17.8,14.1,20.2
Sadieville,58.400000000000006,32.9,43.7,16.5,48.4
Safford,56.3,44.1,45.3,21.6,32.7
Saginaw,30.4,21.3,25.5,7.7,15.2
Saint Ansgar,30.0,15.9,18.5,15.1,20.5
Saint Bonifacius,47.7,15.6,23.2,4.3,9.2
Saint Clair,28.1,15.4,23.8,12.9,19.8
Saint Clair Shores,33.8,17.9,25.3,7.5,15.6
Saint Hilaire,28.4,13.8,29.7,9.6,18.5
Saint John,37.5,20.9,20.8,12.6,8.2
Saint Louis,82.80000000000001,39.5,48.599999999999994,10.3,18.8
Saint Marks,29.5,19.8,29.5,12.6,8.7
Saint Mary,28.2,13.2,22.7,14.5,21.4
Saint Marys,71.9,33.3,47.4,23.8,23.6
Saint Onge,30.6,22.6,23.8,14.0,9.0
Saint Paris,26.5,15.9,21.5,9.5,26.6
Saint Paul,43.1,17.2,23.0,5.2,11.5
Saint Petersburg,37.4,18.9,28.0,7.2,8.6
Saint Simons Island,31.9,23.5,24.6,8.8,11.2
Saint Vincent,33.9,14.3,17.5,11.5,22.8
Salem,120.5,70.5,83.80000000000001,53.3,72.1
Salemburg,24.6,16.4,20.6,18.4,20.0
Salina,27.7,20.2,22.6,12.8,16.8
Salinas,55.8,42.8,42.0,37.5,21.9
Salisbury,28.7,18.1,22.6,12.4,18.2
Salt Lake City,37.4,14.9,27.5,8.2,12.0
Saltillo,23.6,20.4,24.1,11.4,20.6
Saluda,28.6,19.8,24.8,13.6,13.2
Salvisa,29.0,15.9,25.5,10.5,19.0
Salyersville,28.1,19.1,16.1,20.0,16.8
San Acacia,35.7,26.5,15.3,10.8,11.8
San Angelo,36.8,12.3,19.9,13.8,17.3
San Augustine,20.5,16.9,22.0,15.6,25.0
San Bernardino,28.7,18.9,25.4,10.2,16.7
San Francisco,53.4,17.0,20.5,3.7,5.4
San German,57.400000000000006,42.8,56.0,19.4,24.3
San Juan,92.4,67.5,85.0,28.7,26.4
San Lorenzo,29.3,20.6,25.6,11.7,12.9
San Rafael,51.4,15.8,22.8,5.6,4.4
San Sebastian,32.2,15.7,26.6,14.0,11.6
San Ygnacio,16.7,29.4,16.0,20.4,17.5
Sand Lake,25.0,16.2,23.5,13.0,22.3
Sanders,31.1,12.7,18.5,33.5,4.2
Sanderson,29.6,20.4,24.0,11.5,14.5
Sandy Hook,56.4,26.1,47.6,33.8,36.1
Sandy Ridge,29.8,17.5,18.6,12.1,22.0
Sanford,60.8,36.5,46.8,23.200000000000003,32.6
Santa Barbara,35.2,21.3,21.2,14.0,8.3
Santa Fe,43.3,20.4,21.5,8.0,6.8
